gene_name	alpha	sigma2	theta0	loss
1	3.9588262341684555	335.9865198116495	3.1719841957092285	863.5383911132812
2	3.64498892802294	539.9686947712362	0.33640483021736145	965.6608276367188
3	5.600045317386559	395.1521834119376	4.106479167938232	848.76611328125
4	4.887851398896203	290.22761162790994	6.26071310043335	807.8529052734375
5	2.5015228859167706	261.0125810056925	2.5554497241973877	865.032470703125
6	3.391139095407425	317.4859102129849	5.054728984832764	871.01513671875
7	3.8615076373321813	333.7403691262589	4.235593318939209	865.40380859375
8	2.7532843015218447	296.07943013835757	3.076958179473877	880.05078125
9	3.3592625749637506	441.36264623912575	0.9558463096618652	935.895263671875
10	3.5626069285192443	520.0358515733533	1.0143593549728394	961.0532836914062
11	5.149244146131423	251.28533702815184	7.356443405151367	772.7592163085938
12	5.708685508358258	228.22736657676523	7.069151878356934	739.5935668945312
13	5.9039490582929375	360.08270625048317	4.556380271911621	823.267578125
14	3.9938592654904284	318.6842763705645	4.223515033721924	852.215576171875
15	2.907269460190548	375.56529407538255	3.070983648300171	920.5393676757812
16	2.146962847361479	91.71793617221192	5.233133792877197	676.0028686523438
17	5.567970138024577	480.61476579890586	2.985957384109497	887.5814208984375
18	3.277918976380434	193.95182060688967	6.392061710357666	779.2981567382812
19	3.0098432570375735	298.5711343138573	5.538357734680176	872.518798828125
20	3.6094477292535885	418.01532681020035	1.6141765117645264	917.1486206054688
21	32.791399125711905	935.1383784434292	7.1390767097473145	709.0751953125
22	5.1774057513108005	671.9350006259665	0.783096194267273	962.8597412109375
23	7.7111302082869315	337.11231505550677	6.467139720916748	770.0281372070312
24	3.265430526944556	448.564700571038	0.36615490913391113	942.3986206054688
25	6.620249016045875	420.1970593913902	5.467423915863037	836.2130737304688
26	5.205186140415719	555.1611158211053	2.674048900604248	925.0802001953125
27	7.281868352027288	353.6093855239451	5.158078193664551	788.2013549804688
28	4.190071091943594	184.200880296813	4.431972026824951	739.9085693359375
29	2.8914237917279593	439.84446979082713	0.6006268262863159	951.7941284179688
30	3.525325185264819	181.46138428479026	5.580838680267334	758.0604248046875
31	3.4582573909899708	230.77175393154903	5.873926162719727	806.7811889648438
32	4.304347929297592	266.297567707079	4.628109455108643	808.0043334960938
33	12.15750790848466	399.1038959941361	9.277402877807617	727.2477416992188
34	11.729002994343546	746.5582086487302	5.962903022766113	855.0283203125
35	3.8595588830981455	256.6109597921022	5.084502696990967	814.520263671875
36	5.616151353606483	413.3209952224606	3.133167028427124	857.1184692382812
37	3.0865768088922465	344.2842141233996	3.0329411029815674	897.2947998046875
38	3.8226949948175957	431.30252087954796	2.0759992599487305	916.399169921875
39	2.208451277580025	289.4224565187469	2.046530246734619	896.430419921875
40	3.287128804104441	527.5526118837879	0.16881223022937775	973.0479736328125
41	2.625140872401758	353.4343774637673	3.1674344539642334	919.1629638671875
42	2.5733452124757292	325.3750214474858	2.008574962615967	905.0902099609375
43	5.095625648668886	718.053087723456	0.0875987783074379	977.8258056640625
44	4.178853809082796	171.6549132547234	5.73253870010376	726.4415283203125
45	2.866639600542854	181.80270208107322	5.729135513305664	781.211669921875
46	2.901557399673038	440.4797677733004	0.16420692205429077	951.587158203125
47	9.641232400674426	462.6998030494178	5.827768325805664	795.34716796875
48	2.843284185289363	225.75906770016536	3.8236427307128906	824.1019287109375
49	2.303431975283331	393.6163727103267	1.7213218212127686	952.4032592773438
50	2.558559467843452	321.05551797436783	1.3538973331451416	902.9882202148438
51	2.2820415693459495	205.71192180514117	2.3143842220306396	827.3193359375
52	5.7165516657996704	387.3703562765477	5.3363118171691895	841.998291015625
53	5.8090450760929	256.5827286980493	6.013932228088379	759.8660888671875
54	6.308014886292085	395.5880997963832	3.9866104125976562	831.621337890625
55	3.827088313894137	233.46166331874792	5.203084945678711	797.1603393554688
56	5.207958473852216	231.36002834880856	4.974404335021973	755.1746826171875
57	8.225506229392522	647.8527365628142	5.045692443847656	886.4464111328125
58	4.678712827601487	532.7912611048814	1.2894513607025146	931.5728759765625
59	37.251325573706936	1778.0137299709168	6.564469814300537	809.2108764648438
60	2.1540901148691773	245.94678509588357	1.8993748426437378	867.1304931640625
61	5.649850621024655	273.4421113863973	5.367639064788818	776.13818359375
62	3.376029411936784	191.25697493410917	5.132025718688965	773.2474975585938
63	3.98639026602865	305.4746391816443	4.835315227508545	844.3233642578125
64	5.657635321276814	302.21588403255737	4.91151762008667	795.3297729492188
65	3.181015819342292	205.04480191566108	4.5443949699401855	793.4105224609375
66	4.080998098926614	519.8065673100209	0.9399209022521973	944.4791870117188
67	2.073282946690597	186.41453576529693	4.685965538024902	816.56396484375
68	2.564448800013963	294.30275229401013	0.7762196660041809	885.8704223632812
69	3.3513443528436824	481.125040099083	0.8446766138076782	952.9957275390625
70	2.346870062659093	281.45347170011155	1.1102421283721924	885.5289916992188
71	2.911866179990753	108.40953921085111	7.049477577209473	679.431396484375
72	2.863335302041733	235.64830616080962	3.785061836242676	831.7982177734375
73	3.47134969093554	411.63421552948785	0.4989420771598816	918.7811279296875
74	7.864688595349435	581.0151417069719	4.34265661239624	872.4725341796875
75	4.0186823088461665	323.9910736698803	4.756783962249756	854.5894165039062
76	4.200897808223999	453.0568210339734	1.6841890811920166	914.0582275390625
77	7.122135193044926	430.03628034157737	4.074232578277588	829.5853881835938
78	2.93477395186882	424.9252925022156	0.13900378346443176	943.521484375
79	4.7753385944207025	410.97089379845784	3.6529386043548584	878.4111328125
80	5.82059523933367	319.79245886704666	5.298285484313965	802.2193603515625
81	6.931492006128849	415.63191110606203	3.4596731662750244	827.1084594726562
82	8.511568472472447	402.4867631830275	4.951666831970215	788.6835327148438
83	4.421347269144974	429.0378235302669	4.04545259475708	897.02099609375
84	5.480681009099499	296.8978610990016	4.59809684753418	796.3729248046875
85	6.170451276935637	349.2977969530184	4.697599411010742	810.864013671875
86	5.770705653412733	245.71570660442012	6.727342128753662	752.3036499023438
87	3.4461670111355147	205.6786577010971	4.427073001861572	785.0258178710938
88	5.364644467663538	204.54420464136638	7.559525012969971	727.131103515625
89	7.864518766200547	308.5116886593787	8.835582733154297	749.658203125
90	5.424549720563846	170.91370082425783	6.97340726852417	690.7060546875
91	2.7045457664789865	240.83968825929696	1.8975839614868164	841.7874755859375
92	3.9628082039281622	382.59439987834776	3.6080973148345947	888.6395874023438
93	3.9083776894393765	286.6279457341043	5.522933006286621	834.31005859375
94	3.561983239251333	323.8971486665687	2.7191529273986816	869.2034301757812
95	2.759406181925911	366.2405772857019	1.5784920454025269	921.0458984375
96	4.17904486465801	424.92411297673607	1.9245526790618896	902.3642578125
97	6.5471413381530965	300.03425705657355	4.571317672729492	772.6102294921875
98	4.395619823728566	425.12913908815244	3.3958003520965576	895.9889526367188
99	3.9796977819467116	437.76316345110536	3.1228654384613037	914.2227783203125
100	5.364368362210371	303.7519867646042	3.9259111881256104	803.834716796875
