gene,species,replicate,exprval
23,5238,R1,6
23,5239,R1,2
23,5240,R1,5
23,5242,R1,6
23,5244,R1,5
23,5245,R1,6
23,5249,R1,1
23,5254,R1,4
23,5255,R1,9
23,5259,R1,17
23,5261,R1,4
23,5265,R1,10
23,5268,R1,6
23,5271,R1,5
23,5275,R1,1
23,5282,R1,1
23,5288,R1,10
23,5289,R1,0
23,5295,R1,1
23,5297,R1,5
23,5298,R1,4
23,5301,R1,3
23,5303,R1,13
23,5304,R1,7
23,5312,R1,6
23,5318,R1,20
23,5322,R1,6
23,5324,R1,6
23,5325,R1,0
23,5327,R1,0
23,5333,R1,8
23,5336,R1,9
23,5339,R1,10
23,5341,R1,5
23,5345,R1,7
23,5346,R1,6
23,5348,R1,4
23,5349,R1,2
23,5351,R1,1
23,5353,R1,6
23,5356,R1,5
23,5357,R1,14
23,5364,R1,0
23,5365,R1,1
23,5366,R1,4
23,5371,R1,13
23,5375,R1,4
23,5378,R1,6
23,5383,R1,3
23,5385,R1,5
23,5391,R1,0
23,5400,R1,4
23,5401,R1,1
23,5402,R1,7
23,5404,R1,6
23,5405,R1,8
23,5407,R1,5
23,5421,R1,12
23,5426,R1,9
23,5436,R1,12
23,5438,R1,14
23,5443,R1,12
23,5447,R1,10
23,5449,R1,9
23,5450,R1,8
23,5461,R1,13
23,5462,R1,18
23,5464,R1,3
23,5465,R1,11
23,5470,R1,11
23,5475,R1,10
23,5479,R1,12
23,5483,R1,6
23,5484,R1,10
23,5485,R1,14
23,5487,R1,6
23,5490,R1,10
23,5491,R1,9
23,5495,R1,7
23,5499,R1,9
23,5510,R1,7
23,5515,R1,6
23,5517,R1,7
23,5518,R1,11
23,5522,R1,12
23,5523,R1,8
23,5525,R1,6
23,5527,R1,5
23,5528,R1,5
23,5529,R1,8
23,5531,R1,12
23,5533,R1,2
23,5538,R1,18
23,5540,R1,9
24,4895,R1,0
24,4903,R1,0
24,4905,R1,2
24,4909,R1,7
24,4910,R1,6
24,4915,R1,1
24,4916,R1,2
24,4918,R1,0
24,4919,R1,4
24,4921,R1,5
24,4929,R1,14
24,4930,R1,11
24,4934,R1,8
24,4942,R1,11
24,4945,R1,2
24,4951,R1,5
24,4956,R1,1
24,4959,R1,0
24,4966,R1,2
24,4967,R1,1
24,4972,R1,12
24,4977,R1,0
24,4979,R1,14
24,4981,R1,2
24,4983,R1,2
24,4984,R1,4
24,4990,R1,9
24,4991,R1,3
24,4995,R1,3
24,4996,R1,6
24,4997,R1,7
24,5000,R1,10
24,5002,R1,17
24,5011,R1,3
24,5014,R1,6
24,5017,R1,0
24,5019,R1,12
24,5020,R1,3
24,5022,R1,2
24,5025,R1,11
24,5026,R1,11
24,5027,R1,2
24,5033,R1,3
24,5040,R1,4
24,5043,R1,6
24,5044,R1,6
24,5047,R1,9
24,5051,R1,0
24,5052,R1,0
24,5069,R1,6
24,5070,R1,6
24,5076,R1,2
24,5080,R1,4
24,5084,R1,7
24,5087,R1,11
24,5088,R1,6
24,5089,R1,2
24,5092,R1,0
24,5095,R1,1
24,5096,R1,0
24,5097,R1,4
24,5099,R1,3
24,5100,R1,9
24,5103,R1,3
24,5106,R1,0
24,5107,R1,11
24,5108,R1,10
24,5109,R1,11
24,5111,R1,0
24,5115,R1,3
24,5120,R1,0
24,5121,R1,4
24,5125,R1,12
24,5126,R1,5
24,5127,R1,9
24,5132,R1,11
24,5147,R1,4
24,5149,R1,13
24,5150,R1,11
24,5151,R1,4
24,5153,R1,7
24,5157,R1,11
24,5161,R1,7
24,5168,R1,13
24,5170,R1,9
24,5174,R1,3
24,5175,R1,4
24,5180,R1,0
24,5181,R1,7
24,5182,R1,3
24,5189,R1,8
24,5190,R1,8
24,5193,R1,7
24,5196,R1,7
24,5197,R1,5
24,5206,R1,1
24,5209,R1,3
24,5211,R1,0
24,5215,R1,2
24,5237,R1,10
24,5238,R1,9
24,5239,R1,16
24,5240,R1,13
24,5242,R1,6
24,5244,R1,0
24,5245,R1,15
24,5249,R1,2
24,5254,R1,8
24,5255,R1,0
24,5259,R1,2
24,5261,R1,1
24,5265,R1,5
24,5268,R1,15
24,5271,R1,2
24,5275,R1,1
24,5282,R1,2
24,5288,R1,3
24,5289,R1,5
24,5295,R1,3
24,5297,R1,4
24,5298,R1,4
24,5301,R1,7
24,5303,R1,7
24,5304,R1,13
24,5312,R1,6
24,5318,R1,0
24,5322,R1,7
24,5324,R1,9
24,5325,R1,8
24,5327,R1,15
24,5333,R1,6
24,5336,R1,12
24,5339,R1,3
24,5341,R1,11
24,5345,R1,5
24,5346,R1,3
24,5348,R1,9
24,5349,R1,16
24,5351,R1,0
24,5353,R1,0
24,5356,R1,0
24,5357,R1,10
24,5364,R1,8
24,5365,R1,7
24,5366,R1,9
24,5371,R1,3
24,5375,R1,8
24,5378,R1,4
24,5383,R1,6
24,5385,R1,13
24,5391,R1,4
24,5400,R1,11
24,5401,R1,4
24,5402,R1,5
24,5404,R1,0
24,5405,R1,4
24,5407,R1,4
24,5421,R1,12
24,5426,R1,7
24,5436,R1,10
24,5438,R1,6
24,5443,R1,4
24,5447,R1,1
24,5449,R1,8
24,5450,R1,8
24,5461,R1,7
24,5462,R1,7
24,5464,R1,6
24,5465,R1,4
24,5470,R1,9
24,5475,R1,2
24,5479,R1,3
24,5483,R1,8
24,5484,R1,5
24,5485,R1,3
24,5487,R1,14
24,5490,R1,10
24,5491,R1,15
24,5495,R1,6
24,5499,R1,4
24,5510,R1,8
24,5515,R1,10
24,5517,R1,7
24,5518,R1,16
24,5522,R1,7
24,5523,R1,7
24,5525,R1,8
24,5527,R1,8
24,5528,R1,3
24,5529,R1,1
24,5531,R1,6
24,5533,R1,6
24,5538,R1,8
24,5540,R1,3
25,4895,R1,13
25,4903,R1,3
25,4905,R1,1
25,4909,R1,5
25,4910,R1,1
25,4915,R1,7
25,4916,R1,14
25,4918,R1,3
25,4919,R1,10
25,4921,R1,12
25,4929,R1,5
25,4930,R1,15
25,4934,R1,1
25,4942,R1,14
25,4945,R1,2
25,4951,R1,4
25,4956,R1,5
25,4959,R1,0
25,4966,R1,6
25,4967,R1,1
25,4972,R1,13
25,4977,R1,2
25,4979,R1,17
25,4981,R1,4
25,4983,R1,1
25,4984,R1,6
25,4990,R1,13
25,4991,R1,14
25,4995,R1,7
25,4996,R1,6
25,4997,R1,7
25,5000,R1,10
25,5002,R1,2
25,5011,R1,13
25,5014,R1,7
25,5017,R1,0
25,5019,R1,1
25,5020,R1,7
25,5022,R1,0
25,5025,R1,8
25,5026,R1,11
25,5027,R1,3
25,5033,R1,0
25,5040,R1,11
25,5043,R1,3
25,5044,R1,5
25,5047,R1,6
25,5051,R1,0
25,5052,R1,0
25,5069,R1,6
25,5070,R1,11
25,5076,R1,0
25,5080,R1,3
25,5084,R1,6
25,5087,R1,13
25,5088,R1,7
25,5089,R1,9
25,5092,R1,2
25,5095,R1,10
25,5096,R1,4
25,5097,R1,7
25,5099,R1,9
25,5100,R1,6
25,5103,R1,7
25,5106,R1,5
25,5107,R1,6
25,5108,R1,1
25,5109,R1,4
25,5111,R1,6
25,5115,R1,3
25,5120,R1,6
25,5121,R1,12
25,5125,R1,5
25,5126,R1,6
25,5127,R1,11
25,5132,R1,5
25,5147,R1,12
25,5149,R1,10
25,5150,R1,13
25,5151,R1,7
25,5153,R1,11
25,5157,R1,5
25,5161,R1,3
25,5168,R1,12
25,5170,R1,14
25,5174,R1,14
25,5175,R1,7
25,5180,R1,0
25,5181,R1,0
25,5182,R1,0
25,5189,R1,0
25,5190,R1,1
25,5193,R1,11
25,5196,R1,4
25,5197,R1,10
25,5206,R1,10
25,5209,R1,9
25,5211,R1,7
25,5215,R1,7
25,5237,R1,2
25,5238,R1,2
25,5239,R1,10
25,5240,R1,5
25,5242,R1,3
25,5244,R1,7
25,5245,R1,4
25,5249,R1,3
25,5254,R1,12
25,5255,R1,4
25,5259,R1,7
25,5261,R1,0
25,5265,R1,4
25,5268,R1,4
25,5271,R1,0
25,5275,R1,4
25,5282,R1,4
25,5288,R1,9
25,5289,R1,2
25,5295,R1,5
25,5297,R1,6
25,5298,R1,3
25,5301,R1,5
25,5303,R1,9
25,5304,R1,13
25,5312,R1,20
25,5318,R1,7
25,5322,R1,10
25,5324,R1,9
25,5325,R1,10
25,5327,R1,31
25,5333,R1,2
25,5336,R1,5
25,5339,R1,5
25,5341,R1,11
25,5345,R1,6
25,5346,R1,8
25,5348,R1,15
25,5349,R1,7
25,5351,R1,4
25,5353,R1,6
25,5356,R1,4
25,5357,R1,10
25,5364,R1,6
25,5365,R1,14
25,5366,R1,9
25,5371,R1,13
25,5375,R1,4
25,5378,R1,7
25,5383,R1,6
25,5385,R1,2
25,5391,R1,2
25,5400,R1,7
25,5401,R1,6
25,5402,R1,14
25,5404,R1,15
25,5405,R1,7
25,5407,R1,10
25,5421,R1,12
25,5426,R1,8
25,5436,R1,10
25,5438,R1,7
25,5443,R1,7
25,5447,R1,9
25,5449,R1,10
25,5450,R1,9
25,5461,R1,13
25,5462,R1,12
25,5464,R1,14
25,5465,R1,10
25,5470,R1,13
25,5475,R1,15
25,5479,R1,10
25,5483,R1,13
25,5484,R1,9
25,5485,R1,11
25,5487,R1,7
25,5490,R1,6
25,5491,R1,12
25,5495,R1,14
25,5499,R1,10
25,5510,R1,3
25,5515,R1,14
25,5517,R1,20
25,5518,R1,9
25,5522,R1,5
25,5523,R1,6
25,5525,R1,4
25,5527,R1,6
25,5528,R1,13
25,5529,R1,9
25,5531,R1,3
25,5533,R1,10
25,5538,R1,6
25,5540,R1,10
26,4895,R1,10
26,4903,R1,3
26,4905,R1,3
26,4909,R1,5
26,4910,R1,7
26,4915,R1,5
26,4916,R1,5
26,4918,R1,13
26,4919,R1,6
26,4921,R1,6
26,4929,R1,8
26,4930,R1,6
26,4934,R1,5
26,4942,R1,2
26,4945,R1,9
26,4951,R1,6
26,4956,R1,3
26,4959,R1,16
26,4966,R1,4
26,4967,R1,9
26,4972,R1,17
26,4977,R1,5
26,4979,R1,11
26,4981,R1,1
26,4983,R1,13
26,4984,R1,10
26,4990,R1,4
26,4991,R1,12
26,4995,R1,0
26,4996,R1,2
26,4997,R1,14
26,5000,R1,4
26,5002,R1,4
26,5011,R1,14
26,5014,R1,6
26,5017,R1,3
26,5019,R1,1
26,5020,R1,7
26,5022,R1,2
26,5025,R1,1
26,5026,R1,0
26,5027,R1,10
26,5033,R1,4
26,5040,R1,11
26,5043,R1,9
26,5044,R1,4
26,5047,R1,8
26,5051,R1,4
26,5052,R1,7
26,5069,R1,17
26,5070,R1,16
26,5076,R1,8
26,5080,R1,10
26,5084,R1,9
26,5087,R1,7
26,5088,R1,11
26,5089,R1,0
26,5092,R1,4
26,5095,R1,8
26,5096,R1,3
26,5097,R1,3
26,5099,R1,5
26,5100,R1,2
26,5103,R1,5
26,5106,R1,1
26,5107,R1,6
26,5108,R1,9
26,5109,R1,12
26,5111,R1,6
26,5115,R1,5
26,5120,R1,9
26,5121,R1,7
26,5125,R1,8
26,5126,R1,6
26,5127,R1,1
26,5132,R1,4
26,5147,R1,8
26,5149,R1,1
26,5150,R1,6
26,5151,R1,5
26,5153,R1,5
26,5157,R1,5
26,5161,R1,0
26,5168,R1,14
26,5170,R1,4
26,5174,R1,8
26,5175,R1,7
26,5180,R1,4
26,5181,R1,6
26,5182,R1,1
26,5189,R1,0
26,5190,R1,0
26,5193,R1,6
26,5196,R1,10
26,5197,R1,7
26,5206,R1,8
26,5209,R1,4
26,5211,R1,1
26,5215,R1,4
26,5237,R1,4
26,5238,R1,9
26,5239,R1,0
26,5240,R1,0
26,5242,R1,0
26,5244,R1,2
26,5245,R1,4
26,5249,R1,3
26,5254,R1,2
26,5255,R1,12
26,5259,R1,7
26,5261,R1,10
26,5265,R1,12
26,5268,R1,0
26,5271,R1,8
26,5275,R1,11
26,5282,R1,5
26,5288,R1,9
26,5289,R1,7
26,5295,R1,12
26,5297,R1,3
26,5298,R1,1
26,5301,R1,12
26,5303,R1,3
26,5304,R1,5
26,5312,R1,3
26,5318,R1,10
26,5322,R1,8
26,5324,R1,2
26,5325,R1,16
26,5327,R1,12
26,5333,R1,8
26,5336,R1,7
26,5339,R1,3
26,5341,R1,9
26,5345,R1,5
26,5346,R1,11
26,5348,R1,3
26,5349,R1,0
26,5351,R1,7
26,5353,R1,7
26,5356,R1,9
26,5357,R1,3
26,5364,R1,11
26,5365,R1,5
26,5366,R1,5
26,5371,R1,5
26,5375,R1,0
26,5378,R1,7
26,5383,R1,2
26,5385,R1,1
26,5391,R1,5
26,5400,R1,6
26,5401,R1,5
26,5402,R1,4
26,5404,R1,7
26,5405,R1,7
26,5407,R1,7
26,5421,R1,10
26,5426,R1,6
26,5436,R1,10
26,5438,R1,9
26,5443,R1,7
26,5447,R1,7
26,5449,R1,9
26,5450,R1,11
26,5461,R1,5
26,5462,R1,2
26,5464,R1,14
26,5465,R1,14
26,5470,R1,13
26,5475,R1,4
26,5479,R1,5
26,5483,R1,10
26,5484,R1,14
26,5485,R1,13
26,5487,R1,11
26,5490,R1,6
26,5491,R1,9
26,5495,R1,11
26,5499,R1,10
26,5510,R1,5
26,5515,R1,4
26,5517,R1,13
26,5518,R1,14
26,5522,R1,9
26,5523,R1,8
26,5525,R1,12
26,5527,R1,7
26,5528,R1,12
26,5529,R1,15
26,5531,R1,8
26,5533,R1,7
26,5538,R1,3
26,5540,R1,3
27,4895,R1,0
27,4903,R1,2
27,4905,R1,4
27,4909,R1,1
27,4910,R1,0
27,4915,R1,0
27,4916,R1,0
27,4918,R1,9
27,4919,R1,2
27,4921,R1,0
27,4929,R1,2
27,4930,R1,2
27,4934,R1,3
27,4942,R1,5
27,4945,R1,2
27,4951,R1,7
27,4956,R1,0
27,4959,R1,19
27,4966,R1,5
27,4967,R1,9
27,4972,R1,7
27,4977,R1,2
27,4979,R1,5
27,4981,R1,6
27,4983,R1,0
27,4984,R1,0
27,4990,R1,1
27,4991,R1,0
27,4995,R1,5
27,4996,R1,4
27,4997,R1,1
27,5000,R1,1
27,5002,R1,5
27,5011,R1,1
27,5014,R1,3
27,5017,R1,13
27,5019,R1,0
27,5020,R1,0
27,5022,R1,7
27,5025,R1,7
27,5026,R1,2
27,5027,R1,7
27,5033,R1,15
27,5040,R1,3
27,5043,R1,5
27,5044,R1,6
27,5047,R1,0
27,5051,R1,14
27,5052,R1,16
27,5069,R1,2
27,5070,R1,3
27,5076,R1,6
27,5080,R1,4
27,5084,R1,7
27,5087,R1,3
27,5088,R1,2
27,5089,R1,11
27,5092,R1,18
27,5095,R1,0
27,5096,R1,1
27,5097,R1,0
27,5099,R1,10
27,5100,R1,11
27,5103,R1,2
27,5106,R1,7
27,5107,R1,0
27,5108,R1,0
27,5109,R1,0
27,5111,R1,1
27,5115,R1,3
27,5120,R1,0
27,5121,R1,2
27,5125,R1,12
27,5126,R1,4
27,5127,R1,7
27,5132,R1,4
27,5147,R1,9
27,5149,R1,0
27,5150,R1,0
27,5151,R1,1
27,5153,R1,7
27,5157,R1,3
27,5161,R1,6
27,5168,R1,0
27,5170,R1,0
27,5174,R1,0
27,5175,R1,4
27,5180,R1,12
27,5181,R1,4
27,5182,R1,5
27,5189,R1,0
27,5190,R1,2
27,5193,R1,13
27,5196,R1,0
27,5197,R1,3
27,5206,R1,2
27,5209,R1,4
27,5211,R1,2
27,5215,R1,14
27,5237,R1,0
27,5238,R1,1
27,5239,R1,0
27,5240,R1,0
27,5242,R1,13
27,5244,R1,0
27,5245,R1,10
27,5249,R1,12
27,5254,R1,12
27,5255,R1,2
27,5259,R1,0
27,5261,R1,19
27,5265,R1,10
27,5268,R1,6
27,5271,R1,12
27,5275,R1,0
27,5282,R1,6
27,5288,R1,4
27,5289,R1,4
27,5295,R1,0
27,5297,R1,4
27,5298,R1,4
27,5301,R1,10
27,5303,R1,5
27,5304,R1,5
27,5312,R1,4
27,5318,R1,4
27,5322,R1,1
27,5324,R1,1
27,5325,R1,9
27,5327,R1,18
27,5333,R1,1
27,5336,R1,1
27,5339,R1,0
27,5341,R1,0
27,5345,R1,0
27,5346,R1,0
27,5348,R1,5
27,5349,R1,6
27,5351,R1,1
27,5353,R1,6
27,5356,R1,0
27,5357,R1,15
27,5364,R1,4
27,5365,R1,0
27,5366,R1,1
27,5371,R1,4
27,5375,R1,5
27,5378,R1,6
27,5383,R1,8
27,5385,R1,3
27,5391,R1,0
27,5400,R1,2
27,5401,R1,3
27,5402,R1,4
27,5404,R1,0
27,5405,R1,7
27,5407,R1,0
27,5421,R1,6
27,5426,R1,5
27,5436,R1,19
27,5438,R1,5
27,5443,R1,7
27,5447,R1,12
27,5449,R1,10
27,5450,R1,5
27,5461,R1,3
27,5462,R1,10
27,5464,R1,7
27,5465,R1,14
27,5470,R1,8
27,5475,R1,11
27,5479,R1,16
27,5483,R1,8
27,5484,R1,14
27,5485,R1,7
27,5487,R1,9
27,5490,R1,12
27,5491,R1,8
27,5495,R1,7
27,5499,R1,14
27,5510,R1,11
27,5515,R1,9
27,5517,R1,9
27,5518,R1,12
27,5522,R1,4
27,5523,R1,6
27,5525,R1,11
27,5527,R1,11
27,5528,R1,5
27,5529,R1,4
27,5531,R1,11
27,5533,R1,9
27,5538,R1,9
27,5540,R1,8
28,4895,R1,1
28,4903,R1,2
28,4905,R1,1
28,4909,R1,4
28,4910,R1,6
28,4915,R1,14
28,4916,R1,7
28,4918,R1,4
28,4919,R1,6
28,4921,R1,1
28,4929,R1,1
28,4930,R1,5
28,4934,R1,0
28,4942,R1,0
28,4945,R1,0
28,4951,R1,0
28,4956,R1,0
28,4959,R1,14
28,4966,R1,0
28,4967,R1,14
28,4972,R1,7
28,4977,R1,0
28,4979,R1,6
28,4981,R1,8
28,4983,R1,5
28,4984,R1,8
28,4990,R1,2
28,4991,R1,7
28,4995,R1,0
28,4996,R1,0
28,4997,R1,6
28,5000,R1,5
28,5002,R1,0
28,5011,R1,4
28,5014,R1,6
28,5017,R1,14
28,5019,R1,1
28,5020,R1,6
28,5022,R1,14
28,5025,R1,8
28,5026,R1,12
28,5027,R1,16
28,5033,R1,15
28,5040,R1,0
28,5043,R1,1
28,5044,R1,0
28,5047,R1,9
28,5051,R1,12
28,5052,R1,13
28,5069,R1,7
28,5070,R1,3
28,5076,R1,14
28,5080,R1,0
28,5084,R1,0
28,5087,R1,1
28,5088,R1,11
28,5089,R1,12
28,5092,R1,21
28,5095,R1,2
28,5096,R1,1
28,5097,R1,0
28,5099,R1,0
28,5100,R1,2
28,5103,R1,2
28,5106,R1,15
28,5107,R1,15
28,5108,R1,8
28,5109,R1,7
28,5111,R1,4
28,5115,R1,0
28,5120,R1,6
28,5121,R1,6
28,5125,R1,0
28,5126,R1,0
28,5127,R1,3
28,5132,R1,3
28,5147,R1,10
28,5149,R1,0
28,5150,R1,0
28,5151,R1,0
28,5153,R1,1
28,5157,R1,1
28,5161,R1,12
28,5168,R1,7
28,5170,R1,0
28,5174,R1,1
28,5175,R1,3
28,5180,R1,14
28,5181,R1,4
28,5182,R1,9
28,5189,R1,4
28,5190,R1,2
28,5193,R1,0
28,5196,R1,10
28,5197,R1,4
28,5206,R1,3
28,5209,R1,3
28,5211,R1,4
28,5215,R1,0
28,5237,R1,2
28,5238,R1,5
28,5239,R1,0
28,5240,R1,4
28,5242,R1,0
28,5244,R1,0
28,5245,R1,0
28,5249,R1,0
28,5254,R1,2
28,5255,R1,0
28,5259,R1,0
28,5261,R1,18
28,5265,R1,1
28,5268,R1,1
28,5271,R1,10
28,5275,R1,2
28,5282,R1,0
28,5288,R1,0
28,5289,R1,3
28,5295,R1,9
28,5297,R1,0
28,5298,R1,0
28,5301,R1,3
28,5303,R1,0
28,5304,R1,3
28,5312,R1,0
28,5318,R1,3
28,5322,R1,7
28,5324,R1,0
28,5325,R1,1
28,5327,R1,2
28,5333,R1,2
28,5336,R1,4
28,5339,R1,6
28,5341,R1,3
28,5345,R1,1
28,5346,R1,0
28,5348,R1,3
28,5349,R1,9
28,5351,R1,0
28,5353,R1,10
28,5356,R1,0
28,5357,R1,4
28,5364,R1,6
28,5365,R1,8
28,5366,R1,7
28,5371,R1,2
28,5375,R1,2
28,5378,R1,4
28,5383,R1,2
28,5385,R1,0
28,5391,R1,4
28,5400,R1,0
28,5401,R1,4
28,5402,R1,3
28,5404,R1,0
28,5405,R1,0
28,5407,R1,3
28,5421,R1,4
28,5426,R1,3
28,5436,R1,10
28,5438,R1,5
28,5443,R1,6
28,5447,R1,6
28,5449,R1,9
28,5450,R1,10
28,5461,R1,6
28,5462,R1,6
28,5464,R1,6
28,5465,R1,9
28,5470,R1,11
28,5475,R1,6
28,5479,R1,8
28,5483,R1,8
28,5484,R1,9
28,5485,R1,4
28,5487,R1,7
28,5490,R1,6
28,5491,R1,5
28,5495,R1,4
28,5499,R1,10
28,5510,R1,6
28,5515,R1,8
28,5517,R1,8
28,5518,R1,3
28,5522,R1,6
28,5523,R1,6
28,5525,R1,14
28,5527,R1,10
28,5528,R1,10
28,5529,R1,8
28,5531,R1,9
28,5533,R1,7
28,5538,R1,3
28,5540,R1,4
29,4895,R1,2
29,4903,R1,7
29,4905,R1,3
29,4909,R1,6
29,4910,R1,10
29,4915,R1,0
29,4916,R1,0
29,4918,R1,19
29,4919,R1,1
29,4921,R1,0
29,4929,R1,9
29,4930,R1,18
29,4934,R1,2
29,4942,R1,5
29,4945,R1,4
29,4951,R1,6
29,4956,R1,12
29,4959,R1,9
29,4966,R1,8
29,4967,R1,3
29,4972,R1,4
29,4977,R1,4
29,4979,R1,0
29,4981,R1,8
29,4983,R1,9
29,4984,R1,5
29,4990,R1,0
29,4991,R1,3
29,4995,R1,0
29,4996,R1,0
29,4997,R1,5
29,5000,R1,0
29,5002,R1,7
29,5011,R1,14
29,5014,R1,4
29,5017,R1,11
29,5019,R1,7
29,5020,R1,9
29,5022,R1,3
29,5025,R1,10
29,5026,R1,5
29,5027,R1,9
29,5033,R1,13
29,5040,R1,9
29,5043,R1,0
29,5044,R1,2
29,5047,R1,8
29,5051,R1,12
29,5052,R1,19
29,5069,R1,5
29,5070,R1,1
29,5076,R1,8
29,5080,R1,0
29,5084,R1,5
29,5087,R1,10
29,5088,R1,7
29,5089,R1,15
29,5092,R1,5
29,5095,R1,10
29,5096,R1,11
29,5097,R1,2
29,5099,R1,7
29,5100,R1,8
29,5103,R1,1
29,5106,R1,6
29,5107,R1,0
29,5108,R1,0
29,5109,R1,5
29,5111,R1,4
29,5115,R1,1
29,5120,R1,2
29,5121,R1,6
29,5125,R1,14
29,5126,R1,17
29,5127,R1,6
29,5132,R1,8
29,5147,R1,7
29,5149,R1,6
29,5150,R1,7
29,5151,R1,0
29,5153,R1,11
29,5157,R1,0
29,5161,R1,16
29,5168,R1,2
29,5170,R1,0
29,5174,R1,5
29,5175,R1,3
29,5180,R1,3
29,5181,R1,13
29,5182,R1,15
29,5189,R1,9
29,5190,R1,8
29,5193,R1,4
29,5196,R1,2
29,5197,R1,4
29,5206,R1,1
29,5209,R1,2
29,5211,R1,2
29,5215,R1,9
29,5237,R1,6
29,5238,R1,3
29,5239,R1,0
29,5240,R1,0
29,5242,R1,1
29,5244,R1,2
29,5245,R1,3
29,5249,R1,6
29,5254,R1,4
29,5255,R1,3
29,5259,R1,4
29,5261,R1,2
29,5265,R1,6
29,5268,R1,9
29,5271,R1,7
29,5275,R1,6
29,5282,R1,14
29,5288,R1,0
29,5289,R1,1
29,5295,R1,18
29,5297,R1,10
29,5298,R1,9
29,5301,R1,3
29,5303,R1,4
29,5304,R1,8
29,5312,R1,8
29,5318,R1,8
29,5322,R1,12
29,5324,R1,11
29,5325,R1,2
29,5327,R1,3
29,5333,R1,8
29,5336,R1,8
29,5339,R1,1
29,5341,R1,3
29,5345,R1,4
29,5346,R1,6
29,5348,R1,0
29,5349,R1,8
29,5351,R1,7
29,5353,R1,7
29,5356,R1,10
29,5357,R1,4
29,5364,R1,33
29,5365,R1,9
29,5366,R1,7
29,5371,R1,0
29,5375,R1,12
29,5378,R1,6
29,5383,R1,3
29,5385,R1,0
29,5391,R1,0
29,5400,R1,1
29,5401,R1,4
29,5402,R1,7
29,5404,R1,3
29,5405,R1,7
29,5407,R1,7
29,5421,R1,8
29,5426,R1,8
29,5436,R1,11
29,5438,R1,7
29,5443,R1,5
29,5447,R1,7
29,5449,R1,7
29,5450,R1,6
29,5461,R1,6
29,5462,R1,7
29,5464,R1,11
29,5465,R1,10
29,5470,R1,6
29,5475,R1,7
29,5479,R1,11
29,5483,R1,12
29,5484,R1,8
29,5485,R1,4
29,5487,R1,5
29,5490,R1,6
29,5491,R1,6
29,5495,R1,7
29,5499,R1,5
29,5510,R1,6
29,5515,R1,11
29,5517,R1,8
29,5518,R1,6
29,5522,R1,13
29,5523,R1,2
29,5525,R1,9
29,5527,R1,10
29,5528,R1,9
29,5529,R1,7
29,5531,R1,5
29,5533,R1,4
29,5538,R1,3
29,5540,R1,7
30,4895,R1,11
30,4903,R1,1
30,4905,R1,10
30,4909,R1,3
30,4910,R1,3
30,4915,R1,6
30,4916,R1,5
30,4918,R1,5
30,4919,R1,1
30,4921,R1,3
30,4929,R1,3
30,4930,R1,3
30,4934,R1,7
30,4942,R1,11
30,4945,R1,14
30,4951,R1,7
30,4956,R1,2
30,4959,R1,7
30,4966,R1,5
30,4967,R1,3
30,4972,R1,0
30,4977,R1,2
30,4979,R1,0
30,4981,R1,2
30,4983,R1,6
30,4984,R1,11
30,4990,R1,4
30,4991,R1,6
30,4995,R1,12
30,4996,R1,10
30,4997,R1,1
30,5000,R1,13
30,5002,R1,8
30,5011,R1,4
30,5014,R1,5
30,5017,R1,6
30,5019,R1,8
30,5020,R1,3
30,5022,R1,2
30,5025,R1,9
30,5026,R1,9
30,5027,R1,4
30,5033,R1,4
30,5040,R1,9
30,5043,R1,4
30,5044,R1,7
30,5047,R1,1
30,5051,R1,8
30,5052,R1,7
30,5069,R1,13
30,5070,R1,12
30,5076,R1,3
30,5080,R1,2
30,5084,R1,8
30,5087,R1,6
30,5088,R1,10
30,5089,R1,5
30,5092,R1,5
30,5095,R1,2
30,5096,R1,4
30,5097,R1,9
30,5099,R1,0
30,5100,R1,0
30,5103,R1,8
30,5106,R1,10
30,5107,R1,10
30,5108,R1,4
30,5109,R1,4
30,5111,R1,5
30,5115,R1,11
30,5120,R1,5
30,5121,R1,17
30,5125,R1,1
30,5126,R1,0
30,5127,R1,3
30,5132,R1,12
30,5147,R1,13
30,5149,R1,6
30,5150,R1,7
30,5151,R1,11
30,5153,R1,3
30,5157,R1,2
30,5161,R1,7
30,5168,R1,4
30,5170,R1,9
30,5174,R1,19
30,5175,R1,12
30,5180,R1,6
30,5181,R1,4
30,5182,R1,10
30,5189,R1,7
30,5190,R1,5
30,5193,R1,4
30,5196,R1,7
30,5197,R1,8
30,5206,R1,14
30,5209,R1,7
30,5211,R1,7
30,5215,R1,9
30,5237,R1,7
30,5238,R1,11
30,5239,R1,13
30,5240,R1,10
30,5242,R1,7
30,5244,R1,11
30,5245,R1,8
30,5249,R1,13
30,5254,R1,9
30,5255,R1,10
30,5259,R1,4
30,5261,R1,7
30,5265,R1,7
30,5268,R1,10
30,5271,R1,9
30,5275,R1,18
30,5282,R1,8
30,5288,R1,6
30,5289,R1,9
30,5295,R1,12
30,5297,R1,4
30,5298,R1,11
30,5301,R1,12
30,5303,R1,10
30,5304,R1,10
30,5312,R1,12
30,5318,R1,3
30,5322,R1,7
30,5324,R1,9
30,5325,R1,0
30,5327,R1,1
30,5333,R1,4
30,5336,R1,7
30,5339,R1,0
30,5341,R1,11
30,5345,R1,7
30,5346,R1,6
30,5348,R1,3
30,5349,R1,6
30,5351,R1,6
30,5353,R1,5
