cell_name	q_mean	q_std	read_count
c4898	-2.2210832	1.2753528	0
c4902	1.7959666	1.4418997	2
c4906	-2.0345187	1.5780814	0
c4909	2.757133	0.88674873	3
c4910	3.0430384	0.8403772	5
c4911	1.300894	1.0588878	2
c4917	2.3929317	1.4939935	2
c4920	4.212241	1.2138764	3
c4921	1.0973891	0.8952909	1
c4922	0.8166336	0.95350885	0
c4923	-1.2762227	1.2714115	0
c4929	2.025007	1.3587755	2
c4936	2.305606	1.4558645	2
c4940	3.9241912	1.328064	6
c4944	1.1997814	1.6315063	0
c4946	3.08801	1.0977792	4
c4947	0.5313981	1.2081964	0
c4956	-1.4647374	1.5046303	0
c4958	3.2048042	1.2551415	1
c4961	0.44602132	1.5369092	1
c4965	2.085274	1.1971763	1
c4969	0.9064356	1.5758473	1
c4971	2.3896637	1.2456803	3
c4974	0.45084205	1.4924712	1
c4976	1.3615054	1.1189737	1
c4978	2.7253983	1.1124101	3
c4983	1.2253853	0.9573555	0
c4984	1.9230592	0.8321398	3
c4985	8.222097	1.7116977	11
c4989	2.6596148	0.8958907	4
c4990	1.9024907	1.0447122	0
c4991	1.763502	1.0715251	2
c4996	1.9686035	1.1601281	3
c4997	4.262994	1.8455161	3
c5002	1.8563	1.460435	2
c5004	3.5486999	1.2639687	2
c5008	0.32533556	1.2513199	0
c5009	2.5521781	1.1568558	3
c5012	1.5176942	1.1674848	1
c5017	2.2650583	1.6041768	2
c5024	2.1725705	1.202979	1
c5026	-1.9963182	1.5349219	0
c5028	1.0677499	1.6212976	1
c5040	0.27485722	1.2759143	0
c5041	3.3903248	1.2647011	4
c5043	5.3139267	1.2078843	9
c5051	4.9165983	1.2422141	5
c5053	4.327572	1.3126373	7
c5055	4.7261925	1.8076197	4
c5058	4.411862	1.182481	4
c5063	4.799497	1.1098876	6
c5066	1.2572095	1.087538	2
c5072	1.6519853	1.1575122	1
c5078	-1.1622361	1.9791192	0
c5080	3.149436	1.3978808	3
c5083	-1.6443942	1.0212826	0
c5084	-1.6463084	1.014745	0
c5103	5.804766	0.9416619	10
c5104	5.578188	0.9697859	7
c5106	3.1360588	1.2872787	3
c5109	4.590675	1.2673184	8
c5118	2.5961545	1.0078312	4
c5122	5.3909874	1.7215805	6
c5124	3.2015507	1.4551775	1
c5127	7.31095	0.9699477	9
c5128	7.0676165	0.99428993	5
c5130	2.6600764	1.3939484	2
c5131	2.930085	0.942125	2
c5132	3.2178347	0.88771325	4
c5140	3.9515617	1.1375626	4
c5141	7.309667	1.0027649	5
c5142	7.707507	0.9708708	12
c5144	3.1046038	1.1664855	3
c5148	-2.1583118	1.4449407	0
c5151	-0.4909785	1.1413484	1
c5153	1.4150168	0.8670123	2
c5154	1.4160566	0.87775093	2
c5157	-1.8033115	1.2949183	0
c5162	1.5523388	1.121154	1
c5164	1.6889585	1.4485713	2
c5168	4.203701	1.1357465	6
c5169	1.401993	1.1825496	1
c5171	3.8346875	1.5389888	3
c5174	-1.4577402	1.5158157	0
c5176	-1.4271559	1.7667314	0
c5181	1.7083423	0.9181943	1
c5182	2.1135757	0.8511945	3
c5183	4.6032453	0.94127166	6
c5184	4.170026	0.99227864	2
c5189	1.8018179	1.3540109	2
c5192	-0.9785789	1.9984127	0
c5195	1.848957	1.144032	1
c5197	-2.2208831	1.2759005	0
c5206	3.59419	1.225496	3
c5207	1.9399744	0.88570535	2
c5208	2.132361	0.85174936	3
c5214	5.9350863	1.3369133	9
c5215	4.218424	1.160531	5
c5220	-1.050343	1.826998	0
c5222	4.7159734	1.1700867	6
c5230	2.6576858	1.3856616	2
c5232	1.0351313	1.3002536	2
c5233	1.685359	0.87208885	2
c5234	1.1872938	0.95888317	0
c5238	-0.82803017	1.3154632	0
c5242	0.16417569	1.5048351	0
c5246	5.399287	1.1848316	7
c5247	4.8748455	1.1266344	7
c5249	1.0366071	0.93427336	1
c5250	1.0335494	0.9199317	1
c5251	0.16737415	1.4400883	1
c5255	4.976837	0.96432716	4
c5256	5.172134	0.9314172	6
c5259	1.9058967	1.0322968	0
c5260	2.664802	0.8861016	4
c5264	-1.8038964	1.2902822	0
c5267	1.0773026	1.1301165	1
c5269	2.8270192	1.148138	3
c5274	2.3537962	1.0462582	3
c5281	-1.237321	2.0307844	0
c5285	2.3132386	1.4782479	2
c5296	3.147975	1.402537	3
c5299	3.0102642	0.9772655	2
c5300	3.436881	0.91364807	5
c5303	1.2325102	1.7557517	1
c5308	3.3956003	1.2548048	4
c5311	-0.3837541	1.7905047	0
c5313	-0.5131767	0.9136774	1
c5314	-0.9402627	0.9921768	0
c5316	-1.5527391	1.8099366	0
c5317	2.0195146	0.89482194	2
