ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta0	h1_theta1	h0	h1	LR	p	q	signif
269	270	141.76249815860305	1.7128799689778094	7.416925691835271	-0.25480757285244593	148.4131591025766	6.369244665679034	9.77027849548262	-1.1483759124066684	6.044666541254788	-48.34860348946047	-62.0869543142985	13.73835082483803	1.5899840499766782e-07	7.728845872560323e-05	True
128	129	25.1782877608801	1.3486208384182836	8.528673837105357	2.6208510220972316	14.045691063685398	4.042451473389419	9.689876540007061	1.1061808304708685	11.947191653799404	-666.3249452398005	-679.2608414570461	12.935896217245613	3.6486208621067107e-07	7.728845872560323e-05	True
146	147	38.12139204853497	1.531806423470697	8.133443554981103	-0.16213691693903748	15.682326739876268	5.4440515253135935	10.506243359422667	-1.3177778318824236	6.943625182563592	-153.9556075854631	-166.6601466052369	12.70453901977379	4.637307523536194e-07	7.728845872560323e-05	True
473	474	6.444002157370589	2.2200978179946596	6.566109087076811	1.148114622736338	5.366352944719968	5.869506463519001	8.032291802040026	0.3828018380478016	5.82149082229098	-90.29158249849954	-102.44347007488501	12.151887576385477	8.227765000423659e-07	0.00010284706250529574	True
1	2	13.578088830996496	2.4319752107974377	6.95439587757535	0.5402298726944073	10.736277843057328	6.143437518063605	8.39748804760474	-0.10243644026149865	4.871775026362779	2.2094206510014414	-8.991814292829055	11.201234943830496	2.2108951055477277e-06	0.00022108951055477277	True
5	6	148.4131591025766	2.7054159129949733	9.60971911269754	0.13102775223594312	148.4131591025766	6.3951867432748095	11.736359974297217	-0.5613215974222133	5.185515404721324	-55.81176133768742	-66.6410506616797	10.829289323992278	3.2574989158318246e-06	0.00027145824298598537	True
331	332	148.4131591025766	3.8933747532241476	7.724701324208046	-0.6769585582600831	148.4131591025766	7.639972069313292	9.147611523912722	-0.040504632524629346	-4.720076743104555	129.9293279437269	119.60475275546194	10.324575188264944	5.516165944796647e-06	0.0003940118531997605	True
19	20	7.716888239106538	2.38257266117783	7.532641141382142	0.9875598539305379	4.335001130400631	7.7733410417179885	9.623519741156919	0.1381118336242089	5.342969723484576	-83.2306557785469	-93.3942263232174	10.163570544670492	6.526816280216785e-06	0.00040792601751354907	True
241	242	148.4131591025766	2.425401286689483	6.705671250255163	-0.0601304266146175	148.4131591025766	6.878182022409847	9.6956966643021	0.7032042606960345	-4.560737451883198	105.05467790755173	96.4466470017007	8.608030905851038	3.336038929402374e-05	0.0017300176568590953	True
429	430	10.150914106485411	3.6130415772756224	8.052764101679836	0.040833793651345665	8.998944039926746	8.20520010005379	10.150353108116716	-0.5023667568681995	2.9691057483995205	81.49232601002907	72.91895817674408	8.57336783328499	3.4600353137181905e-05	0.0017300176568590953	True
245	246	11.441181575290482	1.9483645211395924	8.290424641123074	2.4830932762955222	14.197144586312191	4.522376522590698	10.696261962790468	3.5046490667392214	-3.6963580951117407	-295.6557528838843	-303.30543896355306	7.649686079668754	9.174699960623478e-05	0.004170318163919763	True
312	313	14.574815734197397	2.2702293242391285	7.049773457346632	2.6073505535346593	9.69839903936716	5.3224042813219015	8.779590073980591	3.1822583628737755	-1.5380435248032174	-170.7986177898606	-178.27577471414745	7.477156924286845	0.00011014594531544297	0.0045894143881434575	True
480	481	8.84420998980478	2.0558784176836786	6.7412217969889445	0.1927749858399294	4.970928363301596	6.908151470052581	8.918833847623734	-0.5613308020834473	4.18740731364235	25.117381097268527	18.06158563913406	7.055795458134469	0.00017227891562321407	0.006626112139354387	True
69	70	148.4131591025766	2.8430552819877537	7.4757391407158265	0.4528425302937091	148.4131591025766	5.555858065699913	8.943311672623006	-0.05558929333458053	3.727509374177517	40.54252926199666	33.6242226413054	6.918306620691261	0.00019941230476616667	0.007121868027363095	True
36	37	10.781116348098841	2.9794640494588194	8.630694577090068	1.6039868767071686	11.8534505447536	5.49502666304218	10.203587634754992	0.9542053651053198	5.09072740724063	-100.61655586591382	-107.43264408747987	6.816088221566048	0.0002223419860988285	0.007411399536627616	True
