gene	log2FC	p_value	q_value	signif
73	16.3261	3.3798087462474096e-20	1.7157074764302194e-18	True
14	15.686826	3.431414952860439e-20	1.7157074764302194e-18	True
100	15.009104	1.6602018281350307e-19	4.82933585029391e-18	True
18	15.924699	1.9843241089968512e-19	4.82933585029391e-18	True
25	14.929031	2.749047250701238e-19	4.82933585029391e-18	True
63	15.280412	3.282237901717658e-19	4.82933585029391e-18	True
38	16.781017	3.380535095205737e-19	4.82933585029391e-18	True
13	16.079771	7.469341172644473e-19	9.336676465805592e-18	True
60	15.202944	1.1071024996923554e-18	1.2301138885470616e-17	True
19	14.921932	1.3178922752096908e-18	1.3178922752096907e-17	True
12	14.83897	1.892544834148355e-18	1.6708814103259764e-17	True
47	13.970287	2.0050576923911718e-18	1.6708814103259764e-17	True
55	14.151071	2.6364037236224918e-18	2.0280028643249935e-17	True
92	13.623654	3.720456600442886e-18	2.6574690003163467e-17	True
97	13.944773	3.9964766402522045e-18	2.6643177601681365e-17	True
28	16.092861	6.58338651172438e-18	4.1146165698277376e-17	True
56	13.268318	8.261934011581633e-18	4.8599611832833134e-17	True
85	13.641167	9.654344978204065e-18	5.363524987891147e-17	True
66	15.215139	2.0356534920459353e-17	1.0713965747610185e-16	True
68	13.496015	2.245201614683736e-17	1.122600807341868e-16	True
42	14.697169	3.2723624188313564e-17	1.5582678184911222e-16	True
67	14.760145	3.8131021483093376e-17	1.7332282492315172e-16	True
7	12.380924	4.2021573753207376e-17	1.827024945791625e-16	True
27	15.661042	5.697961676715005e-17	2.3741506986312526e-16	True
61	14.049713	7.303199622319118e-17	2.921279848927647e-16	True
10	12.822347	8.495834482111924e-17	3.2055479788214274e-16	True
44	11.668029	8.732436727695458e-17	3.2055479788214274e-16	True
24	14.963003	8.975534340699998e-17	3.2055479788214274e-16	True
59	12.103503	1.0726580368938877e-16	3.698820816875475e-16	True
72	12.28573	1.1330221325191688e-16	3.776740441730563e-16	True
31	12.939082	1.6156490098677628e-16	5.211770999573429e-16	True
62	12.529832	1.7770790644007312e-16	5.553372076252285e-16	True
64	12.964408	3.448802681540871e-16	1.0450917216790519e-15	True
88	12.086793	4.956524282697831e-16	1.4578012596170091e-15	True
84	14.023872	5.229276063468104e-16	1.4940788752766013e-15	True
81	11.528108	5.666358443986429e-16	1.573988456662897e-15	True
90	11.771588	7.015700619434178e-16	1.8961353025497777e-15	True
45	11.570499	1.3088665355098003e-15	3.4443856197626325e-15	True
80	11.231115	1.4546003594834037e-15	3.684763669177669e-15	True
49	11.307987	1.4739054676710678e-15	3.684763669177669e-15	True
89	10.923392	1.867852995422308e-15	4.555739013225142e-15	True
22	12.554466	2.6259639095104845e-15	6.2522950226440105e-15	True
96	12.307388	3.4532206566188187e-15	8.03074571306702e-15	True
