cell_name	q_mean	q_std	read_count
c4898	4.4012485	1.1527535	5
c4902	1.4738314	1.5857396	1
c4906	5.1090903	1.2843848	7
c4909	-1.5111117	0.94986093	0
c4910	-1.5105321	0.9521639	0
c4911	4.1722374	1.141483	6
c4917	0.32362694	1.7240443	0
c4920	-4.526438	1.3618082	0
c4921	-0.04206067	0.876778	1
c4922	-0.042267222	0.87900424	1
c4923	0.13394162	1.0964353	1
c4929	-2.0866375	1.7191278	0
c4936	-3.065954	1.9640697	0
c4940	-1.8849347	1.861786	0
c4944	5.097674	1.3298302	7
c4946	3.472863	1.2008127	3
c4947	2.0987718	1.0323397	3
c4956	-0.36420628	1.2831395	1
c4958	-2.8426912	1.293959	0
c4961	-0.8099572	1.8494527	0
c4965	-2.763648	1.3388052	0
c4969	-3.8715942	2.2508733	0
c4971	2.8776402	1.29208	3
c4974	0.64218205	1.441405	1
c4976	-0.2371913	1.1750121	0
c4978	-2.7636173	1.3367676	0
c4983	-0.30335322	0.92461425	0
c4984	-0.2981489	0.92759526	0
c4985	6.819215	1.5656459	10
c4989	-4.2494955	1.0722531	0
c4990	-4.2498736	1.0729268	0
c4991	-0.2298168	1.1857615	0
c4996	0.7539073	1.2915068	1
c4997	-3.6486123	2.4429855	0
c5002	-3.8724256	2.2516062	0
c5004	-4.445004	1.4385396	0
c5008	-2.7975037	1.3517836	0
c5009	1.1397712	1.1008183	2
c5012	-0.6452417	1.2261364	0
c5017	-3.449586	2.4929557	0
c5024	-1.222737	1.1357489	1
c5026	2.5668	1.0936465	4
c5028	-0.7324885	1.8966782	0
c5040	3.1899958	1.2108579	2
c5041	-2.3662457	1.5545325	0
c5043	-3.0919273	1.5182146	0
c5051	1.0762831	1.0494928	2
c5053	-0.41030878	1.4092215	1
c5055	6.8566313	1.7414796	9
c5058	-4.5265827	1.3625613	0
c5063	-1.4920042	1.1583576	1
c5066	-2.5556858	1.3715072	0
c5072	-2.1968563	1.2585684	0
c5078	-2.4135242	2.0963714	0
c5080	-3.5684175	1.8770161	0
c5083	-3.600859	1.0706967	0
c5084	-3.6010835	1.0731094	0
c5103	-0.7456931	0.96812433	0
c5104	-0.32459238	0.9127246	1
c5106	-3.7971892	1.6421964	0
c5109	4.4563336	1.3659637	5
c5118	-1.9296967	1.2196962	0
c5122	-4.272321	2.41686	0
c5124	-3.0913286	1.5176449	0
c5127	3.1346312	0.9414698	2
c5128	3.2999282	0.91704947	3
c5130	-3.798879	1.8006583	0
c5131	3.3334043	0.89017564	4
c5132	3.614118	0.86558646	6
c5140	-2.8422873	1.2874652	0
c5141	-1.2818692	0.90929335	1
c5142	-1.7775812	0.9663064	0
c5144	1.6471411	1.286669	0
c5148	2.2673721	1.4434142	0
c5151	-0.5669901	1.2308091	0
c5153	-2.8230073	1.0059022	0
c5154	-2.8234284	1.0053031	0
c5157	0.87457913	1.0404142	2
c5162	0.17016257	0.9815032	2
c5164	3.8942864	1.5358181	4
c5168	3.4599352	1.104405	4
c5169	-2.2044418	1.3293104	0
c5171	-4.4554086	2.005373	0
c5174	-1.4365265	1.4946996	0
c5176	3.627502	1.5178514	3
c5181	-1.3216856	0.9463422	0
c5182	-1.3259035	0.94841826	0
c5183	-4.521246	1.0412688	0
c5184	-4.520826	1.0411682	0
c5189	3.7345262	1.381441	4
c5192	4.3934116	1.5190482	5
c5195	-0.6061019	1.080739	1
c5197	4.613103	1.0815396	6
c5206	2.8960528	1.1814914	2
c5207	-1.024754	0.9436016	0
c5208	-1.0253676	0.94580525	0
c5214	-4.507451	1.7898499	0
c5215	-4.4454336	1.4399076	0
c5220	0.6472659	1.4575514	1
c5222	-0.032088038	1.1951112	0
c5230	-3.799522	1.7936978	0
c5232	1.8871287	1.356047	2
c5233	-1.1102825	0.89685196	1
c5234	-1.5959952	0.9583266	0
c5238	1.0728168	1.1748888	1
c5242	0.7373388	1.2919285	1
c5246	-4.310506	1.3913931	0
c5247	1.4755378	0.97102386	3
c5249	3.6530547	0.8632701	6
c5250	3.056584	0.95900434	2
c5251	4.9798613	1.4339604	6
c5255	-4.3117113	1.0275136	0
c5256	-4.3118143	1.0258324	0
c5259	-4.2486134	1.074538	0
c5260	-4.2484794	1.0723225	0
c5264	-0.28364152	1.2307974	0
c5267	2.3879874	0.99159133	4
c5269	3.7500136	1.1382585	4
c5274	-2.1974537	1.2674778	0
c5281	3.8376791	1.5191914	4
c5285	-3.061682	1.9666992	0
c5296	-3.5681949	1.8777182	0
c5299	-2.0462878	1.014295	0
c5300	-2.044189	1.0148779	0
c5303	-1.3732383	2.1272295	0
c5308	-2.3653004	1.5574169	0
c5311	1.7817099	1.1898727	3
c5313	-0.615936	0.924144	1
c5314	-1.0600343	0.9866846	0
c5316	1.8962402	1.362636	2
c5317	0.4343289	0.82820857	2
c5318	-0.27665466	0.94532907	0
c5321	1.7685302	0.8889235	4
c5325	4.2030244	1.6143078	3
c5327	-3.8157017	2.340717	0
c5330	-1.8510419	1.764397	0
c5333	-2.4600832	1.4586595	0
c5337	-2.5552454	1.3682042	0
c5343	2.1133707	1.2367616	3
c5346	-0.04570235	1.24986	0
c5353	-1.4342225	2.052539	0
c5357	3.596875	0.92535645	3
c5358	3.876613	0.89788866	5
c5365	1.4993201	1.0831106	2
c5371	0.45660847	1.4941857	1
c5376	0.3894097	1.4344722	0
c5383	1.5715961	0.9634564	1
c5384	2.0233095	0.8724161	3
c5385	-2.1362274	1.2711529	0
c5391	-2.185601	0.97815526	0
c5392	-2.1839645	0.9831854	0
c5396	-1.6973345	1.6784115	0
c5397	-3.7975988	1.6404107	0
c5399	1.6603583	1.4251319	2
c5401	-2.201931	1.3299317	0
c5406	-0.3670118	1.3562648	0
c5408	-2.4441855	1.2740641	0
c5419	-2.2197554	1.3426021	0
c5422	0.38427624	1.2070286	1
c5425	-1.3050914	1.7244238	0
c5429	-1.8579017	0.9660552	0
c5430	-1.8587539	0.9677337	0
c5431	-1.7860575	1.2525599	0
c5434	2.726888	1.3419226	3
c5436	2.880223	1.2663752	3
c5438	1.6323332	1.4171878	2
c5442	-2.5590568	1.6595732	0
c5443	-2.5100214	1.75475	0
c5461	-0.10838023	0.8772976	1
c5462	-0.5072376	0.9432739	0
c5463	-0.9008679	0.9779278	0
c5464	-0.90817684	0.97222954	0
c5472	1.2889649	1.4328893	1
c5478	-2.09043	1.9436305	0
c5479	0.6578409	1.1849914	2
c5482	1.1612872	1.2741108	2
c5483	1.4441136	0.89010644	2
c5484	1.1882472	0.94552064	1
c5485	-1.8655019	1.713061	0
c5494	-2.5554752	1.6686463	0
c5495	0.99245405	0.8457067	2
c5496	0.70528823	0.895271	1
c5503	-0.9200082	1.4966799	0
c5505	1.7693315	1.5079403	2
c5515	3.298638	1.2619467	4
c5524	-1.8808545	1.3428841	0
c5526	-0.082146086	1.4913568	1
c5528	1.9150959	1.0852864	3
c5529	-2.221242	1.3415213	0
c5532	-1.8818156	1.3416437	0
c5533	-1.0512139	0.9850282	0
c5534	-0.60980016	0.9263691	1
c5536	1.4384431	1.1668857	2
c5542	0.049879793	1.079047	1
