node,node2,regime
c5325,c4985,0
c5106,c5397,0
c5264,c5157,0
c4922,c4921,0
c5197,c4898,0
c5246,c5256,0
c5066,c5337,0
c5127,c5128,0
c5256,c5255,0
c5314,c5313,0
c5318,c5317,0
c5425,c5462,0
c5425,c5434,0
c5425,c5528,0
c5425,c5496,0
c5425,c5505,0
c5425,c5438,0
c5462,c5542,0
c5462,c5431,0
c5462,c5534,0
c5462,c5442,0
c5462,c5482,0
c5462,c5461,0
c5434,c5483,0
c5434,c5532,0
c5434,c5515,0
c5528,c5463,0
c5528,c5536,0
c5496,c5495,0
c5496,c5422,0
c5496,c5503,0
c5483,c5484,0
c5532,c5524,0
c5515,c5472,0
c5515,c5436,0
c5431,c5478,0
c5431,c5429,0
c5431,c5479,0
c5463,c5464,0
c5534,c5529,0
c5534,c5533,0
c5534,c5485,0
c5429,c5430,0
c5529,c5419,0
c5442,c5494,0
c5442,c5526,0
c5442,c5443,0
