ID	gene	h0_r	h0_mu	h0_sigma	h1_r	h1_alpha	h1_sigma	h1_theta	h0	h1	lr	p	signif	q
38	38	148.41316	0.057190467	2.8229876	148.41316	6.5685234	5.5920033	0.29369587	196.20488	180.12872	32.152313	0.0	True	0.0
8	8	148.41316	1.2752494	3.1093616	148.41316	5.464554	5.8910413	1.2247442	149.62395	131.95703	35.33383	0.0	True	0.0
92	92	148.41316	1.734425	3.7058969	148.41316	4.835053	6.663114	1.5870697	79.631775	63.718185	31.827179	0.0	True	0.0
95	95	148.41316	0.23487906	3.0233586	84.04827	17.663826	8.619121	0.30800715	202.14748	180.11163	44.071686	0.0	True	0.0
466	466	148.41316	1.2687153	2.966692	148.41316	7.218344	6.078085	1.4478326	136.6501	116.84511	39.609985	0.0	True	0.0
81	81	135.8567	1.422671	3.1981683	148.41316	12.22152	8.48751	1.3125247	144.28192	123.84413	40.87558	0.0	True	0.0
489	489	148.41316	0.17682861	3.6253238	148.41316	8.571142	8.500721	0.4690351	169.77531	153.90479	31.741058	0.0	True	0.0
491	491	148.41316	-0.41600174	3.7874384	148.41316	6.467038	7.256394	-0.20962289	184.28041	165.95833	36.644165	0.0	True	0.0
1	1	148.41316	1.4182184	3.1918917	148.41316	5.5434966	5.860672	1.2319543	145.94974	128.51573	34.86801	0.0	True	0.0
31	31	64.84046	1.2687972	3.4898536	148.41316	4.3303676	6.169772	1.2924786	120.442474	105.06529	30.754364	0.0	True	0.0
83	83	148.41316	1.0865172	3.4735088	24.074497	16.500021	10.115759	1.3240485	127.86705	110.80327	34.127563	0.0	True	0.0
7	7	148.41316	1.4689633	3.5772629	66.911606	5.9276843	7.041149	1.3729274	108.20911	92.62572	31.166779	0.0	True	0.0
257	257	148.41316	2.5701215	2.7684622	148.41316	7.0539727	5.7978206	2.5071485	11.317696	-4.207964	31.05132	0.0	True	0.0
75	75	148.41316	1.2646883	3.5964367	148.41316	6.1348734	6.9359784	1.2118396	136.42168	117.61711	37.60913	0.0	True	0.0
56	56	148.41316	0.19742587	3.2975316	148.41316	8.727574	7.1093407	0.24054505	196.29295	176.45825	39.669403	0.0	True	0.0
41	41	148.41316	1.3450443	3.2653499	148.41316	7.116038	6.434736	1.394552	138.09247	117.72977	40.725403	0.0	True	0.0
46	46	148.41316	0.26205686	3.3013864	148.41316	5.570882	6.0460467	0.34058565	184.639	167.62125	34.035522	0.0	True	0.0
48	48	126.3372	0.69757485	3.3708453	21.97479	14.629293	8.503448	0.7953942	179.13963	158.71567	40.84793	0.0	True	0.0
33	33	148.41316	1.7937862	3.9477084	148.41316	5.1275387	7.4787307	1.9516466	27.160223	10.229134	33.86218	0.0	True	0.0
34	34	62.720543	0.7760386	3.6889353	19.03357	7.1893196	7.550615	0.9793763	132.36041	116.29778	32.12526	0.0	True	0.0
346	346	148.41316	-0.5647942	3.330348	7.7468905	50.8783	15.381485	-0.25028035	193.28012	170.59482	45.370605	0.0	True	0.0
238	238	34.416164	0.67954475	3.052535	20.057117	52.393734	15.798202	0.58168256	198.35199	167.08511	62.533752	0.0	True	0.0
239	239	148.41316	2.6071188	3.250025	148.41316	8.18309	6.991246	2.8325548	-38.64511	-57.982887	38.675552	0.0	True	0.0
240	240	148.41316	1.3355107	3.6670992	147.50339	6.6887794	7.489135	1.5938625	97.44433	79.383385	36.121887	0.0	True	0.0
228	228	135.85565	0.49356195	3.3725288	27.13731	15.619921	9.813655	0.61470544	169.6361	153.63458	32.00302	0.0	True	0.0
231	231	148.41316	0.7579	3.4256942	148.41316	7.252214	7.5774064	0.6645969	168.15073	152.6193	31.062866	0.0	True	0.0
282	282	148.41316	0.33339435	3.9454634	148.41316	5.8990016	7.088862	0.38669777	174.12195	156.2717	35.7005	0.0	True	0.0
285	285	148.41316	0.519278	3.4038343	148.41316	6.3521066	6.485079	0.42725125	177.99316	162.13571	31.714905	0.0	True	0.0
273	273	138.79529	0.647042	4.6668677	148.41316	7.452727	9.370553	0.57253486	146.70601	127.478195	38.455627	0.0	True	0.0
274	274	148.41316	-1.1390467	3.63099	148.41316	10.401008	8.534721	-0.86095047	183.48164	160.72362	45.516052	0.0	True	0.0
311	311	99.820015	0.1197031	3.4733448	77.629486	7.677569	7.203056	-0.15293668	184.57637	166.1121	36.928528	0.0	True	0.0
299	299	141.33409	0.99063087	3.7582116	148.41316	5.091896	6.765035	1.059287	128.26357	112.83389	30.859344	0.0	True	0.0
291	291	148.41316	-0.112211734	3.3117795	131.63808	10.019427	7.7442465	-0.12864497	194.12001	173.56305	41.113922	0.0	True	0.0
293	293	148.41316	0.11628787	3.084842	87.821556	15.6262865	9.300615	0.17746687	190.73462	173.74341	33.98242	0.0	True	0.0
295	295	107.65568	0.087900735	3.2254379	17.243927	15.900771	8.852034	0.29799974	194.69016	171.37933	46.621643	0.0	True	0.0
296	296	148.41316	0.54740405	3.228208	90.75269	12.240814	8.084499	0.75089043	179.23431	158.47385	41.520935	0.0	True	0.0
84	84	98.433075	0.21132843	3.1730464	57.53667	10.87941	7.412047	0.24682999	195.00154	176.23375	37.535583	0.0	True	0.0
348	348	148.41316	1.0774165	3.5393534	148.41316	5.91716	6.8897433	1.2430897	128.09511	109.524185	37.141846	0.0	True	0.0
352	352	148.41316	1.0711884	3.0915146	148.41316	6.639091	6.2420073	1.2053944	148.87112	129.81512	38.112	0.0	True	0.0
338	338	119.16323	1.5296367	3.1993227	132.02443	13.375531	7.76659	1.3337849	150.53616	132.32407	36.424194	0.0	True	0.0
340	340	148.41316	0.09144496	3.1470308	133.57816	14.023977	7.5804133	0.45913646	201.71677	180.19827	43.036987	0.0	True	0.0
280	280	148.41316	-0.50945926	3.46649	65.42927	20.84659	12.111357	-0.4735819	187.01883	165.71387	42.609924	0.0	True	0.0
265	265	148.41316	1.5452704	2.9050167	138.9246	11.371396	7.2526174	1.5859994	135.9372	115.892746	40.088898	0.0	True	0.0
267	267	148.41316	0.7112084	3.6996193	148.41316	11.399443	8.064754	0.9147532	176.53427	150.68259	51.70337	0.0	True	0.0
474	474	148.41316	1.543523	3.1320832	84.057205	13.6006775	7.6012335	1.5830677	138.53888	117.82733	41.423096	0.0	True	0.0
498	498	140.86931	0.75151545	3.531443	135.76027	14.400724	8.829094	0.9240858	179.11488	152.74533	52.739105	0.0	True	0.0
497	497	148.41316	-0.09221859	3.0150256	25.054869	18.67102	8.100304	0.3019903	197.86697	180.74677	34.240417	0.0	True	0.0
496	496	107.68777	0.033869397	3.2922127	85.31234	8.245431	7.1039586	0.31169412	191.97104	176.05792	31.826233	0.0	True	0.0
478	478	130.574	-0.14748515	3.1893966	148.41316	6.958939	6.236117	0.057522673	197.623	176.38365	42.4787	0.0	True	0.0
479	479	57.70656	0.7384206	3.4582622	114.36899	5.9783096	7.1586742	0.728325	154.6874	139.23947	30.895844	0.0	True	0.0
480	480	148.41316	1.4853371	3.4900017	148.41316	8.153542	7.1839995	1.2792222	140.09341	122.4196	35.347626	0.0	True	0.0
465	465	93.268364	1.3055807	2.833474	10.977588	55.292175	11.770546	1.1751983	185.05519	155.72198	58.666412	0.0	True	0.0
259	259	148.41316	0.4604244	3.2242825	148.41316	4.506215	6.060797	0.71353555	157.24	141.54723	31.38556	0.0	True	0.0
307	307	148.41316	1.1458843	3.801757	148.41316	6.1066284	7.1517367	1.3185089	113.748505	97.110664	33.27568	0.0	True	0.0
394	394	148.41316	0.37925938	3.220241	93.697495	8.471911	6.8091903	0.3419416	197.63074	175.22992	44.801636	0.0	True	0.0
305	305	148.41316	0.79598725	2.8647342	138.09302	9.746334	7.04082	0.7968297	178.55994	159.50447	38.11093	0.0	True	0.0
395	395	51.702065	2.349239	3.4787831	91.03489	4.040757	6.1285	2.2104805	-17.947983	-33.705666	31.515366	0.0	True	0.0
317	317	133.96655	1.2992406	3.3377674	82.758835	7.9811726	6.792874	1.3156557	152.9703	130.34558	45.24945	0.0	True	0.0
398	398	148.41316	1.6038982	3.3759365	148.41316	5.427378	6.213826	1.7758381	88.44138	72.60075	31.68126	0.0	True	0.0
316	316	106.961266	-0.40846238	3.224236	77.45404	10.523855	6.9200587	-0.096441634	203.39412	181.05273	44.68277	0.0	True	0.0
399	399	92.9796	1.2103652	3.6134274	148.41316	8.763797	8.561963	1.2710935	117.46161	98.69723	37.528763	0.0	True	0.0
400	400	135.00955	0.47104028	3.1447682	136.45587	7.939884	7.156832	0.4274172	190.17892	171.84601	36.665833	0.0	True	0.0
387	387	148.41316	0.99481434	3.3154602	120.35851	12.62953	8.117119	0.89992934	176.30983	155.71133	41.19699	0.0	True	0.0
390	390	129.8888	1.3172745	2.9608097	87.2709	9.031878	6.439797	1.7677358	111.113815	95.535095	31.15744	0.0	True	0.0
263	263	148.41316	0.81618327	3.7021544	148.41316	9.174744	8.076551	0.9484741	163.23051	141.4674	43.526215	0.0	True	0.0
458	458	113.19502	1.6453195	3.4874747	142.6081	13.936683	9.8913965	2.06534	55.046867	34.841927	40.40988	0.0	True	0.0
258	258	148.41316	1.954816	3.0919547	148.41316	7.038817	6.7123537	2.0903797	43.750263	28.154984	31.19056	0.0	True	0.0
391	391	148.41316	-0.8206402	2.4892218	38.61043	43.410095	7.1291146	-0.495166	207.09608	167.73161	78.72894	0.0	True	0.0
392	392	148.41316	1.0216036	3.0280952	148.41316	10.345195	7.231563	1.1586587	161.7598	141.24107	41.037445	0.0	True	0.0
441	441	148.41316	0.770493	4.0799246	129.03911	6.3480535	7.9678106	0.9079915	145.28833	128.08542	34.405823	0.0	True	0.0
442	442	148.41316	0.8322874	3.229305	148.41316	7.722797	6.591433	0.6310207	182.64897	164.56755	36.16284	0.0	True	0.0
40	40	131.85294	0.9765834	3.849651	148.41316	4.1366105	6.3854895	0.86942345	109.255646	93.67271	31.165878	0.0	True	0.0
70	70	148.41316	0.5487387	3.2018504	84.155624	9.337899	7.4016523	0.5536569	184.67526	162.87039	43.60974	0.0	True	0.0
69	69	148.41316	-0.17115875	3.8661146	116.94041	6.2594295	7.067457	0.099418625	179.72513	163.45782	32.534607	0.0	True	0.0
65	65	148.41316	0.7441	3.193164	148.41316	11.897076	7.796376	0.8062004	186.02834	162.065	47.926666	0.0	True	0.0
78	78	148.41316	0.58668077	3.6104236	148.41316	7.9050407	7.5378604	0.53448576	180.87488	159.79256	42.164642	0.0	True	0.0
88	88	60.113922	0.10981468	2.9473495	30.003757	9.816316	7.3393664	0.2803293	189.67662	171.12032	37.11261	0.0	True	0.0
20	20	124.88051	1.1628406	3.7766075	148.41316	4.637443	6.6733236	1.0188501	128.99632	113.479744	31.033157	0.0	True	0.0
456	456	148.41316	0.5385599	3.223441	87.707596	6.9541664	6.5089836	0.64594156	178.17657	162.48079	31.391571	0.0	True	0.0
27	27	148.41316	1.1267792	3.8149428	148.41316	5.317513	6.651225	1.1759197	130.69186	114.94017	31.503387	0.0	True	0.0
454	454	65.12609	-0.107376374	3.7913554	26.31671	7.658393	7.738117	-0.266729	179.58289	158.95807	41.249634	0.0	True	0.0
28	28	148.41316	0.9487485	3.4116714	148.41316	7.686628	6.985806	0.86037546	170.6285	149.96951	41.317963	0.0	True	0.0
453	453	148.41316	0.41357774	3.6136386	108.835594	8.894971	7.956902	0.47532526	178.20569	157.05624	42.29889	0.0	True	0.0
485	485	148.41316	1.2665111	3.15608	32.72948	12.498996	7.898026	1.3885155	138.18002	117.66041	41.03923	0.0	True	0.0
32	32	148.41316	0.12997593	3.679059	148.41316	9.192015	8.031271	0.33502996	180.17201	157.71191	44.920197	0.0	True	0.0
452	452	131.77808	1.5433944	3.4737332	148.3306	8.234062	7.6773705	1.5232383	108.97081	87.11226	43.717102	0.0	True	0.0
18	18	124.15963	1.5440004	3.2230246	78.428764	7.733165	6.397038	1.5150232	130.5656	112.302216	36.526764	0.0	True	0.0
451	451	111.72006	1.167029	3.8167748	148.41316	5.5346994	6.9462266	1.3087848	122.098724	103.0677	38.062042	0.0	True	0.0
19	19	129.64648	1.5486556	2.9841518	148.41316	12.707852	7.5387287	1.701705	125.32587	103.089035	44.473663	0.0	True	0.0
68	68	71.280785	1.0483644	3.7414126	47.780025	5.2878933	7.1576433	0.9841143	125.32627	109.40158	31.84938	0.0	True	0.0
53	53	148.41316	1.5388751	3.191332	93.32424	11.6061535	8.267064	1.8883448	80.71556	59.220097	42.99093	0.0	True	0.0
54	54	148.41316	0.55408406	3.5640652	148.41316	8.468394	7.8346725	0.8037403	162.36383	142.98367	38.760315	0.0	True	0.0
55	55	121.94525	0.4059041	4.042076	148.41316	6.4769344	8.0453205	0.21619508	165.10928	148.02461	34.169342	0.0	True	0.0
