ID	gene	h0_r	h0_mu	h0_sigma	h1_r	h1_alpha	h1_sigma	h1_theta	h0	h1	lr	p	signif	q
305	305	30.94969	1.4366753	4.0348773	14.467791	39.591187	16.306517	1.3939759	127.306885	97.02835	60.557068	0.0	True	0.0
321	321	7.8191457	2.8761804	4.153329	1.9282578	47.367016	9.022354	3.3656728	-212.11502	-234.42296	44.615875	0.0	True	0.0
320	320	79.76829	2.6625726	4.490334	148.41316	9.952195	10.305264	2.5005853	-58.100315	-79.46952	42.73841	0.0	True	0.0
319	319	86.81761	3.0437088	4.337325	129.69681	7.6621003	9.166792	3.106823	-177.87364	-195.18237	34.617462	0.0	True	0.0
315	315	33.586426	2.7555406	3.669706	3.2988243	54.325535	8.342776	3.2668786	-141.39293	-164.65851	46.53116	0.0	True	0.0
314	314	77.05083	3.264636	4.4563737	148.41316	5.5990014	8.598949	3.4678495	-296.61612	-313.4235	33.614746	0.0	True	0.0
313	313	43.096523	3.2275982	3.6230955	23.800177	18.193258	10.712743	3.2906053	-154.60626	-181.80296	54.393402	0.0	True	0.0
312	312	22.153238	2.5647197	4.3328986	48.163967	10.789979	11.119067	2.5630715	-54.182392	-79.5297	50.69462	0.0	True	0.0
311	311	5.782113	3.1176152	3.619171	2.0346742	71.75778	11.432315	3.5585465	-260.37564	-286.95523	53.15918	0.0	True	0.0
310	310	35.824574	2.7071404	3.7576792	44.308784	10.635457	9.52746	2.7072036	-73.028015	-94.472015	42.888	0.0	True	0.0
309	309	57.3935	2.3106704	3.4301898	3.352802	42.64123	8.444306	2.251167	55.10308	29.322746	51.56067	0.0	True	0.0
308	308	11.171161	1.7710763	4.1096396	22.429617	10.71245	10.754332	1.4788228	74.07919	49.48282	49.19275	0.0	True	0.0
307	307	15.231168	2.4876378	3.392268	2.763935	62.19136	9.028052	2.2775283	50.131824	21.074947	58.113754	0.0	True	0.0
306	306	20.818775	1.9357263	3.8051002	21.102358	8.783491	9.223878	1.6195031	64.679245	43.715797	41.926895	0.0	True	0.0
324	324	15.509714	1.7112211	4.0257196	21.102797	20.363878	12.714708	1.6878241	82.27607	54.03071	56.490723	0.0	True	0.0
304	304	11.882405	2.4045005	4.105471	14.707059	8.112814	9.738838	2.1249652	-15.165592	-33.554764	36.778343	0.0	True	0.0
303	303	61.023727	3.2106874	4.6901693	101.46605	8.537143	10.338019	3.1550608	-198.36087	-219.65262	42.583496	0.0	True	0.0
302	302	22.354055	1.9667886	3.759302	2.4404976	50.81458	8.83913	2.2437592	38.07404	16.304543	43.538994	0.0	True	0.0
301	301	11.3549595	2.6774852	3.3752375	3.608011	53.600365	9.251915	2.9464576	-66.733025	-100.451454	67.43686	0.0	True	0.0
300	300	9.358591	2.9604359	4.2697496	43.482193	6.3868756	9.814532	2.891971	-166.1261	-187.33914	42.426086	0.0	True	0.0
298	298	8.902068	3.14883	4.511837	16.946257	46.157078	23.280607	3.2820513	-217.64662	-245.09674	54.900238	0.0	True	0.0
297	297	148.41316	1.7721314	4.365143	103.76829	5.1184015	7.94888	1.629233	63.94796	48.41263	31.070663	0.0	True	0.0
296	296	15.040593	3.1692896	4.2835917	12.241845	10.133449	10.211751	3.0490613	-164.30145	-185.90048	43.19806	0.0	True	0.0
294	294	8.695663	3.6272545	3.9666054	2.2027802	60.589096	8.484329	3.9308596	-341.96484	-363.3337	42.737732	0.0	True	0.0
293	293	109.93373	1.2029363	4.033583	42.041782	11.546079	10.022012	1.2005954	129.37712	104.6523	49.449646	0.0	True	0.0
