ID	gene	h0_r	h0_mu	h0_sigma	h1_r	h1_alpha	h1_sigma	h1_theta	h0	h1	lr	p	signif	q
497	497	89.57461	0.8977149	3.491274	148.41316	6.862377	7.138372	0.85860306	155.11655	137.44835	35.336395	0.0	True	0.0
2	2	148.41316	1.6645637	3.4455702	148.41316	9.047382	7.60482	1.6445291	114.165886	95.482376	37.36702	0.0	True	0.0
4	4	148.41316	0.9833592	3.7056062	75.11439	5.9094925	6.8924494	1.0434462	145.84561	127.33038	37.030457	0.0	True	0.0
496	496	148.41316	0.24972136	3.322278	148.41316	8.06661	6.8515244	0.3471018	191.31683	169.79797	43.03772	0.0	True	0.0
493	493	148.41316	1.4658238	3.2231772	148.41316	8.143695	6.73604	1.4338444	127.99958	108.3601	39.27896	0.0	True	0.0
494	494	148.41316	0.5255378	3.4822714	148.41316	5.8682556	6.691254	0.4277805	170.27261	152.84174	34.861755	0.0	True	0.0
490	490	148.41316	1.3965567	2.996082	89.86492	7.4476733	6.1580887	1.2663393	153.06747	136.72931	32.67633	0.0	True	0.0
9	9	148.41316	0.39725548	3.7067556	148.41316	8.566828	8.368158	0.34020928	170.60098	153.59085	34.020264	0.0	True	0.0
60	60	148.41316	2.5922258	3.4114523	148.41316	4.5352945	6.04164	2.5559032	-32.28323	-48.059807	31.553154	0.0	True	0.0
42	42	148.41316	2.180568	2.8200471	148.41316	11.71164	7.0818567	2.0499468	79.67038	60.039143	39.262474	0.0	True	0.0
49	49	139.90775	1.4549884	3.2176716	148.41316	6.1289797	6.250765	1.5331157	110.75201	94.887665	31.728683	0.0	True	0.0
50	50	148.41316	1.1599194	3.421643	143.20193	5.1859303	6.3258805	1.4909313	92.69181	75.97151	33.440598	0.0	True	0.0
57	57	112.86001	0.9603877	2.9079309	62.754887	15.189826	8.456071	0.80542296	184.87598	164.55391	40.644135	0.0	True	0.0
71	71	142.03023	0.5063217	3.200678	67.252655	13.896906	7.8400354	0.66407293	195.22508	172.66232	45.12552	0.0	True	0.0
70	70	148.41316	0.8745906	3.5929422	148.41316	9.529346	8.0078535	0.89402837	165.10265	142.173	45.859283	0.0	True	0.0
68	68	148.41316	0.72459483	3.1725085	148.41316	6.926731	6.219614	0.847426	171.67407	155.68811	31.971924	0.0	True	0.0
436	436	118.928055	0.56039846	3.3499558	148.41316	5.4762774	6.2180448	0.7412396	157.96924	140.64748	34.643524	0.0	True	0.0
432	432	148.41316	1.389566	3.1984894	148.41316	4.8896403	5.722847	1.4364667	123.79215	107.18667	33.210968	0.0	True	0.0
433	433	138.469	0.4891796	3.476112	148.41316	10.562048	8.70223	0.5527698	168.54901	149.7436	37.61081	0.0	True	0.0
72	72	81.52385	0.40204665	3.2317526	148.41316	7.470362	6.879676	0.4252228	184.75395	165.82242	37.863068	0.0	True	0.0
426	426	148.41316	0.9205143	3.6763072	111.662384	5.1551995	6.527279	1.0058302	134.51604	118.93134	31.169388	0.0	True	0.0
73	73	148.41316	0.87628394	3.3962839	148.41316	5.0091515	6.2904215	1.1992517	124.402824	108.553665	31.698318	0.0	True	0.0
427	427	73.5999	0.6201456	3.4142396	105.06224	6.7731857	6.7224917	0.55607796	179.56808	161.63582	35.864532	0.0	True	0.0
430	430	148.41316	0.6800069	2.8376992	148.41316	10.207849	6.139212	0.9188539	187.50851	165.16539	44.68625	0.0	True	0.0
443	443	119.790245	1.6134224	2.8986468	91.27822	7.133765	6.089154	1.5670075	124.27077	107.76126	33.019012	0.0	True	0.0
442	442	148.41316	1.4150852	3.6293979	115.03868	6.7909484	7.394722	1.6880131	71.1411	52.597168	37.08786	0.0	True	0.0
434	434	148.41316	1.6920868	3.1258628	148.41316	9.43129	7.0903144	1.4307039	136.50427	118.21862	36.571304	0.0	True	0.0
457	457	90.47064	0.7338479	3.1683726	145.87817	15.298304	8.688592	0.49899605	192.74445	171.42311	42.64267	0.0	True	0.0
451	451	99.94542	1.861856	3.0333676	148.41316	5.503968	5.9110904	1.5784719	120.77489	104.44053	32.668716	0.0	True	0.0
448	448	89.60614	-0.022811342	3.563536	148.41316	9.854273	8.431933	-0.25859246	187.7502	167.29301	40.914368	0.0	True	0.0
445	445	98.67566	2.578949	3.8579407	148.41316	6.131037	7.3021536	2.4447896	-14.449947	-34.14176	39.38363	0.0	True	0.0
444	444	78.017494	1.712851	3.368644	76.539406	5.5647607	6.3934402	1.92041	74.35816	56.8714	34.973526	0.0	True	0.0
76	76	148.41316	0.8596623	3.262377	123.64928	5.8115	6.22642	0.892312	159.42142	141.4982	35.846436	0.0	True	0.0
79	79	148.41316	0.015182619	3.2496476	148.41316	10.635313	7.900786	0.2580851	194.38365	175.01456	38.73819	0.0	True	0.0
80	80	148.41316	1.8601316	3.5503416	148.41316	5.361858	6.54068	1.8441683	62.440662	45.23675	34.40782	0.0	True	0.0
421	421	128.14125	0.8306097	3.617983	148.41316	9.633939	7.946635	1.0193604	155.75453	136.10632	39.296417	0.0	True	0.0
422	422	148.41316	1.4014903	2.8361459	21.536028	22.354986	9.047271	1.5079638	141.65852	120.97364	41.369766	0.0	True	0.0
456	456	137.32434	0.8402686	2.9622953	97.904495	14.024887	7.1110396	0.9826867	185.66505	162.52736	46.27539	0.0	True	0.0
398	398	148.41316	0.33142594	2.525774	117.00394	17.32209	6.934209	0.5162791	207.72658	184.9061	45.64096	0.0	True	0.0
395	395	82.84823	-0.19331813	3.2344058	53.57801	18.501291	9.007357	-0.28881887	205.42944	175.73563	59.387634	0.0	True	0.0
409	409	148.41316	0.7862392	4.1156254	148.41316	8.378505	8.832106	0.6903579	160.11673	138.43819	43.357086	0.0	True	0.0
411	411	117.589134	2.5222638	3.012981	26.822546	28.105175	9.492699	2.5200734	21.849705	-2.6166334	48.93268	0.0	True	0.0
400	400	148.41316	1.4008256	3.9571116	53.191097	6.4652123	7.7203255	1.5665027	85.168236	65.314186	39.7081	0.0	True	0.0
407	407	148.41316	0.73095864	3.5488122	148.41316	5.1787324	6.392272	0.8734769	141.78288	125.840866	31.884033	0.0	True	0.0
415	415	148.41316	0.89732903	3.6951725	148.41316	8.016789	8.107821	0.8039913	156.05984	137.80162	36.51645	0.0	True	0.0
419	419	54.338993	0.7449713	3.9558535	48.843025	5.703508	7.5802445	0.8793217	125.12443	109.19206	31.86473	0.0	True	0.0
418	418	148.41316	0.2788302	2.9335296	148.41316	17.269691	8.725249	0.34496754	201.14915	179.13716	44.023987	0.0	True	0.0
416	416	148.41316	1.3444808	3.2771733	87.04817	8.181723	6.8948493	1.0453879	161.30426	141.57512	39.458282	0.0	True	0.0
83	83	139.75754	0.8603847	3.791883	64.880455	5.609331	7.2545004	0.9884699	131.24287	114.69457	33.096603	0.0	True	0.0
85	85	148.41316	1.8231617	3.2634256	148.41316	4.7564216	5.702477	1.815233	72.81289	56.895477	31.834824	0.0	True	0.0
86	86	141.7973	1.365563	2.8299394	114.56456	20.049282	8.667515	1.3785863	154.91315	137.43173	34.96283	0.0	True	0.0
82	82	148.41316	0.08187127	3.5161617	113.963646	9.161212	8.42546	-0.15270878	178.31697	161.67397	33.28601	0.0	True	0.0
87	87	93.95933	1.1116372	3.0851512	63.757088	5.01856	5.6838937	1.1134392	142.60239	125.45613	34.29251	0.0	True	0.0
423	423	148.41316	1.8377508	3.0333886	91.076355	5.6801767	5.8747416	1.986062	63.279716	47.394974	31.769485	0.0	True	0.0
74	74	148.41316	1.2162296	2.7997973	67.79076	22.401073	7.9642415	1.4142841	163.8704	141.40767	44.925476	0.0	True	0.0
75	75	142.40782	0.5602413	4.0578814	148.41316	7.45682	8.284308	0.5427944	157.21472	136.65492	41.1196	0.0	True	0.0
104	104	148.41316	0.2969973	2.9984145	148.41316	8.071819	5.910377	0.66485345	192.32503	172.90666	38.83673	0.0	True	0.0
103	103	148.41316	0.16260463	3.1433203	148.41316	11.907714	7.573093	0.23658144	201.48164	176.94228	49.078735	0.0	True	0.0
