ID	gene	h0_r	h0_mu	h0_sigma	h1_r	h1_alpha	h1_sigma	h1_theta	h0	h1	lr	p	signif	q
492	492	6.967828	5.312778	4.7707367	2.5948489	58.219505	10.984779	5.2800922	-744.29626	-776.4574	64.322266	0.0	True	0.0
490	490	5.9276733	5.8262553	4.5298705	3.0969815	58.66639	16.810858	5.5614123	-844.95667	-879.0357	68.15808	0.0	True	0.0
6	6	9.212019	3.5997252	4.3349757	7.028675	6.810087	8.469598	3.6637487	-327.0711	-343.5622	32.982178	0.0	True	0.0
46	46	148.41316	-1.0280764	4.446659	11.995951	22.078451	13.378689	-0.8396862	180.25156	153.02246	54.45819	0.0	True	0.0
56	56	6.5856714	4.6939564	4.7787037	2.0477042	55.471355	12.715297	4.6255636	-589.3537	-613.2925	47.877563	0.0	True	0.0
69	69	12.6782465	4.415343	4.7395725	24.387812	5.929563	10.026004	4.4352546	-530.3928	-547.35876	33.931885	0.0	True	0.0
68	68	14.426852	3.2789173	4.5444837	54.889362	8.98423	11.046385	2.8463535	-146.79486	-171.13757	48.685425	0.0	True	0.0
65	65	8.494324	2.2952497	3.9543276	13.654345	6.6994185	9.300917	2.6259394	-136.69325	-152.28874	31.190979	0.0	True	0.0
430	430	9.934221	5.248587	5.021442	2.8980536	51.75495	13.890013	5.2804456	-763.1462	-785.0128	43.733276	0.0	True	0.0
444	444	20.162588	3.8127463	4.6454606	32.282513	10.624037	11.62262	3.6090782	-282.27313	-306.87082	49.195374	0.0	True	0.0
442	442	10.445252	3.526459	4.594336	15.319908	6.0252557	9.245389	3.4659107	-264.08206	-281.98956	35.815002	0.0	True	0.0
446	446	24.124462	3.6608822	4.818887	32.467014	20.366802	15.719546	4.1623883	-419.59015	-447.7069	56.23352	0.0	True	0.0
401	401	14.470382	1.9212525	3.869348	17.169228	6.9299974	8.505461	1.6407007	54.63806	35.87976	37.5166	0.0	True	0.0
408	408	7.279731	5.248795	5.2296567	13.596627	6.4832406	12.255147	5.4663725	-959.7983	-980.2062	40.815796	0.0	True	0.0
455	455	7.0886517	5.7749505	4.6596103	2.8844335	54.51325	13.684237	5.801538	-926.92505	-953.63684	53.423584	0.0	True	0.0
450	450	7.742182	1.1475837	4.504474	32.55738	6.677089	10.55121	1.1912076	34.177746	16.11248	36.13053	0.0	True	0.0
414	414	26.124126	4.54848	5.363022	76.36016	5.455627	10.938013	4.818765	-688.6869	-705.4818	33.589844	0.0	True	0.0
74	74	10.058941	4.163912	3.8158758	2.336817	62.2945	9.008107	4.069468	-381.78214	-397.16882	30.773376	0.0	True	0.0
