ID	gene	h0_r	h0_mu	h0_sigma	h1_r	h1_alpha	h1_sigma	h1_theta	h0	h1	lr	p	signif	q
490	490	7.2863817	4.3325195	5.3467903	9.044185	4.9434147	10.097432	4.277003	-595.9212	-612.916	33.989624	0.0	True	0.0
488	488	7.872833	2.2734475	5.352878	11.223966	7.693516	11.322435	2.2229512	-115.193924	-135.68956	40.991272	0.0	True	0.0
484	484	13.071535	2.2515306	5.3128076	12.053253	7.307742	10.282343	2.4229443	-107.43739	-127.77309	40.671387	0.0	True	0.0
473	473	148.41316	0.65101415	5.1980405	148.41316	5.4858136	9.564198	1.099425	54.539406	36.622467	35.833878	0.0	True	0.0
466	466	95.5477	0.94415885	4.988361	70.01087	5.2420087	8.795958	1.3451947	39.775192	23.823364	31.903656	0.0	True	0.0
471	471	5.895675	1.45366	5.4115114	9.356083	4.586363	9.722532	1.5192199	-62.519623	-77.987404	30.935562	0.0	True	0.0
27	27	30.571035	2.1357958	5.66293	50.243748	5.739699	10.602914	2.2894294	-106.20952	-123.741264	35.06349	0.0	True	0.0
96	96	148.41316	-0.043521654	5.7062774	148.41316	5.505009	10.214328	-0.05494965	103.548325	85.454544	36.18756	0.0	True	0.0
379	379	67.29343	-0.06637085	6.22705	130.3657	5.080411	11.056885	0.5680463	19.047867	3.088295	31.919144	0.0	True	0.0
106	106	22.070011	1.8320036	4.2487884	43.454273	6.3066335	8.74631	2.2432716	-25.670528	-42.12037	32.89968	0.0	True	0.0
377	377	8.012304	-1.0853397	5.225482	6.3521657	6.512735	10.631101	-1.1518764	128.77686	110.8699	35.813904	0.0	True	0.0
261	261	6.4839807	0.8106998	5.554261	8.344654	4.337861	9.403463	0.74728304	7.662407	-8.78997	32.904755	0.0	True	0.0
309	309	15.617333	1.5978037	6.6213336	32.897045	4.7505093	11.650887	1.3890777	-117.75542	-133.8464	32.181976	0.0	True	0.0
304	304	18.030313	0.7466946	5.655172	21.782131	4.4440875	9.764856	0.9277934	6.626816	-9.4019165	32.057465	0.0	True	0.0
388	388	5.38043	1.6864916	4.687941	4.3191547	8.186524	10.49595	1.4352888	-15.368851	-32.750816	34.76393	0.0	True	0.0
387	387	66.23656	-0.5299231	4.745911	91.89732	6.1727057	9.024071	-0.13096084	150.62726	131.93869	37.377136	0.0	True	0.0
290	290	61.08592	3.0337367	5.533608	112.74075	4.247515	9.414104	3.2253265	-303.8849	-319.5901	31.4104	0.0	True	0.0
