ID	gene	h0_r	h0_mu	h0_sigma	h1_r	h1_alpha	h1_sigma	h1_theta	h0	h1	lr	p	signif	q
351	351	93.507675	1.3167952	4.3288736	72.821075	6.2751293	8.437777	1.6910934	43.660316	27.137604	33.045425	0.0	True	0.0
350	350	49.06312	0.77805763	3.879479	21.448982	8.129128	8.292515	0.82270837	143.45703	125.920685	35.072693	0.0	True	0.0
349	349	148.41316	-0.6325957	4.1096025	148.41316	7.807725	9.0709305	-0.6831472	175.29675	158.39752	33.798462	0.0	True	0.0
347	347	148.41316	0.7094948	3.579762	148.41316	5.950052	7.1739535	0.46540537	165.01602	148.11263	33.806793	0.0	True	0.0
324	324	13.245369	1.6190171	3.5518012	21.291449	8.775699	8.850348	1.35842	98.42041	79.02982	38.781174	0.0	True	0.0
345	345	101.06816	1.3447459	4.524416	148.41316	5.609095	8.485728	1.1662868	98.5925	80.19588	36.793243	0.0	True	0.0
341	341	48.327477	1.4055698	4.232065	39.234814	11.422748	10.003407	1.6735451	79.43586	55.177822	48.516075	0.0	True	0.0
278	278	148.41316	-0.5655555	4.4818726	148.41316	5.4235272	8.255919	-0.79686844	147.25325	128.7176	37.07129	0.0	True	0.0
276	276	28.435263	0.8941099	3.98515	35.61014	6.6640687	8.17152	0.84008795	131.14001	110.68828	40.903473	0.0	True	0.0
272	272	148.41316	1.0735229	3.2364764	148.41316	5.567969	6.162912	1.1365778	138.32735	121.54972	33.555252	0.0	True	0.0
271	271	148.41316	1.026899	3.4576757	148.41316	5.3416815	6.6044683	1.1518661	129.72081	111.976974	35.48767	0.0	True	0.0
288	288	148.41316	1.3429322	3.9956527	25.029911	11.439557	8.955393	1.2989279	128.42435	103.67127	49.50615	0.0	True	0.0
287	287	12.238412	1.4272208	4.194221	26.674824	7.267115	9.5479765	1.6588553	37.46754	18.51921	37.89666	0.0	True	0.0
286	286	63.677116	0.651482	3.7262197	86.46067	7.4427705	8.523926	0.64178133	154.72667	136.27145	36.91043	0.0	True	0.0
35	35	43.997677	0.02708761	3.2158659	80.140434	7.2805133	7.212416	-0.11500495	186.82855	167.23268	39.191742	0.0	True	0.0
26	26	19.915981	1.0804622	3.8646681	16.02172	25.460325	13.786727	1.1344875	136.15868	112.2466	47.824158	0.0	True	0.0
25	25	60.760666	-0.15677097	4.3233643	148.41316	5.6068034	8.038097	0.20598373	148.23967	132.45117	31.576996	0.0	True	0.0
22	22	55.54891	1.0690883	4.2924623	1.5406818	72.21362	7.803694	1.5806783	131.21243	100.81122	60.80243	0.0	True	0.0
20	20	32.722656	0.80121666	3.5147555	30.49904	10.97086	8.541219	0.7834847	167.92111	146.423	42.996216	0.0	True	0.0
40	40	22.062025	1.738621	3.3225987	13.743033	43.61552	16.954147	1.4970773	106.45975	88.00037	36.918762	0.0	True	0.0
39	39	148.41316	0.49874005	3.387567	97.94811	25.699951	13.655048	0.42146912	183.43555	158.20044	50.470215	0.0	True	0.0
38	38	148.41316	0.6078369	3.0365818	25.110567	21.449308	8.651317	0.6015406	202.55707	176.27162	52.570892	0.0	True	0.0
37	37	57.36934	0.28695533	2.9538867	18.22349	53.633053	13.856244	0.378014	208.93912	179.18344	59.511353	0.0	True	0.0
36	36	148.41316	-0.6956027	3.6922703	50.2531	34.97673	14.23758	-0.71926254	192.74388	165.96167	53.564423	0.0	True	0.0
382	382	99.29857	1.3773926	3.9840133	110.80658	5.4673543	7.7249813	1.4391308	86.11945	68.308014	35.62288	0.0	True	0.0
33	33	76.337555	-0.84566975	4.0006757	22.256104	16.247051	11.458766	-0.89247775	181.22905	153.35223	55.75363	0.0	True	0.0
321	321	66.51762	0.7434698	4.2347555	148.41316	5.9715147	8.441503	1.3258586	67.258415	48.880287	36.756256	0.0	True	0.0
320	320	148.41316	-0.54598516	3.3742614	148.41316	16.969734	9.486222	-0.5482124	195.3253	170.30203	50.04654	0.0	True	0.0
317	317	4.1314287	0.8605471	4.159006	1.0728118	56.269077	9.946171	1.1007719	138.43585	104.86222	67.14726	0.0	True	0.0
314	314	26.533234	0.59704787	4.013327	29.331236	17.048939	11.821701	0.5621485	167.14505	143.8716	46.546906	0.0	True	0.0
311	311	148.41316	0.5365169	4.4216375	148.41316	7.316119	8.536413	0.577946	154.49301	134.32959	40.326843	0.0	True	0.0
310	310	148.41316	1.2797222	3.4782836	25.166925	23.636925	11.190736	1.2702464	149.20068	127.753784	42.8938	0.0	True	0.0
330	330	32.487377	1.1148202	3.756604	148.41316	4.9779725	7.068939	1.116886	117.26134	100.29827	33.926132	0.0	True	0.0
325	325	34.37681	2.1196647	3.5166929	79.3491	4.8367486	6.803317	2.0613773	30.13928	11.997131	36.284298	0.0	True	0.0
79	79	26.924662	1.9151895	4.468322	31.594358	6.3529015	8.732799	1.6195594	36.17194	17.122696	38.098488	0.0	True	0.0
108	108	148.41316	1.081217	3.5673747	53.80746	11.424264	8.703244	1.3032367	136.3322	116.55552	39.55336	0.0	True	0.0
107	107	6.6455755	0.6649749	4.503173	17.6692	5.1846795	8.973672	0.78111225	90.36107	73.340744	34.04065	0.0	True	0.0
106	106	25.04075	0.97577995	4.4467983	39.943336	7.3844585	9.479603	1.1933601	77.95454	58.2957	39.317673	0.0	True	0.0
105	105	13.608842	0.45473292	4.0555086	12.568731	9.116021	8.922617	0.58667326	151.73465	131.19759	41.074127	0.0	True	0.0
104	104	9.430218	0.4561714	4.0869155	12.56555	6.9725556	8.547291	0.6472886	128.32881	110.264595	36.128433	0.0	True	0.0
122	122	29.766598	-0.1761041	3.9579196	64.46568	6.54614	8.434304	-0.18169872	154.70302	136.59647	36.213104	0.0	True	0.0
119	119	148.41316	0.5308342	3.9653976	148.41316	5.659617	7.635314	0.96016324	110.06924	92.89102	34.35643	0.0	True	0.0
113	113	95.335396	-0.03818817	3.697518	59.731693	8.187531	7.920815	0.3953244	174.68275	155.9232	37.519104	0.0	True	0.0
112	112	148.41316	1.1476007	3.09716	63.796894	6.725728	6.584823	1.1344358	153.3634	136.90302	32.920776	0.0	True	0.0
111	111	26.295198	0.42426562	4.2279983	21.12424	7.5929523	9.304672	0.46142358	132.62921	115.970276	33.31787	0.0	True	0.0
109	109	125.27336	0.97401285	3.5007212	1.7599219	65.15215	7.512569	1.1559567	171.50635	147.51944	47.973816	0.0	True	0.0
78	78	30.973372	1.4049243	3.163422	3.2132502	47.34342	8.343173	1.7854265	117.03604	93.964226	46.14363	0.0	True	0.0
77	77	6.1470485	0.35832986	4.2388186	17.852057	15.229534	12.949491	0.7530844	125.37099	101.543205	47.655563	0.0	True	0.0
75	75	42.20784	0.1583906	4.1146035	75.491776	6.6647377	8.418698	0.86043775	120.880264	103.144806	35.470917	0.0	True	0.0
74	74	10.208379	-0.05444622	3.8133109	5.903215	17.48942	10.803406	0.110702924	179.90198	152.45195	54.900055	0.0	True	0.0
71	71	75.7237	0.2427557	3.3433833	78.634346	6.394153	6.884916	0.14932293	182.36406	163.7558	37.216522	0.0	True	0.0
442	442	28.33538	1.8295971	4.460668	105.23	8.787348	10.205568	1.8422383	44.352753	20.78373	47.138046	0.0	True	0.0
441	441	148.41316	0.4648107	4.2496266	7.472829	18.525736	10.987411	0.6109595	161.83742	142.65692	38.360992	0.0	True	0.0
439	439	61.586742	0.32905877	3.8681595	29.534197	8.303551	8.535809	0.7447648	146.14699	130.61458	31.06482	0.0	True	0.0
437	437	32.39959	0.4609466	4.0238457	39.34113	6.6300025	7.925401	0.69542146	142.95071	125.69045	34.520523	0.0	True	0.0
84	84	139.67944	1.4410933	3.0013866	3.5550742	40.61915	7.669764	1.6126099	137.59766	114.94984	45.29564	0.0	True	0.0
145	145	7.108353	1.1341977	3.6836798	8.215647	9.403219	9.384638	1.16017	93.391846	74.35411	38.07547	0.0	True	0.0
165	165	130.20996	1.2021708	4.470597	148.41316	4.5799613	7.93949	1.1930288	86.9007	70.41974	32.96193	0.0	True	0.0
164	164	33.709755	1.0104909	4.2731223	63.04188	4.9381504	8.008795	0.75832605	110.03456	93.95842	32.152283	0.0	True	0.0
162	162	13.565515	1.8036624	3.834705	19.666265	6.519825	7.8466554	1.9516548	24.274096	4.1208115	40.30657	0.0	True	0.0
160	160	148.41316	0.2358452	4.3514495	95.90817	11.24815	10.973629	0.089334	166.9351	145.98048	41.90924	0.0	True	0.0
159	159	21.505072	0.051026937	3.283356	3.7807562	15.998368	8.620813	0.17246406	175.56189	155.84396	39.435852	0.0	True	0.0
88	88	75.88459	0.15397877	3.8753202	104.74396	5.6058507	7.615579	0.18790388	159.72232	144.14868	31.147278	0.0	True	0.0
86	86	21.5064	1.9219701	4.933015	148.41316	4.474584	8.96594	2.0305436	-73.07874	-89.38359	32.609695	0.0	True	0.0
85	85	12.336563	1.9315467	3.7437487	15.7053795	17.936876	11.965563	1.9000547	50.949703	24.119942	53.659523	0.0	True	0.0
