	1
c5171	2
c5004	2
c5215	1
c5183	2
c5184	2
c5058	4
c4920	5
c5214	1
c5141	0
c5142	0
c5391	2
c5392	1
c4997	2
c5259	0
c5260	1
c4989	1
c4990	0
c5255	2
c5256	4
c5246	0
c5122	0
c5024	4
c5385	0
c5333	1
c4965	2
c4978	7
c5397	2
c5106	1
c5230	0
c5130	0
c5063	1
c5408	0
c5140	3
c4958	2
c5124	0
c5043	4
c5524	10
c5532	14
c5483	1
c5484	2
c5434	4
c5472	2
c5436	1
c5515	2
c5529	5
c5419	2
c5533	7
c5534	8
c5485	10
c5461	10
c5462	7
c5542	5
c5482	5
c5431	1
c5429	10
c5430	3
c5479	12
c5478	14
c5442	14
c5494	4
c5443	13
c5526	3
c5495	6
c5496	8
c5422	0
c5503	6
c5425	3
c5528	7
c5536	4
c5463	0
c5464	12
c5438	7
c5505	8
c5242	3
c4996	4
c5164	3
c5192	3
c5317	3
c5318	1
c5012	2
c5371	5
c4971	10
c5249	3
c5250	1
c5028	1
c5153	2
c5154	4
c5008	1
c5337	2
c5066	1
c4929	2
c5162	1
c5181	1
c5182	0
c5195	1
c4909	1
c4910	1
c4940	1
c5311	2
c5041	0
c5308	0
c4956	1
c5174	0
c5078	1
c5072	2
c5274	1
c5118	1
c5233	0
c5234	1
c5401	0
c5169	0
c5053	1
c5026	0
c5376	0
c5232	0
c5316	2
c5396	0
c5313	0
c5314	0
c4911	1
c5040	0
c5189	4
c5009	5
c5321	3
c4983	1
c4984	6
c5207	4
c5208	0
c4921	1
c4922	1
c5103	5
c5104	0
c5299	1
c5300	6
c5330	0
c5343	2
c5346	0
c5051	0
c4936	0
c5285	0
c5017	3
c5296	1
c5080	1
c4969	0
c5002	1
c5327	5
c5083	3
c5084	5
c5131	6
c5132	3
c5144	0
c5357	1
c5358	9
c5127	3
c5128	1
c4985	0
c5325	0
c5055	1
c5303	3
c5383	3
c5384	0
c5151	0
c4923	0
c5264	0
c5157	0
c5365	1
c5238	1
c4917	4
c5206	1
c5168	0
c5109	0
c4944	0
c5281	2
c4902	1
c5176	3
c5251	1
c5148	2
c5197	0
c4898	2
c4906	0
c5269	1
c4946	1
c5399	2
c4961	4
c4974	4
c5220	0
c5353	0
c4991	0
c4976	0
c5267	0
c4947	0
c5406	1
c5222	2
c5247	1
