gene	log2FC	p_value	q_value	signif
92	0.92650396	0.004201998213619253	0.006197637483214237	True
373	0.94192404	0.008790298714667709	0.012345925161050153	True
146	0.85811573	0.01203663391632782	0.01635412216892367	True
188	1.2239568	0.021018929394776294	0.02787656418405344	True
164	0.743828	0.11783509889971551	0.14027987964251848	False
271	0.5389603	0.12131471058741351	0.14373780875285963	False
304	0.5544846	0.15873969445546654	0.18415277779056444	False
26	0.49553716	0.1968690574616605	0.22320754814247223	False
205	0.29455236	0.251925441051	0.2817957953590604	False
322	0.42718238	0.2525996758370207	0.28191928106810343	False
320	0.30638355	0.3621160047680859	0.39705702277202404	False
424	0.34636676	0.3646933283774505	0.399008017918436	False
374	0.28894415	0.3965091908231725	0.4319272231189243	False
51	0.119392574	0.5213972175949289	0.555860573128922	False
161	0.23825036	0.5645493664503085	0.5955162093357685	False
148	0.16381308	0.5867515193028946	0.6124754898777606	False
316	0.20449792	0.6082108500775074	0.6322358108913799	False
452	0.10410227	0.6116308965014023	0.6344718843375543	False
360	0.18152887	0.6416202601195553	0.6628308472309455	False
243	0.2255729	0.7057609458197752	0.7231157231759993	False
285	0.14148955	0.7337621805157751	0.7487369188936481	False
149	-0.0026046298	0.940326014495451	0.9441024241922198	False
459	-0.02571905	0.9818229601626016	0.9818229601626016	False
44	0.004731265	0.9545780306804587	0.9564910127058704	False
326	-0.056122627	0.8964149218081295	0.9018258770705528	False
339	0.027300205	0.875851891053633	0.8829152127556785	False
491	-0.051419817	0.8515428092911479	0.8601442518092403	False
418	-0.07208765	0.8362605578206306	0.8464175686443629	False
495	-0.03569143	0.7908051901510224	0.8020336614107731	False
10	-0.14322826	0.7758020462790112	0.7884167136981821	False
11	-0.057831056	0.7571657389059314	0.7710445406374047	False
496	-0.1170849	0.7300887573009911	0.7465120217801545	False
284	-0.14779094	0.6462880061890817	0.6635400474220551	False
390	-0.22059534	0.6451197543247327	0.6635400474220551	False
17	-0.1171117	0.6439523777370435	0.6635400474220551	False
144	-0.11304891	0.6358054529739234	0.6581836987307697	False
163	-0.16101167	0.5957442720997355	0.6205669501038912	False
109	-0.14731558	0.5800485107076682	0.606745304087519	False
38	-0.23345101	0.574490240738303	0.6021910280275713	False
222	-0.18158805	0.5711674234814677	0.5999657809679282	False
156	-0.1791194	0.5667512814545287	0.596580296267925	False
232	-0.21334822	0.5590626592007275	0.5909753268506633	False
41	-0.13254002	0.5503381502270177	0.5829853286303154	False
478	-0.162221	0.5288245516360036	0.5613848743481992	False
378	-0.20332003	0.5245737750659321	0.558057207516949	False
485	-0.254181	0.514023936909381	0.5491708727664326	False
408	-0.20040329	0.501511377348197	0.5369500828139153	False
121	-0.27012232	0.46297643043092807	0.49675582664262663	False
172	-0.29232332	0.4093212847651815	0.4401304137260016	False
357	-0.2551291	0.4083980474034963	0.44008410280549165	False
330	-0.24047352	0.40747605132290077	0.4400389323141477	False
493	-0.23597822	0.40471751842610126	0.4380059723226204	False
2	-0.2894645	0.40471751842610126	0.4380059723226204	False
81	-0.20815428	0.39832452653573447	0.4329614418866679	False
328	-0.21952103	0.36988225786546935	0.4038015915561892	False
22	-0.32489014	0.35276378459579316	0.38765251054482763	False
482	-0.2677583	0.3494012077048795	0.3848030921859906	False
291	-0.35894275	0.34605905109669954	0.3819636325570635	False
242	-0.29943165	0.3114238464355997	0.3444954053491147	False
335	-0.34659523	0.3044744148944274	0.33755478369670444	False
325	-0.3422028	0.29163066686558436	0.32403407429509373	False
474	-0.37999028	0.2727011271078852	0.30367608809341334	False
210	-0.38834947	0.24657672832975286	0.2764313097867184	False
279	-0.35020012	0.24000341369821976	0.2696667569642919	False
448	-0.3683028	0.23935294030754317	0.2695415994454315	False
366	-0.3467277	0.2185811736189055	0.24670561356535609	False
191	-0.36108032	0.20373060935847098	0.23046449022451468	False
168	-0.45531756	0.1968690574616605	0.22320754814247223	False
62	-0.3794125	0.1935024248235726	0.22039000549381846	False
472	-0.44166717	0.1831205614224889	0.2090417367836631	False
82	-0.43791625	0.17782504905877916	0.20346115452949562	False
497	-0.34384015	0.17730183369329144	0.20332779093267367	False
154	-0.41976532	0.17213260244085937	0.1978535660239763	False
88	-0.37036252	0.1711124247228244	0.19713412986500506	False
481	-0.44504434	0.16959065719568212	0.19583216766245048	False
280	-0.43737975	0.1611584640322341	0.186526000037308	False
127	-0.5614448	0.15398473416160802	0.17905201646698607	False
248	-0.47224417	0.14796611196650156	0.17245467595163352	False
20	-0.48192012	0.14212890848804324	0.16603844449537764	False
101	-0.510836	0.1309869490404701	0.15338050238930925	False
399	-0.5896923	0.13015875446098943	0.15276849115139604	False
