gene	log2FC	p_value	q_value	signif
358	2.0660975	1.235771404679276e-05	6.942535981344248e-05	True
228	1.8685243	5.2530467741527104e-05	0.0002409654483556289	True
481	1.3775307	9.979146520548016e-05	0.0004056563626239031	True
237	1.7339919	0.00011558982616632907	0.0004586897863743217	True
215	1.3466548	0.0003607513840487686	0.0012702513522843968	True
103	1.2775284	0.0009217776237479528	0.002793265526508948	True
154	1.6072205	0.0009656278812415896	0.002873892503695207	True
96	1.0663097	0.002854261756605956	0.007281279991341725	True
241	1.1785342	0.003414999094965837	0.008370095820994699	True
138	1.2788584	0.003970614913346999	0.009637414838220872	True
230	1.1597626	0.004468310455138553	0.010588413400802259	True
378	0.88569343	0.0066051951412687375	0.015011807139247131	True
13	0.9954189	0.012316937059861983	0.026095205635300815	True
370	0.8290277	0.012603007431654734	0.02647690636902255	True
21	1.0999949	0.019783552165819902	0.03925307969408711	True
115	1.1971143	0.023392703577164945	0.04515965941537634	True
125	0.5858069	0.06934408658484764	0.11367883046696335	False
246	0.71372336	0.07422062892935298	0.1208805031422687	False
147	0.91994023	0.08422789384149046	0.13541462032393964	False
52	0.59435445	0.08719363286528968	0.13884336443517464	False
242	0.5863772	0.10399937616356034	0.16102802830178892	False
461	0.56656104	0.10399937616356034	0.16102802830178892	False
366	0.44830185	0.12688655975391125	0.18994993975136412	False
261	0.55549324	0.13223689623878465	0.19736850184893232	False
414	0.7211632	0.13647018845018724	0.2030806375746834	False
368	0.48367664	0.13949519341054262	0.20574512302439912	False
223	0.5357727	0.1456997227995348	0.21426429823461	False
231	0.5311766	0.14979853865640347	0.219645951109096	False
137	0.41749588	0.1563485038140336	0.22659203451309218	False
480	0.47875398	0.1582592550403098	0.22803927239237726	False
423	0.7114848	0.1650862484426846	0.23651324991788628	False
205	0.52272284	0.17677976580357613	0.24898558563883963	False
403	0.47005686	0.19072935231460453	0.26712794441821364	False
388	0.40706617	0.19970718712808522	0.27660275225496567	False
244	0.4907024	0.2019991194591656	0.2790043086452564	False
