gene	log2FC	p_value	q_value	signif
17	3.360295	4.003076374494183e-11	1.0007690936235457e-08	True
368	2.4207509	1.0113499624683912e-09	1.685583270780652e-07	True
90	3.3615015	2.6326132678271938e-09	2.6326132678271936e-07	True
260	2.854577	6.2549180732815045e-09	5.212431727734587e-07	True
495	2.3655524	2.445918655382467e-08	1.528699159614042e-06	True
389	2.2012093	5.8246211601010417e-08	2.9123105800505207e-06	True
350	2.4496055	1.0661758557296237e-07	4.442399398873432e-06	True
45	2.570325	1.5347192149696857e-07	5.481140053463163e-06	True
362	2.3127933	1.9633167159514058e-07	6.544389053171353e-06	True
347	2.3720946	2.640565492137834e-07	6.948856558257458e-06	True
276	2.350138	6.472088794649091e-07	1.52118295556122e-05	True
493	2.1306987	6.526698491431816e-07	1.52118295556122e-05	True
210	1.7523961	6.693205004469368e-07	1.52118295556122e-05	True
393	2.1232793	8.744014871838693e-07	1.9008727982258027e-05	True
117	1.7143258	1.5931333851424723e-06	3.264846107949755e-05	True
488	2.8529491	2.4417747277898955e-06	4.537873175010135e-05	True
31	1.911648	2.5412089780056756e-06	4.537873175010135e-05	True
314	3.002169	2.5412089780056756e-06	4.537873175010135e-05	True
140	1.6009269	4.413860140881838e-06	7.119129259486837e-05	True
481	1.9010121	5.614002707472112e-06	8.6383568578603e-05	True
37	2.0050197	1.0171659823970375e-05	0.00014127305311069968	True
60	1.7948234	3.32687458995389e-05	0.00040571641340901094	True
416	1.5823048	3.521294101022984e-05	0.0004192016786932124	True
286	1.7284391	4.32042491522089e-05	0.0004909573767296467	True
443	1.2553273	8.150872598231558e-05	0.000849049228982454	True
50	1.3130518	0.00011180471978063862	0.0011408644875575368	True
174	1.5025283	0.0001671087595490431	0.0016710875954904308	True
284	1.2920424	0.0002234365595219835	0.002068857032610958	True
337	1.9991816	0.0002755912372963409	0.0024212044321302354	True
469	1.3805476	0.0003411127806691403	0.002842606505576169	True
354	1.4109346	0.00035629800208641276	0.0029204754269378094	True
168	1.3969043	0.00039584862765207855	0.003192327642355472	True
253	1.1656864	0.0004643446458769555	0.0036276925459137145	True
439	1.4280355	0.000496527913315617	0.0038194454870432077	True
26	1.9041971	0.0005470681799002312	0.0040225601463252285	True
312	1.1584966	0.0006132990925070762	0.00442367047892171	True
48	1.3756602	0.0006244145856601092	0.00442367047892171	True
34	1.2988478	0.000662834451076284	0.004603017021363084	True
1	1.2155967	0.000829775041500832	0.005531833610005547	True
66	1.4861791	0.000829775041500832	0.005531833610005547	True
167	1.362458	0.0010290809686426946	0.00638060469953324	True
412	1.2187061	0.001059180380122518	0.00638060469953324	True
397	1.3868779	0.001301131966801405	0.007653717451772971	True
467	1.2236161	0.0013385077340451537	0.007736211167559438	True
323	1.4737124	0.0015580223396838915	0.008752934492606133	True
88	1.4164015	0.001760895964030937	0.009467182602316866	True
165	1.2370994	0.0018102686856633606	0.009629088753528513	True
318	1.3316361	0.0019339979186081694	0.009969061436124584	True
122	1.0238851	0.001955358879665369	0.00997632081461923	True
40	1.2422172	0.0022170665641137763	0.010975577050068198	True
46	1.3021446	0.002537651595935138	0.012318697067646302	True
306	0.99218756	0.002578846198959826	0.012398299033460703	True
478	1.4170617	0.0027498118754249582	0.012970810733136596	True
392	1.0231322	0.0030903818231949923	0.013920638843220687	True
301	0.8588594	0.003309281734162507	0.014642839531692509	True
13	1.7358848	0.0033441849804253746	0.014667477984321818	True
270	1.0097917	0.0034329146190110217	0.01479704577159923	True
197	1.0506701	0.0040743157650218785	0.017118973802612937	True
129	1.1182897	0.004749826366542388	0.019152525671541888	True
496	1.2338897	0.004946321483163027	0.019628259853821536	True
169	1.3700156	0.005228507375479624	0.020470346883497085	True
139	0.9323033	0.005281349495942248	0.020470346883497085	True
482	0.87533915	0.005497575595125394	0.021088390452205133	True
194	0.8323497	0.005983796529383982	0.022665895944636295	True
322	0.93223274	0.0067693462111411825	0.024705643106354678	True
360	1.3419483	0.0067693462111411825	0.024705643106354678	True
446	0.93975204	0.007108689939149755	0.025331384956923296	True
480	0.9482887	0.0071434505578523684	0.025331384956923296	True
120	0.7750135	0.007355237195536997	0.02589872251949647	True
77	1.0919276	0.007572639749947398	0.026477761363452444	True
378	1.1302527	0.007683486795388324	0.026623302342494923	True
268	1.2565999	0.008063555639909431	0.027427059999691944	True
279	1.2600276	0.008379637316095985	0.02811958830904693	True
