gene	log2FC	p_value	q_value	signif
123	3.69922	5.438263751151286e-12	1.3595659377878215e-09	True
208	3.9380872	2.9729748827841834e-11	4.954958137973639e-09	True
468	2.4533546	2.9658471178394713e-09	2.1184622270281938e-07	True
212	2.904846	8.60837089766221e-09	5.380231811038881e-07	True
231	2.5239477	1.4567166589327425e-08	7.283583294663713e-07	True
112	2.1121113	9.07365994507176e-08	3.481776038636994e-06	True
290	3.5199368	9.238113402867898e-08	3.481776038636994e-06	True
338	2.0863447	2.8056624666957236e-07	8.25194843145801e-06	True
454	2.8081675	5.468008624699566e-07	1.4758976984591245e-05	True
467	1.7046602	5.608411254144673e-07	1.4758976984591245e-05	True
189	3.0757134	1.0150883135228733e-06	2.5377207838071834e-05	True
459	1.9159778	1.6324230539748777e-06	3.7100523953974494e-05	True
232	2.2081382	3.1489761518512396e-06	6.297952303702479e-05	True
437	1.6446897	3.774542826715846e-06	6.857135459163446e-05	True
53	1.4721844	3.987481763074272e-06	6.857135459163446e-05	True
274	1.8171293	5.318377560412669e-06	8.309964938144795e-05	True
453	1.6452969	6.649000276889395e-06	0.0001007424284377181	True
141	1.9395548	7.177631079906007e-06	0.00010253758685580009	True
61	1.6477557	1.1298205857017536e-05	0.00015267845752726402	True
60	1.3165469	1.4767902689114432e-05	0.00018108169482462894	True
201	1.8652284	1.637435461478499e-05	0.00019039947226494178	True
48	3.4718559	1.8549355135458416e-05	0.00020610394594953795	True
170	1.2397388	1.8549355135458416e-05	0.00020610394594953795	True
126	1.5051464	1.909972653722004e-05	0.00020760572323065261	True
373	2.5500097	2.2578782655036445e-05	0.00024019981547911113	True
486	1.8254926	2.5713963017937536e-05	0.00026785378143684934	True
99	1.5559919	3.32687458995389e-05	0.00031989178749556636	True
300	2.2837949	8.262168503381088e-05	0.0007650156021649156	True
138	1.7197773	0.00014282792592474702	0.0011707207043012051	True
173	1.7783606	0.00017833004792885564	0.0014245264299803698	True
106	1.7065636	0.00018781324824341345	0.0014672910019016675	True
169	2.301939	0.00019904771650040376	0.0015311362807723366	True
341	1.1288906	0.0002109113058927065	0.0015739649693485558	True
396	1.1392419	0.000245875588905973	0.0017817071659853112	True
244	1.8337861	0.0002880312496453361	0.002000217011425945	True
414	1.4806771	0.00030289193250597864	0.0020192795500398575	True
394	1.4121639	0.0004082396878318809	0.00261692107584539	True
152	1.3822075	0.0004314612279217993	0.0027307672653278437	True
13	1.3224397	0.000496527913315617	0.003103299458222606	True
47	1.2890483	0.0005056594643839957	0.0031213547184197263	True
270	1.7014875	0.0008746554313155374	0.00499874263738108	True
120	1.6948212	0.0008953159279131013	0.005029864763556749	True
417	1.4446483	0.0009768883152804365	0.005340021832156268	True
