ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta0	h1_theta1	h0	h1	LR	p	q	signif
0	1	148.4131591025766	2.553359396985316	5.116076542554198	1.902285875345039	148.4131591025766	9.689310522096722	7.145736713842311	1.3873894025831408	4.8458111066984575	8.597060400330003	-4.2689934478339	12.866053848163903	3.9224666059656244e-07	3.9224666059656244e-07	True
