Using device: cuda

treem1_mig1e-2_k1e3_f1_p0.3, gene batch 0-99: ['    1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '98', '99', '100']
default result: 0	    1	4.5611205	4.040619850158691	7.0057501792907715	-749.53925	-751.0926	1.5533447	0.21264234714553354
default result: 1	2	2.6866257	2.760078191757202	2.232440233230591	-434.04987	-434.06247	0.01260376	0.9106121285975239
default result: 2	3	2.7598722	2.5850932598114014	3.7415921688079834	-484.2883	-484.37433	0.08602905	0.769287430007794
default result: 3	4	0.31524366	0.5295403599739075	-0.7919310927391052	-91.23828	-91.397156	0.15887451	0.6901948470887398
default result: 4	5	3.8227522	3.8413498401641846	3.689358949661255	-743.82166	-743.73505	-0.08660889	1.0
default result: 5	6	3.651243	4.224398612976074	-0.09484193474054337	-896.4298	-896.7833	0.35351562	0.5521297350192627
default result: 6	7	-0.20600216	0.30549612641334534	-2.7814154624938965	-41.270935	-42.027344	0.7564087	0.38445475549876273
default result: 7	8	4.382812	2.7881150245666504	14.652791976928711	-1121.0674	-1123.406	2.338623	0.12620106301631795
default result: 8	9	2.0283978	0.6619864106178284	11.000652313232422	-735.15485	-737.41516	2.260315	0.132727066001056
default result: 9	10	1.2609851	1.9795632362365723	-2.3439157009124756	-284.7588	-285.81082	1.0520325	0.30503945458696813
default result: 10	11	1.0204908	1.7095938920974731	-3.239560604095459	-374.01834	-374.60938	0.59103394	0.44201958054911905
default result: 11	12	0.11103574	-0.39937448501586914	2.8862950801849365	-271.32956	-271.8856	0.5560303	0.4558641423753462
default result: 12	13	-1.0300498	-1.8655097484588623	3.051132917404175	-21.400398	-23.495163	2.0947647	0.14780446455216156
default result: 13	14	4.3496094	5.3055219650268555	-1.4606072902679443	-762.89465	-766.2524	3.357727	0.06689033320529503
default result: 14	15	2.9440746	2.233548879623413	6.872514247894287	-495.17267	-496.66238	1.4897156	0.22226059504718298
default result: 15	16	4.500999	4.560877323150635	4.211355686187744	-713.1578	-713.16956	0.011779785	0.9135715416539255
default result: 16	17	7.4236875	7.3033976554870605	8.162372589111328	-1603.2625	-1603.3291	0.06665039	0.7962777399299514
default result: 17	18	5.0807576	3.666175365447998	13.229636192321777	-1303.3314	-1306.6836	3.3521729	0.06711636557099854
default result: 18	19	3.602945	2.9720587730407715	7.448847770690918	-802.44244	-803.69653	1.2540894	0.26277286744664685
default result: 19	20	6.395255	6.246938705444336	7.417006969451904	-1242.244	-1242.2831	0.0390625	0.8433248948770123
default result: 20	21	2.4918158	2.003680944442749	5.381359100341797	-569.89166	-570.6799	0.788208	0.37464253516215307
default result: 21	22	3.604147	3.186763048171997	5.857497692108154	-603.65137	-604.3019	0.6505127	0.4199294372423651
default result: 22	23	5.411802	6.406435489654541	-0.5518301725387573	-1128.3097	-1130.4437	2.1340332	0.144061263139885
default result: 23	24	5.376545	5.380893230438232	5.351239204406738	-835.336	-835.3369	0.00091552734	0.9758615456655687
default result: 24	25	5.256412	5.6382880210876465	2.337925910949707	-1075.5022	-1075.6617	0.1595459	0.6895749414695951
default result: 25	26	1.2811863	0.6386096477508545	5.228662967681885	-621.65656	-622.50574	0.8491821	0.35678381251740643
default result: 26	27	4.473591	4.643666744232178	3.5635087490081787	-617.7621	-617.88306	0.12097168	0.7279830047957903
