ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta0	h1_theta1	h0	h1	LR	p	q	signif
189	190	0.8888190973268878	19.014640904633577	23.621108312093984	-1.7347005944443818	0.1582261960827195	22.027091401710866	2.157048097690655	0.3350494792195343	1.3366915127142187	14.85402962465691	11.599990443928053	3.2540391807288565	0.01073854934954177	0.07159032899694515	False
472	473	0.24448448599263425	21.80943204727859	6.219297252669028	0.5331090364773093	0.2771031104283451	21.520720828286933	6.520419600025889	0.04532187853886172	2.109759028992222	18.084578644351822	14.861296955460208	3.223281688891614	0.011116717148764499	0.07313629703134539	False
251	252	0.5097505694489081	18.44306403740981	11.405336051556848	-0.9806126870223585	0.524362688793139	19.014441055515707	10.873199705518875	-1.3519538437930165	0.5240999268928669	87.63680162317777	84.45474708937081	3.182054533806962	0.011645155079479497	0.07561789012649024	False
219	220	1.980755120471109	17.850750649983546	15.818806968230982	-1.3955531036313138	0.3381065673762411	21.3866015767837	4.642972486572107	-0.41172852736206467	0.9547222778644484	121.14302782027778	117.9826710589769	3.160356761300875	0.011933560048911551	0.07649717980071508	False
428	429	0.23209056148270096	21.150147851758657	9.20054110347228	-0.029444529426369607	0.18989518315444426	22.10254346700144	1.789069185188791	-0.17637175507346126	2.1482478311877364	2.457636430446218	-0.6419361451675396	3.0995725756137578	0.012781202892159338	0.08016108112266149	False
35	36	1.3671018868963183	15.193356017889089	15.739370759708738	-1.6979907256269342	0.994062506051597	16.879740247534002	14.468002751270241	-1.8408827527108356	0.16071697514476488	99.44405788916333	96.34756580140865	3.096492087754683	0.012825772979625838	0.08016108112266149	False
473	474	0.15893145132404904	21.29705883485679	7.3574298719093925	-0.03538087006589996	0.14807935065666034	22.28169021761474	1.9380615855006804	-0.37296282341329495	2.068732321365982	-18.9562354838854	-22.032748642180422	3.076513158295022	0.013118742895404822	0.08043462665819989	False
100	101	1.353374007214124	14.260398493601638	18.192953401431037	-1.4123272682121668	0.259289527553007	21.17621761539486	5.759595176049685	-0.03368303505450177	1.874403289128319	52.22577909544067	49.16655420052657	3.0592248949141023	0.01337780687907808	0.08043462665819989	False
463	464	1.004178303223419	19.048599090388887	16.395397082540452	-1.2632096050795556	0.24955879003114095	22.01437888655949	3.8945349042232653	-0.27641934437294996	1.0848071285284306	99.92033960466141	96.87039801304172	3.0499415916196853	0.013519081831255275	0.08043462665819989	False
5	6	0.21190494383467878	21.66569217732476	5.494531168185319	0.21141750864905484	0.21870778793353107	21.86585553160153	3.387114478465392	-0.15512751072902287	1.7230034051879566	52.33270639317058	49.295831409081934	3.036874984088648	0.013720536218721158	0.08043462665819989	False
264	265	0.2134572288448118	22.07563746941507	3.1376500786887425	0.35757744532015284	0.23416198186427356	21.9229574627037	2.9963334773617976	-0.05002877529537005	1.6446739139412634	73.69906957488202	70.67097203392349	3.0280975409585267	0.013857593964381354	0.08043462665819989	False
144	145	1.2499988105280728	17.628191270060174	20.265304043935092	-1.4562376237650096	0.20688827269531204	21.480484197455024	3.003782394591186	0.22068551152824856	1.2862107566618863	62.44117519052304	59.41707291953912	3.024102270983917	0.013920444861516224	0.08043462665819989	False
478	479	1.5636981878197302	17.59033735020944	19.614958710024776	-2.054490661637397	0.21724856712659585	21.589127682316796	4.638493866424882	-0.3907755556035053	0.9469172429772641	92.91279415164574	89.89418019336196	3.0186139582837797	0.014007261791116332	0.08043462665819989	False
103	104	0.8276019527479208	15.429752436207119	15.656647019339653	-1.4255139018191707	0.22620588981434958	22.13361979505911	3.0317806691849274	-0.3704989830986732	1.6573201965654512	62.21406488184919	59.20480368163412	3.0092612002150716	0.01415649429184318	0.08043462665819989	False
164	165	0.2957698883199369	20.7084975553761	8.667096015492403	-0.3589179044420461	0.22605324994068768	22.129513736760373	1.9967433903482577	-0.4269738926369879	1.5042942991291364	64.72216123552953	61.74038117005235	2.9817800654771744	0.014604521982286123	0.08131832589863221	False
489	490	1.5001528598254013	16.063886215963322	16.469314525664565	-1.1881820285490703	0.27029200167979184	21.627129559124107	2.7660649044566443	-0.0282501423233586	1.266179402694227	93.8259529698547	90.85445388076032	2.9714990890943795	0.014775862815046392	0.08131832589863221	False
223	224	0.2247441680245321	20.02721193775275	11.249744527352002	-0.2801888970108523	0.16830068829459674	21.69679866183867	4.675795094904908	-0.36136594521782056	2.3618460692572096	-82.26895818599236	-85.23902269244817	2.970064506455813	0.01479993531355106	0.08131832589863221	False
307	308	1.0255671778427464	17.213483383213983	22.64355964547599	-2.243748029176514	0.1561237041026757	21.986766034565484	3.448403840645532	-0.07181648989105614	1.269337144215107	44.178420065065204	41.22084037117131	2.9575796938938907	0.01501114481613508	0.08158230878334283	False
271	272	0.1862577736244768	21.827159132919153	5.8790579022958775	0.36473852600553697	0.20835412952097385	21.787944446995663	6.120574983885525	-0.13622554266635395	2.045377843543114	11.908327872520772	9.009452370666487	2.8988755018542847	0.01604668697881917	0.0833494997829993	False
381	382	0.22761412309876733	22.02561012585083	4.3148384316086235	0.9402661891136981	0.25198819468452016	22.04784214073753	5.099824713478556	0.49695240402350166	2.5813738601489664	-14.901886634872689	-17.800129897458977	2.8982432625862877	0.0160582317969018	0.0833494997829993	False
298	299	0.2056678699610467	20.911613268354465	8.393571390871825	0.17043233338666872	0.20261071295879246	21.29428411288514	6.299016366180134	-0.2073431915373328	2.0278385063357276	-27.31733453253394	-30.211361774454573	2.8940272419206323	0.016135436414681514	0.0833494997829993	False
178	179	1.5861190193829076	18.553633997494806	16.5455495534502	-1.6245247931255011	0.2911776463095136	21.599614090007456	4.858257932039379	-0.5293671908856344	0.7938526438213107	110.94355481383442	108.05922492595406	2.8843298878803694	0.01631447195807212	0.0833494997829993	False
62	63	1.4269901776403717	17.990193931043073	17.970727819304276	-1.9115925871217618	0.21790822933924242	22.073195251776784	2.129288182852899	-0.42762068756122984	0.9303336790659544	99.38445671703342	96.52220408571345	2.8622526313199614	0.01672974954677431	0.0833494997829993	False
337	338	0.325543797307287	19.792629054541873	11.816281735425635	-0.4148091095764246	0.2712728480209818	20.458895351948023	8.864682308685676	-0.5652778786893022	1.4630337408496485	-30.646876582835084	-33.50695840049127	2.8600818176561873	0.01677116734184314	0.0833494997829993	False
