ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta_pro	h1_theta_diff	h0	h1	lrt	p	q	signif
5	Ppia	183.06796	6.7162886	55.060905	59.10259246826172	996.18274	15.404812	74.71949	40.87281036376953	61.84606170654297	-32668.822	-32681.979	26.3125	0.08042719700854974	0.23600061086487825	False
4	Tubb2b	17.637152	9.156998	199.72668	97.3773422241211	21.773544	14.437398	213.28389	55.21019744873047	99.611083984375	-59162.133	-59175.15	26.03125	0.08124611193708924	0.23600061086487825	False
40	Ywhaq	160.17574	7.9966974	12.212659	12.631299018859863	670.8442	12.561017	13.191172	8.150249481201172	13.430253982543944	-3474.0999	-3485.6162	23.032715	0.09061223079950569	0.2512430035804476	False
34	Prmt1	6.1867366	9.832607	6.134997	5.822811126708984	7.087236	14.491531	5.919882	2.650243759155273	6.316585063934326	-894.75995	-904.97284	20.425781	0.09979525461272236	0.2576453708629556	False
36	Eif4a1	6.202263	7.6911035	8.011558	7.047134399414063	6.950601	11.6841955	9.217295	3.4415934085845947	7.705500602722168	-1295.6741	-1304.292	17.23584	0.1089455272363818	0.2576453708629556	False
27	Rpl41	109.00096	6.828156	35.916565	41.82096862792969	70.708374	11.617303	38.487785	51.9337272644043	39.77225112915039	-20122.363	-20130.018	15.308594	0.11494252873563218	0.2576453708629556	False
24	mt-Atp6	22.501053	7.932163	132.51613	116.6493911743164	26.94559	9.307956	129.49187	97.2349624633789	118.08668518066406	-73071.72	-73078.984	14.53125	0.1184407796101949	0.2576453708629556	False
28	Ddc	272.52917	10.295227	23.305695	-0.0833417549729347	1040.6232	12.670752	24.709255	-6.412232398986816	0.8186709880828857	-132.35165	-139.2178	13.7323	0.12043978010994502	0.2576453708629556	False
45	Ndfip1	120.382744	7.328117	11.623134	11.751988410949709	118.983864	16.378895	15.75783	8.438597679138184	12.31379508972168	-3080.043	-3086.7917	13.497559	0.12093953023488256	0.2576453708629556	False
32	Hist3h2ba	30.328474	8.445596	14.7555065	9.591049194335938	13.374676	14.024299	15.9248495	6.083582401275635	10.200037002563477	-2223.9407	-2230.0635	12.245605	0.127936031984008	0.2576453708629556	False
42	Rpsa	274.6897	8.033768	32.04975	38.8043327331543	279.4251	14.026468	40.616703	33.34841537475586	40.06206130981445	-18404.223	-18410.172	11.8984375	0.13043478260869565	0.2576453708629556	False
10	Calm1	12.75182	6.572674	22.551119	26.165987014770508	9.921323	8.293492	15.440227	36.33052444458008	23.587066650390625	-10463.151	-10469.081	11.859375	0.13093453273363317	0.2576453708629556	False
23	Gapdh	19.702942	6.880288	13.239268	16.33960723876953	14.947214	16.170694	14.060334	11.655816078186035	17.020864486694336	-5336.4614	-5341.7188	10.514648	0.1374312843578211	0.2586585495131222	False
48	Snap47	15.10607	8.82475	6.2833867	5.284695625305176	14.149124	10.654202	6.201534	3.3558597564697266	5.652477264404297	-649.16266	-654.3123	10.299316	0.13993003498250875	0.2586585495131222	False
59	Wnt5a	5.994052	11.759	10.965893	0.4678463935852051	4.5601916	11.687895	10.05271	2.3937342166900635	0.1571198552846908	117.7832	113.19	9.186401	0.1504247876061969	0.2698797659993533	False
19	Atp5f1	149.83316	7.707684	9.050271	10.411117553710938	265.83905	11.398531	10.479572	8.216011047363281	10.83469295501709	-2478.727	-2483.1792	8.904297	0.15542228885557222	0.2708788462911402	False
6	Ubb	39.274208	5.3421383	70.189545	58.01539611816406	49.349007	6.8554044	78.50835	50.962181091308594	60.34396743774414	-32554.232	-32557.57	6.6757812	0.1839080459770115	0.3116219667943806	False
17	Nnat	17.873085	9.303578	239.776	96.73284149169922	24.162348	8.238792	200.559	48.04741668701172	105.3656768798828	-58711.793	-58714.9	6.2109375	0.19740129935032483	0.3142275016337985	False
46	Rps24	558.96344	8.041077	28.757881	36.69637680053711	314.08926	8.002711	26.44808	39.72645568847656	35.792930603027344	-16940.559	-16943.605	6.09375	0.1984007996001999	0.3142275016337985	False
3	Tuba1a	12.215281	87.449814	1502.7788	160.3436279296875	13.24626	5.205541	334.39566	80.54719543457031	187.39926147460935	-102142.29	-102145.28	5.984375	0.20089955022488756	0.3142275016337985	False
52	Slc25a4	142.55002	11.110136	18.744799	19.422775268554688	646.8834	9.052752	17.666565	17.171335220336914	19.93851661682129	-6791.3193	-6794.175	5.7109375	0.20939530234882558	0.319327836081959	False
20	Ftl1	82.907906	6.039252	32.495136	47.26599884033203	50.200356	6.5091944	29.647226	44.23808670043945	48.20978546142578	-23602.473	-23604.877	4.8085938	0.23288355822088955	0.3462197472692225	False
44	Mdh2	28.742208	9.824874	6.493963	4.739604473114014	15.307053	11.066126	5.272998	3.529064416885376	4.945128917694092	-492.85513	-495.15652	4.602783	0.2383808095952024	0.3462197472692225	False
47	Rpl7	156.27043	7.994522	10.959019	14.24521541595459	108.9943	6.0457106	8.629607	16.521137237548828	13.372117042541504	-4150.113	-4152.345	4.4648438	0.24537731134432783	0.3480933951628837	False
58	Hsp90aa1	14.494307	5.5501204	11.89946	13.357964515686035	10.8299675	6.163765	11.062424	13.0079345703125	13.479910850524902	-3877.9036	-3879.8828	3.958496	0.2703648175912044	0.37462379921150535	False
22	Eef1a1	145.5192	9.542222	72.922325	56.53550720214844	184.8243	10.604522	76.629776	52.2440071105957	57.38165664672852	-30398.053	-30399.988	3.8710938	0.27636181909045476	0.37462379921150535	False
26	Ndufa4	96.7809	7.6862626	13.984975	18.474998474121094	85.91972	10.319258	15.454806	15.813281059265137	19.03105354309082	-6266.5327	-6268.3804	3.6953125	0.28585707146426786	0.3790713338982683	False
49	Atp5h	315.15005	9.147353	5.606981	10.618558883666992	765.04816	9.888005	5.07847	9.375802993774414	10.874640464782717	-2526.7332	-2528.1614	2.8564453	0.34832583708145926	0.4520824694035961	False
54	Ywhae	95.504425	7.392151	12.883513	19.167518615722656	85.21134	8.009708	12.818115	17.440654754638672	19.63707160949707	-6616.889	-6617.957	2.1357422	0.40229885057471265	0.5112547892720307	False
41	Pcdh10	11.768131	12.561463	14.523151	2.221864700317383	1.4827803	7.931626	5.449908	1.547921895980835	2.9475839138031006	-81.758255	-82.6856	1.8546906	0.4237881059470265	0.5275729482197676	False
38	Wnt7b	15.03686	7.9673696	18.005548	-2.4301888942718506	13.282501	6.0033154	15.032061	-0.7071269154548645	-2.906883716583252	67.180435	66.40254	1.5557861	0.4612693653173413	0.556496261673085	False
33	Atxn10	71.26234	8.584767	6.581982	5.206495761871338	101.9679	7.891958	6.1407714	4.504618644714356	5.381165027618408	-587.16364	-587.927	1.5267334	0.46526736631684157	0.556496261673085	False
7	C1ql1	0.5600388	8.210635	54.144184	1.6350300312042236	0.91223866	5.8010783	45.50011	-3.3803470134735107	1.086693286895752	-1765.2208	-1765.8093	1.177002	0.5017491254372813	0.5885903202245032	False
31	Tubb4b	5.8331776	8.757942	5.379391	3.079763650894165	5.772754	6.4643908	4.534236	3.583373546600342	2.879759788513184	-133.57103	-134.10739	1.0727234	0.5137431284357821	0.5912892610298625	False
30	Mab21l2	3.3132796	6.089456	13.351285	-4.500543594360352	3.511336	5.775802	12.883443	-5.5111165046691895	-4.067142486572266	79.86487	79.47215	0.7854309	0.5527236381809095	0.6243729986858423	False
35	Prdx2	142.02379	10.012167	20.006332	21.223125457763672	232.39902	6.848349	16.739683	18.964155197143555	21.86826705932617	-7748.6963	-7749.0015	0.61035156	0.5797101449275363	0.6429512516469038	False
60	Rps2	299.2758	8.679465	25.192598	34.09037399291992	49.691334	7.654433	15.820107	36.8469352722168	33.23834228515625	-15274.997	-15274.954	-0.0859375	0.6811594202898551	0.7342176369442398	False
50	Rps3a1	274.9316	7.6998396	19.0102	23.5760498046875	63.677143	7.3773365	15.698736	23.069599151611328	23.618995666503903	-8947.912	-8947.839	-0.14648438	0.6891554222888556	0.7342176369442398	False
39	Eno1	31.56085	7.7947345	6.0042787	1.525459051132202	24.850285	7.084306	5.7327614	1.5116050243377686	1.5307973623275757	99.74153	99.88371	-0.2843628	0.7066466766616691	0.7342176369442398	False
56	Cox6c	302.17538	5.758448	9.9459	15.95323085784912	1014.88025	8.520568	12.178904	16.073631286621094	15.936664581298828	-4944.5894	-4944.4326	-0.31347656	0.7101449275362319	0.7342176369442398	False
53	Rps29	264.75266	6.8645296	16.105106	26.63905906677246	208.45856	7.7578373	17.227333	26.4483642578125	26.678924560546875	-10661.914	-10661.212	-1.4042969	0.8405797101449275	0.8465767116441779	False
29	Rpl13	391.2699	7.5410447	30.758968	36.82413864135742	62.01404	7.8576264	25.424269	37.64115524291992	36.46986389160156	-16903.375	-16902.64	-1.46875	0.8465767116441779	0.8465767116441779	False
