cell_name	q_mean	q_std	read_count
c4898	1.524515376629318	1.379865238848342	0
c4902	0.9824499268250432	1.516520614428965	0
c4906	1.3249902684134702	1.4919654700543994	0
c4909	2.7403645840381614	1.048154677936333	3
c4910	2.7453475207538385	1.0555063321646465	3
c4911	1.2862658775076063	1.3929732280721916	0
c4917	0.4956531552364969	1.2879127278633893	1
c4920	0.6988821077999194	1.3332003407823492	0
c4921	1.3925674456478154	0.988490964749832	2
c4922	0.4297553378477222	1.14337878070716	0
c4923	0.6202149107657702	1.1950182541482186	1
c4929	2.26651242336549	1.1830331937139027	3
c4936	0.8813603263752963	1.5016082897691942	0
c4940	0.8506474704309906	1.5125874368953038	0
c4944	1.2935162794132748	1.177591538052711	2
c4946	1.2769056359953088	1.40421974603736	0
c4947	0.1815658594545313	1.187765211039176	1
c4956	0.3058465382703512	1.2495212716061643	1
c4958	2.0060750710597057	1.0137994218867337	4
c4961	0.4849666908099845	1.2684989785681589	1
c4965	3.1708466403237936	1.0279781847829363	6
c4969	1.3734166137455768	1.1765815221451437	2
c4971	1.151493529454351	1.1498982856015023	2
c4974	1.0111054770437504	1.5191630990486935	0
c4976	0.3430676601232291	1.197989371819221	1
c4978	1.0709533100961517	1.2150311810817065	1
c4983	0.1926859567100866	1.159418184648425	0
c4984	0.3992225356018725	1.0519447747120003	1
c4985	1.3318424742244213	1.2193892195974467	2
c4989	1.8463659283747689	1.0087533335017227	3
c4990	1.08206406684817	1.094469967191411	1
c4991	0.3219622923055307	1.1824774540091143	1
c4996	0.67368714896402	1.4225811427458206	0
c4997	0.915951739300814	1.5111948493560643	0
c5002	0.4991739324386504	1.2971165501803594	1
c5004	0.6076937457532331	1.2048946054740728	1
c5008	1.3834704262291595	1.3840178628047723	0
c5009	1.961383993104328	1.127854753042129	3
c5012	1.3797326725905843	1.1132959757254282	2
c5017	1.3436504432362133	1.209662495657572	2
c5024	0.548663195734267	1.1833440100089534	1
c5026	2.737685913944175	1.114638266701489	4
c5028	0.9440789975633076	1.5065222088318702	0
c5040	1.302753798363642	1.4064841955642502	0
c5041	2.0282237628469413	1.1752122511550498	3
c5043	0.9939028923204468	1.4321660337499318	0
c5051	0.5381344318437435	1.1886592241706777	1
c5053	1.1881610348661686	1.1689936485378338	2
c5055	1.997012648765319	1.152928194925849	3
c5058	1.444025619460485	1.0589185637756575	3
c5063	0.7142127135457721	1.3290629130111464	0
c5066	2.2030620464239696	1.139866711337067	3
c5072	0.1219870075117007	1.1871557851180434	1
c5078	0.469364437596292	1.269172532408123	1
c5080	0.8603071565044433	1.4737818700639818	0
c5083	4.233078279645262	0.9814735298521652	8
c5084	3.4170241918734137	1.0405653346316883	4
c5103	1.9697349629886212	1.0723656097471517	2
c5104	2.583952533342531	1.007751723240046	4
c5106	0.3441241034230423	1.2752806368492704	1
c5109	0.6540846392655904	1.458681576425736	0
c5118	1.4101589129080174	1.371696198107223	0
c5122	0.8562012088594633	1.5157343453593035	0
c5124	1.0043983574867408	1.418982127430482	0
c5127	2.164636191371464	0.9833412514905172	3
c5128	2.179134711226157	0.9886386640624276	3
c5130	1.3547601438286003	1.2101699026028063	2
c5131	1.120589348771997	1.1817579703840737	0
c5132	1.1282342052191865	1.1834484587378324	0
c5140	0.4656817095393788	1.3334383872492412	0
c5141	0.5996048450676529	0.9751472311178044	2
c5142	0.5610744029180261	1.163042023365151	0
c5144	0.0390959625531459	1.1835264266310055	1
c5148	1.4314763933286734	1.4686190161172517	0
c5151	0.6160830545259683	1.2082135452236795	1
c5153	1.516739003005077	1.2020753940950253	0
c5154	1.5008280122772977	1.203348520263556	0
c5157	1.4715558784895575	1.1520928888931958	2
c5162	2.114847192610457	1.1928532209407163	2
c5164	0.9481021969910568	1.52116735487875	0
c5168	2.5428315586673524	1.0664296649532916	4
c5169	1.1517508474552205	1.4050280605343026	0
c5171	0.8556144701829831	1.4849355473217087	0
c5174	0.8082802193006601	1.4513678284792957	0
c5176	1.180385824341552	1.1467398304988785	2
c5181	2.620708957353434	1.048803008521414	3
c5182	2.6283963341235164	1.022021255039251	3
c5183	1.2088397555657022	1.1927519317301711	0
c5184	1.2077645253841274	1.2028638640861564	0
c5189	1.0886092422351252	1.5141432864507796	0
c5192	0.9536922658242508	1.478312048113296	0
c5195	3.385377175747614	1.1147551448164514	5
c5197	1.5238680484834235	1.389361629397838	0
c5206	1.699828278706774	1.148892905315654	2
c5207	1.6435159854461836	1.06593868949801	1
c5208	3.29550518959141	0.9568999742240312	7
c5214	1.005368962660711	1.4574014534364572	0
c5215	1.2256851189028606	1.1293047917239194	2
c5220	1.0148410957608207	1.4959480276147534	0
c5222	1.1295522775582807	1.3640021613484483	0
c5230	1.376159712340087	1.1635044318770236	2
c5232	1.4035766846101114	1.19071297991215	2
c5233	1.5459254689828137	1.1977601933069382	0
c5234	1.547088718542406	1.195234993241668	0
c5238	1.189139531854341	1.3964068101540077	0
c5242	1.16083793561127	1.1427489354405025	2
c5246	2.98840514400814	1.1287019058280363	4
c5247	1.1194721019097518	1.3561223471158783	0
c5249	1.1865926582538375	1.2047500105828888	0
c5250	1.1806870244360226	1.2182680170151392	0
c5251	1.0480149231140354	1.4911347920737403	0
c5255	3.445596146195156	1.0182747561531065	5
c5256	3.2169588689634483	1.045453254616857	4
c5259	0.1457969764050636	1.0729554754029975	1
c5260	0.506935334546266	1.1938415710538672	0
c5264	1.4845458012835149	1.1387520524097487	2
c5267	0.7730192552322471	1.3447156299939336	0
c5269	1.293737552751769	1.3884711784498982	0
c5274	1.158174398799761	1.36616785207932	0
c5281	0.9609473918124034	1.497205412102992	0
c5285	0.3895094784657186	1.2978138099856908	1
c5296	0.3561921302096344	1.2787387246743656	1
c5299	0.8656787254699452	1.0897327156486842	1
c5300	1.308761435214698	1.019230346746661	2
c5303	0.923367741063944	1.5013462378336495	0
c5308	1.4854242502495147	1.155987755671022	2
c5311	0.4711046868542005	1.298282487771504	1
c5313	0.7224405651086558	1.089434480939148	1
c5314	1.1676667976392183	1.0126196612345717	2
c5316	0.6698099183566962	1.5187429641764674	0
c5317	1.6400211908162778	0.9754038491114484	3
c5318	0.2844020269105988	1.156421179318703	0
c5321	0.6197559421285402	1.1853598633954272	1
c5325	0.8106577051774609	1.509712044515772	0
c5327	0.8600982586789857	1.5149358418230114	0
c5330	0.6977545384867113	1.478059421014424	0
c5333	0.5060852050336775	1.3892348779184684	0
