	1
c5171	0
c5004	1
c5215	2
c5183	0
c5184	0
c5058	3
c4920	0
c5214	0
c5141	2
c5142	0
c5391	0
c5392	0
c4997	0
c5259	1
c5260	0
c4989	3
c4990	1
c5255	5
c5256	4
c5246	4
c5122	0
c5024	1
c5385	1
c5333	0
c4965	6
c4978	1
c5397	0
c5106	1
c5230	2
c5130	2
c5063	0
c5408	1
c5140	0
c4958	4
c5124	0
c5043	0
c5524	2
c5532	4
c5483	2
c5484	2
c5434	4
c5472	6
c5436	3
c5515	4
c5529	1
c5419	1
c5533	5
c5534	3
c5485	6
c5461	0
c5462	7
c5542	6
c5482	8
c5431	0
c5429	2
c5430	3
c5479	2
c5478	4
c5442	6
c5494	2
c5443	3
c5526	2
c5495	0
c5496	1
c5422	0
c5503	2
c5425	0
c5528	1
c5536	4
c5463	4
c5464	2
c5438	2
c5505	0
c5242	2
c4996	0
c5164	0
c5192	0
c5317	3
c5318	0
c5012	2
c5371	1
c4971	2
c5249	0
c5250	0
c5028	0
c5153	0
c5154	0
c5008	0
c5337	2
c5066	3
c4929	3
c5162	2
c5181	3
c5182	3
c5195	5
c4909	3
c4910	3
c4940	0
c5311	1
c5041	3
c5308	2
c4956	1
c5174	0
c5078	1
c5072	1
c5274	0
c5118	0
c5233	0
c5234	0
c5401	0
c5169	0
c5053	2
c5026	4
c5376	4
c5232	2
c5316	0
c5396	0
c5313	1
c5314	2
c4911	0
c5040	0
c5189	0
c5009	3
c5321	1
c4983	0
c4984	1
c5207	1
c5208	7
c4921	2
c4922	0
c5103	2
c5104	4
c5299	1
c5300	2
c5330	0
c5343	1
c5346	1
c5051	1
c4936	0
c5285	1
c5017	2
c5296	1
c5080	0
c4969	2
c5002	1
c5327	0
c5083	8
c5084	4
c5131	0
c5132	0
c5144	1
c5357	1
c5358	1
c5127	3
c5128	3
c4985	2
c5325	0
c5055	3
c5303	0
c5383	3
c5384	0
c5151	1
c4923	1
c5264	2
c5157	2
c5365	0
c5238	0
c4917	1
c5206	2
c5168	4
c5109	0
c4944	2
c5281	0
c4902	0
c5176	2
c5251	0
c5148	0
c5197	0
c4898	0
c4906	0
c5269	0
c4946	0
c5399	3
c4961	1
c4974	0
c5220	0
c5353	0
c4991	1
c4976	1
c5267	0
c4947	1
c5406	1
c5222	0
c5247	0
