Using device: cuda

treem1_mig1e-2_k1e3_f1_p0.3, gene batch 0-99: ['    1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '98', '99', '100']
default result: 0	    1	7.3885612	5.961182594299316	15.84726619720459	-1719.1655	-1723.3135	4.147949	0.0416849807881301
default result: 1	2	5.8700757	4.511793613433838	15.62157154083252	-1721.6816	-1724.6498	2.9681396	0.0849194588504889
default result: 2	3	5.4151	4.335240364074707	12.360786437988281	-1404.8588	-1408.6735	3.8146973	0.05080478529225918
default result: 3	4	6.521164	5.363256454467773	15.449787139892578	-1813.2876	-1816.0116	2.723999	0.09885007606808782
default result: 4	5	6.50699	5.576735496520996	12.884608268737793	-1684.1649	-1687.7838	3.6188965	0.05712675356866881
default result: 5	6	3.618497	2.101736068725586	12.097100257873535	-913.3908	-922.9231	9.532288	0.0020188832017512537
default result: 6	7	6.6780562	5.111188888549805	14.482420921325684	-1413.2443	-1422.261	9.016724	0.0026752049348395257
default result: 7	8	4.63617	3.108731508255005	13.3294038772583	-1208.6139	-1212.6257	4.011841	0.04518179486775009
default result: 8	9	4.360818	3.1044673919677734	12.946059226989746	-1256.1672	-1259.5742	3.4069824	0.06492106246228946
default result: 9	10	0.7047355	-1.455801248550415	12.814043998718262	-674.4268	-681.2809	6.854065	0.008843982840730846
default result: 10	11	3.6102753	2.1255576610565186	13.688637733459473	-1106.2153	-1109.7571	3.541748	0.059842362993861475
default result: 11	12	3.2923937	0.7900462746620178	14.39037799835205	-919.26715	-927.89996	8.6328125	0.003301614499854666
default result: 12	13	1.6769077	-0.4059872329235077	15.804210662841797	-962.48315	-970.8719	8.388733	0.003775540119275833
default result: 13	14	-0.74992335	-3.2484636306762695	13.700347900390625	-548.2826	-562.79083	14.50824	0.00013954782788905273
default result: 14	15	3.9312682	2.507932424545288	14.022517204284668	-1284.581	-1289.9504	5.369385	0.020493204624813965
default result: 15	16	8.48075	7.756450653076172	13.150530815124512	-2179.1592	-2180.6335	1.4743652	0.2246582190039833
default result: 16	17	6.63725	5.752828598022461	12.723278045654297	-1563.9747	-1567.1012	3.1264648	0.07703061193016181
default result: 17	18	4.455035	2.607527256011963	16.43906593322754	-1199.556	-1208.9222	9.366211	0.0022102193276714033
default result: 18	19	2.1783414	0.012241247110068798	15.320419311523438	-886.70593	-893.422	6.7160645	0.009554824336912238
default result: 19	20	6.947956	6.000317573547363	12.597512245178223	-1532.7067	-1535.9388	3.2321777	0.07220461186707616
default result: 20	21	5.0872107	3.651732921600342	19.51874351501465	-1849.4015	-1851.5946	2.1931152	0.13862868572837184
default result: 21	22	4.9678144	3.214517831802368	14.612483978271484	-1306.3467	-1312.7561	6.409424	0.011351624463306398
default result: 22	23	6.2767563	4.740920066833496	18.009735107421875	-1801.1978	-1805.8179	4.620117	0.031599079271764974
default result: 23	24	5.165337	3.585554361343384	15.948808670043945	-1566.3184	-1575.3926	9.074219	0.002592383046360336
default result: 24	25	0.72800744	-1.3441250324249268	13.370706558227539	-577.72235	-588.86774	11.145386	0.0008424095370369589
default result: 25	26	5.9864993	4.844648361206055	12.841673851013184	-1417.4678	-1421.0947	3.6269531	0.056850805858255526
default result: 26	27	3.8854666	1.728615641593933	16.063621520996094	-1285.0369	-1289.6552	4.618286	0.031632829836794385
default result: 27	28	4.225213	1.9922447204589844	17.259239196777344	-1446.9135	-1454.1182	7.204712	0.007271242024453395
default result: 28	29	2.5633662	1.160315752029419	12.069474220275879	-892.9839	-899.902	6.918091	0.008532802651216032
default result: 29	30	8.589228	7.075456142425537	16.58739471435547	-2303.2761	-2309.3823	6.106201	0.01347083628760426
default result: 30	31	4.4475646	2.8163793087005615	13.792698860168457	-1061.9264	-1069.8743	7.947876	0.004814384746391953
default result: 31	32	9.256836	8.137219429016113	15.209251403808594	-2192.5322	-2203.681	11.148682	0.000840914139442428
default result: 32	33	4.4987206	2.7874722480773926	13.70730972290039	-1157.6467	-1162.9454	5.298706	0.02134127236408112
default result: 33	34	3.1478348	1.306204915046692	13.048288345336914	-922.402	-928.6265	6.2245483	0.012599104279691242
default result: 34	35	7.1210203	6.017901420593262	14.260361671447754	-1788.5201	-1793.192	4.671875	0.030660436488236686
default result: 35	36	7.099826	6.217879295349121	12.991864204406738	-1682.1213	-1686.0809	3.9595947	0.046604922590864684
default result: 36	37	5.6426005	3.920102596282959	15.737281799316406	-1792.1339	-1796.1345	4.0006104	0.04548379030322858
default result: 37	38	5.1441984	3.0599796772003174	18.864898681640625	-1552.8287	-1557.991	5.1622314	0.023083221524252684
default result: 38	39	5.218009	3.5725932121276855	16.676387786865234	-1660.6232	-1665.1749	4.551758	0.032884969166241174
default result: 39	40	4.6771545	2.8399343490600586	15.837324142456055	-1459.1428	-1463.5549	4.4121094	0.035684689742168874
default result: 40	41	9.09302	8.369321823120117	13.08830738067627	-2086.475	-2091.0198	4.5446777	0.033021237488495725
default result: 41	42	2.816961	0.7155143022537231	15.521653175354004	-1059.5098	-1064.0844	4.574585	0.03244960569022637
