gene_index	gene	corr_pseudotime_glu	corr_pseudotime_da	corr_da_minus_glu	lavous_p	lavous_q	lavous_signif	lavous_lrt
50	Ncoa2	-0.04788775081469832	-0.07686868101652752	-0.0289809302018292			False	
51	Gm29570						False	
52	Tram1	-0.2505276954533895	-0.19211978382948933	0.05840791162390016			False	
53	Lactb2	-0.12071681196167706	-0.09738201833399479	0.023334793627682274			False	
54	Xkr9						False	
55	Eya1	-0.037985730079927345	-0.015079449151537078	0.02290628092839027			False	
56	Gm9947	0.07946345857220785	-0.0019121526790495994	-0.08137561125125745			False	
57	Msc	0.10760518208999371	0.07272733642431008	-0.03487784566568364			False	
58	Trpa1						False	
59	Kcnb2	0.056153240926207465	-0.06417391770361504	-0.1203271586298225			False	
60	Terf1	-0.0602334214719883	-0.12829473420734577	-0.06806131273535748			False	
61	Sbspon	0.021381611455821754	0.0424494394212592	0.021067827965437446			False	
62	4930444P10Rik	0.09068088558010261	0.058250293178636454	-0.03243059240146615			False	
63	Rpl7	-0.17703860408397767	-0.049480387760604316	0.12755821632337336	0.0004997501249375	0.0020323171747459	True	18.642578
64	Rdh10	-0.07256656377931424	-0.06302174973375461	0.009544814045559624			False	
65	Gm28095		0.029338913983068923				False	
66	Stau2	0.32373475730068557	0.2283086484900643	-0.09542610881062127			False	
67	Gm7568						False	
68	Ube2w	0.045981449228439115	0.04268128785147422	-0.0033001613769648927			False	
69	Eloc	-0.01744996508816749	0.03262022833653986	0.05007019342470735			False	
70	D030040B21Rik		0.04149702239267727				False	
71	Tmem70	0.06270664364373629	-0.01673569789301104	-0.07944234153674734			False	
72	Ly96		0.018379083721770516				False	
73	Gm28376						False	
74	Jph1	-0.028808345367122828	-0.03272221197389504	-0.003913866606772214			False	
75	Gm28783						False	
76	Gdap1	0.29888330924347006	0.18595228341850611	-0.11293102582496395			False	
77	Gm28784	-0.029713161415314552	-0.001489278133833313	0.02822388328148124			False	
78	Pi15	-0.034991989738458476	-0.09735750946546012	-0.06236551972700165			False	
79	Gm28154	0.06303772466470246	0.005211630651533115	-0.05782609401316935			False	
80	Gm16070	0.012250978065303082	0.007876124181472583	-0.004374853883830498			False	
81	Crispld1	0.06471049278620507	0.032200904578070136	-0.03250958820813493			False	
82	Gm28153		0.034972319401163736				False	
83	Gm28756	0.008382009715487162	0.027377506983828695	0.018995497268341533			False	
84	Crisp4	0.02536965120773455					False	
85	Defb18						False	
86	Defb41						False	
87	Gm15825						False	
88	Tfap2d	-0.020657713233397004	0.04225819287974824	0.06291590611314524			False	
89	Tfap2b	-0.008224109862090755	0.00447076305503402	0.012694872917124775			False	
90	Gm28340						False	
91	Pkhd1						False	
92	4930486I03Rik						False	
93	Gm28653						False	
94	Il17a						False	
95	Il17f						False	
96	Mcm3	-0.1976857049265955	-0.18655495172090103	0.011130753205694482			False	
97	Gm28065						False	
98	6720483E21Rik	0.03954945090566851					False	
99	Paqr8	-0.4947676725162516	-0.37388192585025964	0.12088574666599194			False	
100	Efhc1	-0.07184800627659393	-0.0810620355205967	-0.009214029244002761			False	
101	Tram2	-0.27402727290495155	-0.2349069664724487	0.03912030643250283			False	
102	Gm28287						False	
103	Tmem14a	-0.11103422932180604	-0.0740488134631142	0.036985415858691834			False	
104	Gsta3	-0.07930178547296901	-0.07209740741956269	0.007204378053406318			False	
105	Gm28836						False	
106	Khdc1a						False	
107	Khdc1c						False	
