gene_index	gene	corr_pseudotime_glu	corr_pseudotime_da	corr_da_minus_glu	lavous_p	lavous_q	lavous_signif	lavous_lrt
3392	Zc3h6	0.014915631345240725	-0.04086110220810231	-0.05577673355334303			False	
3393	Gm14027						False	
3394	Vinac1	-0.10343582716813571	-0.09509008153459726	0.008345745633538446			False	
3395	Gm14022						False	
3396	Ttl	0.22545994582624773	0.14926807862145483	-0.0761918672047929			False	
3397	Polr1b	0.05223517138950837	0.059856247670454304	0.007621076280945938			False	
3398	Chchd5	-0.27576022592742716	-0.18217286814996525	0.09358735777746191			False	
3399	AI847159						False	
3400	Gm14029	0.026602692470629182	0.017391784693157376	-0.009210907777471807			False	
3401	Slc20a1	0.07666481361557222	0.06142815124141242	-0.015236662374159798			False	
3402	9830144P21Rik						False	
3403	A730036I17Rik		0.03221079078321069				False	
3404	Gm14024						False	
3405	Ckap2l	-0.06007021265561149	-0.1011664596644114	-0.041096247008799915			False	
3406	Gm14023	0.041612245391073846	-0.010929921862891313	-0.052542167253965155			False	
3407	Il1a						False	
3408	Il1b						False	
3409	Il1bos						False	
3410	F830045P16Rik						False	
3411	Gm14040						False	
3412	Gm14041						False	
3413	Sirpa	-0.3954770951371002	-0.3249568059058994	0.0705202892312008			False	
3414	Pdyn	-0.5551433146959359	-0.4393575960045642	0.11578571869137172			False	
3415	Stk35	-0.12236331038470183	-0.10736874467655169	0.014994565708150137			False	
3416	Gm28196	-0.03982381548518504	-0.028071667337110136	0.011752148148074907			False	
3417	Tgm3	0.048777671493584154					False	
3418	Tgm6						False	
3419	Snrpb	-0.03305587485432283	0.01289990931417846	0.04595578416850129			False	
3420	Tmc2						False	
3421	Nop56	0.3916576487105746	0.13852012371541175	-0.25313752499516284			False	
3422	Idh3b	0.2789846307237299	0.10148121919271741	-0.1775034115310125			False	
3423	Ebf4	-0.15727614039524915	-0.13302662900828174	0.024249511386967404			False	
3424	Cpxm1	-0.06473966927557594	-0.02442703593276713	0.04031263334280881			False	
3425	1700020A23Rik						False	
3426	Tmem239						False	
3427	Pced1a	0.025665319542804852	0.012875042756816387	-0.012790276785988465			False	
3428	Vps16	0.0798151282083318	0.010985708646890803	-0.068829419561441			False	
3429	Ptpra	-0.2645857578879553	-0.17183509185734872	0.09275066603060658			False	
3430	4930473A02Rik						False	
3431	Mrps26	0.33050526486291293	0.25161480400947056	-0.07889046085344237			False	
3432	Oxt	0.05595125882017342	0.04088358942635192	-0.015067669393821502			False	
3433	Avp	0.04579595282252493	0.03202683494235594	-0.01376911788016899			False	
3434	Ubox5	0.02312912068312884	-0.01096217901227962	-0.03409129969540846			False	
3435	Fastkd5	-0.031272688287669825	0.0030901581078037906	0.034362846395473615			False	
3436	Lzts3	0.034847041215716065	-0.013281617107024647	-0.048128658322740714			False	
3437	Ddrgk1	-0.06389620275681965	-0.16563021136828046	-0.10173400861146081			False	
3438	Itpa	0.18518923421992492	0.14512280374578657	-0.040066430474138354			False	
3439	Slc4a11	0.07618427567857068	0.0019491032316441437	-0.07423517244692654			False	
3440	4930402H24Rik	-0.2580560211149808	-0.17445818230364876	0.08359783881133206			False	
3441	A730017L22Rik	0.0008236952901652866	-0.03064499760179895	-0.03146869289196424			False	
3442	Atrn	-0.11592727104627594	-0.05638085835181472	0.05954641269446122			False	
3443	Gfra4	0.32170604809511755	0.13302274510659165	-0.1886833029885259			False	
3444	Adam33	-0.01367527166642824	0.04245074198960631	0.05612601365603455			False	
3445	Siglec1	0.05670157531940214	0.13705315510293506	0.08035157978353291			False	
3446	Hspa12b	0.04946439987206555	0.03775778850248954	-0.011706611369576014			False	
3447	Gm11037						False	
3448	1700037H04Rik	-0.05917563822405125	-0.010882138570598377	0.04829349965345288			False	
3449	Gm14232						False	
3450	Spef1	-0.461713933096162	-0.405368976789219	0.05634495630694297			False	
3451	Cenpb	-0.004096697770196317	0.0013441304166539202	0.0054408281868502375			False	
3452	Cdc25b	-0.11847782528760983	-0.12290047719014835	-0.004422651902538516			False	
3453	Ap5s1	-0.09086236077860438	-0.04435746602779798	0.0465048947508064			False	
3454	Mavs	-0.28573153817524244	-0.2234618107685306	0.06226972740671183			False	
3455	Pank2	-0.1736507565467723	-0.14225094223582993	0.03139981431094238			False	
3456	Rnf24	0.16469688327510384	0.1079062980034267	-0.056790585271677144			False	
3457	Gm14233						False	
3458	Smox	-0.17320357032640066	-0.20986800821922594	-0.03666443789282528			False	
3459	Adra1d						False	
3460	Gm14285						False	
3461	Gm14280						False	
3462	5330413P13Rik	-0.018303869044320784	-0.07799879103388326	-0.05969492198956247			False	
3463	Erv3						False	
3464	Prnp	-0.06162930356991424	-0.19559044895616612	-0.13396114538625187			False	
3465	Prnd		-0.017621401290393676				False	
3466	Rassf2	0.014407320002642459	-0.002682278317270499	-0.017089598319912958			False	
3467	Slc23a2	0.14521346952126177	0.06401420976182053	-0.08119925975944124			False	
3468	Gm14051						False	
3469	Tmem230	-0.2549488683095146	-0.15439952543846766	0.10054934287104692			False	
3470	Pcna	0.1813230343947664	0.04841326458778182	-0.1329097698069846			False	
3471	AV099323	-0.23563988801521632	-0.17789036456481597	0.05774952345040035			False	
3472	Cds2	0.052642124846202454	0.15205968940336645	0.099417564557164			False	
3473	Prokr2	0.05553356719453029	0.11764045434832186	0.062106887153791576			False	
3474	4921508D12Rik						False	
3475	Gm14095						False	
3476	1700026D11Rik						False	
3477	Gpcpd1	-0.05522207505220724	-0.06299612414905433	-0.007774049096847084			False	
3478	AU019990						False	
3479	Shld1	-0.05879724751189403	0.02971599619556443	0.08851324370745846			False	
3480	Gm14097	0.02668858185097862					False	
3481	Chgb	0.05026635643376379	0.05235004954943753	0.002083693115673746			False	
3482	Trmt6	-0.04475964825664006	-0.030168154470073785	0.014591493786566278			False	
3483	Mcm8	-0.03271171359440196	0.008298865964591685	0.04101057955899365			False	
3484	Gm14104						False	
3485	Crls1	-0.07218602511216037	-0.038857738664138324	0.03332828644802204			False	
3486	Lrrn4	0.0025040522477508096	-0.006032857372911902	-0.008536909620662711			False	
3487	Fermt1						False	
3488	Gm14102						False	
3489	A430048G15Rik						False	
3490	Gm14100						False	
3491	Bmp2	-0.1257744050310548	-0.18175834710332586	-0.05598394207227106			False	
3492	Hao1		0.027077713898262586				False	
3493	Tmx4	0.21260840400540015	0.08940607195631976	-0.12320233204908039			False	
3494	Plcb1	0.22567397352863122	0.013196203458779926	-0.2124777700698513			False	
3495	4930545L23Rik		-0.010590516094390226				False	
3496	9630028H03Rik	0.04961428001124542	-0.0156264460170591	-0.06524072602830452			False	
3497	Platr3						False	
3498	Plcb4	0.0836594799234605	0.26209800879235673	0.17843852886889622			False	
3499	Gm14209						False	
3500	Gm14211						False	
3501	Gm14210						False	
3502	Lamp5	-0.1461499511020565	-0.18633364367231878	-0.040183692570262275			False	
3503	Pak7	0.07940303996678832	-0.05834264199458917	-0.1377456819613775			False	
3504	Gm14218						False	
3505	Ankef1	-0.06935229244532487	-0.06460078246048372	0.004751509984841154			False	
3506	Snap25	0.493189801780506	0.37502366316920804	-0.11816613861129793			False	
3507	Mkks	0.009897473175653707	0.04054450032797548	0.03064702715232177			False	
3508	AL731706.1						False	
3509	AL731706.2						False	
3510	Slx4ip	0.039962161046329284	0.08571957611857965	0.04575741507225037			False	
3511	Jag1	-0.2261467478898614	-0.2305721956229184	-0.004425447733057003			False	
3512	Gm28214						False	
3513	Gm14055						False	
3514	Gm14064						False	
3515	Gm14062						False	
3516	Btbd3	0.12563072248324725	-0.11075283827129952	-0.23638356075454675			False	
3517	Gm14061	0.005260245740784663	-0.039651227114273865	-0.04491147285505853			False	
3518	Gm14066	-0.10748186733519095	-0.09840912096483605	0.009072746370354906			False	
3519	Sptlc3	-0.058116974049543406	-0.06635689885642901	-0.008239924806885603			False	
3520	Ism1	-0.061672301035671256	-0.03885413026466892	0.022818170771002337			False	
3521	Tasp1	0.07128330620601063	0.02043150555471595	-0.05085180065129468			False	
3522	Esf1	-0.07269163323543296	-0.0370343224282912	0.035657310807141754			False	
3523	Gm17374						False	
3524	Ndufaf5	0.21655939806846822	0.10420716614690158	-0.11235223192156664			False	
3525	Sel1l2						False	
3526	Macrod2	0.29377459602541806	0.24318496279926302	-0.050589633226155034			False	
3527	Flrt3	0.011955889057189301	0.0596436569645282	0.0476877679073389			False	
3528	Macrod2os2						False	
3529	Macrod2os1	-0.04058639090082261	-0.043533559966173724	-0.002947169065351113			False	
3530	Kif16b	-0.05907567082187653	-0.125853579849152	-0.06677790902727546			False	
3531	Kif16bos	0.036290269278859796	0.010013458830356484	-0.026276810448503312			False	
3532	Snrpb2	0.041281718150405225	0.028097485741527203	-0.013184232408878022			False	
3533	Otor	0.0230069241185571	0.05546635850193852	0.03245943438338142			False	
3534	Pcsk2os1	0.06903685469474413	0.016670743989432614	-0.05236611070531152			False	
3535	Pcsk2	0.2340356430523387	0.22148116051271885	-0.012554482539619854			False	
3536	Pcsk2os2		-0.0253708607632475				False	
3537	Bfsp1	0.017146165144812195	-0.010188741853620913	-0.027334906998433106			False	
3538	Dstn	-0.06051678623169587	-0.20607036849124358	-0.1455535822595477			False	
3539	Rrbp1	-0.0799509572151289	-0.07390696084548143	0.006043996369647475			False	
3540	Banf2		0.04013080164203863				False	
3541	Banf2os		-0.019814325078794458				False	
3542	Gm5535	0.042717300459954595					False	
3543	4930444E06Rik						False	
3544	Snx5	-0.17317779823492088	-0.14382735912247546	0.02935043911244542			False	
3545	Mgme1	-0.20510959886984362	-0.1283571776863534	0.07675242118349021			False	
3546	Ovol2		0.0010312036026931257				False	
3547	1700108N11Rik						False	
3548	Kat14	-0.01023878685716708	0.03496096786929618	0.04519975472646326			False	
3549	Pet117						False	
3550	Dzank1	-0.025787583157180948	-0.005647302514120455	0.020140280643060494			False	
3551	Polr3f	-0.09607954863627749	0.021976374857774893	0.11805592349405239			False	
3552	Rbbp9	-0.12440277395707877	-0.0955682850510711	0.028834488906007677			False	
3553	Sec23b	-0.1885945298464992	-0.10413903677020163	0.08445549307629756			False	
3554	Smim26	0.21142296168333355	0.28369824950582556	0.07227528782249201			False	
3555	Dtd1	0.6452096779891395	0.41085752179121193	-0.2343521561979276			False	
3556	Scp2d1						False	
3557	Slc24a3	0.18419861232301116	0.1789082824623197	-0.005290329860691445			False	
3558	Gm14093						False	
3559	Gm14092						False	
3560	Rin2	0.03392853801618257	0.047351605694169976	0.013423067677987406			False	
3561	Naa20	0.16417547592372825	0.04549494667384672	-0.11868052924988153			False	
3562	Crnkl1	-0.04167512165905463	-0.08055670956034745	-0.03888158790129282			False	
3563	Cfap61	-0.16644398198120766	-0.17235364053037122	-0.00590965854916356			False	
3564	Insm1	-0.0375834107922813	-0.025890630227787606	0.011692780564493695			False	
3565	Ralgapa2	0.06637923195914099	0.07079550134800823	0.004416269388867244			False	
3566	A930019D19Rik	-0.011221685297683047	0.01162260436147012	0.022844289659153166			False	
3567	4933406D12Rik						False	
3568	Gm14114						False	
3569	Kiz	-0.3531117136710202	-0.29772974342411235	0.05538197024690783			False	
3570	Xrn2	0.08511769101414292	0.0595215812224391	-0.02559610979170382			False	
3571	Nkx2-4	-0.09488556953538264	-0.08807615160555707	0.006809417929825576			False	
3572	Nkx2-2	-0.1642471885086624	-0.13138705495063716	0.03286013355802525			False	
3573	Nkx2-2os						False	
3574	6430503K07Rik		0.03043562345771013				False	
3575	Gm14110						False	
3576	AI646519						False	
3577	Pax1						False	
3578	A530006G24Rik						False	
3579	9030622O22Rik	-0.10506961734457708	-0.05268942536232525	0.05238019198225183			False	
3580	Foxa2	0.17186835852383983	0.0420966340079788	-0.12977172451586103			False	
3581	Sstr4	0.0682526133798266					False	
3582	Thbd						False	
3583	Cd93						False	
3584	Gm14120	-0.10449154609595256	-0.09595610673553434	0.008535439360418215			False	
3585	Nxt1	-0.13944131666568724	-0.15134743857504082	-0.011906121909353584			False	
3586	Gzf1	-0.14879045388606538	-0.10136021034575098	0.0474302435403144			False	
3587	Napb	0.3680133884686692	0.2674079419132558	-0.10060544655541342			False	
3588	Cstl1						False	
3589	Cst11						False	
3590	Cstdc1						False	
3591	Cst12						False	
3592	Cst8						False	
3593	Cst13						False	
3594	Cst9						False	
3595	Cstdc2						False	
3596	Cst3	-0.29259059105899604	-0.25545935867418323	0.03713123238481281			False	
3597	Gm1330						False	
3598	Gm14135						False	
3599	Cst10						False	
3600	Gm14133						False	
3601	C530025M09Rik						False	
3602	Syndig1	-0.09326238912863359	-0.10319805019528795	-0.009935661066654361			False	
3603	Zfp120	-0.04646901881150628	-0.03659780178972502	0.009871217021781259			False	
3604	Gm10770						False	
3605	Gm14139						False	
3606	Zfp937	-0.060929644231980114	-0.04253514976877579	0.018394494463204326			False	
3607	Gm21994						False	
3608	Gm14124		-0.018538924820314533				False	
3609	3300002I08Rik	-0.0542828754499358	-0.03533202799722373	0.01895084745271207			False	
3610	Gm10130	0.05740156020354371	0.04459818857553824	-0.012803371628005468			False	
3611	Zfp442	-0.055226004002018075	-0.018833970623325348	0.03639203337869273			False	
3612	Zfp345	-0.029713161415314552	-0.03461405449752139	-0.0049008930822068385			False	
3613	Cst7						False	
3614	Apmap	-0.001595155855350891	0.0613643934352847	0.06295954929063559			False	
3615	Gm14123						False	
3616	Acss1	-0.34906894283429196	-0.3083349579194489	0.040733984914843036			False	
3617	E130215H24Rik	-0.09596244520550164	-0.11458761854038198	-0.01862517333488034			False	
3618	Vsx1						False	
3619	Platr15						False	
3620	Gm28450						False	
3621	Entpd6	-0.007764627348990879	-0.03972126874766488	-0.031956641398674			False	
3622	Pygb	-0.4775720643321693	-0.4490085431085228	0.028563521223646526			False	
3623	Abhd12	0.07364574744511582	-0.04253895843760633	-0.11618470588272214			False	
3624	Gins1	-0.043732804627560275	-0.04899985359656517	-0.0052670489690048936			False	
3625	Ninl	0.006576783758780245	-0.029211132621524055	-0.0357879163803043			False	
3626	Nanp	-0.08300147095087274	-0.10703685507269885	-0.02403538412182611			False	
3627	Gm14151						False	
3628	Gm14147						False	
3629	Gm14145						False	
3630	Gm14149						False	
3631	Gm14144						False	
3632	4930442J19Rik						False	
3633	Gm14152						False	
3634	Gm14146						False	
3635	4921509C19Rik						False	
3636	Nsfl1c	0.28762595890753584	0.17471039116714424	-0.1129155677403916			False	
3637	Gm14167	0.010362352726300175	0.04541269245108479	0.03505033972478462			False	
3638	Fkbp1a	0.3113239517811942	0.24824334636580933	-0.06308060541538488			False	
3639	Sdcbp2	0.04144318756764981	0.018733843435349208	-0.0227093441323006			False	
3640	Snph	0.045388999033069026	0.09523113073429193	0.049842131701222904			False	
3641	Rad21l	-0.03766647519807649	-0.041138300663189284	-0.0034718254651127933			False	
3642	Tmem74bos		0.020324741364246186				False	
3643	Tmem74b	0.25198515120985526	0.15732604272380774	-0.09465910848604753			False	
3644	Psmf1	0.17379882963964177	0.09179024915795463	-0.08200858048168715			False	
3645	4930556L07Rik						False	
3646	Gm14155						False	
3647	Rspo4		0.07036168340154551				False	
3648	Rspo4os						False	
3649	Angpt4						False	
3650	Gm14154		0.025542683219313696				False	
3651	Fam110a	0.07366930182082086	0.08787790324237264	0.01420860142155178			False	
3652	Slc52a3						False	
3653	AA387200	0.09443414110473916	0.03621976230734453	-0.058214378797394634			False	
3654	Scrt2	0.07084336505621992	0.05744380005408856	-0.01339956500213136			False	
3655	Srxn1	0.1062031406597187	0.12941383195656997	0.02321069129685127			False	
3656	Tcf15	-0.057230881478238314	0.004509990502406978	0.06174087198064529			False	
3657	Csnk2a1	0.30445968481005836	0.27865214955918877	-0.025807535250869595			False	
3658	Tbc1d20	-0.08234879303034871	0.01821372298829047	0.10056251601863918			False	
3659	Rbck1	-0.02448782635716321	-0.05708008089778275	-0.032592254540619536			False	
3660	Trib3	0.0563018785910281	0.03278020960199091	-0.023521668989037188			False	
3661	Gm14164						False	
3662	Nrsn2	0.31914971271931386	0.18867299087472458	-0.13047672184458928			False	
3663	Sox12	0.10873175582801889	0.15378974935762307	0.045057993529604184			False	
3664	Zcchc3	-0.041016970525138044	-0.06685280899631628	-0.025835838471178235			False	
3665	6820408C15Rik	-0.13671352647203633	-0.12430017999878096	0.012413346473255371			False	
3666	Defb23						False	
3667	Defb20						False	
3668	Defb22						False	
3669	Defb26						False	
3670	Defb28						False	
3671	Defb29						False	
3672	Gm14161		-0.012369608377313369				False	
3673	Gm17416						False	
3674	Defb21						False	
3675	Defb19						False	
3676	Defb45						False	
3677	Defb36						False	
3678	Defb25						False	
3679	Rem1	0.046868080496843795	-0.025484204686348176	-0.07235228518319198			False	
3680	1700030C14Rik	-0.02026780972975513	0.030460585723943775	0.05072839545369891			False	
3681	H13	0.09367446387871901	-0.0007400420753165624	-0.09441450595403558			False	
3682	Mcts2	0.12748931695153912	0.1181131084470861	-0.009376208504453018			False	
3683	Id1	-0.6125352826721697	-0.5517332298731333	0.06080205279903639			False	
3684	Cox4i2						False	
3685	Bcl2l1	-0.015158972142344487	0.14863650459664152	0.163795476738986			False	
3686	Tpx2	-0.13855485932270897	-0.15471186263749284	-0.01615700331478387			False	
3687	Mylk2		0.014195776117285806				False	
3688	Foxs1		0.004942952302510603				False	
3689	Dusp15	0.22615739235426846	0.11580655317517652	-0.11035083917909194			False	
3690	Ttll9	-0.1820505097093174	-0.1390462050143016	0.043004304695015816			False	
3691	Gm14199						False	
3692	Pdrg1	0.32339651779484896	0.21758212834429483	-0.10581438945055413			False	
3693	Xkr7	0.032725716432266704	-0.009253141506586677	-0.04197885793885338			False	
3694	Ccm2l	-0.062256571447218356	-0.06864107642992155	-0.006384504982703196			False	
3695	Hck	0.009815478875447503	0.024489036019450537	0.014673557144003034			False	
3696	Tm9sf4	-0.07672147689974565	-0.043550567853945024	0.033170909045800626			False	
3697	Tspyl3	0.15057768226942178	0.05912257012398491	-0.09145511214543686			False	
3698	Plagl2	-0.11996225244091202	-0.10407083957987506	0.015891412861036958			False	
3699	Pofut1	-0.11443450459609128	-0.03727178961797337	0.07716271497811791			False	
3700	Kif3b	0.09121608888722982	0.10031761014818778	0.009101521260957965			False	
3701	2500004C02Rik	-0.17405743221253134	-0.09855405254942805	0.07550337966310329			False	
3702	Asxl1	0.034300041918756706	0.0223256211503694	-0.011974420768387305			False	
3703	Nol4l	0.1475866245575144	0.13844218457758323	-0.009144439979931168			False	
3704	4930404H24Rik						False	
3705	Commd7	0.20191821453860387	0.08601774172981987	-0.115900472808784			False	
3706	Dnmt3bos						False	
3707	Dnmt3b	-0.06972002656664616	-0.07153261015246512	-0.0018125835858189554			False	
3708	Dnmt3c						False	
3709	Mapre1	0.13512488233080236	0.12210966856720577	-0.013015213763596586			False	
3710	Efcab8	-0.029713161415314552	-0.03461405449752139	-0.0049008930822068385			False	
3711	Sun5						False	
3712	Bpifb2						False	
3713	Bpifb6	0.02337223145583567					False	
3714	Bpifb3	-0.039144002305375486	-0.004780078361552541	0.03436392394382295			False	
3715	Bpifb4						False	
3716	Bpifa6						False	
3717	Bpifa2						False	
3718	Bpifa3						False	
3719	Bpifa1						False	
3720	Bpifa5						False	
3721	Bpifb1	0.0885176946176987	0.05061233829537618	-0.037905356322322524			False	
3722	Bpifb5						False	
3723	Bpifb9a						False	
3724	Bpifb9b						False	
3725	Cdk5rap1	0.1314875023175792	0.007561269851334972	-0.12392623246624422			False	
3726	Snta1	-0.283317535865838	-0.24996647265583777	0.033351063210000254			False	
3727	Cbfa2t2	-0.00424966758920185	0.011914157999793267	0.016163825588995116			False	
3728	Necab3	-0.13302915948125776	-0.14948049433577837	-0.016451334854520605			False	
3729	1700003F12Rik	-0.057540889982759476	-0.043834017711251366	0.01370687227150811			False	
3730	Actl10						False	
3731	E2f1	-0.018009345975016543	-0.007269221993844449	0.010740123981172094			False	
3732	Pxmp4	0.04688280842440885	0.026010937106488972	-0.02087187131791988			False	
3733	4930519P11Rik	0.07680076126107568					False	
3734	Zfp341	0.06139584895938969	0.027621056691045975	-0.03377479226834371			False	
3735	Gm14198						False	
3736	Chmp4b	-0.1846166604471444	-0.10140509343307486	0.08321156701406954			False	
3737	Gm14216						False	
3738	Gm14214						False	
3739	Raly	0.2376129379452294	0.15227458805735491	-0.08533834988787448			False	
3740	a	0.04358125688845258					False	
3741	Eif2s2	0.1191996482248432	0.1580181102573277	0.0388184620324845			False	
3742	Gm14226		0.04001032580494917				False	
3743	Ahcy	-0.006661877820032638	0.014228784907927871	0.02089066272796051			False	
3744	Gm45609		-0.015863185629157773				False	
3745	2310005A03Rik						False	
3746	Itch	0.007468943441816391	0.0332822221086789	0.025813278666862508			False	
3747	Dynlrb1	0.17628127086595888	0.13319931704554114	-0.04308195382041774			False	
3748	Map1lc3a	0.3803891577292372	0.28619015347609633	-0.09419900425314087			False	
3749	Pigu	0.11446352433806076	0.07646676892056051	-0.03799675541750025			False	
3750	Trp53inp2	-0.0163719793385918	-0.05179051459976394	-0.03541853526117214			False	
3751	Ncoa6	-0.010946695041850512	0.03921763260889866	0.05016432765074917			False	
3752	Ggt7	0.1922400628594141	0.13261537965174508	-0.05962468320766903			False	
3753	Acss2	-0.06982541183779807	-0.12640418246136878	-0.05657877062357071			False	
3754	Acss2os						False	
3755	Gss	-0.027283580197605423	0.024667864475610302	0.051951444673215726			False	
3756	Gssos2						False	
3757	Gssos1						False	
3758	Gm14257						False	
3759	Myh7b	-0.027810435838931877	-0.07489825202144175	-0.04708781618250987			False	
3760	Trpc4ap	-0.04312320648567594	0.0039954493147264045	0.047118655800402344			False	
3761	Edem2	0.11070557697453164	0.03371471082140726	-0.07699086615312438			False	
3762	Gm17581						False	
3763	Procr						False	
3764	Mmp24	0.1389214892957947	0.2530456550450481	0.11412416574925341			False	
3765	BC029722	0.068019710576905	0.05599450373671747	-0.01202520684018752			False	
3766	Eif6	-0.13031982391660438	-0.009291522653749221	0.12102830126285516			False	
3767	Gm16098	0.09874186741290213	0.030622887791226013	-0.06811897962167611			False	
3768	Fam83c						False	
3769	Uqcc1	0.03054849338912462	0.10242170434997848	0.07187321096085386			False	
3770	Gm15557						False	
3771	Gdf5		0.07988969925367156				False	
3772	Cep250	0.0473351808677661	0.024342535865368057	-0.022992645002398043			False	
3773	6430550D23Rik	-0.17660819853784493	-0.1635248441276811	0.013083354410163839			False	
3774	Ergic3	0.06324480742761728	-0.04405177516236352	-0.10729658258998079			False	
3775	Fer1l4	0.048114089868401495					False	
3776	Spag4	0.08281257381718454	0.004589908162944722	-0.07822266565423983			False	
3777	Cpne1	-0.00017257424065285161	-0.0001230606688622629	4.9513571790588725e-05			False	
3778	Nfs1	-0.0005176411927250016	0.05179790005425978	0.05231554124698478			False	
3779	Romo1	0.05329006006757663	0.08664764702650904	0.03335758695893241			False	
3780	Rbm39	-0.49899297751931176	-0.34692411577614696	0.1520688617431648			False	
3781	Phf20	0.18361579616616142	0.09758868919725906	-0.08602710696890235			False	
3782	Scand1	0.2056221704736752	0.1368101197013616	-0.06881205077231362			False	
3783	Cnbd2	-0.02190291532986888	-0.027346579663673147	-0.005443664333804266			False	
3784	Gm14252						False	
3785	Gm14170						False	
3786	2900097C17Rik	0.038935441259320094	0.05032151463582922	0.011386073376509126			False	
3787	Epb41l1	0.26068123862444265	0.3009684266252545	0.04028718800081188			False	
3788	Gm14225						False	
3789	Gm14224						False	
3790	Aar2	0.0059984556756707405	0.0503794422060715	0.044380986530400755			False	
3791	Gm14168	-0.004356915741425624	-0.04474201196474595	-0.04038509622332032			False	
3792	Gm14169	0.03692182588772441	0.06646687801873476	0.029545052131010344			False	
3793	Dlgap4	0.4171281207429767	0.23282903831485596	-0.18429908242812076			False	
3794	Gm14174						False	
3795	4930405A21Rik	-0.04958522184717384	0.01363021005841342	0.06321543190558726			False	
3796	Myl9	-0.2873571732754349	-0.19315357694278038	0.09420359633265454			False	
3797	Gm14230						False	
3798	Tgif2	-0.34481302119522295	-0.3121856071161175	0.032627414079105466			False	
3799	5430405H02Rik	-0.03286998538909951	-0.0736687549770198	-0.040798769587920294			False	
3800	Rab5if	0.15222537255897334	0.1046885771231339	-0.04753679543583944			False	
3801	Sla2	0.04369035645728003	0.02762302978533375	-0.016067326671946283			False	
3802	Ndrg3	0.16815546095995385	0.08188053829471728	-0.08627492266523656			False	
3803	Dsn1	-0.14988849208594313	-0.15202421602618607	-0.002135723940242945			False	
3804	Soga1	-0.021649138239818476	-0.0034532760613581754	0.018195862178460302			False	
3805	Tldc2						False	
3806	Samhd1	0.0671594870500154	0.034485016531104314	-0.032674470518911085			False	
3807	Rbl1	-0.05278173485374682	-0.022769168393963195	0.030012566459783625			False	
3808	Mroh8	-0.09761862452811149	-0.09031812571143454	0.007300498816676951			False	
3809	Rpn2	0.09286511817590547	0.02820039932173415	-0.06466471885417131			False	
3810	Ghrh	-0.012648331638444234	0.002903971467274762	0.015552303105718996			False	
3811	Manbal	-0.11104087687918926	-0.05614599317286557	0.05489488370632369			False	
3812	Src	0.036050567853873304	0.08350227327148245	0.047451705417609145			False	
3813	Gm14286	0.031117275511259673	0.0007460473485166095	-0.030371228162743062			False	
3814	Blcap	0.43176728637710454	0.3670647948763269	-0.06470249150077761			False	
3815	Nnat	0.6938791681356055	0.6442219802890841	-0.0496571878465214	0.5222388805597201	0.5732223174127222	False	21.734375
3816	Platr27						False	
3817	Ctnnbl1	0.05194841448110551	0.0592209197949342	0.007272505313828691			False	
3818	Vstm2l	0.3317096223812347	0.22180825148686106	-0.10990137089437363			False	
3819	Tti1	-0.1724061375227046	-0.1517036776651417	0.020702459857562888			False	
3820	Rprd1b	0.0010018499577906473	0.07366257475955514	0.07266072480176448			False	
3821	2010009K17Rik						False	
3822	Tgm2						False	
3823	Gm20412						False	
3824	D630003M21Rik	-0.13473664570315902	-0.11948685549969063	0.015249790203468394			False	
3825	1700060C20Rik						False	
3826	Bpi						False	
3827	Lbp		0.06472566943759307				False	
3828	Snhg17	0.030297331063584124	-0.03218879224160622	-0.06248612330519035			False	
3829	Gm23925						False	
3830	Snhg11	0.7811084800473852	0.4357769730962357	-0.3453315069511495			False	
3831	Ralgapb	-0.03569302582029729	-0.0455441179894859	-0.009851092169188606			False	
3832	Adig	0.07203398827403759					False	
3833	Arhgap40	0.011665717260697565	0.03267512431484846	0.021009407054150893			False	
3834	Gm14204	-0.0056472832349701435	0.2669306541260964	0.27257793736106656			False	
3835	Slc32a1	-0.0792983985715129	0.29359703820447036	0.37289543677598325			False	
3836	Gm14205	-0.03935593157667979	-0.04252419207917439	-0.0031682605024946006			False	
3837	Actr5	0.003314473235699757	0.049114299008517444	0.04579982577281769			False	
3838	Ppp1r16b	0.13277307105989722	0.2792911428361001	0.1465180717762029			False	
3839	Fam83d	-0.10984563479380663	-0.07332576861737941	0.03651986617642722			False	
3840	Dhx35	-0.10775675587478371	-0.06758890389060414	0.040167851984179576			False	
3841	Gm14223						False	
3842	4933416E03Rik						False	
3843	9130015L21Rik						False	
3844	Gm826						False	
3845	Mafb	-0.17019188306214295	-0.11676350275878634	0.0534283803033566			False	
3846	Gm14221						False	
3847	Gm14222						False	
3848	Top1	-0.19623630229619105	-0.11301958137865532	0.08321672091753572			False	
3849	Plcg1	0.011092005515156846	0.04164406642459291	0.030552060909436064			False	
3850	Gm27206						False	
3851	Zhx3	-0.11731736128886716	-0.07780330644543344	0.03951405484343372			False	
3852	Gm16751	-0.11073772403473327	-0.075991083220899	0.03474664081383427			False	
3853	Lpin3						False	
3854	Emilin3						False	
3855	Gm14228						False	
3856	Chd6	-0.005024306868295225	-0.06112158716568057	-0.056097280297385345			False	
3857	Gm45447	-0.005807901267247535	-0.025354900493147012	-0.01954699922589948			False	
3858	Gm14243						False	
3859	Gm14242						False	
3860	Gm14241						False	
3861	Gm29229						False	
3862	Ptprt	0.029127004828615376	-0.10879272339372473	-0.1379197282223401			False	
3863	Ptprtos						False	
