"gene","OUM_loglik","OUM_AICc","OUM_delta_aicc","OUM_aicc_weight","OUM_alpha","OUM_sigma_sq"
"1",-183.295948219372,374.803536650384,0,0.907136,0.280807840732706,0.237830292291722
"2",-187.685783278662,383.583206768964,1.19481119490536,0.354937,0.356733523419251,0.305942798737314
"3",-186.318187149429,380.848014510497,1.08490783588792,0.367617,0.368989458595667,0.310888808660508
"4",-182.428922293423,373.069484798486,0,0.64252,0.25772208117308,0.219459666847834
"5",-168.645630814233,345.502901840106,0.507413303355804,0.436911,0.227054885288542,0.171801102658363
"6",-176.435425908376,361.082492028391,1.42494694666846,0.329053,0.122176853740675,0.11919083767504
"7",-187.053719743631,382.319079698902,1.40179562079783,0.331613,0.210324251661202,0.195532899007828
"8",-172.263513732954,352.738667677548,1.95430313472815,0.273457,0.173383092215986,0.145084303562548
"9",-175.311719142523,358.835078496686,0,0.930559,0.404530884982427,0.301389927076324
"10",-174.294610834148,356.800861879937,1.83606979363242,0.285358,0.317940427920813,0.240959429959575
"11",-168.529876668164,345.271393547968,0.908304860078829,0.388374,0.574021008409517,0.389052239912942
"12",-163.652047462388,335.515735136417,0,0.802329,0.242172688802003,0.171847669670715
"13",-177.375245511327,362.962131234293,0,0.969687,0.293701560536401,0.232356720771747
"14",-186.450912848535,381.11346590871,2.08029270818014,0.261122,0.297735277228153,0.258192065987427
"15",-173.787995853355,355.787631918351,1.63391606228134,0.30641,0.19706315984411,0.162183258508945
"16",-167.867214459003,343.946069129646,0,0.867439,0.204882930956555,0.157212686030484
"17",-180.455340099976,369.122320411593,0,0.797378,0.176529627031011,0.159952997793341
"18",-169.492520688164,347.196681587968,0,0.71475,0.163454603830117,0.135156732459586
"19",-177.98483199717,364.181304205981,1.30477854365887,0.342451,0.489314416665344,0.369080098524876
"20",-140.456307534149,289.124255279939,0,0.936662,0.448155129887961,0.231033417354811
"21",-174.875505201442,357.962650614524,0.0904569455078672,0.488695,0.213997696692625,0.174788403951307
"22",-156.054202913658,320.320046038956,0,0.999494,0.374132967655838,0.23039175682054
"23",-168.220161616651,344.651963444942,0.44452322574972,0.444662,0.176198233554791,0.14081415158456
"24",-177.838816831514,363.889273874668,0,0.57227,0.163374950549811,0.147157821490356
"25",-171.253924456239,350.719489124118,0,0.999998,0.399746900124978,0.285980695051096
"26",-189.696198610695,387.60403743303,1.70763306396674,0.298633,0.195929037411084,0.190236717734981
"27",-164.506301724938,337.224243661517,0.828747824812126,0.397864,0.355579978691479,0.240242257143975
"28",-158.258849371402,324.729338954445,0,0.883143,0.403557172609025,0.252287882174371
"29",-177.904877039276,364.021394290192,2.08163364011591,0.260992,0.424564360658303,0.323482884291339
"30",-180.095864978555,368.403370168749,1.99887355943673,0.269052,0.233431060003125,0.197649102862067
"31",-168.798084777902,345.807809767445,0,0.989759,0.423101018193294,0.293540766620981
"32",-184.600624396008,377.412889003657,0,0.908265,0.327639402295806,0.274834835947052
"33",-170.854733420296,349.921107052233,1.35383052033455,0.33695,0.275067262844075,0.205586268314774
"34",-173.296954955309,354.805550122259,0.806210822793901,0.400566,0.202777549554696,0.164965318539407
"35",-178.864231221276,365.940102654192,1.78777464686561,0.290308,0.425220964809442,0.327168010919806
"36",-183.582880354061,375.377400919763,0,0.806422,0.251194741762844,0.217438879781365
"37",-170.559515511544,349.330671234728,0.628502237219379,0.422077,0.517884413732802,0.360495154378248
"38",-169.591313512656,347.394267236953,0,0.790153,0.31642425785789,0.228616171628271
"39",-187.027956217051,382.267552645742,1.5579033258191,0.314546,0.304490255245457,0.264726457719654
"40",-172.05037192587,352.312384063379,0.252706225698034,0.468454,0.173628088504287,0.144915283252462
"41",-170.996402492972,350.204445197583,0,0.864751,0.232132946321924,0.179145354393622
"42",-166.783128092398,341.777896396437,0,0.999196,0.391633986298844,0.268009993548252
"43",-168.327241858519,344.866123928679,0,0.530905,0.15218302066551,0.126908946838295
"44",-168.37313718739,344.95791458642,1.91918079573213,0.27696,0.139418673350117,0.119571126123939
