"gene","OUM_loglik","OUM_AICc","OUM_delta_aicc","OUM_aicc_weight","OUM_alpha","OUM_sigma_sq"
"1",-176.238741256998,360.689122725635,0,0.999999,0.325417351719941,0.250865201628718
"2",-203.381828756656,414.975297724952,0,0.983665,0.222013137732819,0.241424689563037
"3",-164.628390687205,337.468421586049,0,0.999363,0.227982028556925,0.165364431395898
"4",-186.79454141334,381.80072303832,0,1,0.961887194485366,0.775258063633952
"5",-184.673793312165,377.559226835969,1.42414100295002,0.329141,0.260281031078794,0.22641206357028
"6",-171.156580796743,350.524801805126,0,1,0.551037015693675,0.384559519984262
"7",-203.752269837717,415.716179887075,0,0.999895,0.994306148757746,0.954000850397935
"8",-194.779738039319,397.771116290278,0,0.939173,0.364436343516891,0.335076421286726
"9",-167.12331962275,342.45827945714,0,1,0.419588148532506,0.28637795763803
"10",-187.508549201942,383.228738615524,0,0.999364,0.994305541504514,0.807001821332689
"11",-172.495029299799,353.201698811239,0,0.999969,0.286425815668304,0.216329942756235
"12",-195.396931633646,399.005503478933,1.66055372453411,0.303587,0.25570002989353,0.249627590740071
"13",-200.49155059351,409.19474139866,0,0.989972,0.247190091810681,0.255471999654241
"14",-196.776125846639,401.763891904918,0,0.999846,0.864990940048991,0.774030164277802
"15",-194.407087285305,397.025814782251,0,0.999991,0.431216616767356,0.388989848726874
"16",-187.837769168375,383.88717854839,0,0.989765,0.220968676753146,0.204924984708388
"17",-155.302174507057,318.815989225755,0,0.999993,0.177522681072228,0.123932220948751
"18",-184.465229230034,377.142098671708,0,0.999945,0.287431194246409,0.245482088762354
"19",-168.666441613784,345.544523439209,0,0.994469,0.157782635560968,0.13062128386331
"20",-196.691907329754,401.595454871148,0,1,0.509634461018961,0.464900825843248
"21",-188.330904423111,384.873449057861,0,0.999995,0.357764348454823,0.308609462727161
"22",-188.277971299568,384.767582810776,0,0.995715,0.368382438399971,0.316733051288982
"23",-178.375852477094,364.963345165829,0,0.999105,0.250290240342082,0.205466661800937
"24",-175.843534937117,359.898710085874,0,0.999999,0.441307448499992,0.328080256069226
"25",-191.791745315958,391.795130843557,0,0.999854,0.340913385081931,0.306698698498789
"26",-183.308940680707,374.829521573055,0,0.997635,0.30997179116348,0.258708235974249
"27",-198.819552673987,405.850745559615,0,0.999992,0.313214180372011,0.306328775011372
"28",-166.935761617926,342.083163447493,0,0.999996,0.27702795223934,0.198621735108262
"29",-165.813523249189,339.838686710018,0,1,0.386068574405199,0.262054255575213
"30",-205.700156968511,419.611954148663,0,0.868074,0.299280785995541,0.316212751499965
"31",-204.720071631261,417.651783474163,0,0.997471,0.300956533904005,0.314513729483111
"32",-168.979716131413,346.171072474466,0,1,0.994307477885373,0.666656210301089
"33",-185.542101122713,379.295842457067,0,0.999992,0.384802738995822,0.320194319838244
"34",-193.525180171379,395.262000554398,0,0.515802,0.31249514705299,0.289600178270374
"35",-181.373761696343,370.959163604327,0,0.788911,0.192193989112672,0.17207572131473
"36",-185.787215733944,379.786071679529,0,0.99998,0.364920432519139,0.306125591621301
"37",-182.543022503004,373.297685217649,0,0.990759,0.994303503434506,0.766776350745545
"38",-174.83478514708,357.8812105058,0,0.999994,0.240904899272546,0.192039625159732
"39",-169.555931528117,347.323503267874,0,0.999999,0.402943876895262,0.283075376081293
"40",-150.757249340168,309.726138891976,0,0.569351,0.265947270902221,0.162481865689438
"41",-194.207568365031,396.626776941702,0,0.999973,0.345492004403789,0.31812144761088
"42",-165.596481468806,339.404603149253,0,0.999755,0.170168457678553,0.133597404048194
"43",-186.777597213327,381.766834638294,0,0.991654,0.334306569918171,0.286296688239015
"44",-182.840085749659,373.891811710959,0,0.863025,0.24943012101018,0.214533867775917
"45",-215.964974502249,440.141589216138,0,0.982063,0.221624116025538,0.274486600147084
"46",-160.82776554749,329.86717130662,0,1,0.266075379701529,0.180322028200558
"47",-201.867676189486,411.946992590611,1.54462797531141,0.315979,0.349501795695096,0.347793191575438
"48",-206.681223771828,421.574087755296,0,0.824969,0.286714955624317,0.30800712165651
"49",-162.778650541581,333.768941294802,0,1,0.264001964551028,0.182815194585804
"50",-208.684543205231,425.580726622103,0,0.999782,0.352135040700232,0.375597925523314
"51",-195.753801776575,399.719243764791,0,0.941983,0.216654863726242,0.21889743621827
"52",-179.013451151965,366.238542515569,0,0.999878,0.215574988654483,0.18371432333508
"53",-177.199124979832,362.609890171304,0,1,0.390871314822915,0.297963228163972
"54",-174.684299317854,357.580238847348,0,1,0.425476395272607,0.313530406038665
"55",-185.64702729322,379.505694798081,0,0.999989,0.388163331565317,0.323061438083278
"56",-201.580627790642,411.372895792924,0,0.996912,0.531001887722286,0.508154116227555
"57",-172.865652094235,353.942944400109,0,0.999504,0.162210794366353,0.139113137821102
"58",-187.016989564108,382.245619339857,0,0.970788,0.167444861049277,0.164692301085377
"59",-194.248446756324,396.708533724288,0,0.540155,0.25088197292258,0.242463611778623
"60",-183.21844710693,374.648534425501,0,0.999917,0.387759415658597,0.314772948854991
"61",-172.409004248414,353.029648708468,0,0.999986,0.401100199052108,0.290319067749745
"62",-192.797675019587,393.806990250813,0,0.964152,0.167750152033295,0.175024729042815
"63",-202.058248657134,412.328137525908,0,0.871478,0.347148556719805,0.346442999866482
"64",-198.1974301125,404.60650043664,0,0.995751,0.319553798542672,0.310204891511584
"65",-194.461095236546,397.133830684733,0,1,0.994305494912242,0.866686150222072
"66",-187.648657345569,383.508954902779,0,0.987313,0.207528407976563,0.194712710966151
"67",-192.773001930859,393.757644073357,0,0.999995,0.390556292846556,0.34947632172991
"68",-185.927051510182,380.065743232004,0,1,0.674103914361595,0.542960372822819
"69",-208.579154211148,425.369948633935,0,0.997482,0.68526779311155,0.696873481660566
"70",-191.107881673313,390.427403558266,0,1,0.287741972167078,0.263116510199324
"71",-180.690695858341,369.593031928323,0,1,0.305904707584098,0.248974656625442
"72",-174.76218748828,357.7360151882,0,1,0.284992047501024,0.22050533507292
"73",-196.445326607354,401.102293426348,0,0.851098,0.180255924592797,0.191549513552548
"74",-188.895280670151,386.002201551941,0,0.988576,0.171411493350275,0.170785656052232
"75",-189.091987230684,386.395614673007,0,0.994448,0.509556307465614,0.429815092136899
"76",-176.85853688975,361.928713991139,0,0.760681,0.298259931879731,0.234205372812058
"77",-206.021992150343,420.255624512327,0,0.999999,0.430015007113434,0.437290903357965
"78",-184.360645669492,376.932931550623,0,0.984264,0.123843422785041,0.130447508622424
"79",-197.903872371182,404.019384954003,0,0.942384,0.296859692286821,0.289770012567294
"80",-204.023679088403,416.258998388446,0,0.971171,0.398036780548947,0.399370091727538
"81",-191.700500270137,391.612640751915,0,0.673556,0.292265504505768,0.268250256548045
"82",-185.973302383863,380.158244979366,0,0.92962,0.176036542189595,0.168967714157784
"83",-186.755337136032,381.722314483704,0,1,0.465419338248679,0.385653646276403
"84",-192.837246126185,393.886132464011,0,1,0.506347222680929,0.444236070130692
"85",-192.063236349546,392.338112910733,0,0.941734,0.477394484773505,0.417037918220222
"86",-203.385032384082,414.981704979803,0,0.999497,0.224755362581092,0.243803591559226
"87",-174.207096690888,356.625833593416,0,1,0.272290221547257,0.210939741997341
"88",-184.824692050773,377.861024313185,0,0.990775,0.201189486027954,0.184644329066961
"89",-199.701111386498,407.613862984637,0,0.962803,0.331696335858007,0.324857207488183
"90",-186.540981588643,381.293603388927,0,1,0.607269237449769,0.494279250830076
"91",-192.266682985187,392.745006182014,0,1,0.40810128412772,0.36179344945989
"92",-183.146827561835,374.505295335309,1.00882237864209,0.376505,0.256964272683041,0.220529739669351
"93",-163.854612000469,335.920864212577,0,1,0.342826670815393,0.231076448912551
"94",-174.059599373215,356.330838958071,0,0.654907,0.195141679374459,0.161419326815045
"95",-198.483424450292,405.178489112225,1.87908757927005,0.280993,0.465916915236095,0.43559006942995
"96",-205.9551283916,420.121896994839,0,0.999828,0.383653736798826,0.394100911255018
"97",-189.170575314757,386.552790841155,0,1,0.589470283629443,0.493587731782123
