"gene","OUM_loglik","OUM_AICc","OUM_delta_aicc","OUM_aicc_weight","OUM_alpha","OUM_sigma_sq"
"1",-161.218875730104,330.649391671848,0,0.950093,0.229037096912201,0.160595183699455
"2",-163.865456559432,335.942553330505,2.08305352616054,0.260856,0.195913390396341,0.14568890035352
"3",-172.411104753647,353.033849718935,1.88266966060689,0.280631,0.203118396403455,0.163657767230861
"4",-157.533025733763,323.277691679166,0.344961819791763,0.456986,0.26798338843783,0.175370046300328
"5",-174.889182230504,357.990004672647,0,0.862755,0.310279255720533,0.237401750880767
"6",-149.75568423495,307.723008681539,1.74735432197321,0.29449,0.25306074850112,0.154348297997691
"7",-187.379250147205,382.970140506049,1.79977632979842,0.289073,0.262021262015805,0.233902606466193
"8",-173.959300837048,356.130241885736,2.03977722091577,0.265049,0.22261756925941,0.178670161129747
"9",-195.161108918397,398.533858048435,0,0.625665,0.225891699865707,0.224875870941258
"10",-166.995537679751,342.202715571141,0,0.923244,0.192898595933921,0.148762367866854
"11",-158.104927129298,324.421494470237,0.890436989460795,0.390498,0.166081709320872,0.121518541050716
"12",-180.857235644486,369.926111500612,2.08084699110759,0.261068,0.20803884077594,0.181683778059616
"13",-156.780460906368,321.772562024377,0,0.978922,0.479862122205062,0.291171538065867
"14",-157.347250954522,322.906142120684,1.86822746922053,0.282091,0.149804171563484,0.112090755721913
"15",-163.823500589609,335.858641390858,0,0.996026,0.424155245042234,0.27954290068724
"16",-143.3019883349,294.815616881441,0.58057588670431,0.427933,0.279283697818081,0.156748738647943
"17",-154.06723717104,316.346114553719,0,1,0.615349273549969,0.358128845820506
"18",-164.053338328755,336.318316869151,0,0.950933,0.248828141331632,0.176411407138009
"19",-181.751527213391,371.714694638422,0,0.653855,0.597494260182284,0.463219302824676
"20",-178.676935360077,365.565510931795,0,0.979425,0.285535026688099,0.229964850044139
"21",-157.329378124318,322.870396460275,0.491618385698757,0.438855,0.312061986063698,0.199073251969824
"22",-172.13717196059,352.485984132821,0.561255618589826,0.4303,0.121495729891802,0.113604879625656
"23",-193.902835191553,396.017310594747,0.286156314233665,0.464291,0.230558801460268,0.225609658280664
"24",-160.966684492902,330.145009197445,0.402619232877555,0.449842,0.474001591912332,0.300660288856745
"25",-173.351331921291,354.914304054221,0,0.801374,0.16215125327284,0.139772859136134
"26",-151.889807486387,311.991255184415,0,0.711498,0.135550359254418,0.0989982093173864
"27",-172.188550852053,352.588741915745,1.61500211212876,0.308423,0.161899904045768,0.137971096902896
"28",-170.586937254292,349.385514720225,0,0.97958,0.32665598823591,0.2374784417803
"29",-180.085935058651,368.383510328942,1.6648640977553,0.303131,0.264277407652819,0.218692346270255
"30",-172.677097630166,353.565835471972,1.42295093093873,0.329273,0.150928608793101,0.131973031790266
"31",-174.624845413289,357.461331038218,0,0.999826,0.318910739985816,0.242430167035475
"32",-177.049077696685,362.309795605009,0.287963803559705,0.464067,0.468707445763002,0.351210226109107
