"gene","OUM_loglik","OUM_AICc","OUM_delta_aicc","OUM_aicc_weight","OUM_alpha","OUM_sigma_sq"
"1",-170.763284056072,349.738208323784,0,0.999998,0.244998910613927,0.186671551059177
"2",-168.826917267834,345.865474747309,0,1,0.347701497770185,0.24628913349219
"3",-195.316359154459,398.844358520557,0,0.992393,0.265409392251171,0.256783660828036
"4",-175.942278052099,360.096196315838,0,0.966094,0.2362808502794,0.19121025836228
"5",-173.647793805045,355.507227821731,0,0.999999,0.468279271787534,0.338683035438153
"6",-162.341184035985,332.89400828361,0,1,0.291769446833175,0.197894998235998
"7",-157.170057300712,322.551754813065,0,1,0.416246874546713,0.256649410096313
"8",-186.542855417048,381.297351045736,0,0.802378,0.410289561589191,0.342819835424307
"9",-181.23521495455,370.68207012074,0,0.999962,0.349407930642686,0.281106718944699
"10",-187.232228456773,382.676097125185,0,0.99994,0.210513096479754,0.196004120080938
"11",-173.945188320746,356.102016853132,0,0.999975,0.234027672508485,0.185871971672589
"12",-170.813690338831,349.839020889302,0,1,0.320358189678392,0.234011217213475
"13",-180.578884588166,369.369409387971,0,0.766378,0.230299665999738,0.196494452491117
"14",-170.282479978388,348.776600168416,0,0.999935,0.225459834141307,0.173736390451068
"15",-180.150566537862,368.512773287364,0,1,0.673833073780741,0.511344727585179
"16",-148.697582284602,305.606804780844,0,0.777948,0.218219022617869,0.13552332335971
"17",-184.547869658998,377.307379529636,0,0.999641,0.177633513303344,0.16761195333877
"18",-161.942306987257,332.096254186154,0,0.999908,0.230595552154035,0.162294035293537
"19",-174.422139131821,357.055918475282,0,0.999332,0.633100584506022,0.453970281539314
"20",-153.982984586357,316.177609384354,0,0.999999,0.302798666699409,0.187391377410089
"21",-174.544457298636,357.300554808913,0,0.97313,0.163608793678534,0.142422042680931
"22",-156.70988519613,321.6314106039,0,0.979723,0.341376031916803,0.213862059389987
"23",-168.301947444251,344.815535100142,0,1,0.25445340845867,0.187707358481793
"24",-196.797680008541,401.807000228722,0,0.968085,0.277589266882188,0.270686384439824
"25",-164.171907088194,336.555454388028,0,1,0.455418535087985,0.299461030395226
"26",-172.811575512002,353.834791235644,0,0.999995,0.258283659137426,0.199080733401932
"27",-158.098207491426,324.408055194492,0,0.999998,0.293830991577211,0.190571036478015
"28",-173.430322893269,355.072285998178,0,1,0.994307612437352,0.69787240661453
"29",-183.494486910602,375.200614032844,0,0.991549,0.14738257416178,0.145125264593683
"30",-181.66454452897,371.54072926958,0,0.778986,0.138585316109165,0.136578846978717
"31",-169.992308236836,348.196256685313,0,0.999657,0.212353526039159,0.165232425135193
"32",-188.772963498415,385.75756720847,0,0.826105,0.198258358123176,0.190150936871893
"33",-174.186218991517,356.584078194674,0,1,0.42419854857438,0.311089640911145
"34",-185.116973137668,378.445586486976,0,0.982029,0.126226052129712,0.13321312349499
"35",-185.19300208366,378.597644378961,0,0.999909,0.350841250217544,0.293838255790152
"36",-175.493918578331,359.199477368302,0,1,0.363314883472627,0.274356522671588
"37",-179.900735271485,368.013110754609,0,0.999976,0.460804721932642,0.356054417586066
"38",-176.847110459486,361.905861130612,0,0.643876,0.147039874147222,0.135289147054478
