# logfile for VINE (version 0.3.4), Mon Apr 20 23:53:01 2026
# Host: bam07 [Linux, release 4.18.0-553.51.1.el8_10.x86_64, x86_64]
# Command line: vine --format CRISPR --migration 3724_NT_All_statelabels.csv --primary T1 \
#   --mean 3724_NT_All_vine_mean.nwk --nsamples 100 -j 16 \
#   3724_NT_All_character_matrix_representative.tsv --logfile \
#   3724_NT_All_vine.log --labeled-trees 3724_NT_All_vine_states.nex 
#
state	ll	elbo	kld	half_trHS	elbo_bias	penalty	mig_ll	sigma.0	nu	lead_t	mig[0]	mig[1]	mig[2]	mig[3]	mig[4]	mig[5]	mig[6]	mig[7]	mig[8]	mig[9]	
117	-16701.575329	-17316.731287	612.789034	1912.689419	495.429280	2.366924	0.000000	0.735279	0.125834	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
118	-16716.478893	-17332.808718	613.626650	1912.689419	495.429280	2.703175	0.000000	0.782177	0.125392	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
119	-16639.073289	-17256.673879	614.541586	1912.689419	495.429280	3.059004	0.000000	0.828687	0.127318	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
120	-16730.689324	-17349.650150	615.527214	1912.689419	495.429280	3.433612	0.000000	0.874762	0.129941	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
121	-16836.590654	-17456.997874	616.581178	1912.689419	495.429280	3.826043	0.000000	0.920342	0.132341	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
122	-16598.506309	-17220.459672	617.718217	1912.689419	495.429280	4.235146	0.000000	0.965353	0.134132	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
123	-16793.777047	-17417.370480	618.933905	1912.689419	495.429280	4.659528	0.000000	1.009702	0.135573	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
124	-16737.143544	-17362.474840	620.233810	1912.689419	495.429280	5.097486	0.000000	1.053275	0.136151	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
125	-16648.671709	-17275.827046	621.608400	1912.689419	495.429280	5.546937	0.000000	1.095931	0.135991	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
126	-16687.208928	-17316.249723	623.035470	1912.689419	495.429280	6.005325	0.000000	1.137499	0.136542	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
127	-16542.119961	-17173.120100	624.530621	1912.689419	495.429280	6.469519	0.000000	1.177769	0.134639	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
128	-16711.077882	-17344.079724	626.066146	1912.689419	495.429280	6.935695	0.000000	1.216489	0.133553	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
129	-16464.860344	-17099.917248	627.657679	1912.689419	495.429280	7.399224	0.000000	1.253361	0.130492	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
130	-16476.354361	-17113.455731	629.246804	1912.689419	495.429280	7.854566	0.000000	1.288039	0.126383	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
131	-16694.291479	-17333.399048	630.812344	1912.689419	495.429280	8.295226	0.000000	1.320136	0.122913	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
132	-16566.683355	-17207.720763	632.323609	1912.689419	495.429280	8.713799	0.000000	1.349235	0.121997	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
133	-16724.149543	-17367.004819	633.753102	1912.689419	495.429280	9.102173	0.000000	1.374912	0.124299	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
134	-16501.420488	-17145.949471	635.077064	1912.689419	495.429280	9.451919	0.000000	1.396775	0.128063	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
135	-16590.030957	-17236.025553	636.239700	1912.689419	495.429280	9.754897	0.000000	1.414495	0.131126	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
136	-16616.985131	-17264.194971	637.205855	1912.689419	495.429280	10.003985	0.000000	1.427852	0.133234	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
137	-16442.238715	-17090.367025	637.934498	1912.689419	495.429280	10.193811	0.000000	1.436752	0.132703	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
138	-16285.495086	-16934.245487	638.429118	1912.689419	495.429280	10.321283	0.000000	1.441236	0.130523	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
139	-16481.181710	-17130.239935	638.672425	1912.689419	495.429280	10.385800	0.000000	1.441465	0.128197	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
140	-16343.551825	-16992.620920	638.679984	1912.689419	495.429280	10.389111	0.000000	1.437700	0.126248	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
141	-17940.444099	-18589.227703	638.448697	888.479699	1063.747300	10.334908	0.000000	1.432050	0.129810	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
142	-17892.123149	-18540.491850	638.114858	888.479699	1063.747300	10.253843	0.000000	1.424659	0.133404	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
143	-17979.904493	-18627.736339	637.683584	888.479699	1063.747300	10.148262	0.000000	1.415700	0.135753	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
144	-17840.354012	-18487.545162	637.170116	888.479699	1063.747300	10.021035	0.000000	1.405381	0.136563	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
145	-17897.032223	-18543.469799	636.562096	888.479699	1063.747300	9.875481	0.000000	1.393936	0.136173	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
146	-17824.188338	-18469.801676	635.898047	888.479699	1063.747300	9.715292	0.000000	1.381627	0.134175	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
147	-17938.409899	-18583.142785	635.188415	888.479699	1063.747300	9.544471	0.000000	1.368742	0.131518	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
148	-17887.420343	-18531.231510	634.443895	888.479699	1063.747300	9.367272	0.000000	1.355592	0.127968	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
149	-17969.851187	-18612.749413	633.710076	888.479699	1063.747300	9.188150	0.000000	1.342513	0.124312	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
150	-17845.481951	-18487.486420	632.992760	888.479699	1063.747300	9.011709	0.000000	1.329859	0.121236	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
# Average ELBO for last 50: -17352.941027
151	-17821.777330	-19781.935850	632.311731	888.479699	1063.747300	8.842628	-1319.004160	1.317996	0.119195	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
152	-18108.067996	-20083.739331	631.679398	888.479699	1063.747300	8.685566	-1335.306371	1.307289	0.118409	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
153	-18182.218541	-20164.873368	631.117343	888.479699	1063.747300	8.545026	-1342.992458	1.298089	0.119292	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
154	-18044.556710	-20022.287306	630.648112	888.479699	1063.747300	8.425173	-1338.657310	1.290708	0.121430	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
155	-18007.649821	-19961.953766	630.292956	888.479699	1063.747300	8.329633	-1315.681356	1.285401	0.124087	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
156	-17986.148885	-19984.174526	630.049335	888.479699	1063.747300	8.261274	-1359.715031	1.282343	0.126899	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
157	-18149.143038	-20142.568543	629.910442	888.479699	1063.747300	8.222022	-1355.293040	1.281619	0.129585	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
158	-18221.285088	-20213.539773	629.863516	888.479699	1063.747300	8.212738	-1354.178432	1.283212	0.131299	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
159	-18001.052826	-19980.968928	629.895107	888.479699	1063.747300	8.233161	-1341.787834	1.287006	0.130660	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
160	-18016.534658	-19995.500932	630.017677	888.479699	1063.747300	8.281926	-1340.666670	1.292796	0.128042	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
161	-17916.524608	-19903.713689	630.261187	888.479699	1063.747300	8.356606	-1348.571287	1.300289	0.123817	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
162	-17972.233599	-19945.823751	630.574444	888.479699	1063.747300	8.453754	-1334.561955	1.309115	0.118784	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
163	-18016.100277	-19982.329185	630.951919	888.479699	1063.747300	8.568915	-1326.708074	1.318833	0.113933	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
164	-18011.088246	-20004.945879	631.387445	888.479699	1063.747300	8.696603	-1353.773585	1.328931	0.109706	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
165	-17927.594928	-19909.822124	631.864934	888.479699	1063.747300	8.830282	-1341.531981	1.338836	0.108083	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
166	-17937.436260	-19893.340923	632.333652	888.479699	1063.747300	8.962414	-1314.608597	1.347939	0.108754	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
167	-18120.924234	-20089.937554	632.776671	888.479699	1063.747300	9.084703	-1327.151946	1.355629	0.111202	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
168	-18016.963196	-19996.533794	633.175690	888.479699	1063.747300	9.188653	-1337.206255	1.361357	0.114159	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
169	-18017.655071	-20021.946986	633.517818	888.479699	1063.747300	9.266462	-1361.507635	1.364707	0.116324	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
170	-17909.875906	-19917.179068	633.762065	888.479699	1063.747300	9.312126	-1364.228971	1.365458	0.118510	0.000000	0.953511	1.020956	1.013919	1.016898	0.849056	0.916128	0.858486	1.027050	0.980579	0.845279	
171	-18950.328574	-20933.385499	633.898787	306.025253	1554.291948	9.322384	-1339.835754	1.353959	0.123672	0.000000	0.958254	1.025699	1.018663	1.012154	0.844312	0.911384	0.853742	1.022307	0.975835	0.840535	
172	-19071.288100	-21085.399488	633.399230	306.025253	1554.291948	9.166022	-1371.546137	1.335722	0.128505	0.000000	0.962754	1.030199	1.023163	1.007654	0.839812	0.906884	0.849242	1.017807	0.971335	0.836035	
173	-19071.859179	-21046.893643	632.593388	306.025253	1554.291948	8.920764	-1333.520311	1.312821	0.131830	0.000000	0.967023	1.034469	1.027432	1.003385	0.835543	0.902615	0.844973	1.013538	0.967066	0.831766	
174	-18811.523131	-20790.540974	631.569651	306.025253	1554.291948	8.617501	-1338.830691	1.286446	0.132942	0.000000	0.971073	1.038519	1.031482	0.999335	0.831493	0.898565	0.840923	1.009488	0.963016	0.827716	
175	-19282.937603	-21278.492722	630.408751	306.025253	1554.291948	8.274720	-1356.871648	1.257444	0.132249	0.000000	0.974915	1.042361	1.035324	0.995493	0.827651	0.894723	0.837081	1.005646	0.959174	0.823874	
176	-19032.347835	-21010.299615	629.167422	306.025253	1554.291948	7.905821	-1340.878537	1.226525	0.129791	0.000000	0.978560	1.046006	1.038969	0.991848	0.824006	0.891078	0.833436	1.002001	0.955529	0.820229	
177	-19209.332354	-21198.391801	627.898321	306.025253	1554.291948	7.521823	-1353.639302	1.194382	0.126231	0.000000	0.982018	1.049464	1.042427	0.988390	0.820548	0.887620	0.829978	0.998543	0.952071	0.816771	
178	-19259.921321	-21258.941746	626.632260	306.025253	1554.291948	7.132740	-1365.255425	1.161763	0.122293	0.000000	0.985299	1.052744	1.045707	0.985109	0.817268	0.884340	0.826698	0.995262	0.948791	0.813491	
179	-18854.792811	-20815.844568	625.433205	306.025253	1554.291948	6.748462	-1328.870090	1.129545	0.117657	0.000000	0.988411	1.055856	1.048819	0.981997	0.814156	0.881228	0.823585	0.992150	0.945679	0.810379	
180	-18938.940608	-20903.225240	624.315932	306.025253	1554.291948	6.379361	-1333.589339	1.098778	0.113042	0.000000	0.991363	1.058809	1.051772	0.979045	0.811203	0.878275	0.820633	0.989198	0.942726	0.807426	
181	-18951.547829	-20919.020966	623.289299	306.025253	1554.291948	6.036560	-1338.147278	1.070667	0.108837	0.000000	0.994164	1.061610	1.054573	0.976244	0.808402	0.875474	0.817832	0.986397	0.939925	0.804625	
182	-18807.580845	-20760.701427	622.400853	306.025253	1554.291948	5.731638	-1324.988091	1.046471	0.105172	0.000000	0.996822	1.064267	1.057230	0.973587	0.805745	0.872817	0.815175	0.983739	0.937268	0.801968	
183	-18948.335707	-20925.747407	621.690998	306.025253	1554.291948	5.475507	-1350.245195	1.027291	0.103404	0.000000	0.999342	1.066788	1.059751	0.971066	0.803224	0.870296	0.812654	0.981219	0.934747	0.799447	
184	-19099.057603	-21074.166105	621.160572	306.025253	1554.291948	5.276638	-1348.671291	1.013850	0.103853	0.000000	1.001734	1.069179	1.062142	0.968674	0.800833	0.867905	0.810262	0.978827	0.932356	0.797056	
185	-19007.769333	-20977.830728	620.874074	306.025253	1554.291948	5.139460	-1344.047861	1.006375	0.105956	0.000000	1.004003	1.071448	1.064411	0.966406	0.798564	0.865636	0.807994	0.976558	0.930087	0.794787	
186	-19036.217904	-21010.166583	620.786133	306.025253	1554.291948	5.063957	-1348.098589	1.004652	0.109120	0.000000	1.006155	1.073600	1.066564	0.964253	0.796411	0.863484	0.805841	0.974406	0.927934	0.792635	
187	-19057.882888	-21040.953195	620.875748	306.025253	1554.291948	5.046625	-1357.147934	1.008168	0.112895	0.000000	1.008197	1.075642	1.068605	0.962211	0.794370	0.861442	0.803799	0.972364	0.925893	0.790593	
188	-19197.548258	-21176.552170	621.121905	306.025253	1554.291948	5.082013	-1352.799994	1.016268	0.116893	0.000000	1.010134	1.077579	1.070543	0.960274	0.792433	0.859505	0.801862	0.970427	0.923955	0.788656	
189	-18928.585151	-20914.234648	621.527211	306.025253	1554.291948	5.164005	-1358.958281	1.028252	0.120476	0.000000	1.011972	1.079417	1.072380	0.958437	0.790595	0.857667	0.800025	0.968589	0.922118	0.786818	
190	-18744.947501	-20743.167744	622.038128	306.025253	1554.291948	5.286514	-1370.895601	1.043421	0.121889	0.000000	1.013715	1.081160	1.074124	0.956693	0.788851	0.855923	0.798281	0.966846	0.920374	0.785074	
191	-18890.819209	-20897.428237	622.648141	306.025253	1554.291948	5.443632	-1378.517255	1.061077	0.121733	0.000000	1.015369	1.082814	1.075778	0.955039	0.787197	0.854270	0.796627	0.965192	0.918720	0.783421	
192	-18987.662922	-20994.244817	623.313215	306.025253	1554.291948	5.629426	-1377.639254	1.080508	0.120194	0.000000	1.016938	1.084383	1.077347	0.953470	0.785628	0.852701	0.795058	0.963623	0.917151	0.781851	
193	-19026.272644	-21046.092454	624.023431	306.025253	1554.291948	5.837487	-1389.958893	1.100938	0.117190	0.000000	1.018427	1.085872	1.078835	0.951982	0.784140	0.851212	0.793570	0.962134	0.915663	0.780363	
194	-19124.607981	-21115.929888	624.763725	306.025253	1554.291948	6.060322	-1360.497860	1.121487	0.113526	0.000000	1.019839	1.087284	1.080247	0.950570	0.782728	0.849800	0.792158	0.960722	0.914251	0.778951	
195	-19248.258509	-21253.990758	625.508413	306.025253	1554.291948	6.288660	-1373.935176	1.141132	0.109387	0.000000	1.021178	1.088624	1.081587	0.949230	0.781388	0.848460	0.790818	0.959383	0.912911	0.777611	
196	-19344.130653	-21365.327257	626.222306	306.025253	1554.291948	6.510908	-1388.463389	1.158725	0.106505	0.000000	1.022449	1.089895	1.082858	0.947959	0.780117	0.847189	0.789547	0.958112	0.911640	0.776340	
197	-18959.741157	-20983.734458	626.856053	306.025253	1554.291948	6.713223	-1390.424025	1.173103	0.105646	0.000000	1.023655	1.091100	1.084064	0.946753	0.778911	0.845984	0.788341	0.956906	0.910434	0.775134	
198	-19045.818230	-21027.685316	627.397735	306.025253	1554.291948	6.880851	-1347.588500	1.183290	0.106262	0.000000	1.024799	1.092244	1.085207	0.945609	0.777768	0.844840	0.787197	0.955762	0.909291	0.773991	
199	-18997.914694	-21006.487078	627.763795	306.025253	1554.291948	7.000871	-1373.807717	1.188716	0.107668	0.000000	1.025884	1.093329	1.086293	0.944524	0.776682	0.843755	0.786112	0.954677	0.908205	0.772905	
200	-19115.099647	-21135.562837	627.941179	306.025253	1554.291948	7.065230	-1385.456780	1.189303	0.110345	0.000000	1.026914	1.094359	1.087322	0.943495	0.775653	0.842725	0.785083	0.953648	0.907176	0.771876	
# Average ELBO for last 50: -20613.751093
# Reverting to parameters from iteration 151; ELB: -19781.94, LNL: -17821.78, LPRIOR: 0.00, KLD: 632.31, penalty: 8.84, LNL_mc: -19031.33, MIGLL: -1319.00, nu: 0.1212, lead_t: 0.0000, mig[0]: 0.9535, mig[1]: 1.0210, mig[2]: 1.0139, mig[3]: 1.0169, mig[4]: 0.8491, mig[5]: 0.9161, mig[6]: 0.8585, mig[7]: 1.0271, mig[8]: 0.9806, mig[9]: 0.8453
