	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
4923	7	7	6	2	6	0	9	3	7	3	8	6	7	6	7	12	7	2	5	10	5	11	2	2	4	2	3	7	12	4	5	0	6	7	3	1	3	11	5	3	2	2	1	5	8	6	6	7	5	7	3	6	2	5	12	4	0	3	5	2	10	5	0	5	2	7	10	7	6	1	0	8	8	4	0	7	7	8	6	5	4	2	8	5	2	6	3	5	9	4	6	6	2	6	3	5	5	4	6	6
4929	5	8	5	14	4	4	9	8	7	1	6	4	9	3	8	5	3	5	10	3	5	4	4	7	3	5	10	7	1	0	14	1	4	1	4	3	11	5	1	3	4	7	8	11	8	4	9	11	0	10	7	3	5	4	10	4	2	8	7	3	1	3	2	2	4	0	4	10	3	3	8	5	2	6	6	3	10	4	4	3	4	5	7	3	4	1	5	4	2	5	1	7	3	7	4	5	3	3	3	0
4936	9	2	6	4	6	1	7	5	5	2	3	9	0	3	3	6	4	4	8	1	8	3	8	2	5	3	5	6	3	0	7	0	3	1	1	3	8	2	1	6	6	5	2	9	9	5	11	5	7	6	8	4	7	5	3	2	3	5	5	8	10	3	7	2	8	4	4	3	3	5	6	4	7	11	2	3	1	5	2	1	5	2	5	4	1	2	2	2	2	4	5	13	4	5	2	5	8	2	13	3
4940	9	13	4	7	3	0	4	15	1	5	2	4	6	0	5	3	2	5	11	13	2	7	8	13	0	5	4	8	3	0	10	5	6	3	4	3	10	2	10	5	7	3	3	5	10	8	8	2	10	6	5	3	5	5	5	12	2	4	10	4	18	5	2	6	1	1	11	2	6	1	2	6	3	4	9	5	1	4	2	4	4	6	5	5	13	2	3	3	8	8	1	7	3	9	4	8	3	4	6	9
4944	10	5	5	0	11	0	8	5	0	6	5	2	2	13	5	3	2	2	5	3	4	4	7	6	0	1	6	7	8	4	8	4	2	4	3	12	9	10	8	3	9	6	2	4	2	9	3	8	4	3	8	6	6	5	12	3	2	8	3	2	9	5	1	5	7	3	9	1	3	7	3	5	7	5	1	6	3	5	6	9	3	2	6	5	2	1	3	4	6	7	7	6	1	5	16	3	7	9	2	2
4946	9	8	8	6	4	1	11	3	5	8	12	4	7	3	9	7	0	3	7	10	5	6	5	2	2	8	2	5	6	2	4	3	5	8	7	6	8	2	2	3	12	13	0	5	7	5	4	6	5	7	9	8	12	6	9	7	4	6	2	4	4	7	1	3	1	2	5	5	3	7	4	3	4	7	4	3	3	7	4	8	9	2	4	5	1	0	7	6	7	7	5	15	5	12	4	6	10	5	3	3
4947	11	10	5	9	1	0	6	5	7	5	10	4	6	9	10	5	5	1	6	8	5	5	4	5	2	1	5	4	10	2	4	4	2	5	7	10	8	7	13	2	15	10	2	6	6	7	7	5	6	3	5	8	2	3	5	2	2	4	3	4	8	7	3	4	8	1	9	4	6	2	7	8	3	5	3	8	5	6	6	6	2	5	5	6	3	6	6	7	4	4	10	7	2	10	11	1	7	7	5	6
4956	6	7	4	11	4	0	9	9	0	3	5	5	3	0	6	3	7	5	9	11	0	6	4	6	0	5	6	10	5	1	5	4	10	0	8	3	8	3	3	9	8	6	4	8	7	4	2	5	7	1	5	1	7	5	3	5	7	9	6	3	3	4	3	6	5	1	9	11	4	4	2	3	7	5	6	5	2	7	5	6	2	4	9	2	6	6	1	2	8	6	1	3	2	10	1	7	2	13	7	4
4958	10	9	12	8	4	3	9	5	5	10	7	2	7	2	3	8	5	4	3	4	3	4	5	2	8	2	8	5	1	0	1	8	1	6	4	1	5	10	1	5	2	7	7	1	4	3	4	6	2	10	7	6	8	8	15	7	5	6	6	5	7	5	0	1	12	8	5	3	5	3	7	9	10	3	4	1	10	3	8	3	3	4	4	1	4	11	0	4	0	6	8	2	1	4	3	2	3	10	2	0
4961	10	5	4	4	4	0	10	2	7	7	10	4	6	5	8	6	2	3	9	16	5	10	6	3	0	0	5	4	6	3	6	0	3	6	7	10	8	7	9	0	8	4	9	0	6	8	6	5	1	7	2	8	6	3	4	5	1	8	5	2	5	7	4	5	3	2	2	5	8	10	12	11	8	2	6	6	4	7	2	2	4	6	12	10	5	6	7	1	8	5	1	2	6	9	3	8	4	12	5	3
4965	6	8	11	2	8	4	11	6	2	13	1	8	7	7	5	1	5	2	0	4	5	4	9	3	2	1	0	9	6	0	2	7	4	9	2	1	3	11	4	6	5	5	3	2	4	3	3	3	8	10	6	9	1	13	5	5	4	5	1	3	7	2	2	9	1	4	5	5	1	3	4	5	9	2	7	8	6	5	7	10	9	4	1	13	4	10	2	1	4	2	5	6	2	1	5	3	6	6	2	8
4969	9	1	3	7	1	0	8	8	9	1	7	8	2	1	8	7	1	6	10	15	8	4	6	1	0	1	4	11	7	5	8	2	1	3	4	6	8	2	3	11	4	5	0	3	7	6	10	5	3	6	8	8	8	4	2	6	5	14	2	0	11	3	5	6	4	7	10	4	4	3	6	11	2	4	5	4	7	4	5	2	2	2	3	9	5	0	6	5	6	2	6	11	7	5	3	7	6	10	12	2
4971	0	7	1	9	3	6	9	5	2	0	3	1	3	3	1	4	8	1	0	1	6	0	3	6	5	3	18	5	5	4	4	4	8	3	6	4	9	3	12	10	4	4	8	5	4	3	2	5	11	5	8	7	6	5	9	3	4	9	11	3	3	6	0	1	2	1	8	12	4	6	7	6	4	5	3	2	3	3	6	2	5	4	8	2	6	6	2	4	8	3	5	2	5	6	5	2	4	3	3	6
4974	7	7	8	2	3	0	5	9	5	4	3	1	3	4	11	8	6	4	8	9	5	6	3	0	2	1	5	6	7	4	2	0	4	1	3	9	10	10	1	2	10	8	5	6	14	7	7	9	7	6	5	6	6	0	7	10	2	3	7	8	10	11	2	3	6	2	4	1	2	7	8	3	10	1	4	4	6	8	6	4	4	7	3	1	2	1	11	8	9	7	6	6	1	9	4	4	9	3	6	4
4976	10	3	2	0	5	0	2	1	4	7	4	5	7	5	3	3	4	0	6	9	3	7	5	7	0	0	7	16	5	3	7	1	3	3	5	9	11	4	6	9	10	9	5	4	10	8	8	6	3	6	6	8	1	2	5	4	2	11	6	4	6	4	5	5	2	2	7	1	6	4	4	11	2	2	3	6	3	10	10	0	8	12	9	2	2	1	6	5	9	8	1	6	5	12	7	8	6	4	6	4
4978	11	9	11	2	7	1	6	3	0	9	3	13	2	11	3	4	3	0	3	5	3	9	7	8	3	3	2	6	2	0	5	4	0	8	4	0	8	10	4	5	2	4	5	8	6	5	0	6	11	6	2	8	2	6	4	15	4	8	3	2	5	7	1	10	3	4	2	10	2	0	2	2	9	6	9	2	8	7	6	6	9	5	2	11	5	7	0	2	2	8	1	1	0	5	7	6	1	5	3	1
4983	9	4	12	5	5	3	9	7	7	9	8	1	0	2	5	5	3	0	4	3	6	2	6	5	8	2	8	4	4	0	6	2	3	1	6	5	5	11	0	3	8	11	2	7	7	5	5	0	1	3	5	3	5	4	5	3	2	13	7	1	9	6	0	2	9	2	4	6	4	2	3	3	6	6	0	1	6	4	4	3	6	5	9	7	7	3	10	5	3	3	2	9	5	8	6	7	6	1	12	6
4984	9	3	14	10	5	5	13	6	7	2	8	1	0	7	11	6	2	2	3	6	7	5	5	7	5	2	8	10	8	2	4	4	2	4	4	3	0	10	0	3	16	13	6	5	5	4	7	2	4	6	5	7	4	1	1	2	3	9	12	5	3	10	3	2	3	4	9	2	2	6	4	7	8	10	2	5	10	4	2	2	3	1	8	3	6	3	3	2	2	5	5	6	1	9	5	11	9	1	8	8
4985	10	0	4	0	5	0	2	2	14	5	6	4	5	2	5	6	5	3	5	3	6	4	1	6	1	4	9	5	6	5	2	5	7	4	5	4	8	4	5	9	6	6	7	3	13	6	3	12	7	3	3	8	8	3	4	8	6	7	10	4	2	6	0	7	2	9	3	5	7	5	6	9	8	2	8	6	1	10	12	4	3	2	1	5	6	5	8	7	3	6	3	2	0	5	3	4	5	8	5	4
4989	6	5	9	3	3	3	4	4	2	6	4	2	2	5	3	8	6	5	1	2	5	2	5	3	0	0	4	5	5	3	1	4	4	5	5	0	7	7	5	4	2	4	8	2	9	4	6	2	3	10	10	5	9	15	7	2	0	9	4	8	3	10	0	4	9	5	9	6	10	3	4	4	6	8	4	5	4	10	6	3	10	1	1	8	8	4	5	5	2	7	8	6	7	4	1	3	3	8	12	3
4990	11	4	8	1	4	1	7	5	3	2	3	6	2	8	5	3	6	3	3	2	5	1	8	2	1	1	5	3	9	0	1	4	5	5	2	0	4	2	2	3	7	1	8	0	11	2	5	2	7	12	5	3	1	4	6	3	0	12	3	5	4	10	0	2	5	4	8	8	10	7	1	7	7	7	3	4	1	4	7	2	7	3	4	5	5	3	0	4	3	5	6	7	2	5	1	2	5	11	5	2
4991	6	5	3	2	11	0	10	4	4	1	11	6	5	7	9	4	8	0	4	8	4	8	2	7	0	7	5	6	9	3	7	2	3	3	2	14	11	5	7	4	7	7	3	8	5	10	4	6	1	4	4	5	3	3	5	9	0	8	3	2	6	7	6	10	2	8	10	6	4	6	3	9	5	3	1	9	3	8	6	2	12	4	6	5	4	3	7	7	8	14	8	6	4	11	8	10	2	6	11	5
4996	10	3	6	1	13	4	3	3	1	4	15	3	5	4	8	2	7	2	3	3	0	4	6	5	12	8	12	4	3	3	0	3	7	2	7	0	2	3	3	7	6	5	7	12	5	3	0	0	4	2	6	13	13	6	1	7	2	12	9	0	8	5	0	5	1	2	9	2	4	2	11	1	12	1	8	1	6	6	9	7	7	3	2	6	8	2	2	5	9	8	2	3	5	6	3	2	1	4	6	5
4997	3	4	8	1	0	2	9	11	2	9	1	7	3	7	4	4	11	4	1	9	2	7	2	3	2	2	7	6	6	0	7	4	8	1	3	2	4	7	4	2	7	4	8	3	8	2	4	5	5	6	7	13	3	5	2	9	5	4	6	2	6	8	5	3	2	4	4	1	2	3	8	4	7	11	5	4	8	8	9	6	5	5	2	6	4	4	2	0	7	9	6	7	7	6	1	1	12	7	3	0
5002	10	2	3	1	0	0	5	9	6	4	3	1	4	7	6	11	7	8	8	6	2	3	9	5	1	3	7	7	4	3	7	3	5	3	8	4	8	6	8	10	7	10	0	6	7	11	8	0	0	4	9	9	9	2	5	6	2	8	9	6	13	7	2	9	3	4	6	3	8	11	3	5	1	12	3	3	4	6	4	5	3	5	5	8	9	1	6	5	5	5	4	10	8	7	5	5	2	12	8	1
5004	9	5	5	8	1	0	4	5	6	4	2	4	4	6	6	11	5	0	4	8	1	2	6	2	3	3	9	8	9	1	1	1	4	6	6	0	1	1	6	3	7	1	5	1	8	6	4	3	7	8	7	11	6	5	9	6	0	4	1	7	4	3	1	6	6	6	0	4	5	5	7	3	8	7	5	6	9	8	3	5	8	5	5	9	6	1	5	0	1	9	5	4	0	3	8	3	0	8	5	2
5008	5	6	6	6	5	8	8	4	8	0	2	5	1	1	1	4	9	6	4	0	0	3	8	5	5	1	10	0	4	1	5	9	8	0	3	3	6	8	4	9	12	5	8	9	7	2	1	5	7	6	7	1	1	3	5	7	10	6	12	5	3	4	2	2	0	6	3	9	6	9	5	4	3	3	4	7	8	2	9	1	5	4	2	8	4	9	7	0	7	2	4	6	4	12	3	2	0	5	4	2
5009	6	9	5	6	3	7	6	5	3	2	5	0	0	5	6	7	1	6	4	4	4	8	3	6	4	6	9	5	5	0	4	1	1	2	1	1	2	7	1	1	4	11	7	4	11	7	5	2	7	6	3	6	6	5	3	5	8	7	7	3	5	8	2	2	6	0	2	6	7	4	8	5	7	8	0	5	7	4	1	4	4	9	10	6	5	2	3	3	5	8	4	8	4	4	5	8	8	3	4	8
5012	0	4	11	6	8	0	8	0	5	10	3	9	6	4	1	10	5	9	3	2	10	6	5	4	0	6	9	5	3	2	5	9	6	3	4	3	3	0	13	4	7	5	6	5	6	1	7	1	1	8	4	4	2	12	8	10	4	3	11	4	2	7	4	6	10	2	13	2	8	6	5	4	8	7	10	2	3	9	10	1	6	4	11	6	12	6	7	4	6	1	4	4	1	13	3	1	1	5	9	5
5017	1	1	4	6	4	3	8	7	3	3	5	1	1	0	4	5	1	2	7	6	8	9	5	2	1	5	8	5	5	2	6	2	1	1	5	2	6	3	7	6	3	10	0	4	14	7	11	3	3	7	4	6	4	3	9	7	0	7	10	7	7	4	5	4	2	3	4	0	3	1	1	4	1	6	4	9	5	9	7	6	6	3	7	5	7	2	11	5	1	6	2	5	4	8	3	5	3	5	8	5
5024	9	4	12	2	6	0	8	11	1	4	6	13	3	9	7	7	2	1	0	8	1	1	7	9	1	2	2	8	3	0	5	9	5	2	3	0	4	8	7	5	4	11	1	2	8	5	1	1	10	5	2	8	2	7	6	3	0	13	0	3	6	9	0	4	3	3	6	6	2	0	9	0	7	3	6	4	5	4	6	6	5	1	0	9	7	5	3	10	3	6	6	3	2	10	2	3	1	1	7	7
5026	6	4	10	8	5	2	6	9	10	1	13	3	4	4	4	4	3	8	4	7	6	17	1	5	4	4	4	11	5	0	11	3	8	3	3	2	9	4	1	1	12	5	3	7	10	3	7	2	9	6	6	5	7	6	2	7	5	6	8	3	8	5	0	3	5	2	8	9	5	5	4	11	6	8	1	2	4	7	3	5	5	11	4	9	2	3	7	6	2	3	3	9	7	10	13	8	3	7	2	9
5028	0	5	1	12	4	7	7	3	3	2	10	3	4	3	1	4	2	3	3	3	5	4	3	1	5	2	13	4	3	4	7	3	4	2	5	6	6	4	6	9	9	0	2	4	6	6	3	3	6	2	9	4	6	4	3	6	6	10	7	2	5	10	2	3	2	2	11	5	2	1	3	4	5	7	4	0	11	5	9	2	2	0	4	9	3	6	1	2	1	4	8	4	3	11	6	3	5	4	8	5
5040	3	0	12	8	6	2	4	3	5	1	6	7	2	2	9	3	6	2	12	8	7	3	6	1	2	2	4	1	5	5	2	0	4	4	1	6	8	4	10	7	6	9	2	3	5	7	9	6	1	6	6	0	9	4	3	11	0	4	1	3	5	5	2	2	6	6	5	4	4	3	3	1	5	5	3	4	5	10	4	8	3	1	8	3	9	2	6	2	13	4	3	13	5	5	4	7	3	4	12	9
5041	4	6	5	6	6	4	4	10	3	6	6	2	3	0	14	2	6	7	7	17	6	9	1	8	1	4	12	7	6	1	5	0	13	3	4	1	7	1	7	3	7	6	3	11	6	4	8	5	4	4	3	10	5	7	10	5	3	8	5	0	5	15	1	4	1	1	3	9	12	2	3	6	6	7	3	4	6	10	8	5	5	10	9	5	4	4	0	3	7	4	0	1	2	12	2	4	5	3	1	6
5043	5	6	7	5	4	3	7	3	6	6	10	5	12	5	2	7	2	2	1	1	4	3	6	4	4	6	2	9	2	0	8	7	2	2	4	1	8	12	6	6	3	1	11	4	3	5	4	4	10	6	10	6	8	5	8	8	8	7	7	5	4	3	2	9	5	6	3	4	6	3	13	4	5	7	8	0	4	8	5	1	2	5	6	4	8	8	3	4	3	3	4	3	0	4	3	1	4	5	6	0
5051	12	3	8	7	8	1	10	6	1	7	3	4	0	6	4	9	2	4	10	10	7	6	6	3	4	1	9	7	7	0	3	6	5	4	5	3	10	5	2	11	4	4	8	9	8	4	9	1	0	5	4	8	8	5	7	4	2	3	11	9	1	11	4	3	10	8	8	5	5	2	6	8	5	4	3	8	5	5	2	5	8	10	10	2	4	1	8	2	7	2	3	7	15	9	5	7	7	5	9	5
5053	6	8	2	9	7	1	4	17	3	1	3	4	5	4	8	7	10	8	4	5	6	7	8	3	6	3	5	10	13	0	4	5	7	2	5	3	6	3	5	3	10	8	5	13	6	0	10	10	5	9	5	13	9	7	5	4	3	7	6	1	8	3	1	2	1	1	3	7	3	1	5	6	2	5	7	4	4	6	7	2	5	13	4	3	4	0	9	4	5	2	2	3	1	7	0	6	5	5	7	1
5055	6	4	7	0	2	3	5	4	4	6	9	5	1	6	1	7	12	5	9	7	4	7	8	3	2	4	5	5	10	9	7	4	8	10	12	3	3	7	3	14	2	4	3	4	4	7	6	8	5	6	8	9	9	5	9	2	5	9	11	4	3	6	1	3	1	9	3	6	8	1	4	3	5	5	3	2	3	9	5	2	2	4	12	3	4	1	14	4	3	8	1	5	0	5	1	4	7	10	5	7
5058	5	7	4	9	1	2	7	9	6	11	6	13	0	4	4	6	2	0	5	10	5	1	3	3	7	1	9	8	3	2	4	10	10	4	11	0	5	5	3	7	3	3	6	5	2	3	3	3	4	6	3	2	10	10	6	1	3	7	1	3	7	5	4	1	8	3	2	10	2	4	8	2	11	10	2	8	5	8	12	2	6	4	5	7	6	3	8	2	0	4	6	2	0	5	0	4	0	6	1	12
5063	3	7	8	10	5	1	6	7	3	7	4	2	4	6	6	6	2	0	1	6	2	3	5	0	5	4	4	8	2	0	2	3	5	2	3	1	2	9	4	3	2	4	11	6	5	3	2	5	5	9	9	7	2	5	15	5	2	6	1	5	5	6	2	8	8	2	2	3	4	1	5	3	7	2	4	0	8	9	2	3	3	4	1	3	3	7	4	5	1	4	6	3	1	12	4	2	2	3	5	0
5066	8	7	2	12	4	8	13	7	4	1	5	8	6	10	7	3	7	6	15	6	5	6	1	10	0	0	11	10	3	0	6	1	8	1	1	3	8	5	3	4	4	5	4	7	7	7	10	9	2	2	11	5	5	5	8	9	3	7	10	2	4	9	1	0	1	3	6	10	5	5	5	7	11	9	1	9	2	5	6	2	5	3	4	5	10	0	4	2	6	1	1	8	4	11	1	2	1	7	5	4
5072	7	6	1	7	6	3	8	8	8	5	5	1	8	1	3	7	4	3	6	7	1	12	2	4	3	2	8	7	8	0	4	5	7	6	3	0	9	8	7	3	8	4	4	4	13	4	5	3	6	4	7	9	12	6	2	5	2	19	2	1	10	2	3	3	1	4	7	9	2	4	1	10	12	7	8	1	5	5	9	5	9	7	13	2	8	1	2	1	4	4	5	3	1	5	0	6	2	1	5	7
5078	4	10	8	8	4	0	8	5	7	4	7	5	7	0	6	0	6	3	8	9	2	9	3	4	3	7	5	4	2	2	3	3	5	3	7	1	11	1	7	3	8	3	2	5	5	2	4	10	2	6	7	2	13	5	3	5	0	7	6	1	10	2	2	5	1	2	4	11	6	5	3	7	6	5	8	4	4	6	9	2	1	4	9	6	1	2	7	5	6	10	2	6	1	11	1	8	6	2	4	4
5080	3	1	4	8	4	0	6	7	8	1	7	3	2	4	7	6	2	5	8	9	2	10	3	5	1	1	5	9	3	2	6	6	7	6	2	2	5	4	12	9	5	5	0	2	6	13	10	5	1	6	3	5	8	5	5	2	3	1	8	4	11	4	2	4	3	0	4	3	4	4	4	11	2	2	6	4	8	14	1	4	4	3	6	9	9	0	6	3	5	7	1	10	3	9	5	8	1	4	13	3
5083	9	2	2	8	2	0	6	7	8	2	6	2	3	1	4	5	9	1	5	6	4	4	8	4	0	5	6	13	4	0	4	6	6	7	1	2	5	2	4	2	7	5	2	4	9	3	9	5	0	7	2	9	4	2	3	7	5	7	5	12	5	17	3	7	7	2	2	8	2	3	5	3	0	7	6	8	9	8	2	7	3	5	10	2	3	0	11	3	8	1	5	11	4	9	2	5	6	5	4	3
5084	4	4	3	5	1	0	10	7	8	1	10	3	3	4	7	3	11	4	5	7	7	9	5	4	0	7	5	5	6	2	10	3	2	3	3	10	9	6	7	3	6	11	0	3	5	4	11	9	0	13	13	5	8	3	4	7	6	6	12	2	7	17	0	6	5	2	2	8	4	5	2	7	2	6	7	6	8	10	0	1	3	4	3	7	8	5	3	4	15	0	2	8	3	6	3	8	2	5	4	2
5103	4	7	14	2	2	3	15	8	5	10	8	2	0	4	7	3	3	6	14	7	8	4	6	4	5	6	10	3	10	0	5	1	2	6	2	1	0	2	2	5	7	8	4	1	8	10	4	0	6	5	6	6	4	5	1	7	5	7	8	8	5	14	3	1	11	0	10	6	9	1	5	5	2	6	1	2	4	7	10	8	7	2	8	4	6	1	6	4	1	2	5	7	6	4	8	3	5	2	6	3
5104	7	7	6	5	7	5	13	6	5	6	10	0	0	2	6	10	8	4	9	5	5	5	6	4	4	3	8	8	7	1	5	6	4	6	2	3	4	4	2	3	13	9	2	7	14	2	7	2	4	7	2	6	5	3	1	4	6	5	9	5	8	16	3	1	7	0	4	10	7	3	6	9	8	10	4	2	8	4	4	6	6	1	3	2	4	0	6	5	1	2	4	6	4	7	4	5	6	0	7	4
5106	4	5	10	0	7	7	5	6	4	15	7	7	4	6	9	4	4	3	2	3	6	6	4	2	0	4	5	4	3	0	2	10	1	7	5	0	3	2	6	11	3	2	11	2	2	2	2	7	11	10	11	0	11	3	6	11	6	9	4	5	9	6	0	5	5	4	5	4	4	7	5	11	5	11	3	0	8	11	13	4	6	2	0	4	4	5	7	5	4	3	3	1	0	6	4	0	1	7	10	6
5109	6	6	1	0	6	0	7	9	1	7	10	4	6	8	4	4	2	1	12	6	4	4	6	5	1	2	7	5	5	1	9	3	6	2	6	8	11	9	9	1	6	7	2	4	5	11	5	4	4	5	7	7	7	8	7	3	5	12	1	3	5	8	2	6	17	5	4	5	4	3	10	5	3	0	6	8	7	7	7	8	4	2	5	3	4	1	8	2	4	4	8	7	1	8	9	4	9	4	4	0
5118	7	5	1	8	1	4	11	8	9	6	5	2	11	3	2	14	8	9	10	7	6	5	5	7	5	3	12	6	1	0	4	3	5	3	3	2	7	5	5	4	8	6	2	5	8	5	5	4	0	0	5	7	7	6	7	6	1	7	12	0	4	6	0	3	2	5	5	8	4	4	2	3	6	7	9	10	3	5	7	3	7	1	10	10	8	1	5	4	6	6	5	4	2	9	0	4	7	4	5	11
5122	4	6	7	5	5	2	11	5	6	5	10	6	9	4	7	9	4	3	0	3	5	7	2	2	6	0	1	9	5	0	2	4	9	10	3	0	2	15	4	4	3	4	9	2	6	4	8	2	8	8	4	1	3	10	12	6	0	11	0	15	5	7	1	7	10	2	3	0	8	4	3	10	5	8	6	3	9	2	3	7	5	2	5	4	4	6	1	2	4	5	9	3	1	8	2	10	5	9	2	2
5124	4	1	8	4	5	0	4	13	4	8	1	3	7	3	9	9	2	4	1	4	5	3	6	1	4	1	4	4	2	0	8	6	2	2	7	0	1	6	9	10	3	5	6	1	0	3	1	6	9	8	5	6	6	7	9	9	2	6	2	6	7	5	3	3	5	11	3	8	4	0	8	5	6	7	5	2	7	5	10	4	4	3	4	7	1	11	6	8	5	7	7	1	0	10	4	3	4	9	5	2
5127	7	4	4	8	5	6	9	4	7	9	7	2	6	0	6	8	7	2	4	3	2	2	4	8	6	2	8	5	6	4	4	3	4	7	4	8	3	3	6	2	2	5	7	4	9	4	6	8	2	9	9	5	6	8	8	1	4	9	9	3	6	8	6	9	6	7	1	4	8	5	10	4	7	6	8	6	1	7	7	8	3	6	10	2	6	0	8	3	6	7	6	6	2	2	3	4	7	9	4	2
5128	5	3	5	7	2	3	5	6	6	7	10	2	4	1	5	5	9	8	2	5	4	11	3	6	2	1	8	2	11	3	6	6	5	3	0	7	3	9	10	5	6	6	4	2	5	8	2	11	3	8	7	5	5	5	7	1	6	8	8	1	5	7	6	6	5	6	1	7	8	4	4	5	12	4	5	12	3	5	10	9	5	4	3	3	5	0	9	3	8	5	2	10	1	4	5	4	12	4	9	4
