0	A	0.3455880220431806	21.92199655983003	3.061599376014187	0.868149934487105	0.449785342105606	21.756973752854766	3.2171136648226324	0.1995429127937738	2.9716942995124342	45.44485857421364	219.17737013159052	-173.73251155737688	1.0
1	B	0.377097772280342	19.19309294086114	7.782252606716188	0.4725479753290482	0.4028851212368484	21.714738939751747	3.2284805746701384	-0.0909732672147326	3.1270597618652736	317.8378504362491	307.01252484150393	10.825325594745152	3.2709894529636685e-06
2	C	4.252533181263454	9.176770457796653	13.881220796274164	-0.6698808998157995	2.6097774246782226	13.03207315239939	13.461264170537204	-1.0000974043340556	2.005900713388642	1284.014441540948	1108.6956524665572	175.31878907439068	0.0
3	D	2.269087067994911	4.21985958145246	9.33853288645141	-0.5670278321228238	0.6229942823931599	21.80024320697808	3.332099779405789	-0.3201020577970264	3.9244258629708417	1310.824055315168	453.0870099505301	857.7370453646379	0.0
4	E	1.9384445078768986	10.184661147831992	11.052491173918067	-0.28219222231669316	0.5892480257869495	22.01021147415487	1.5528467831751416	-0.04483036711811231	2.862509920234585	851.3698282330278	139.40610297923678	711.9637252537909	0.0
5	F	1.2631046258670962	17.86166392236703	9.198872622905137	-0.37001608018363863	0.927668747552939	19.190220897138285	7.594161520658414	-0.32775630345009793	0.2999373718641122	629.0257759640189	510.0623009951995	118.96347496881936	0.0
6	G	13.255756578909557	19.52718594333129	13.00731279738908	-1.1323161835767857	9.908213663363409	19.73063729601691	12.843680860203365	-1.084227802070897	-1.1807899247749714	863.7670464531913	851.5372560118408	12.229790441350474	7.588520559709266e-07
7	H	734.6917790786446	13.564907868821981	10.741294598637142	-1.0653130686129824	9222.216773713764	14.43657813419925	10.851955739522753	-0.8542445590031247	-1.9967939721636156	786.8895152097512	829.889429737678	-42.999914527926876	1.0
8	I	3.853033207773738	15.709686501723079	11.048794344306486	-0.41613876103058306	2.837344885303053	16.03372489854309	10.34557600440695	-0.35871299182848904	-0.20228051933387184	663.7432323633617	643.6091441627196	20.134088200642054	2.2138602062682367e-10
9	J	24.236185600555853	17.11878436117189	14.832913152635902	-0.9327072415063269	12.417623137945284	17.276964241188196	14.368108845204787	-0.7222359924302036	-1.5263530300462655	921.0884247684196	883.5448452016735	37.543579566746075	0.0
