ID	gene	hypothesis	regime	r	alpha	sigma	theta
0	MT-CO3	h0	shared	4.7474	70.924866	991.66846	174.42935
0	MT-CO3	h1	IGHG1	4.928966	69.84738	924.19824	175.42221069335938
0	MT-CO3	h1	IGHA1	4.928966	69.84738	924.19824	184.1876983642578
1	FTL	h0	shared	7.0127077	44.727386	104.94458	30.702679
1	FTL	h1	IGHG1	4.095081	47.510387	74.82631	31.945236206054688
1	FTL	h1	IGHA1	4.095081	47.510387	74.82631	22.81151580810547
2	RPLP1	h0	shared	22.499546	30.14305	476.60803	135.64545
2	RPLP1	h1	IGHG1	24.755348	27.671986	433.4402	142.4368133544922
2	RPLP1	h1	IGHA1	24.755348	27.671986	433.4402	95.83329772949219
3	IGHV3-33	h0	shared	11.497755	2.6941366	60.492252	10.026512
3	IGHV3-33	h1	IGHG1	10.863841	2.6332722	58.532585	7.3841352462768555
3	IGHV3-33	h1	IGHA1	10.863841	2.6332722	58.532585	35.348175048828125
4	B2M	h0	shared	20.654615	49.256145	1039.3115	265.88092
4	B2M	h1	IGHG1	22.841524	41.104744	888.1195	271.7967224121094
4	B2M	h1	IGHA1	22.841524	41.104744	888.1195	221.96400451660156
5	IGHV3-30	h0	shared	3.6999173	148.41316	243637.75	2125.4407
5	IGHV3-30	h1	IGHG1	4.035223	148.41316	239088.78	2119.532958984375
5	IGHV3-30	h1	IGHA1	4.035223	148.41316	239088.78	2175.62060546875
6	ACTG1	h0	shared	3.4387946	35.560158	188.91277	25.220116
6	ACTG1	h1	IGHG1	0.87736726	45.26706	90.66273	28.78614616394043
6	ACTG1	h1	IGHA1	0.87736726	45.26706	90.66273	22.065847396850586
7	IGHV3-64	h0	shared	0.36947095	4.4836793	54.27743	-10.898848
7	IGHV3-64	h1	IGHG1	0.3986638	6.3593936	57.8461	-7.437263011932373
7	IGHV3-64	h1	IGHA1	0.3986638	6.3593936	57.8461	-45.760257720947266
8	IGHGP	h0	shared	1.3859185	2.4453378	28.88315	19.03243
