0	0	1
0	0	2
1	2	3
1	2	4
2	3	5
2	3	6
3	5	7
3	5	8
3	6	9
3	6	10
4	8	11
4	8	12
4	9	13
4	9	14
4	10	15
4	10	16
5	11	17
5	11	18
5	13	19
5	13	20
5	14	21
5	14	22
5	15	23
5	15	24
5	16	25
5	16	26
6	17	27
6	17	28
6	18	29
6	18	30
6	20	31
6	20	32
6	22	33
6	22	34
6	25	35
6	25	36
7	30	37
7	30	38
7	31	39
7	31	40
7	32	41
7	32	42
7	33	43
7	33	44
7	36	45
7	36	46
8	39	47
8	39	48
8	40	49
8	40	50
8	41	51
8	41	52
8	42	53
8	42	54
8	46	55
8	46	56
9	47	57
9	47	58
9	49	59
9	49	60
9	50	61
9	50	62
9	53	63
9	53	64
9	54	65
9	54	66
9	55	67
9	55	68
9	56	69
9	56	70
10	57	71
10	57	72
10	58	73
10	58	74
10	62	75
10	62	76
10	63	77
10	63	78
10	64	79
10	64	80
10	65	81
10	65	82
10	67	83
10	67	84
10	68	85
10	68	86
10	69	87
10	69	88
10	70	89
10	70	90
11	71	91
11	71	92
11	74	93
11	74	94
11	75	95
11	75	96
11	76	97
11	76	98
11	77	99
11	77	100
11	78	101
11	78	102
11	80	103
11	80	104
11	81	105
11	81	106
11	82	107
11	82	108
11	85	109
11	85	110
11	86	111
11	86	112
11	88	113
11	88	114
11	89	115
11	89	116
11	90	117
11	90	118
12	116	119
12	116	120
12	100	121
12	100	122
12	92	123
12	92	124
12	118	125
12	118	126
12	104	127
12	104	128
12	117	129
12	117	130
12	109	131
12	109	132
12	91	133
12	91	134
12	105	135
12	105	136
12	114	137
12	114	138
12	108	139
12	108	140
12	112	141
12	112	142
12	96	143
12	96	144
13	119	145
13	119	146
13	122	147
13	122	148
13	123	149
13	123	150
13	124	151
13	124	152
13	126	153
13	126	154
13	128	155
13	128	156
13	129	157
13	129	158
13	130	159
13	130	160
13	131	161
13	131	162
13	133	163
13	133	164
13	137	165
13	137	166
13	139	167
13	139	168
13	140	169
13	140	170
13	141	171
13	141	172
13	142	173
13	142	174
13	143	175
13	143	176
14	145	177
14	145	178
14	147	179
14	147	180
14	148	181
14	148	182
14	151	183
14	151	184
14	152	185
14	152	186
14	154	187
14	154	188
14	156	189
14	156	190
14	157	191
14	157	192
14	158	193
14	158	194
14	159	195
14	159	196
14	165	197
14	165	198
14	166	199
14	166	200
14	167	201
14	167	202
14	168	203
14	168	204
14	169	205
14	169	206
14	170	207
14	170	208
14	171	209
14	171	210
14	172	211
14	172	212
14	175	213
14	175	214
14	176	215
14	176	216
15	186	217
15	186	218
15	200	219
15	200	220
15	207	221
15	207	222
15	189	223
15	189	224
15	183	225
15	183	226
15	204	227
15	204	228
15	211	229
15	211	230
15	181	231
15	181	232
15	203	233
15	203	234
15	202	235
15	202	236
15	198	237
15	198	238
15	192	239
15	192	240
15	185	241
15	185	242
15	199	243
15	199	244
15	179	245
15	179	246
15	205	247
15	205	248
15	184	249
15	184	250
15	177	251
15	177	252
15	178	253
15	178	254
15	188	255
15	188	256
15	191	257
15	191	258
15	194	259
15	194	260
15	210	261
15	210	262
15	187	263
