ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta_T1	h1_theta_Met	h0	h1	lrt	p	q	signif
35	Rps20	56.03512	1.650442	26.490995	52.83153	59.79582	5.2265463	38.24833	45.93180847167969	63.16107940673828	-209810.42	-209867.11	113.375	0.0	0.0	True
36	Serpine2	0.6295656	1.6105267	7.4899907	-2.5937932	0.20155026	8.740981	2.3721356	1.6107406616210938	-3.105738878250122	37.684204	-27.656067	130.68054	0.0	0.0	True
38	Apbb1ip	14.971299	2.241762	2.818785	-2.6522331	2.9335966	10.616627	2.677997	-5.3660125732421875	-1.2438960075378418	583.176	521.87866	122.59473	0.0	0.0	True
39	Ftl1	4.301419	3.0688853	118.45589	84.93796	12.066694	3.266947	86.68762	64.0047836303711	68.41999816894531	-201818.67	-202166.25	695.15625	0.0	0.0	True
40	Wdr89	73.87422	1.89889	26.017263	56.529827	78.59259	7.115663	42.229782	50.09157180786133	65.46280670166016	-223094.92	-223144.86	99.875	0.0	0.0	True
42	Thbs1	0.7346624	1.8420032	6.4176855	-0.6621588	0.32618743	9.821553	5.663835	2.160295248031616	-1.8157392740249634	129.9878	66.648895	126.677795	0.0	0.0	True
43	Fxyd6	0.9821642	1.6022342	7.2599773	-3.283342	0.25475863	7.930958	2.6481493	0.7194727063179016	-4.485939979553223	212.9223	132.81198	160.22064	0.0	0.0	True
44	Rps14	4.8549027	2.9335585	98.98999	117.37657	8.162811	4.814629	93.36108	94.11927032470703	109.80274963378906	-316838.2	-317110.66	544.9375	0.0	0.0	True
45	Rbp1	7.9844685	0.92459726	6.13241	5.4294143	5.5007987	8.06244	10.19929	3.1311240196228027	9.69028377532959	-10173.439	-10273.198	199.51758	0.0	0.0	True
48	Tomm7	72.232605	1.5161684	3.575163	3.5460303	673.46814	2.830789	4.1835103	2.431469440460205	5.490622043609619	-2763.196	-2808.623	90.854004	0.0	0.0	True
49	mt-Atp6	4.0755787	1.6488048	100.65699	114.77493	4.3923597	1.166165	72.79477	118.00711059570312	101.32594299316406	-269177.56	-269364.2	373.25	0.0	0.0	True
52	Cotl1	4.2129717	1.7801809	4.941275	-3.3580434	2.7586055	10.775789	8.164307	-1.2890695333480835	-5.295480728149414	387.511	329.94742	115.12714	0.0	0.0	True
54	Rpl22	94.27549	1.8809675	11.591155	21.95077	50.04655	7.35535	17.385921	19.08917999267578	25.84494972229004	-61975.426	-62035.41	119.96875	0.0	0.0	True
55	Rps24	38.744232	2.1461136	31.727942	47.777107	47.97478	4.456498	39.85822	42.00271224975586	56.05113220214844	-169370.06	-169429.72	119.3125	0.0	0.0	True
56	Rpl21	33.934937	1.2921804	16.977676	35.25738	36.914703	1.8709091	17.841948	30.028411865234375	47.11037826538086	-113945.17	-113991.06	91.78125	0.0	0.0	True
58	Sfrp1	0.7358378	1.1258701	11.998597	-6.4048305	1.0686872	2.0222538	13.668891	-1.9756468534469604	-19.55011749267578	-352.44666	-399.20508	93.516846	0.0	0.0	True
61	Smim3	22.085722	1.9248892	3.0057268	0.49744114	2.2496424	8.706779	1.9448367	1.48795485496521	-0.12507744133472443	1037.695	989.3508	96.68823	0.0	0.0	True
62	Ptma	30.903822	2.6849294	37.6309	49.025288	30.601168	4.825397	46.83775	45.18318176269531	54.1909065246582	-193163.23	-193206.3	86.125	0.0	0.0	True
63	Rpl18a	16.354025	2.3243842	42.65643	71.85551	25.746418	4.67816	56.741657	64.63201904296875	79.05936431884766	-265246.7	-265308.78	124.1875	0.0	0.0	True
64	Igf2	2.621222	1.6830941	7.005302	-4.0877857	3.7735064	6.055695	11.775959	-7.841155529022217	-1.0125679969787598	441.4771	384.172	114.61023	0.0	0.0	True
65	Pgls	37.36204	1.8178879	3.0868926	3.391523	14.090669	5.506839	3.2747607	2.6397335529327393	4.696198463439941	-2348.718	-2387.6392	77.842285	0.0	0.0	True
67	Nudt21	185.23676	1.4604567	2.273252	2.0476732	283.4782	4.3258386	2.9357452	1.3785181045532227	3.232147455215454	-230.5745	-271.29846	81.44794	0.0	0.0	True
68	Tmem176a	0.7376673	0.6016997	6.2413926	2.1769161	0.4265139	6.8958216	7.3860893	6.864881992340088	-0.43959367275238037	-2169.0154	-2237.2498	136.46875	0.0	0.0	True
71	Rtp4	1.6880984	1.9438725	6.434515	-3.6832688	0.9978788	6.4803343	8.680407	-6.1799116134643555	-0.9581136703491211	331.09363	280.48468	101.217896	0.0	0.0	True
73	Bmp2	2.6726222	2.2925801	4.616391	-2.3083923	1.5151678	7.332104	6.158229	-3.560610055923462	-0.7345905303955078	700.4758	656.26276	88.42615	0.0	0.0	True
76	Cxcl10	0.32487616	0.9573026	7.7856326	2.552613	0.32833472	6.704006	11.3210535	-1.190510630607605	9.151391983032227	-18441.838	-18512.232	140.78906	0.0	0.0	True
77	Gap43	10.588104	1.8281703	6.1462946	-3.5953152	8.405574	6.2500677	9.393797	-5.764031887054443	-0.8618469834327698	512.0963	456.48434	111.22394	0.0	0.0	True
78	Gm13889	0.50511503	1.3881485	6.0942745	-1.9312707	0.20185807	6.4374666	3.3012183	1.7712692022323608	-2.640009880065918	-19.268555	-69.61172	100.686325	0.0	0.0	True
79	Apoe	0.53903306	2.4616256	5.304024	3.8551214	0.5655497	7.6849394	7.012036	6.6079912185668945	1.6225510835647583	-3093.6606	-3139.6719	92.02246	0.0	0.0	True
80	2200002D01Rik	3.2027717	1.6331602	4.118631	0.36320063	2.809775	2.5757425	4.011433	1.7508467435836792	-2.0155606269836426	725.8531	674.151	103.404175	0.0	0.0	True
83	Rps5	5.2233195	2.2902918	80.00447	107.67829	29.070005	5.2766423	64.17624	72.09706115722656	89.57040405273438	-308263.28	-308731.62	936.6875	0.0	0.0	True
84	Hk2	0.8529755	1.7949469	4.085506	2.2251768	0.75652045	7.8223605	4.813027	4.164546012878418	0.5646622776985168	-174.84308	-235.29193	120.897705	0.0	0.0	True
87	S100a6	3.173369	3.593322	529.29395	169.85165	3.0865998	6.0380464	651.11804	130.12307739257812	226.2794189453125	-540301.56	-540372.9	142.625	0.0	0.0	True
88	Nfix	62.424534	1.980614	2.3273077	0.26896602	56.072163	4.961225	2.9157321	-0.3860013484954834	1.1709740161895752	1083.3978	1045.5629	75.66992	0.0	0.0	True
91	Sept4	1.7780111	1.6019392	5.8139005	-2.7233608	2.3593776	3.282833	6.7019324	-0.843465268611908	-6.183752536773682	389.9231	341.02637	97.79346	0.0	0.0	True
92	Tgfb1	6.7321925	1.4503546	4.5873265	-1.7299277	23.822132	2.14733	4.6786327	-0.17394980788230896	-5.138720989227295	609.0324	562.64233	92.78015	0.0	0.0	True
94	Zc3h12a	3.4747953	2.155915	3.8981373	-1.5488546	0.646829	7.633792	1.1930635	0.10102805495262146	-1.898895263671875	648.63574	607.771	81.72949	0.0	0.0	True
95	Isg15	0.42775598	1.4438381	5.659081	-0.35527864	0.31782582	6.9339833	6.351413	-2.0684447288513184	2.9452428817749023	-1408.7959	-1470.0044	122.41699	0.0	0.0	True
98	Bmp1	24.106344	2.1991765	2.7169983	-1.0747293	44.83181	6.2655296	3.1767082	-0.3000906705856323	-1.862175464630127	774.96515	736.7542	76.421875	0.0	0.0	True
99	Camk2n1	5.0822077	1.9269893	4.5079355	-0.93498796	3.6458879	9.009415	7.7499084	0.23400598764419556	-2.19698166847229	713.35675	667.6341	91.44531	0.0	0.0	True
103	Bhlhe40	1.950782	1.5681118	3.8556705	1.6569558	1.2004532	8.032419	4.371728	3.269045352935791	0.275831937789917	389.60718	333.4572	112.29993	0.0	0.0	True
104	Bmp7	4.310642	1.4675478	4.652012	-2.2803032	8.72488	2.2981305	4.8652306	-0.6112134456634521	-5.702520847320557	532.5969	484.43546	96.32294	0.0	0.0	True
106	Pon2	56.356213	2.1058838	2.171059	0.01228107	4.120879	6.939208	1.044003	0.7591807842254639	-0.5562810897827148	1061.0928	1018.7294	84.72681	0.0	0.0	True
107	Maff	1.1744584	2.0548027	4.4623113	0.13625722	0.6592436	6.8730087	4.181098	1.6988774538040161	-0.8632956147193909	613.0354	570.97375	84.12329	0.0	0.0	True
108	Cdkn2a	33.178917	2.0552413	23.898516	33.876545	36.14596	5.484452	34.106808	29.349843978881836	41.53972625732422	-116560.69	-116604.9	88.421875	0.0	0.0	True
