ID	gene	h0_r	h0_alpha	h0_sigma	h0_theta	h1_r	h1_alpha	h1_sigma	h1_theta_T1	h1_theta_Met	h0	h1	lrt	p	q	signif
1482	Snrpd1	54.38438	2.8178813	4.8842916	3.399271	72.02802	4.7823997	6.0942864	2.8160529136657715	4.056643486022949	-2459.8115	-2471.4595	23.295898	0.008707711773078075	0.03512502654410548	True
2419	Ptbp3	20.34286	5.1453466	2.8441923	-0.8681895	5.171286	6.3008595	2.2570593	-0.3522520661354065	-1.0576257705688477	886.2743	874.6675	23.213623	0.008741257178152715	0.035133580882794224	True
939	Anapc13	32.53418	5.311384	2.687059	0.93497765	182.24931	6.4177747	3.04402	0.5214853286743164	1.1571959257125854	1056.9137	1045.3096	23.208252	0.008743456056467848	0.035133580882794224	True
417	Rpusd4	17.690474	6.1031623	2.634627	-1.0315685	6.0379863	6.4361844	1.8395628	-1.4464046955108645	-0.6973305940628052	869.96796	858.3657	23.204468	0.008745005884704202	0.035133580882794224	True
1101	Ramp1	0.07053449	6.4577	2.8934433	-3.2099566	0.10201273	6.652611	1.3256352	-2.114931106567383	-4.33509635925293	173.73547	162.14075	23.189453	0.008751161064051546	0.035133580882794224	True
297	Rps9	63.914062	7.6485453	32.14033	36.641552	84.45189	8.347319	33.731396	35.243446350097656	37.39817810058594	-109334.96	-109346.55	23.171875	0.008758377937420963	0.035133580882794224	True
1009	Dbf4	154.81532	3.6375308	3.5273244	-0.3345965	92.55383	5.327077	4.0359125	-0.8050914406776428	0.0508673824369907	1054.412	1042.8499	23.124268	0.008777983570749116	0.035133580882794224	True
663	Ormdl3	20.475605	5.3651004	2.174931	-0.8733681	14.944832	6.6161757	2.0072665	-0.4418698847293854	-1.1010684967041016	876.70593	865.15137	23.10913	0.008784236164099379	0.035133580882794224	True
1547	Spaca6	3.0326865	5.652828	2.267764	-1.6021974	26.630219	6.6128087	3.0604036	-1.21403169631958	-2.054321527481079	618.11285	606.55835	23.109009	0.00878428617781067	0.035133580882794224	True
878	Borcs6	8.818874	5.1680326	2.780775	-0.5807625	4.463354	6.1081944	2.110587	-0.0840997993946075	-0.7625717520713806	968.922	957.36896	23.10608	0.008785497014242633	0.035133580882794224	True
3589	Rpa1	11.923521	5.7668657	2.614288	-0.13812672	10.968758	8.27608	2.9632533	-0.5309723019599915	0.0850896015763282	1097.9457	1086.4236	23.04419	0.00881116043655493	0.035169224218401685	True
466	Cops7a	68.09173	5.9800177	1.7940371	0.9281306	202.2095	6.2959175	1.8059384	0.5121947526931763	1.1310731172561646	1119.6492	1108.1307	23.036865	0.008814207770889818	0.035169224218401685	True
1498	Fam89b	56.06906	5.273245	2.1007652	-0.47449064	20.44598	6.38687	1.9891949	-0.0756069645285606	-0.6880878806114197	1012.5615	1001.05084	23.021362	0.008820664266820238	0.035169224218401685	True
765	Stard10	0.9109638	6.315927	1.6642398	-2.2841902	2.1464438	5.977805	1.6930562	-1.7198773622512815	-2.8098950386047363	385.52005	374.01825	23.003601	0.008828072793755292	0.035169224218401685	True
707	Cenph	2.8756535	6.434284	3.130413	-0.8160216	3.131076	7.420475	3.2377973	-1.342151165008545	-0.5331652760505676	925.2589	913.78955	22.93872	0.00885524237033836	0.03523522134259383	True
1424	Mboat1	3.22579	5.030648	2.8247924	-1.8583432	2.5953784	6.1094723	2.360551	-1.22896146774292	-2.145471572875977	569.80835	558.34644	22.923828	0.008861502184988303	0.03523522134259383	True
1972	Ankrd9	2.0929756	6.305004	2.5602572	-1.9303901	3.2745779	6.815407	2.7192833	-1.406383395195007	-2.348045587539673	522.13544	510.6948	22.881287	0.008879433086729772	0.03527295710023167	True
1645	Nrip1	9.543092	6.114273	2.2818916	-1.1365331	7.158185	6.78517	1.9133608	-0.6668559312820435	-1.3656562566757202	784.99365	773.59094	22.80542	0.008911591733552616	0.03530772957763369	True
1648	Rad23b	47.912083	3.8649273	3.3919146	1.6943066	96.573814	5.088671	3.7316542	1.210599064826965	2.096816301345825	473.0702	461.67587	22.788635	0.008918738117127584	0.03530772957763369	True
1748	Fxyd1	0.40372545	5.428424	3.3456259	-2.0068696	0.3210185	6.183667	1.458399	-1.0974242687225342	-2.2891221046447754	442.10626	430.71902	22.774475	0.008924775808592451	0.03530772957763369	True
1001	Tmem110	15.061114	6.196357	1.4453863	-1.098829	62.88753	6.9173894	1.3186591	-0.6944968700408936	-1.33769953250885	780.2606	768.87634	22.768555	0.008927302467577428	0.03530772957763369	True
822	Nucb1	39.860012	5.577023	2.0789995	0.7032589	221.06526	6.0804467	2.091741	1.0620229244232178	0.4838777184486389	1162.7866	1151.406	22.76123	0.008930430764192105	0.03530772957763369	True
3046	As3mt	0.84259266	5.977793	2.3535588	-2.377374	2.6770377	5.6361537	3.193368	-1.931883454322815	-3.0945849418640137	391.6421	380.27805	22.728088	0.008944612230293058	0.0353106408717025	True
243	Snrnp27	21.968138	6.522034	3.2126725	2.487383	12.737229	7.0787044	2.4983964	2.0781569480896	2.748549222946167	-86.2345	-97.59451	22.720032	0.008948066207976299	0.0353106408717025	True
3563	Rhoj	8.570497	4.82488	4.7128186	0.451592	5.5931954	7.0220685	5.0739293	0.9734675288200378	0.1527241319417953	1016.29565	1004.9517	22.687866	0.008961883908448995	0.03531576467522792	True
2064	BC005537	35.898846	4.881227	2.5808074	-0.17376179	23.153921	6.2981505	2.490548	0.2357154786586761	-0.4011613726615906	1075.8813	1064.5487	22.665283	0.008971610546033652	0.03531576467522792	True
284	Cygb	3.5118499	2.3978882	8.182804	-0.8528403	3.446334	2.4990501	8.065142	0.1935593783855438	-2.651240110397339	439.40814	428.0791	22.658081	0.00897471693828477	0.03531576467522792	True
382	Nme6	8.455698	6.4662247	1.8811638	-1.489623	36.77838	6.760072	1.8106364	-2.0665416717529297	-1.2372782230377195	675.3498	664.0536	22.592407	0.009003143343647768	0.0353569168398233	True
595	Abhd4	2.8466647	5.9006205	2.1092217	-1.6282525	5.031278	6.1803536	1.9537128	-1.145654559135437	-1.9666612148284912	596.6106	585.32074	22.579712	0.009008659063991734	0.0353569168398233	True
1602	Nudc	33.325253	5.3699775	3.4055958	2.515464	11.3798485	6.321126	2.4119637	2.106839895248413	2.8134987354278564	-189.30656	-200.59424	22.575348	0.009010556696437381	0.0353569168398233	True
2279	Ptp4a3	4.9916983	5.1496644	3.448585	-1.2645617	2.2460318	6.2596445	2.652448	-0.6228814721107483	-1.4373177289962769	768.156	756.8906	22.530762	0.009029990331550542	0.03539993395454945	True
1173	Clcn4	3.3785236	5.706515	2.5262675	-2.028022	3.8366766	6.4830875	2.0783958	-1.4263888597488403	-2.3452084064483643	499.04184	487.7893	22.505066	0.009041228573569104	0.03540470401839211	True
3101	H2-T22	6.086466	3.8424625	4.0988517	-1.415725	2.3576689	5.317153	3.9455857	-1.857349395751953	-0.8136915564537048	784.2059	772.9678	22.476196	0.009053888426473427	0.03540470401839211	True
1322	Dtnbp1	23.122753	4.590793	2.0901186	0.6595137	9.070396	5.8099155	1.4788055	1.062776803970337	0.465726375579834	1155.2189	1143.9839	22.46997	0.00905662325811466	0.03540470401839211	True
1373	Cisd1	19.824049	5.0419016	3.1822805	0.7433016	14.337064	6.4153214	3.184593	0.3923864066600799	1.0513851642608645	1026.0728	1014.8634	22.418701	0.009079206709928553	0.03545981760821628	True
378	Tamm41	21.144361	5.9062476	1.8335507	-1.0813609	116.96845	6.162519	1.7768825	-1.5796996355056765	-0.8536570072174072	816.89557	805.7151	22.360962	0.009104775490301113	0.035526476913135714	True
1726	Traf4	47.01046	3.8921268	2.581468	-0.13263418	3.98925	6.474273	1.6003319	0.3735978305339813	-0.2869848012924194	1079.5397	1068.3848	22.309814	0.009127546269548929	0.035577822879352065	True
1013	Usp9x	83.44443	4.8564243	2.3842416	-0.5396444	52.37863	5.8757663	2.3176396	-0.136700764298439	-0.776797890663147	986.8204	975.67377	22.293213	0.009134961461963333	0.035577822879352065	True
1179	1110004F10Rik	54.437855	5.4248667	2.310342	2.3690953	1067.0132	5.7871737	2.5402796	1.9724270105361936	2.59016227722168	201.00627	189.88068	22.25119	0.009153785951325896	0.03561461022468331	True
2140	Mast4	6.1512213	5.176373	2.2057269	-0.19983028	5.248316	6.3350377	2.0270722	0.2197843790054321	-0.4239547252655029	1063.109	1052.0051	22.207764	0.009173320693535505	0.03561461022468331	True
381	Gm9774	37.94335	5.819226	2.2662346	0.5340983	282.975	6.681668	2.3761845	0.8723752498626709	0.328247994184494	1164.8545	1153.7513	22.206299	0.009173981164218432	0.03561461022468331	True
843	Tmem173	1.6331578	6.313798	2.2861896	-1.969702	2.1938703	6.7748175	2.3599641	-1.4663938283920288	-2.344736099243164	503.7992	492.70105	22.19629	0.009178496102413001	0.03561461022468331	True
2048	Vegfa	7.431895	5.9220767	2.9318852	-1.0637219	9.703523	6.9757833	2.9971845	-0.6132238507270813	-1.3409488201141355	823.01	811.93933	22.141357	0.009203355132720829	0.035645002331015224	True
4102	Ehd1	3.8570998	1.722105	2.2795324	1.3656894	3.9178488	1.655503	2.1444154	1.8625394105911253	0.1835416555404663	752.59045	741.52924	22.122437	0.009211948305977838	0.035645002331015224	True
222	Gm26917	130.526	5.181562	2.0924125	3.2901201	63.88447	5.8227963	1.9651791	2.900986909866333	3.5245800018310547	-863.57465	-874.6284	22.107544	0.009218723784668434	0.035645002331015224	True
2711	Maged2	12.926771	4.214849	4.259122	-0.43771788	9.436995	6.072504	4.781086	0.0665180310606956	-0.7880395650863647	972.63495	961.58307	22.10376	0.009220446881987907	0.035645002331015224	True
406	Frat2	0.91389465	6.544162	4.338605	-1.8634137	0.881312	7.3938985	3.831174	-1.1451565027236938	-2.1987619400024414	553.20184	542.1811	22.041504	0.009248888879357917	0.035701492851542796	True
3673	Gfpt1	11.5961485	5.2834487	2.268713	-1.0696898	6.1211987	6.607681	1.8606104	-0.598673939704895	-1.280908703804016	807.3933	796.39185	22.00293	0.00926659992493164	0.035701492851542796	True
1635	Rock1	8.701568	5.758032	1.8872316	-0.18489343	6.7361417	6.3947635	1.3976283	0.204720452427864	-0.3740095496177673	1072.5973	1061.5977	21.999268	0.00926828484227108	0.035701492851542796	True
2032	Cpm	0.44410914	5.53969	5.196811	-3.1107259	0.45742473	6.309647	4.6269927	-2.070669651031494	-3.663923978805542	307.26108	296.29645	21.92926	0.009300614475314007	0.035701492851542796	True
2900	Uck2	8.81019	3.1085038	3.1824722	0.776139	3.8874035	5.4106884	2.9288483	0.512598991394043	1.3271913528442385	784.9928	774.0314	21.922852	0.009303584966314591	0.035701492851542796	True
438	Chchd3	58.599483	6.203162	2.2779217	0.7171922	267.82272	6.80123	2.3434083	0.356824666261673	0.9111596345901488	1141.6796	1130.7216	21.916016	0.009306755955540494	0.035701492851542796	True
1430	Rpl37a	31.597704	5.254674	20.489126	26.583433	22.78049	5.388128	18.866678	26.79098320007324	26.38072204589844	-65794.51	-65805.46	21.90625	0.009311289828158485	0.035701492851542796	True
889	Arih1	3.0578418	6.4969354	2.72226	0.36436942	2.9982262	6.8729305	2.3665621	0.8145233392715454	0.1145804077386856	1087.4097	1076.4657	21.88794	0.009319802187037877	0.035701492851542796	True
929	Tgfbi	3.1780179	2.7961566	4.241311	-0.7250765	1.4171686	5.171119	4.2868114	0.042180560529232	-1.0554442405700684	813.82874	802.8868	21.883911	0.009321677369630304	0.035701492851542796	True
363	Mad2l2	10.4801655	5.2763176	2.1196365	-1.251952	64.835915	5.5451083	2.034279	-0.8189027905464172	-1.5380152463912964	743.9838	733.059	21.84961	0.009337672429194328	0.035701492851542796	True
1298	Fbxl15	16.135592	6.5083804	0.82479775	-1.8486474	146.902	6.634577	1.1327268	-1.3971881866455078	-2.210165977478028	511.8491	500.92438	21.849426	0.009337758379263043	0.035701492851542796	True
1879	Mcl1	14.343785	2.100623	2.6015246	0.78385997	12.932288	2.4259756	2.558976	1.2431617975234983	0.0573284775018692	1062.8159	1051.8995	21.832764	0.0093455481028957	0.035701492851542796	True
3603	Anxa6	6.556026	4.88028	3.7644033	-0.97077566	3.8639925	5.603513	3.4006557	-0.4115308225154876	-1.220637559890747	856.34045	845.4247	21.831543	0.009346119449530467	0.035701492851542796	True
1718	Xpnpep1	111.83657	4.1902065	1.9948962	-0.44258878	23.993433	5.3534665	1.7598546	-0.0454973690211772	-0.6662564873695374	1014.0033	1003.1128	21.781006	0.009369828900358543	0.03571052605103274	True
2244	mt-Nd3	90.4936	3.18586	2.0441897	-0.17207935	17.098692	5.95614	2.035402	0.2153757214546203	-0.4248589277267456	1076.0872	1065.2045	21.76538	0.009377184235108915	0.03571052605103274	True
1174	Pcgf5	8.425632	6.204576	2.7281358	-1.2039684	5.2431865	6.8522315	2.4640415	-1.6846380233764648	-0.9158701300621032	807.7967	796.93414	21.725098	0.009396198845267987	0.03571052605103274	True
2933	Prrx1	4.513725	3.9555383	3.163405	2.2162223	4.048661	5.99475	3.4915023	1.733889937400818	2.6141891479492188	197.07834	186.23912	21.678436	0.0094183217809341	0.03571052605103274	True
901	Med7	11.524845	5.926986	2.6998415	-0.9233523	12.6515665	6.4564714	2.648835	-1.4503414630889893	-0.6703706383705139	897.52295	886.69116	21.663574	0.009425389921201677	0.03571052605103274	True
784	Cryzl1	96.41319	6.005611	2.2506788	-0.5373007	186.74739	6.6350017	2.115659	-0.9414588809013368	-0.3152230679988861	1008.6584	997.8273	21.662231	0.009426029154707296	0.03571052605103274	True
1991	Rab11b	26.494211	6.288197	2.0919068	1.1203383	22.22126	7.1540265	1.9092196	1.4747220277786257	0.9299194812774658	1079.5629	1068.7393	21.647217	0.009433181346496684	0.03571052605103274	True
842	Timp1	1.4710027	4.529689	4.064204	3.3348958	1.4281365	5.513773	3.8624926	4.14937686920166	2.7955822944641118	-2539.544	-2550.3477	21.607422	0.00945219108688133	0.03571052605103274	True
139	Rpl13	43.480896	2.5839982	39.650784	66.89932	49.980133	3.0699348	41.54681	64.30747985839844	71.1307144165039	-248025.9	-248036.7	21.59375	0.009458739800751462	0.03571052605103274	True
2896	Cct7	10.773978	4.1988273	4.545939	5.610938	7.4926143	6.3214293	3.5525827	4.948087692260742	6.103805541992188	-6211.419	-6222.2056	21.573242	0.00946857992076005	0.03571052605103274	True
3588	Col1a1	5.700107	2.816617	6.051931	-0.83454037	4.53892	5.7779946	7.94486	-0.0969578400254249	-1.631346344947815	732.4241	721.6396	21.56897	0.00947063228566953	0.03571052605103274	True
700	Cox6c	6.483528	4.8322525	6.673878	9.906649	6.338107	6.622006	6.5686774	8.587081909179688	10.778486251831056	-18645.795	-18656.562	21.535156	0.009486908770314911	0.03571052605103274	True
367	Cdca7	126.10186	3.4681234	3.3478644	-0.08760986	24.956459	5.709108	3.877578	-0.4859992861747741	0.3463862240314483	1069.2363	1058.4738	21.525146	0.00949173786682918	0.03571052605103274	True
1127	Bst2	1.6740422	3.6968853	5.5233493	-2.2391336	0.3557659	6.047333	2.5346966	-1.9460041522979736	-0.6976356506347656	596.89264	586.1328	21.519653	0.009494389931403613	0.03571052605103274	True
353	Tnfrsf21	0.06733216	6.5094047	2.4535313	-3.1297405	0.30799016	7.090383	5.68985	-2.972851037979126	-5.237010955810547	170.45389	159.69733	21.513123	0.009497544598617298	0.03571052605103274	True
1289	Cox7b	261.77124	4.5580025	6.262704	6.0206776	1096.6332	6.3759823	7.265969	5.42116641998291	6.469753742218018	-6581.0557	-6591.8022	21.493164	0.009507199888222493	0.03571052605103274	True
645	Eif3e	25.467926	5.7952895	5.3357196	7.3689346	21.172424	7.408566	5.289602	6.693195343017578	7.787123203277588	-8985.535	-8996.271	21.472656	0.00951714125090374	0.03571052605103274	True
733	Chchd2	109.70882	1.7876412	7.3532805	11.88598	126.70038	1.9656525	7.4151335	10.593306541442873	14.607088088989258	-21520.717	-21531.453	21.472656	0.00951714125090374	0.03571052605103274	True
1965	Ech1	69.65148	5.289436	2.158633	-0.039303176	195.888	4.794183	2.0819702	-0.4271714687347412	0.1768340617418289	1120.55	1109.8175	21.465088	0.009520815138558658	0.03571052605103274	True
2289	Tomm5	37.704777	3.191011	3.7102883	2.7133846	6.102081	5.37809	2.4207356	2.342844247817993	3.179459571838379	-820.89276	-831.61835	21.451172	0.00952757808041155	0.03571052605103274	True
856	Pmepa1	15.966981	2.9182856	5.501073	-0.1111016	15.965498	3.3314607	5.636858	0.5234814882278442	-0.925364911556244	874.15735	863.4321	21.45044	0.009527934086360733	0.03571052605103274	True
1068	Gm15050	0.95847386	6.472732	1.3741915	-2.500074	2.8218567	6.6767044	1.4733802	-1.920487880706787	-3.0037665367126465	338.8167	328.12198	21.389465	0.009557682887927564	0.03573248933331927	True
3028	Egln2	13.248474	5.2256694	2.9261339	0.022500366	8.373229	6.8671846	2.7929509	0.4423108100891113	-0.194950446486473	1100.8405	1090.1465	21.38794	0.009558429296653353	0.03573248933331927	True
2811	Pja1	47.259953	3.791782	1.9819376	-0.6249041	7.325372	5.433871	1.481279	-0.1959167718887329	-0.8126838803291321	957.5856	946.89264	21.385864	0.00955944557900238	0.03573248933331927	True
979	Psph	3.79113	5.484537	2.75698	-0.049930107	3.9648647	6.260663	2.886682	-0.5378257632255554	0.2206045091152191	1056.1598	1045.4883	21.343018	0.009580468766321466	0.035752435217571835	True
368	Gamt	2.9060273	5.8971124	3.1096458	-1.0274037	3.3297906	7.014808	3.5414143	-1.6142441034317017	-0.7835673689842224	836.825	826.158	21.333984	0.009584913287907816	0.035752435217571835	True
893	Frmd8	13.513912	4.332588	2.1381707	-1.0315404	115.59487	5.701717	2.3135245	-0.6347835659980774	-1.3114664554595947	831.0947	820.4345	21.320435	0.009591586829804558	0.035752435217571835	True
506	Naa10	216.78989	4.361892	2.2630596	0.93838185	983.8648	6.0440693	2.4251204	0.6044887900352478	1.179848074913025	1072.3029	1061.6583	21.289062	0.009607075324958844	0.035752435217571835	True
706	Cox6a1	61.418648	2.378128	3.9937534	4.626665	854.1206	2.6410692	4.2771297	4.0547637939453125	5.530640125274658	-3933.4434	-3944.0874	21.288086	0.00960755796825393	0.035752435217571835	True
273	Gnb2l1	301.44156	3.8979967	17.515947	25.305178	126.62366	6.29744	20.647377	23.75367927551269	26.7066650390625	-71612.13	-71622.76	21.25	0.009626429917845342	0.035790792372487265	True
9	Junb	9.851914	3.914133	49.915947	27.740961	10.324099	3.3690436	45.838284	29.51368904113769	24.214841842651367	-66138.19	-66148.8	21.21875	0.009641970088012042	0.03579118896708219	True
334	Trip11	5.090918	5.874553	2.3326905	-1.7626323	7.801882	6.688396	2.3335485	-1.262413501739502	-2.088720798492432	574.9122	564.3117	21.200928	0.009650855219368232	0.03579118896708219	True
4020	Celf2	4.3903923	5.5109887	2.4426067	0.17996818	3.4003177	5.934705	1.7052889	0.6216315031051636	-0.0199244543910026	1104.2065	1093.6108	21.191406	0.009655609120119061	0.03579118896708219	True
3096	Eif2s3y	40.226807	4.523199	2.5265784	-0.90485764	93.320984	6.42816	2.8661916	-1.3226220607757568	-0.6458668112754822	903.09863	892.5081	21.18103	0.009660794724783131	0.03579118896708219	True
1905	Grina	23.401949	2.6494424	2.4959958	0.33067408	8.759621	4.7389393	2.7374196	0.7057676911354065	-0.0825561210513114	1099.5076	1088.9542	21.10669	0.009698111269224464	0.035866530845537675	True
102	Nucks1	7.48145	3.2196028	4.178585	2.3116686	3.4635239	5.1459126	3.524951	1.8926118612289429	2.9157817363739014	-941.04987	-951.603	21.106323	0.009698296208532561	0.035866530845537675	True
2094	Bcl9l	4.409507	6.5305586	1.087801	-1.8812577	55.40514	6.636879	1.2553474	-1.4181801080703735	-2.2296626567840576	501.29523	490.76453	21.061401	0.009720986834607327	0.03588761341109062	True
281	Dock6	0.4236847	6.5480366	1.1911072	-3.0278883	0.7184541	6.724546	1.2230186	-2.3165395259857178	-3.734272718429565	221.73242	211.2019	21.061035	0.009721172141984825	0.03588761341109062	True
445	Mitf	0.4063833	6.483502	1.907619	-2.487648	0.61380106	6.3615637	1.7596117	-1.854706168174744	-3.0719285011291504	324.19498	313.67862	21.032715	0.009735532156322687	0.03590890457305606	True
798	Rnf126	105.51348	4.5483875	2.7920527	0.58362126	242.30983	6.2158875	3.095963	0.2020493000745773	0.831991970539093	1110.8429	1100.3463	20.993164	0.009755658208660423	0.03590987392637762	True
789	Gtpbp10	14.097635	5.6541333	2.4185336	-1.2415968	8.1416235	6.1234665	1.9197193	-1.7006666660308838	-0.9330487847328186	787.55023	777.068	20.964478	0.009770307655970326	0.03590987392637762	True
4095	Rpl35	117.80795	2.4557216	17.705564	35.241295	892.2944	4.2159085	23.46121	33.477561950683594	37.73582077026367	-109560.49	-109570.96	20.9375	0.00978412509962525	0.03590987392637762	True
4177	Rpl7	85.71059	7.036501	17.02978	20.03053	91.158554	6.638382	16.146332	21.066804885864254	19.31552505493164	-45693.934	-45704.39	20.914062	0.009796161243021026	0.03590987392637762	True
1553	Cyb5r3	18.938768	4.953549	2.984519	2.0311174	7.394259	7.186733	2.134009	2.4678385257720947	1.8159635066986084	519.0863	508.63113	20.91034	0.009798075334006808	0.03590987392637762	True
2318	Nars	8.049284	3.9194298	2.6675813	1.2740177	4.888352	6.4343615	2.3986514	0.9182880520820618	1.6225968599319458	761.6162	751.1636	20.905273	0.009800682314034545	0.03590987392637762	True
629	Gbp2	1.1825243	5.0756197	6.710394	-2.4667323	0.69740236	7.273914	6.7409725	-3.1114368438720703	-1.6537832021713257	513.2909	502.84137	20.899048	0.009803886988641996	0.03590987392637762	True
1303	Arhgap23	0.43543506	6.4621296	1.6683806	-2.6321707	0.8781555	6.468973	2.1165454	-2.06169056892395	-3.3095061779022217	292.85312	282.4067	20.892822	0.009807094277138818	0.03590987392637762	True
688	Stxbp1	3.0165906	6.383343	1.7357965	-1.5900595	5.555329	6.586644	1.7418283	-1.124337077140808	-1.9139264822006223	602.5287	592.09906	20.859253	0.009824423417221236	0.03590987392637762	True
3720	Lmo7	4.279885	6.171004	2.5152133	-1.6094829	5.242544	6.2472196	2.600227	-2.253408193588257	-1.3632240295410156	641.1221	630.6946	20.85498	0.009826633643784619	0.03590987392637762	True
3020	Slc43a1	0.3567913	6.174242	2.7630165	-2.4971056	0.45568308	6.5377927	2.3758214	-1.7855265140533447	-3.061699628829956	330.55453	320.13373	20.841614	0.009833553693103762	0.03590987392637762	True
821	Ppat	27.16376	5.910173	2.4972615	-0.8717408	16.214931	6.6727285	2.5443823	-1.3472565412521362	-0.6447327136993408	908.1549	897.73975	20.830322	0.009839407566973381	0.03590987392637762	True
1075	Hmgcs2	0.07664206	6.488308	3.0960357	-3.1108067	0.12079726	6.6276693	2.6919413	-2.193769693374634	-4.266430854797363	178.77643	168.36906	20.814728	0.009847503115489053	0.03590987392637762	True
1372	Axin2	0.2704409	6.3510947	2.6753216	-2.788435	1.409489	5.717269	4.2298923	-2.501460313796997	-3.970045566558838	275.8679	265.4785	20.778809	0.009866201117422525	0.035946690906459224	True
318	Mns1	2.6617315	6.018439	2.808011	-2.0724049	4.8619523	6.992502	3.1148012	-2.8382606506347656	-1.8064664602279663	532.26404	521.92444	20.6792	0.009918427434434277	0.03610549498998331	True
760	Coa3	106.251076	5.0120425	3.3230383	-0.34085476	163.76549	5.4542904	3.2709737	-0.7613278031349182	-0.0545867495238781	1082.1353	1071.8197	20.631104	0.00994384345500436	0.03610640269042133	True
2074	B4galt6	3.8266497	5.082819	2.4684958	-1.8599244	4.692933	6.076164	2.3441014	-1.336477518081665	-2.164445400238037	560.43933	550.12964	20.619385	0.009950056053120111	0.03610640269042133	True
852	Actg1	3.4930294	4.8345323	15.645469	20.441307	3.6475308	6.220769	16.825659	17.775737762451172	22.1132869720459	-59500.277	-59510.58	20.601562	0.009959519477474098	0.03610640269042133	True
16	Clu	0.46697786	6.1831207	4.696435	1.0727111	0.5169327	6.5448103	5.3199973	0.128788560628891	1.5119518041610718	204.1203	193.83524	20.57013	0.009976252816203172	0.03610640269042133	True
2009	Zswim6	1.9727584	6.351528	2.4700253	-1.6846352	1.9334902	6.6408863	2.0122406	-1.14496111869812	-1.9725168943405151	589.6853	579.40283	20.564941	0.009979020679634062	0.03610640269042133	True
2932	Txndc5	50.28377	6.1268253	1.4669354	1.0435624	70.12417	6.551968	1.2951748	1.359007716178894	0.877142608165741	1110.7148	1100.4478	20.53418	0.009995460521921814	0.03610640269042133	True
2659	Rpl31	133.05547	4.52033	11.251726	18.169186	91.34744	6.359546	12.503873	17.18326187133789	18.869829177856445	-41744.95	-41755.215	20.53125	0.009997029253552604	0.03610640269042133	True
2087	Ndufs6	87.28517	5.1944766	3.3827753	2.9450777	397.13614	5.557406	3.442912	2.524580478668213	3.2198646068573	-638.0667	-648.3253	20.517212	0.010004552088157852	0.03610640269042133	True
467	Hnrnph2	18.45304	6.116102	1.6752996	-0.96604085	65.93904	6.462748	1.6285844	-0.590936541557312	-1.189525842666626	835.6523	825.40894	20.486694	0.010020945567521608	0.03610640269042133	True
1620	Foxo1	1.4363574	6.325441	2.8611457	-2.1412752	2.5246668	6.239918	2.8165884	-1.5986074209213257	-2.591349601745605	462.7348	452.49362	20.48236	0.010023278042157168	0.03610640269042133	True
2713	Tkt	20.794113	3.2614913	2.9744632	2.7703218	8.613373	6.1754513	2.7273962	2.431038856506348	3.13246750831604	-473.66714	-483.90668	20.479065	0.010025052074594816	0.03610640269042133	True
1256	Plppr2	1.0144472	6.508857	1.3896763	-2.4240859	2.1055884	6.8080196	1.5009676	-1.8565949201583865	-2.9048571586608887	349.32632	339.09143	20.469788	0.010030050201986095	0.03610640269042133	True
664	Cited4	0.080095574	6.430945	5.169468	-3.8449433	0.1489022	6.668836	4.928612	-2.841629981994629	-5.343428611755371	136.95114	126.717125	20.468033	0.010030996296621	0.03610640269042133	True
120	Rps4x	46.422897	6.6763515	38.31619	44.44502	56.851463	6.804292	38.342617	45.598514556884766	43.38888549804688	-138716.89	-138727.1	20.40625	0.01006441683704698	0.036127666436030374	True
371	Prim1	6.90404	5.9907594	3.1530054	-1.518302	9.993725	7.0080967	3.3624625	-2.103123903274536	-1.2616760730743408	725.25696	715.05884	20.39624	0.010069852584891653	0.036127666436030374	True
502	Lamp2	7.932428	4.358862	4.3761616	0.9994076	1.9558182	6.194637	2.4190023	1.6611905097961426	0.8597062826156616	969.0998	958.90186	20.395874	0.010070051445897073	0.036127666436030374	True
1792	Nutf2	373.41962	2.8618608	2.3189626	0.6381056	365.74646	4.9812593	2.7402284	0.3134598135948181	1.0001014471054075	1085.9998	1075.8036	20.392334	0.01007197526147903	0.036127666436030374	True
2594	Eci2	9.907157	5.464875	2.5541215	0.99174845	7.292239	6.426928	2.1196818	1.3829151391983032	0.788658618927002	1085.4363	1075.2612	20.350098	0.010094985337361025	0.036127666436030374	True
211	Phlda1	0.90796834	6.35483	6.870077	5.582095	0.8880156	7.4225745	5.813781	6.657084465026856	4.789355754852295	-5423.7373	-5433.911	20.347656	0.01009631895215963	0.036127666436030374	True
525	Aimp1	37.505993	6.0112333	2.4776137	2.0027506	23.749048	6.415565	2.104588	1.6540923118591309	2.219133853912353	475.9118	465.73898	20.345642	0.010097419094827345	0.036127666436030374	True
709	Cdca8	21.140425	3.9714737	6.1984477	-1.5728797	217.14827	5.5575	7.163892	-2.1985676288604736	-1.0627104043960571	834.0952	823.9383	20.313843	0.010114821086475975	0.036130566039156015	True
2543	Dpy30	55.91879	3.367974	3.8975158	1.3489699	97.53647	5.6004543	4.8260517	0.8878379464149475	1.791634202003479	436.0645	425.92194	20.285156	0.010130571633524307	0.036130566039156015	True
464	Dfna5	15.197578	6.5472736	1.2061633	-1.3436333	91.19347	7.0881763	1.2022927	-1.856215476989746	-1.139833927154541	692.9074	682.7709	20.273071	0.010137221591093974	0.036130566039156015	True
