source	term_id	term_name	p_value	adjusted_p_value	term_size	query_size	intersection_size	precision	recall	intersection_genes
GO:BP	GO:0050896	response to stimulus	1.3174547286926582e-06	1.3174547286926582e-06	1812	248	167	0.6733870967741935	0.09216335540838852	Gpx3,Spp1,Cxcl14,Igfbp3,Ctsc,Socs2,Aqp1,Cebpb,Kctd11,Ubb,Serpine2,Ier3,Thbs1,Plat,Hk2,Notum,Mgst1,Trf,Apod,Bhlhe40,Litaf,Sparcl1,Ppp1r14a,Tbx2,Tgfb1,Apoe,Camk2n1,Odc1,Fosb,Jup,Hspb1,Car2,Cdo1,Susd6,Zc3h12a,Smad7,Phlda3,Wipi1,Socs3,Map1lc3a,S100b,Itm2c,Mmp14,Lcn2,Col6a3,Sdc1,Adamts4,Ift20,Bcl3,Pdgfrb,Usp2,Cdkn1a,Fau,Angptl4,Cdc42ep4,Fn1,Bnip3l,Neat1,Cd81,Prnp,Auts2,Arid5a,Mbtps2,Hilpda,Csnk1e,Fzd1,Gadd45a,Prkar1a,Tgif1,Rgcc,F3,Angptl2,Ptpn1,Ddit4,Ifitm1,Spag9,Nfkb1,Ppp1r2,Snai1,Ndrg1,Gadd45b,Pim1,Rnase4,Fgfr1,Cd63,Thy1,Bok,Nbl1,Dnajc3,Dusp6,Sfpq,Nfkbiz,Alcam,Psap,Gnai2,Fosl2,Igfbp4,Crip1,Sde2,Cd9,Gsto1,P4hb,Igfbp5,Mt2,Plin2,Rcn3,Id3,Tpt1,Rhoc,Tmbim1,Csrnp1,Kdm6b,Mdk,Fth1,Plk2,Mat2a,Nr4a1,Sox4,Sparc,Ptges,Bag3,Map1lc3b,Lgmn,Serinc3,Errfi1,Glul,Slc3a2,Zfp36l1,Jak1,Ccl7,Top1,Nfil3,Tsc22d3,Camk2d,Stat3,Tnfrsf1a,Rhoj,Cygb,Ehd1,Mcl1,Timp1,Pmepa1,Junb,Lamp2,Btg1,Wsb1,Mt1,Klf9,Zfand5,Prdx5,Rassf1,Ppp1cc,Hspa5,Gng11,Ube2b,Sod2,Acta2,Fosl1,Hes1,Fermt2,Pcolce,Nr4a2,Sh3glb1,Col4a1,Vcp,Maged1,Ppp1ca
GO:BP	GO:0008219	cell death	2.8684772706751328e-06	2.8684772706751328e-06	563	248	75	0.3024193548387097	0.13321492007104796	Spp1,Igfbp3,Ctsc,Aqp1,Cebpb,Ubb,Ier3,Thbs1,Hk2,Tbx2,Tgfb1,Apoe,Hspb1,Zc3h12a,Phlda3,Itm2c,Lcn2,Col6a3,Bcl3,Cdkn1a,Angptl4,Bnip3l,Prnp,Slc39a7,Fzd1,Gadd45a,Rgcc,F3,Ptpn1,Ddit4,Nfkb1,Snai1,Gadd45b,Pim1,Fgfr1,Bok,Dnajc3,Dusp6,Nfkbiz,Gnai2,Fosl2,Crip1,P4hb,Tpt1,Tmbim1,Csrnp1,Mdk,Fth1,Plk2,Nr4a1,Sox4,Bag3,Lgmn,Serinc3,Errfi1,C1d,Zfp36l1,Tsc22d3,Ccnl1,Camk2d,Tnfrsf1a,Mcl1,Timp1,Phlda1,Btg1,Mt1,Hspa5,Ube2b,Sod2,Nr4a2,Sh3glb1,Maged1,Son,Dad1,Ppp1ca
GO:BP	GO:0012501	programmed cell death	2.8684772706751328e-06	2.8684772706751328e-06	563	248	75	0.3024193548387097	0.13321492007104796	Spp1,Igfbp3,Ctsc,Aqp1,Cebpb,Ubb,Ier3,Thbs1,Hk2,Tbx2,Tgfb1,Apoe,Hspb1,Zc3h12a,Phlda3,Itm2c,Lcn2,Col6a3,Bcl3,Cdkn1a,Angptl4,Bnip3l,Prnp,Slc39a7,Fzd1,Gadd45a,Rgcc,F3,Ptpn1,Ddit4,Nfkb1,Snai1,Gadd45b,Pim1,Fgfr1,Bok,Dnajc3,Dusp6,Nfkbiz,Gnai2,Fosl2,Crip1,P4hb,Tpt1,Tmbim1,Csrnp1,Mdk,Fth1,Plk2,Nr4a1,Sox4,Bag3,Lgmn,Serinc3,Errfi1,C1d,Zfp36l1,Tsc22d3,Ccnl1,Camk2d,Tnfrsf1a,Mcl1,Timp1,Phlda1,Btg1,Mt1,Hspa5,Ube2b,Sod2,Nr4a2,Sh3glb1,Maged1,Son,Dad1,Ppp1ca
GO:BP	GO:0043067	regulation of programmed cell death	3.1990400485403712e-06	3.1990400485403712e-06	431	248	63	0.2540322580645161	0.14617169373549885	Spp1,Igfbp3,Ctsc,Aqp1,Cebpb,Ubb,Ier3,Thbs1,Tgfb1,Apoe,Hspb1,Zc3h12a,Phlda3,Itm2c,Bcl3,Cdkn1a,Angptl4,Bnip3l,Prnp,Slc39a7,Fzd1,Gadd45a,Rgcc,F3,Ptpn1,Snai1,Gadd45b,Pim1,Fgfr1,Bok,Dnajc3,Dusp6,Gnai2,P4hb,Tpt1,Tmbim1,Mdk,Fth1,Plk2,Nr4a1,Sox4,Bag3,Lgmn,Serinc3,Zfp36l1,Tsc22d3,Ccnl1,Camk2d,Tnfrsf1a,Mcl1,Timp1,Phlda1,Btg1,Mt1,Hspa5,Ube2b,Sod2,Nr4a2,Sh3glb1,Maged1,Son,Dad1,Ppp1ca
GO:BP	GO:0065007	biological regulation	3.5343923856338934e-06	3.5343923856338934e-06	2427	248	202	0.8145161290322581	0.08323032550473836	Spp1,Cxcl14,Igfbp3,Ctsc,Socs2,Aqp1,Fxyd6,Cebpb,Kctd11,Tmem176a,Ubb,Serpine2,Ier3,Thbs1,Tshz2,Plat,Hk2,Notum,Trf,Apod,Bhlhe40,Litaf,Mfge8,Sparcl1,Ppp1r14a,Tmem176b,Tbx2,Tgfb1,Apoe,Camk2n1,Odc1,Fosb,Jup,Cxxc5,Bmyc,Crip2,Cdk2ap2,Hspb1,Car2,Cdo1,Maff,Zc3h12a,Smad7,Phlda3,Timp3,Wipi1,Socs3,Map1lc3a,S100b,Itm2c,Mmp14,Lcn2,Col6a3,Sdc1,Midn,Gem,Ift20,Bcl3,Pdgfrb,Usp2,Cdkn1a,Angptl4,Cdc42ep4,Fn1,Bnip3l,Cd81,Prnp,Auts2,Arid5a,Mbtps2,Slc39a7,Hilpda,Csnk1e,Fzd1,Irf2bpl,Gadd45a,Mafg,Prkar1a,Tgif1,Fbln2,Rgcc,F3,Fkbp7,Angptl2,Ptpn1,Ddit4,Tmem59,Ifitm1,Spag9,Itm2b,Nfkb1,Ppp1r2,Snai1,Ndrg1,Gadd45b,Surf4,Pim1,Gpm6b,Fgfr1,Oaz2,Cd63,Thy1,Bok,Vmp1,Nbl1,Tmed9,Dnajc3,Dusp6,Srp9,Pofut2,Sfpq,Nfkbiz,Psap,Gnai2,Fosl2,Igfbp4,Crip1,Sde2,Cd9,Gsto1,P4hb,Igfbp5,Dusp5,Basp1,Mt2,Rcn3,Id3,Tpt1,Rhoc,Eln,Tmbim1,Csrnp1,Kdm6b,Mdk,Fth1,Plk2,Mat2a,Nr4a1,Sox4,Sparc,Ptges,Bag3,Map1lc3b,Lgmn,Serinc3,Errfi1,C1d,Glul,Slc3a2,Zfp36l1,Jak1,Ccl7,Top1,Nfil3,Sh3bgrl,Erf,Slc6a6,Adamts1,Tsc22d3,Ccnl1,Camk2d,Stat3,Tnfrsf1a,Rhoj,Cygb,Ehd1,Mcl1,Timp1,Pmepa1,Junb,Lamp2,Phlda1,Btg1,Wsb1,Mt1,Sub1,Tob2,Klf9,Mgp,Zfand5,Rassf1,Ppp1cc,Hspa5,Gng11,Ube2b,Sod2,Acta2,Eif4g2,Nab2,Lrp1,Fosl1,Hes1,Fermt2,Nr4a2,Sh3glb1,Col4a1,Klf13,Vcp,Maged1,Son,Dad1,Ppp1ca
GO:BP	GO:0006915	apoptotic process	4.8590790166264434e-06	4.8590790166264434e-06	546	248	73	0.29435483870967744	0.1336996336996337	Spp1,Igfbp3,Ctsc,Aqp1,Cebpb,Ubb,Ier3,Thbs1,Hk2,Tbx2,Tgfb1,Apoe,Hspb1,Zc3h12a,Phlda3,Itm2c,Lcn2,Col6a3,Bcl3,Cdkn1a,Angptl4,Bnip3l,Prnp,Fzd1,Gadd45a,Rgcc,F3,Ptpn1,Ddit4,Nfkb1,Snai1,Gadd45b,Pim1,Fgfr1,Bok,Dnajc3,Dusp6,Nfkbiz,Gnai2,Fosl2,Crip1,P4hb,Tpt1,Tmbim1,Csrnp1,Mdk,Plk2,Nr4a1,Sox4,Bag3,Lgmn,Serinc3,Errfi1,C1d,Zfp36l1,Tsc22d3,Ccnl1,Camk2d,Tnfrsf1a,Mcl1,Timp1,Phlda1,Btg1,Mt1,Hspa5,Ube2b,Sod2,Nr4a2,Sh3glb1,Maged1,Son,Dad1,Ppp1ca
GO:BP	GO:0050794	regulation of cellular process	6.504285762603731e-06	6.504285762603731e-06	2294	248	194	0.782258064516129	0.08456843940714909	Spp1,Cxcl14,Igfbp3,Ctsc,Socs2,Aqp1,Cebpb,Kctd11,Tmem176a,Ubb,Serpine2,Ier3,Thbs1,Tshz2,Plat,Hk2,Notum,Trf,Apod,Bhlhe40,Litaf,Mfge8,Sparcl1,Ppp1r14a,Tmem176b,Tbx2,Tgfb1,Apoe,Odc1,Fosb,Jup,Cxxc5,Bmyc,Crip2,Cdk2ap2,Hspb1,Car2,Maff,Zc3h12a,Smad7,Phlda3,Timp3,Wipi1,Socs3,Map1lc3a,S100b,Itm2c,Mmp14,Lcn2,Col6a3,Sdc1,Midn,Gem,Ift20,Bcl3,Pdgfrb,Usp2,Cdkn1a,Angptl4,Cdc42ep4,Fn1,Bnip3l,Cd81,Prnp,Auts2,Arid5a,Mbtps2,Slc39a7,Hilpda,Csnk1e,Fzd1,Irf2bpl,Gadd45a,Mafg,Prkar1a,Tgif1,Fbln2,Rgcc,F3,Fkbp7,Ptpn1,Ddit4,Tmem59,Ifitm1,Spag9,Itm2b,Nfkb1,Ppp1r2,Snai1,Ndrg1,Gadd45b,Surf4,Pim1,Gpm6b,Fgfr1,Oaz2,Cd63,Thy1,Bok,Vmp1,Nbl1,Tmed9,Dnajc3,Dusp6,Srp9,Pofut2,Sfpq,Nfkbiz,Psap,Gnai2,Fosl2,Igfbp4,Crip1,Sde2,Cd9,Gsto1,P4hb,Igfbp5,Dusp5,Basp1,Mt2,Rcn3,Id3,Tpt1,Rhoc,Eln,Tmbim1,Csrnp1,Kdm6b,Mdk,Fth1,Plk2,Mat2a,Nr4a1,Sox4,Sparc,Ptges,Bag3,Lgmn,Serinc3,Errfi1,C1d,Glul,Zfp36l1,Jak1,Ccl7,Top1,Nfil3,Sh3bgrl,Erf,Slc6a6,Adamts1,Tsc22d3,Ccnl1,Camk2d,Stat3,Tnfrsf1a,Rhoj,Cygb,Ehd1,Mcl1,Timp1,Pmepa1,Junb,Phlda1,Btg1,Wsb1,Mt1,Sub1,Tob2,Klf9,Zfand5,Rassf1,Ppp1cc,Hspa5,Gng11,Ube2b,Sod2,Acta2,Eif4g2,Nab2,Lrp1,Fosl1,Hes1,Fermt2,Nr4a2,Sh3glb1,Col4a1,Klf13,Vcp,Maged1,Son,Dad1,Ppp1ca
GO:BP	GO:0050789	regulation of biological process	7.458361798138137e-06	7.458361798138137e-06	2368	248	198	0.7983870967741935	0.08361486486486487	Spp1,Cxcl14,Igfbp3,Ctsc,Socs2,Aqp1,Fxyd6,Cebpb,Kctd11,Tmem176a,Ubb,Serpine2,Ier3,Thbs1,Tshz2,Plat,Hk2,Notum,Trf,Apod,Bhlhe40,Litaf,Mfge8,Sparcl1,Ppp1r14a,Tmem176b,Tbx2,Tgfb1,Apoe,Camk2n1,Odc1,Fosb,Jup,Cxxc5,Bmyc,Crip2,Cdk2ap2,Hspb1,Car2,Maff,Zc3h12a,Smad7,Phlda3,Timp3,Wipi1,Socs3,Map1lc3a,S100b,Itm2c,Mmp14,Lcn2,Col6a3,Sdc1,Midn,Gem,Ift20,Bcl3,Pdgfrb,Usp2,Cdkn1a,Angptl4,Cdc42ep4,Fn1,Bnip3l,Cd81,Prnp,Auts2,Arid5a,Mbtps2,Slc39a7,Hilpda,Csnk1e,Fzd1,Irf2bpl,Gadd45a,Mafg,Prkar1a,Tgif1,Fbln2,Rgcc,F3,Fkbp7,Ptpn1,Ddit4,Tmem59,Ifitm1,Spag9,Itm2b,Nfkb1,Ppp1r2,Snai1,Ndrg1,Gadd45b,Surf4,Pim1,Gpm6b,Fgfr1,Oaz2,Cd63,Thy1,Bok,Vmp1,Nbl1,Tmed9,Dnajc3,Dusp6,Srp9,Pofut2,Sfpq,Nfkbiz,Psap,Gnai2,Fosl2,Igfbp4,Crip1,Sde2,Cd9,Gsto1,P4hb,Igfbp5,Dusp5,Basp1,Mt2,Rcn3,Id3,Tpt1,Rhoc,Eln,Tmbim1,Csrnp1,Kdm6b,Mdk,Fth1,Plk2,Mat2a,Nr4a1,Sox4,Sparc,Ptges,Bag3,Map1lc3b,Lgmn,Serinc3,Errfi1,C1d,Glul,Zfp36l1,Jak1,Ccl7,Top1,Nfil3,Sh3bgrl,Erf,Slc6a6,Adamts1,Tsc22d3,Ccnl1,Camk2d,Stat3,Tnfrsf1a,Rhoj,Cygb,Ehd1,Mcl1,Timp1,Pmepa1,Junb,Phlda1,Btg1,Wsb1,Mt1,Sub1,Tob2,Klf9,Mgp,Zfand5,Rassf1,Ppp1cc,Hspa5,Gng11,Ube2b,Sod2,Acta2,Eif4g2,Nab2,Lrp1,Fosl1,Hes1,Fermt2,Nr4a2,Sh3glb1,Col4a1,Klf13,Vcp,Maged1,Son,Dad1,Ppp1ca
GO:BP	GO:0006950	response to stress	9.628997074804035e-06	9.628997074804035e-06	935	248	104	0.41935483870967744	0.11122994652406418	Gpx3,Spp1,Ctsc,Aqp1,Cebpb,Serpine2,Ier3,Thbs1,Plat,Hk2,Mgst1,Apod,Tbx2,Tgfb1,Apoe,Camk2n1,Hspb1,Susd6,Zc3h12a,Smad7,Phlda3,Wipi1,Socs3,Map1lc3a,Mmp14,Lcn2,Adamts4,Bcl3,Pdgfrb,Cdkn1a,Fau,Angptl4,Cdc42ep4,Fn1,Bnip3l,Neat1,Cd81,Prnp,Arid5a,Mbtps2,Hilpda,Gadd45a,Rgcc,F3,Angptl2,Ptpn1,Ddit4,Ifitm1,Nfkb1,Snai1,Ndrg1,Pim1,Rnase4,Thy1,Bok,Dnajc3,Dusp6,Sfpq,Nfkbiz,Psap,Fosl2,Crip1,Sde2,Cd9,P4hb,Mt2,Plin2,Rcn3,Tpt1,Rhoc,Kdm6b,Mdk,Plk2,Nr4a1,Sox4,Ptges,Bag3,Map1lc3b,Serinc3,Errfi1,Glul,Zfp36l1,Jak1,Ccl7,Tsc22d3,Camk2d,Stat3,Tnfrsf1a,Cygb,Mcl1,Timp1,Lamp2,Btg1,Mt1,Prdx5,Rassf1,Hspa5,Ube2b,Sod2,Fosl1,Fermt2,Nr4a2,Vcp,Ppp1ca
GO:BP	GO:0048856	anatomical structure development	2.2952722727890843e-05	2.2952722727890843e-05	1362	248	134	0.5403225806451613	0.09838472834067548	Spp1,Cxcl14,Igfbp3,Ctsc,Socs2,Aqp1,Cebpb,Kctd11,Tmem176a,Ubb,Serpine2,Des,Thbs1,Hk2,Notum,Trf,Apod,Mfge8,Tmem176b,Tbx2,Tgfb1,Apoe,Odc1,Jup,Crip2,Hspb1,Car2,Cdo1,Maff,Fhl1,Zc3h12a,Smad7,Socs3,S100b,Itm2c,Mmp14,Sdc1,Ift20,Bcl3,Pdgfrb,Usp2,Cdkn1a,Angptl4,Cdc42ep4,Fn1,Cd81,Auts2,Arid5a,Mbtps2,Slc39a7,Fzd1,Irf2bpl,Gadd45a,Mafg,Prkar1a,Tgif1,Mxra8,Rgcc,F3,Ptpn1,Ddit4,Ifitm1,Spag9,Nfkb1,Snai1,Ndrg1,Pim1,Gpm6b,Fgfr1,Thy1,Bok,Vmp1,Nbl1,Dusp6,Pofut2,Tagln2,Nfkbiz,Alcam,Psap,Fosl2,Cd9,Igfbp5,Basp1,Sec61a1,Rcn3,Id3,Tpt1,Rhoc,Eln,Csrnp1,Kdm6b,Mdk,Plk2,Nr4a1,Sox4,Serpinh1,Sparc,Bag3,Errfi1,Glul,Zfp36l1,Jak1,Ccl7,Top1,Nfil3,Adamts1,Tsc22d3,Camk2d,Stat3,Tnfrsf1a,Rhoj,Ehd1,Timp1,Junb,Btg1,Tob2,Mgp,Zfand5,Myl6,Ppp1cc,Hspa5,Ube2b,Sod2,Acta2,Nab2,Fosl1,Hes1,Fermt2,Nr4a2,Col4a1,Klf13,Maged1,Dad1,Ppp1ca
