cell_name	q_mean	q_std	read_count
c4898	0.149558086	0.486671307	0
c4902	0.215123746	0.477873812	1
c4906	0.153381321	0.488131018	0
c4909	0.455892983	0.433682314	6
c4910	0.225321315	0.470567997	0
c4911	0.15052871	0.486719616	0
c4917	0.153852059	0.487863513	0
c4920	0.148686537	0.486238618	0
c4921	0.24522054	0.470213279	0
c4922	0.570188584	0.422367064	9
c4923	0.150898143	0.486266081	0
c4929	0.322544164	0.471228882	3
c4936	0.153614956	0.48752576	0
c4940	0.153454836	0.487804976	0
c4944	0.15366604	0.487491623	0
c4946	0.1432303	0.486827108	0
c4947	0.325262377	0.468606964	3
c4956	0.212232143	0.480248286	1
c4958	0.150046901	0.486780406	0
c4961	0.323319154	0.460249791	3
c4965	0.150002087	0.486371292	0
c4969	0.153648459	0.487265334	0
c4971	0.215776111	0.477918148	1
c4974	0.149169544	0.487521979	0
c4976	0.273807462	0.468110864	2
c4978	0.151204837	0.486050851	0
c4983	0.139130056	0.470222009	0
c4984	0.139450819	0.470543399	0
c4985	0.15393515	0.487078915	0
c4989	0.142177657	0.470949267	0
c4990	0.141493159	0.470688382	0
c4991	0.275238031	0.464773564	2
c4996	0.154641481	0.487164366	0
c4997	0.154730072	0.488353863	0
c5002	0.154557923	0.488355652	0
c5004	0.210753991	0.477111231	1
c5008	0.273953939	0.470717534	2
c5009	0.212488892	0.477905119	1
c5012	0.207537044	0.48037626	1
c5017	0.272462614	0.48608115	2
c5024	0.150674504	0.487231229	0
c5026	0.153037238	0.487638636	0
c5028	0.153785958	0.487528455	0
c5040	0.151225545	0.487095542	0
c5041	0.157217517	0.487216931	0
c5043	0.15223832	0.487576894	0
c5051	0.267944951	0.466500672	2
c5053	0.153755268	0.487786135	0
c5055	0.215018227	0.479792958	1
c5058	0.148627849	0.48679948	0
c5063	0.152679806	0.486423788	0
c5066	0.150230577	0.486560463	0
c5072	0.149804193	0.486192983	0
c5078	0.268495127	0.470165581	2
c5080	0.152628828	0.487543785	0
c5083	0.203231077	0.461168149	1
c5084	0.156881971	0.471248246	0
