ID	gene	h0_theta	h1_theta0	h1_theta1	h0	h1	LR	p	q	signif
26	27	5.0961185	5.628112316131592	0.4805275797843933	-620.09375	-630.7548	10.661072	0.0010941397430591637	0.10941397430591637	False
77	78	3.8933804	4.282800197601318	0.47769373655319214	-350.81635	-355.29745	4.4811096	0.03427146345345444	0.9993610568747382	False
60	61	4.749902	5.133683204650879	0.49068379402160645	-575.1343	-579.36115	4.2268677	0.03978880651033445	0.9993610568747382	False
3	4	3.3005352	3.9989206790924072	0.47226056456565857	-395.68268	-399.15805	3.4753723	0.06228870354318483	0.9993610568747382	False
98	99	2.2963412	2.7228591442108154	0.4770555794239044	-66.21883	-69.380356	3.1615295	0.07539251514613587	0.9993610568747382	False
87	88	5.7708793	5.468442440032959	9.975846290588379	-824.4428	-827.19324	2.7504272	0.09722844457984581	0.9993610568747382	False
8	9	2.7630825	3.118069648742676	0.4777347445487976	-204.64067	-207.10785	2.4671783	0.11624644200604517	0.9993610568747382	False
64	65	5.674231	5.8531718254089355	2.8841381072998047	-653.51556	-655.742	2.2264404	0.1356660792948523	0.9993610568747382	False
41	42	4.948649	4.700166702270508	9.506413459777832	-659.2177	-661.36505	2.1473389	0.1428172409145375	0.9993610568747382	False
37	38	1.7967246	1.4911447763442993	8.2431640625	-20.46489	-22.267693	1.802803	0.17937399012908672	0.9993610568747382	False
9	10	3.6809423	3.4289495944976807	8.579075813293457	-401.3426	-402.9945	1.6519165	0.19869828527832523	0.9993610568747382	False
75	76	2.1462586	2.5420234203338623	0.4756790101528168	-143.37082	-144.93423	1.5634155	0.21116582134679462	0.9993610568747382	False
14	15	3.5076556	3.9047791957855225	0.47260865569114685	-415.08694	-416.61273	1.5257874	0.21674579055814192	0.9993610568747382	False
42	43	0.7730647	0.6054021120071411	4.381352424621582	174.50513	172.98663	1.5184937	0.21784759094008288	0.9993610568747382	False
79	80	4.8977513	4.750452041625977	7.766146659851074	-525.0733	-526.50653	1.4332275	0.23123842383149873	0.9993610568747382	False
91	92	7.5063787	7.3312835693359375	10.705860137939453	-1410.1964	-1411.6064	1.4100342	0.23505071930057198	0.9993610568747382	False
57	58	3.3933399	3.1615781784057617	7.306366920471191	-282.6601	-284.01596	1.3558655	0.24425531746388895	0.9993610568747382	False
17	18	7.4867887	7.343422889709473	10.195033073425293	-1390.1998	-1391.5554	1.3555908	0.24430309499542324	0.9993610568747382	False
67	68	3.1509147	3.471149206161499	0.47345635294914246	-392.20108	-393.4446	1.2435303	0.2647917671993171	0.9993610568747382	False
81	82	2.5368106	2.7322349548339844	0.4989951252937317	-86.107254	-87.25245	1.145195	0.2845572665092282	0.9993610568747382	False
95	96	5.3463135	5.552848815917969	0.846205472946167	-676.31134	-677.339	1.0276489	0.3107115077424176	0.9993610568747382	False
23	24	5.693601	5.831195831298828	3.7721641063690186	-710.7594	-711.66095	0.9015503	0.34236636050875424	0.9993610568747382	False
58	59	3.5961797	3.3921406269073486	6.8073320388793945	-480.98022	-481.87952	0.899292	0.3429716250074534	0.9993610568747382	False
48	49	5.186957	5.400710105895996	0.5267693996429443	-871.7737	-872.64655	0.87286377	0.35016371436196514	0.9993610568747382	False
88	89	7.2682514	7.4207587242126465	4.919291973114014	-1276.3625	-1277.2183	0.8557129	0.35494119626084186	0.9993610568747382	False
90	91	6.7741838	6.628340721130371	8.65522289276123	-1058.7264	-1059.5461	0.81970215	0.36526726501235085	0.9993610568747382	False
78	79	5.8596106	5.698744773864746	12.223167419433594	-1228.7002	-1229.5074	0.807251	0.3689342504538682	0.9993610568747382	False
71	72	2.2629406	2.4847195148468018	0.47764652967453003	-68.20714	-69.011536	0.8043976	0.36978180829631013	0.9993610568747382	False
33	34	2.0557013	2.4565677642822266	0.4744397699832916	-161.27686	-162.07715	0.80029297	0.3710057911210273	0.9993610568747382	False
20	21	0.82889915	0.6907969117164612	7.74551248550415	-145.60829	-146.40067	0.79237366	0.37338334741042156	0.9993610568747382	False
69	70	2.7631993	2.5160973072052	9.850826263427734	-268.12326	-268.9138	0.79052734	0.37394071596372136	0.9993610568747382	False
27	28	5.4450326	5.256922721862793	10.056921005249023	-912.3919	-913.1457	0.7537842	0.38528077545927764	0.9993610568747382	False
82	83	2.447469	2.640713930130005	0.4819091856479645	-103.45	-104.191666	0.7416687	0.3891268574519413	0.9993610568747382	False
21	22	1.7305642	1.5592565536499023	5.866021633148193	-57.78331	-58.46012	0.6768112	0.4106869369889562	0.9993610568747382	False
46	47	5.146816	4.955636024475098	11.589483261108398	-962.3323	-963.0066	0.6743164	0.41155074689862214	0.9993610568747382	False
85	86	0.8319156	0.7089282274246216	7.326427459716797	-81.70155	-82.34547	0.64391327	0.4222972880798169	0.9993610568747382	False
86	87	2.0796728	2.3754379749298096	0.4744207262992859	-202.47922	-203.11293	0.63371277	0.4259967076362966	0.9993610568747382	False
72	73	8.82244	8.74431324005127	9.862496376037598	-1817.2593	-1817.8922	0.6329346	0.42628093310808335	0.9993610568747382	False
32	33	5.8628125	5.743072986602783	7.689379692077637	-821.15436	-821.7523	0.5979614	0.439356893260758	0.9993610568747382	False
74	75	1.5881283	1.418787956237793	7.3583292961120605	-74.36178	-74.93552	0.5737381	0.4487773075867455	0.9993610568747382	False
