node_name	is_leaf	regime	true_mu	true_var
c4615	False	0	0.1995429127729466	0.23785064159096322
c5317	True	0	0.17033018358143448	0.11470986817510757
c5318	True	0	0.170200579194569	0.11460679190056179
c5012	True	0	0.20360044709876263	0.11712618600943744
c5371	True	0	0.2889586406245098	0.11139782135851013
c140	False	0	0.19954291279377379	0.23785064159096322
c1314	False	0	0.19954291279377379	0.23785064159096322
c2837	False	0	0.19954291279377379	0.23785064159096322
c4971	True	0	0.20782392861858323	0.11651626854053154
c4292	False	0	0.1995429128249494	0.23785064159096322
c5249	True	0	0.19544121421986188	0.11493354257943386
c5250	True	0	0.2912938867259464	0.10514167635691583
c5028	True	0	0.17665641782485475	0.11888364440638527
c3787	False	0	0.19954291279377379	0.23785064159096322
c4279	False	0	0.19954291281480568	0.23785064159096322
c5153	True	0	0.19486370304550849	0.11452545646280388
c5154	True	0	0.2633525989431382	0.1097147539373166
c5008	True	0	0.23806647100441103	0.11471226406916259
c46	False	0	0.19954291279377379	0.23785064159096322
c141	False	0	0.19954291279377379	0.23785064159096322
c261	False	0	0.19954291279377379	0.23785064159096322
c1490	False	0	0.19954291279377379	0.23785064159096322
c3621	False	0	0.19954291279377379	0.23785064159096322
c5337	True	0	0.17509252043491383	0.11884132219235828
c5066	True	0	0.17482910075150085	0.11864728292233406
c2280	False	0	0.19954291279377379	0.23785064159096322
c4929	True	0	0.26315557226581693	0.11484122729350081
c3244	False	0	0.19954291279377379	0.23785064159096322
c3915	False	0	0.19954291279377379	0.23785064159096322
c5162	True	0	0.210367747942243	0.11584489019502685
c4598	False	0	0.1995429128019452	0.23785064159096322
c5181	True	0	0.18757844813556176	0.11462533492107727
c5182	True	0	0.23448106472983882	0.11045920200935834
c3916	False	0	0.19954291279377379	0.23785064159096322
c5195	True	0	0.21509002700383986	0.11639082685108157
c4606	False	0	0.19954291284943942	0.23785064159096322
c4909	True	0	0.34269527772886477	0.10502882563560285
c4910	True	0	0.21289281772720786	0.11467452585681044
c324	False	0	0.19954291279377379	0.23785064159096322
c951	False	0	0.19954291279377379	0.23785064159096322
c1171	False	0	0.19954291279377379	0.23785064159096322
c1415	False	0	0.19954291279377379	0.23785064159096322
c1697	False	0	0.19954291279377379	0.23785064159096322
c4940	True	0	0.17650386543533536	0.11895107847034567
c5311	True	0	0.17645845604750016	0.11894608979458408
c3374	False	0	0.19954291279377379	0.23785064159096322
c5041	True	0	0.1783592716159234	0.11880762850410988
c5308	True	0	0.23547635839056782	0.1160038623914773
c3355	False	0	0.19954291279377379	0.23785064159096322
c4956	True	0	0.20598520103000142	0.11709450702664584
c5174	True	0	0.17684703647933755	0.11885554440007833
c5078	True	0	0.23528077005725065	0.11457291400731918
c1343	False	0	0.19954291279377379	0.23785064159096322
c3413	False	0	0.19954291279377379	0.23785064159096322
c3735	False	0	0.19954291279377379	0.23785064159096322
c5072	True	0	0.17459662051822966	0.11855743003153317
c5274	True	0	0.17456267404479114	0.11858032657974879
c3736	False	0	0.19954291279377379	0.23785064159096322
c5118	True	0	0.17466303835876007	0.11862262704635695
c4356	False	0	0.1995429127850607	0.23785064159096322
c5233	True	0	0.19912705865235572	0.11270995313976127
c5234	True	0	0.17546214503315735	0.11471770191336339
c2310	False	0	0.19954291279377379	0.23785064159096322
c3900	False	0	0.19954291279377379	0.23785064159096322
c5401	True	0	0.26288253183721233	0.11266477128697554
c5169	True	0	0.18050009358261127	0.11871522359274028
c5053	True	0	0.1766531646315011	0.11894648500520101
c212	False	0	0.19954291279377379	0.23785064159096322
c1483	False	0	0.19954291279377379	0.23785064159096322
c3122	False	0	0.19954291279377379	0.23785064159096322
c5026	True	0	0.1762871811601554	0.11891051838552724
c5376	True	0	0.17630092531173203	0.11901823332379892
c1982	False	0	0.19954291279377379	0.23785064159096322
c5232	True	0	0.17695342214943063	0.11900948344748309
c5316	True	0	0.17663857098372543	0.1188752805533994
c2747	False	0	0.19954291279377379	0.23785064159096322
c5396	True	0	0.2657574705864835	0.11488867966624415
c4381	False	0	0.19954291285118705	0.23785064159096322
c5313	True	0	0.28153042945403534	0.10893597588649846
c5314	True	0	0.27897111868932717	0.11187309651118817
c56	False	0	0.19954291279377379	0.23785064159096322
c137	False	0	0.19954291279377379	0.23785064159096322
c2221	False	0	0.19954291279377379	0.23785064159096322
c3575	False	0	0.19954291279377379	0.23785064159096322
c4911	True	0	0.1749865306344633	0.11868617662313082
c5040	True	0	0.17535430086853004	0.11877799487374244
c5189	True	0	0.17643922262619757	0.11905018393787362
c166	False	0	0.19954291279377379	0.23785064159096322
c244	False	0	0.19954291279377379	0.23785064159096322
c852	False	0	0.19954291279377379	0.23785064159096322
c1722	False	0	0.19954291279377379	0.23785064159096322
c1885	False	0	0.19954291279377379	0.23785064159096322
c2329	False	0	0.19954291279377379	0.23785064159096322
c3267	False	0	0.19954291279377379	0.23785064159096322
c5009	True	0	0.20614720116575108	0.11651302768756262
c3590	False	0	0.19954291279377379	0.23785064159096322
c5321	True	0	0.1737429276625607	0.11824899052555143
c4472	False	0	0.19954291277156838	0.23785064159096322
c4983	True	0	0.16823461538096543	0.11458716719217217
c4984	True	0	0.16842134948994295	0.11466831706532149
c3636	False	0	0.19954291279377379	0.23785064159096322
c4571	False	0	0.1995429127805235	0.23785064159096322
c5207	True	0	0.18060877176832665	0.11440629564559078
c5208	True	0	0.18122422773013372	0.11470803469915428
c4572	False	0	0.19954291287752599	0.23785064159096322
c4921	True	0	0.22321526328152538	0.11458496217952521
c4922	True	0	0.4113374088332648	0.10193793389769333
c4218	False	0	0.19954291280034112	0.23785064159096322
c5103	True	0	0.185676369866657	0.11469982587514582
c5104	True	0	0.23187331449816906	0.11014210189082548
c1886	False	0	0.19954291279377379	0.23785064159096322
c4628	False	0	0.19954291281294365	0.23785064159096322
c5299	True	0	0.26106022987965743	0.1067695379077674
c5300	True	0	0.1919211057676171	0.11485907119746448
c5330	True	0	0.23700651345742432	0.11252998518542984
c2264	False	0	0.19954291279377379	0.23785064159096322
c5343	True	0	0.29347435699840535	0.10825885927961645
c3707	False	0	0.19954291279377379	0.23785064159096322
c5346	True	0	0.17868150771697003	0.11866041361693261
c5051	True	0	0.23526281309588642	0.11364379882396829
c2248	False	0	0.19954291279377379	0.23785064159096322
c4936	True	0	0.1765707599192321	0.11888298699945417
c5285	True	0	0.17643084959839522	0.11906846958079904
c271	False	0	0.19954291279377379	0.23785064159096322
c337	False	0	0.19954291279377379	0.23785064159096322
c5017	True	0	0.236123937788808	0.11853007223595566
c2869	False	0	0.19954291279377379	0.23785064159096322
c5296	True	0	0.17626326773637085	0.11891775628034806
c5080	True	0	0.17607838765059716	0.11888738387283451
c711	False	0	0.19954291279377379	0.23785064159096322
c945	False	0	0.19954291279377379	0.23785064159096322
c1398	False	0	0.19954291279377379	0.23785064159096322
c4969	True	0	0.17657525618654346	0.11881944264875532
c5002	True	0	0.17708066659179195	0.119085255732078
c5327	True	0	0.2075773023133819	0.11621292026976184
c4521	False	0	0.19954291278661918	0.23785064159096322
c5083	True	0	0.201490038716453	0.11227999883438289
c5084	True	0	0.17748079348862536	0.11484610838228052
c70	False	0	0.19954291279377379	0.23785064159096322
c3681	False	0	0.19954291279377379	0.23785064159096322
c4411	False	0	0.19954291277265448	0.23785064159096322
c5131	True	0	0.1698242288580469	0.11453862717583088
c5132	True	0	0.16988524562093874	0.11451584750571292
c5144	True	0	0.20384515347513152	0.11608024825848753
c90	False	0	0.19954291279377379	0.23785064159096322
c129	False	0	0.19954291279377379	0.23785064159096322
c157	False	0	0.19954291279377379	0.23785064159096322
c447	False	0	0.19954291279377379	0.23785064159096322
c1124	False	0	0.19954291279377379	0.23785064159096322
c3729	False	0	0.19954291279377379	0.23785064159096322
c4393	False	0	0.19954291279082476	0.23785064159096322
c5357	True	0	0.20688047636050536	0.11282292254133959
c5358	True	0	0.1839141527072233	0.11463659825754272
c4394	False	0	0.19954291283758707	0.23785064159096322
c5127	True	0	0.22828108217360182	0.11203286606275449
c5128	True	0	0.2939844662706202	0.10966243820632196
c1907	False	0	0.19954291279377379	0.23785064159096322
c4985	True	0	0.1767100032896754	0.1187739352965776
c5325	True	0	0.17697472789239158	0.11883403132865178
c5055	True	0	0.2074070262028931	0.11698172772099026
c618	False	0	0.19954291279377379	0.23785064159096322
c5303	True	0	0.17697618889811428	0.11892621932023219
c4261	False	0	0.19954291280030884	0.23785064159096322
c5383	True	0	0.2086677915573826	0.11293535599724609
c5384	True	0	0.20879109579689842	0.1131212446029185
c844	False	0	0.19954291279377379	0.23785064159096322
c2726	False	0	0.19954291279377379	0.23785064159096322
c3852	False	0	0.19954291279377379	0.23785064159096322
c5151	True	0	0.17566828845864438	0.11864010509543828
c4923	True	0	0.17514894407030485	0.11857530867388522
c3706	False	0	0.19954291279377379	0.23785064159096322
c5264	True	0	0.26239385080547023	0.11280997986589489
c5157	True	0	0.18032888913792128	0.11851842004059193
c3781	False	0	0.19954291279377379	0.23785064159096322
c5365	True	0	0.2052316483075541	0.11613247884435883
c5238	True	0	0.17257981487277024	0.11859712370936314
c316	False	0	0.19954291279377379	0.23785064159096322
c397	False	0	0.19954291279377379	0.23785064159096322
c632	False	0	0.19954291279377379	0.23785064159096322
c1481	False	0	0.19954291279377379	0.23785064159096322
c4917	True	0	0.17670517522407897	0.11896534874974761
c1822	False	0	0.19954291279377379	0.23785064159096322
c3879	False	0	0.19954291279377379	0.23785064159096322
c5206	True	0	0.20980083090525312	0.115990228998979
c5168	True	0	0.23679662643407792	0.11283003957664943
c2941	False	0	0.19954291279377379	0.23785064159096322
c5109	True	0	0.1764751601688266	0.1188448397152505
c4944	True	0	0.1765947047851033	0.11887465944934855
c756	False	0	0.19954291279377379	0.23785064159096322
c5281	True	0	0.17685634570558936	0.11899960899982719
c906	False	0	0.19954291279377379	0.23785064159096322
c4902	True	0	0.2074918611339007	0.11650523999093304
c1054	False	0	0.19954291279377379	0.23785064159096322
c1693	False	0	0.19954291279377379	0.23785064159096322
c1933	False	0	0.19954291279377379	0.23785064159096322
c5176	True	0	0.17672247611968464	0.11887882634654709
c5251	True	0	0.17647975092538	0.11879410827619333
c2646	False	0	0.19954291279377379	0.23785064159096322
c3205	False	0	0.19954291279377379	0.23785064159096322
c5148	True	0	0.17568050878241556	0.11884609491991088
c3828	False	0	0.19954291279377379	0.23785064159096322
c5197	True	0	0.1744979020136885	0.11860585305944597
c4898	True	0	0.17449776201548914	0.11867437224157269
c4906	True	0	0.17648253761807842	0.11903053990618433
c3680	False	0	0.19954291279377379	0.23785064159096322
c5269	True	0	0.176150530802346	0.1186334744006787
c4946	True	0	0.17133620514232892	0.11871243827877964
c1677	False	0	0.19954291279377379	0.23785064159096322
c5399	True	0	0.1769560194488035	0.1188238709120797
c4961	True	0	0.26501219068819476	0.11204370481591279
c437	False	0	0.19954291279377379	0.23785064159096322
c800	False	0	0.19954291279377379	0.23785064159096322
c2074	False	0	0.19954291279377379	0.23785064159096322
c4974	True	0	0.17434706736776814	0.11888206467214298
c5220	True	0	0.20767887860810358	0.11696797147358012
c5353	True	0	0.23679625980153401	0.11645403701757226
c2458	False	0	0.19954291279377379	0.23785064159096322
c3213	False	0	0.19954291279377379	0.23785064159096322
c3891	False	0	0.19954291279377379	0.23785064159096322
c4991	True	0	0.23921137846283233	0.11320363351563148
c4976	True	0	0.2381965336282421	0.11405283209020445
c3892	False	0	0.19954291279377379	0.23785064159096322
c5267	True	0	0.1818085751618812	0.11846887136187052
c4947	True	0	0.2649115966190894	0.11417859537301456
c3099	False	0	0.19954291279377379	0.23785064159096322
c5406	True	0	0.17725136086233897	0.11875815664138005
c3802	False	0	0.19954291279377379	0.23785064159096322
c5222	True	0	0.1805597541671138	0.11872834217758022
c5247	True	0	0.2659642395388025	0.11006153883250017
