node_name	is_leaf	regime	true_mu	true_var
c0	False	0	0.19954291279377379	0.23785064159096322
c6	False	0	0.19954291279377379	0.23785064159096322
c20	False	0	0.19954291279377379	0.23785064159096322
c31	False	0	0.19954291279377379	0.23785064159096322
c124	False	0	0.19954291279377379	0.23785064159096322
c183	False	0	0.19954291279377379	0.23785064159096322
c1340	False	0	0.19954291279377379	0.23785064159096322
c2199	False	0	0.19954291279377379	0.23785064159096322
c5171	True	0	0.26368540160217513	0.11577184423407828
c3711	False	0	0.19954291279377379	0.23785064159096322
c5004	True	0	0.20527147062659917	0.11631539485869541
c5215	True	0	0.17579545828763699	0.11870711370715702
c2884	False	0	0.19954291279377379	0.23785064159096322
c3159	False	0	0.19954291279377379	0.23785064159096322
c4378	False	0	0.19954291277158098	0.23785064159096322
c5183	True	0	0.16849448338727063	0.11470310391634192
c5184	True	0	0.16819688570065974	0.11475961356571475
c3890	False	0	0.19954291279377379	0.23785064159096322
c5058	True	0	0.17403836580868692	0.11870568896042953
c4920	True	0	0.1740384504099925	0.11856859196135432
c5214	True	0	0.17656825170322593	0.1188896594501902
c226	False	0	0.19954291279377379	0.23785064159096322
c283	False	0	0.19954291279377379	0.23785064159096322
c795	False	0	0.19954291279377379	0.23785064159096322
c3643	False	0	0.19954291279377379	0.23785064159096322
c4323	False	0	0.1995429127702181	0.23785064159096322
c5141	True	0	0.16638505465472594	0.11449929674992693
c5142	True	0	0.1664746338188393	0.1145286631631395
c4324	False	0	0.19954291276989472	0.23785064159096322
c5391	True	0	0.1660237997726222	0.11449089102868036
c5392	True	0	0.16592673244685788	0.1144594336922831
c4997	True	0	0.17716654325403833	0.1190848200712968
c908	False	0	0.19954291279377379	0.23785064159096322
c1366	False	0	0.19954291279377379	0.23785064159096322
c1691	False	0	0.19954291279377379	0.23785064159096322
c4534	False	0	0.1995429127725585	0.23785064159096322
c5259	True	0	0.1697713622478484	0.11474374943776725
c5260	True	0	0.16966823626797184	0.11482305214044196
c4586	False	0	0.1995429127725253	0.23785064159096322
c4989	True	0	0.16985827155170136	0.11477072384063025
c4990	True	0	0.1694880032444458	0.11470490793872583
c3625	False	0	0.19954291279377379	0.23785064159096322
c4263	False	0	0.19954291288421688	0.23785064159096322
c5255	True	0	0.23225742179293013	0.11477090871364419
c5256	True	0	0.42110656277756725	0.09985247539836664
c5246	True	0	0.3019724946667998	0.10894558774833298
c5122	True	0	0.18291766821736619	0.11874454239416074
c2632	False	0	0.19954291279377379	0.23785064159096322
c3371	False	0	0.19954291279377379	0.23785064159096322
c3713	False	0	0.19954291279377379	0.23785064159096322
c5024	True	0	0.17508524457030103	0.11881111846425396
c5385	True	0	0.1748031760470945	0.11854575530250447
c5333	True	0	0.2063485141638936	0.11616957732132706
c3776	False	0	0.19954291279377379	0.23785064159096322
c4965	True	0	0.17470495629734567	0.11860103697039721
c4978	True	0	0.17529204248364355	0.1185226590909506
c1273	False	0	0.19954291279377379	0.23785064159096322
c1804	False	0	0.19954291279377379	0.23785064159096322
c3134	False	0	0.19954291279377379	0.23785064159096322
c5397	True	0	0.176212794030487	0.11894721885980185
c5106	True	0	0.17637217605405373	0.11879461848289777
c2758	False	0	0.19954291279377379	0.23785064159096322
c5230	True	0	0.20696728367219358	0.11656994357621871
c5130	True	0	0.1769271362757647	0.11896094378796844
c2635	False	0	0.19954291279377379	0.23785064159096322
c3407	False	0	0.19954291279377379	0.23785064159096322
c3675	False	0	0.19954291279377379	0.23785064159096322
c5063	True	0	0.17604999548663117	0.11861387227182554
c5408	True	0	0.20460586217538915	0.11681856276522545
c3676	False	0	0.19954291279377379	0.23785064159096322
c5140	True	0	0.17479478086995456	0.1185881799942686
c4958	True	0	0.17474823246128834	0.11870102909902584
c3408	False	0	0.19954291279377379	0.23785064159096322
c5124	True	0	0.17544366555608928	0.11890861488676319
c5043	True	0	0.17588467753299425	0.11889545979248443
c215	False	1	2.971694299512434	0.23785064159096322
c819	False	1	2.971694299512434	0.23785064159096322
c4082	False	1	2.971694299512434	0.23785064159096322
c5524	True	1	2.9597799827304625	0.11928687865416662
c5532	True	1	3.0138222266014423	0.11175116675274997
c1189	False	1	2.971694299512434	0.23785064159096322
c4662	False	1	2.971694299518793	0.23785064159096322
c5483	True	1	2.9632286423424654	0.11514979931746928
c5484	True	1	2.9980391500535015	0.11403320821897046
c1744	False	1	2.971694299512434	0.23785064159096322
c5434	True	1	2.956706379292859	0.11941359203698348
c2106	False	1	2.971694299512434	0.23785064159096322
c5472	True	1	2.972350955633423	0.11845934595657491
c2990	False	1	2.971694299512434	0.23785064159096322
c5436	True	1	2.9566496013249255	0.1194262990214015
c5515	True	1	2.956662920106609	0.11939567978020178
c268	False	1	2.971694299512434	0.23785064159096322
c425	False	1	2.971694299512434	0.23785064159096322
c818	False	1	2.971694299512434	0.23785064159096322
c981	False	1	2.971694299512434	0.23785064159096322
c1435	False	1	2.971694299512434	0.23785064159096322
c1731	False	1	2.971694299512434	0.23785064159096322
c4066	False	1	2.971694299512434	0.23785064159096322
c5529	True	1	2.998575651123019	0.11487779688551966
c5419	True	1	2.9834036980437872	0.1178671649773199
c2478	False	1	2.971694299512434	0.23785064159096322
c4748	False	1	2.9716942995105673	0.23785064159096322
c5533	True	1	2.9751283575672787	0.11486034121983377
c5534	True	1	2.9630120698261675	0.1152459364048526
c5485	True	1	2.9620826687270103	0.11898894578972237
c2086	False	1	2.971694299512434	0.23785064159096322
c4029	False	1	2.971694299512434	0.23785064159096322
c4725	False	1	2.971694299524293	0.23785064159096322
c5461	True	1	3.0089990322745113	0.11092589098828519
c5462	True	1	2.967731583749383	0.11507527937195185
c5542	True	1	2.9630008946981516	0.11819170848812956
c5482	True	1	2.9615656907051804	0.11935444531933101
c1438	False	1	2.971694299512434	0.23785064159096322
c2975	False	1	2.971694299512434	0.23785064159096322
c4075	False	1	2.971694299512434	0.23785064159096322
c5431	True	1	2.9801886248529037	0.11870788592645737
c4744	False	1	2.9716942995014275	0.23785064159096322
c5429	True	1	2.9584146239517772	0.11501139563446278
c5430	True	1	2.954030038197547	0.1151770317425688
c5479	True	1	2.9565048683613875	0.11948665985878631
c5478	True	1	2.956679498419482	0.11914616356581846
c1439	False	1	2.971694299512434	0.23785064159096322
c2491	False	1	2.971694299512434	0.23785064159096322
c2963	False	1	2.971694299512434	0.23785064159096322
c5442	True	1	2.961723040815222	0.11933952321401167
c5494	True	1	2.961715049426128	0.11911449394673744
c5443	True	1	2.956506276801391	0.11939182807359415
c5526	True	1	2.976264696216648	0.1191726414072117
c812	False	1	2.971694299512434	0.23785064159096322
c1177	False	1	2.971694299512434	0.23785064159096322
c2076	False	1	2.971694299512434	0.23785064159096322
c2965	False	1	2.971694299512434	0.23785064159096322
c3469	False	1	2.971694299512434	0.23785064159096322
c4687	False	1	2.971694299498365	0.23785064159096322
c5495	True	1	2.9519351205418642	0.11527294795833173
c5496	True	1	2.951899488574951	0.11520728210132808
c5422	True	1	2.9561329452083154	0.11943282900654037
c5503	True	1	2.956508604519675	0.1194546111383683
c5425	True	1	3.0104283503864497	0.11957643987844295
c2969	False	1	2.971694299512434	0.23785064159096322
c3465	False	1	2.971694299512434	0.23785064159096322
c5528	True	1	2.99639772408549	0.11689673827333741
c5536	True	1	2.967615493576818	0.11814454755001773
c4752	False	1	2.9716942995080604	0.23785064159096322
c5463	True	1	2.973211722795289	0.11334719932975977
c5464	True	1	2.957881406832162	0.11520545326284463
c5438	True	1	3.0313744586213103	0.11666312699455329
c5505	True	1	2.97730338412935	0.11720503649805959
c108	False	0	0.19954291279377379	0.23785064159096322
c168	False	0	0.19954291279377379	0.23785064159096322
c294	False	0	0.19954291279377379	0.23785064159096322
c3201	False	0	0.19954291279377379	0.23785064159096322
c5242	True	0	0.23609363549007753	0.11470482971195783
c4996	True	0	0.1770675566549136	0.11879479717678693
c1228	False	0	0.19954291279377379	0.23785064159096322
c5164	True	0	0.1786496069249098	0.11887115085805999
c5192	True	0	0.17677166382344178	0.11887779396690064
c1506	False	0	0.19954291279377379	0.23785064159096322
c3952	False	0	0.19954291279377379	0.23785064159096322
