ID	gene	h0_theta	h1_theta0	h1_theta1	h0	h1	LR	p	q	signif
16	17	3.111666	2.617745876312256	11.298503875732422	-280.94293	-286.07825	5.135315	0.023443833266161618	0.43053496261126156	False
53	54	4.097296	3.637267827987671	10.262777328491211	-395.5399	-400.6752	5.135315	0.023443833266161618	0.43053496261126156	False
2	3	4.2254987	3.924771547317505	10.735063552856445	-536.67334	-540.8521	4.178772	0.04093335039881396	0.43053496261126156	False
46	47	5.8978424	5.606716632843018	9.86276912689209	-884.4119	-888.33673	3.9248047	0.04757871681036607	0.43053496261126156	False
83	84	4.7085333	4.366659641265869	10.524593353271484	-593.33734	-597.0032	3.6658325	0.05553889047769489	0.43053496261126156	False
81	82	5.0562844	4.830868244171143	9.167540550231934	-636.8263	-640.4768	3.6505127	0.05605195447793665	0.43053496261126156	False
21	22	0.8553942	0.5873925685882568	9.228155136108398	-35.36799	-38.71646	3.3484726	0.0672674032615691	0.43053496261126156	False
9	10	1.1117868	0.7651433944702148	12.468035697937012	-170.27225	-173.42177	3.1495209	0.07594926063978169	0.43053496261126156	False
57	58	1.3806568	1.0577118396759033	9.40804672241211	-27.110153	-30.071358	2.9612045	0.08528438565538732	0.43053496261126156	False
71	72	3.8934658	3.532625675201416	14.32773208618164	-574.64307	-577.43164	2.7885742	0.09493866398302364	0.43053496261126156	False
19	20	1.7302501	1.3344508409500122	11.337369918823242	-191.4934	-194.16084	2.66745	0.10242000717852617	0.43053496261126156	False
22	23	6.5584936	6.343976974487305	10.221641540527344	-1121.025	-1123.5404	2.5153809	0.11274039234247413	0.43053496261126156	False
39	40	0.48565048	0.47824692726135254	11.818870544433594	63.851143	61.3415	2.5096436	0.11315152231053371	0.43053496261126156	False
99	100	4.06769	3.8279287815093994	9.09974193572998	-445.836	-448.33453	2.4985352	0.1139522443455514	0.43053496261126156	False
68	69	0.9240546	0.6111060380935669	11.475152969360352	-87.059235	-89.53911	2.4798737	0.1153115153308697	0.43053496261126156	False
52	53	6.0867066	5.826271057128906	10.169912338256836	-920.6679	-923.0572	2.3892822	0.12216971115014541	0.43053496261126156	False
31	32	4.7346506	4.474300384521484	10.721034049987793	-706.54517	-708.9323	2.387146	0.12233679231119277	0.43053496261126156	False
75	76	1.8052722	1.4936386346817017	9.5582275390625	-176.62512	-179.00635	2.3812256	0.12280117157845738	0.43053496261126156	False
80	81	3.6094053	3.3809139728546143	7.582253932952881	-266.2002	-268.41824	2.218048	0.13640541812580131	0.43053496261126156	False
77	78	0.48437765	0.47923752665519714	12.278251647949219	8.527954	6.312561	2.215393	0.13664025658849843	0.43053496261126156	False
96	97	4.672539	4.433420181274414	8.534051895141602	-498.3161	-500.52176	2.205658	0.13750521377591607	0.43053496261126156	False
12	13	4.65266	4.356037616729736	9.312886238098145	-525.74567	-527.9494	2.2037354	0.13767676053003952	0.43053496261126156	False
25	26	2.7725694	2.382033109664917	9.308382987976074	-286.64432	-288.78937	2.14505	0.14303037196027235	0.43053496261126156	False
65	66	1.0314751	0.7424649000167847	8.958990097045898	23.052902	20.951218	2.1016846	0.14713695372490765	0.43053496261126156	False
45	46	0.48597282	0.48063331842422485	12.751663208007812	48.93522	46.84124	2.093979	0.147880483774807	0.43053496261126156	False
78	79	3.775094	3.479968786239624	9.885148048400879	-487.79196	-489.88562	2.0936584	0.14791149457349317	0.43053496261126156	False
0	1	3.2652545	2.9054994583129883	9.938425064086914	-325.25153	-327.2213	1.9697876	0.1604704090788729	0.43053496261126156	False
73	74	4.432048	4.169394493103027	8.591306686401367	-587.1947	-589.13574	1.94104	0.16355565277833983	0.43053496261126156	False
28	29	0.66877604	0.5202335119247437	11.362556457519531	-27.08245	-29.02237	1.9399185	0.1636773815568675	0.43053496261126156	False
93	94	2.8518307	2.555838108062744	10.28161334991455	-293.2937	-295.2147	1.92099	0.1657475655028937	0.43053496261126156	False
24	25	5.592518	5.335936546325684	9.765707015991211	-913.826	-915.71857	1.8925781	0.16891142110458424	0.43053496261126156	False
55	56	5.0339804	4.76876163482666	8.875505447387695	-523.1331	-525.0253	1.8922119	0.1689526505148855	0.43053496261126156	False
95	96	2.0406508	1.7186204195022583	8.929544448852539	-73.40621	-75.24314	1.8369293	0.1753112763996295	0.43053496261126156	False
72	73	0.5656605	0.5150376558303833	8.389280319213867	103.93858	102.12953	1.8090515	0.1786220516290462	0.43053496261126156	False
64	65	4.675071	4.407665729522705	11.475534439086914	-704.5266	-706.3294	1.8027954	0.17937491048028165	0.43053496261126156	False
42	43	0.48008144	0.4760547876358032	7.550137519836426	226.61322	224.81966	1.7935638	0.1804925465280589	0.43053496261126156	False
56	57	5.12339	4.849813461303711	9.013779640197754	-791.6865	-793.4366	1.750061	0.18586905958108646	0.43053496261126156	False
84	85	4.791554	4.565124034881592	8.708142280578613	-588.52966	-590.26953	1.7398682	0.18715553209195235	0.43053496261126156	False
76	77	4.2001753	4.015158653259277	7.863973617553711	-450.54022	-452.25534	1.7151184	0.1903226276368022	0.43053496261126156	False
91	92	3.7223442	3.416714906692505	10.49272346496582	-619.59644	-621.29895	1.7025146	0.1919594440382042	0.43053496261126156	False
38	39	2.1600168	1.822335958480835	14.505192756652832	-291.75507	-293.4536	1.6985474	0.19247805992747224	0.43053496261126156	False
1	2	0.5058489	0.4887695908546448	8.772645950317383	62.650284	60.957726	1.6925583	0.19326407348810248	0.43053496261126156	False
43	44	5.801646	5.585174083709717	9.92349910736084	-839.6427	-841.3001	1.6574097	0.1979534285003206	0.43053496261126156	False
49	50	1.4666326	1.2005268335342407	11.687836647033691	-205.20306	-206.85185	1.6487885	0.1991239094665127	0.43053496261126156	False
20	21	7.2296	7.07799768447876	8.996731758117676	-1223.3397	-1224.9395	1.5997314	0.20594127299541243	0.43053496261126156	False
48	49	1.8357553	1.505096673965454	15.417186737060547	-638.8088	-640.39307	1.5842896	0.20814389872301708	0.43053496261126156	False
23	24	0.5166282	0.5008845329284668	8.958800315856934	-25.602646	-27.168762	1.5661163	0.2107719138721581	0.43053496261126156	False
3	4	6.313225	6.037368297576904	10.717735290527344	-1023.0857	-1024.6344	1.548706	0.21332656393241312	0.43053496261126156	False
37	38	2.2015002	1.905679702758789	9.581900596618652	-226.61346	-228.14153	1.5280609	0.21640370054525881	0.43053496261126156	False
59	60	2.00748	1.7333470582962036	13.147488594055176	-307.66797	-309.1461	1.4781189	0.2240690704711613	0.43053496261126156	False
60	61	5.46954	5.2771172523498535	9.015869140625	-767.29974	-768.7774	1.4776611	0.22414081860290558	0.43053496261126156	False
8	9	1.0618361	0.8825266361236572	9.193563461303711	-162.71115	-164.16705	1.4559021	0.22758326668991635	0.43053496261126156	False
90	91	2.0597742	1.8838664293289185	10.106042861938477	-230.91776	-232.3699	1.4521484	0.22818353018396864	0.43053496261126156	False
94	95	1.6946347	1.4287465810775757	11.304316520690918	-350.98035	-352.37656	1.3962097	0.23735921983004737	0.43711355614013664	False
70	71	7.104067	6.924086570739746	12.054560661315918	-1328.1537	-1329.5319	1.3781738	0.24041245587707516	0.43711355614013664	False
41	42	2.112938	1.844107985496521	11.953186988830566	-345.28406	-346.63672	1.3526611	0.24481343224561158	0.4371668432957349	False
63	64	5.0165787	4.832392692565918	8.465150833129883	-637.58594	-638.8485	1.2625732	0.2611645724251549	0.4581834603950086	False
89	90	7.0703664	6.925483703613281	9.669734001159668	-1291.5842	-1292.8009	1.2166748	0.27001421141535886	0.46201446723118733	False
67	68	0.8770782	0.7603031396865845	9.199640274047852	-121.211586	-122.41526	1.2036743	0.2725885356664005	0.46201446723118733	False
13	14	4.3191905	4.108056545257568	9.5245361328125	-678.5073	-679.631	1.1236572	0.2891323191833227	0.4621509528315901	False
62	63	4.92098	4.662016868591309	9.983177185058594	-651.9889	-653.11035	1.12146	0.2896043036751842	0.4621509528315901	False
51	52	5.4234195	5.216628074645996	8.832715034484863	-793.4294	-794.5474	1.118042	0.290340454608745	0.4621509528315901	False
7	8	3.172999	2.903157949447632	11.041608810424805	-452.36395	-453.46115	1.0971985	0.29488174250273513	0.4621509528315901	False
