cell_name	q_mean	q_std	read_count
c4898	0.042599058	1.046192245	1
c4902	0.650243948	1.174959127	0
c4906	0.644133137	1.173478461	0
c4909	0.774894738	1.118920818	0
c4910	0.785924644	1.121700039	0
c4911	0.63161776	1.161735749	0
c4917	0.64997147	1.166681478	0
c4920	0.64486116	1.168159237	0
c4921	0.23148184	1.122096075	0
c4922	1.025652877	0.845724671	5
c4923	0.683552392	1.165175316	0
c4929	0.65079557	1.167467422	0
c4936	0.039868461	1.07164713	1
c4940	0.350626657	0.994126758	2
c4944	0.042391752	1.054459231	1
c4946	0.065073563	1.054403607	1
c4947	0.5475557	1.169451024	0
c4956	0.626974419	1.164698295	0
c4958	0.671854659	1.165343783	0
c4961	0.042933541	1.058179248	1
c4965	0.540451479	1.167072859	0
c4969	0.655638388	1.168258265	0
c4971	0.654639009	1.16224546	0
c4974	0.044893302	1.054338315	1
c4976	1.180796206	0.913318029	5
c4978	0.875817877	0.880360714	4
c4983	0.669121658	1.123906291	0
c4984	0.669677713	1.108131929	0
c4985	0.656636993	1.169188395	0
c4989	0.748546079	1.119470122	0
c4990	0.747697741	1.125328458	0
c4991	1.578878356	0.835394762	8
c4996	0.887340177	0.887929066	4
c4997	0.652073517	1.168521384	0
c5002	0.651479922	1.168266479	0
c5004	0.685267043	1.168056638	0
c5008	0.653482405	1.1627555	0
c5009	0.034047989	1.055948576	1
c5012	0.650178534	1.174911512	0
c5017	0.048944271	1.03827458	1
c5024	0.636281218	1.164790786	0
c5026	0.663074107	1.173717266	0
c5028	0.050097499	1.066067839	1
c5040	0.058736732	1.057088773	1
c5041	0.660877091	1.16712051	0
c5043	0.656631506	0.911671616	3
c5051	0.031485023	1.067559178	1
c5053	0.649482592	1.167977461	0
c5055	0.65345646	1.172726335	0
c5058	0.07614807	1.062991795	1
c5063	0.639095454	1.166042637	0
c5066	0.683008246	1.168022299	0
c5072	0.346990212	0.96834025	2
c5078	0.650552129	1.167193566	0
c5080	0.034387157	1.054204312	1
c5083	0.736810793	1.11333849	0
c5084	0.735431053	1.125708867	0
c5103	0.128611434	1.008961644	1
c5104	0.576218678	1.127142125	0
c5106	0.651007	1.173152874	0
c5109	0.657143012	1.169084848	0
c5118	0.617622771	0.925008498	3
c5122	0.054539017	1.062865607	1
c5124	0.629432746	1.165374709	0
c5127	0.126916515	1.003125484	1
c5128	0.558916887	1.126499266	0
c5130	0.657071452	1.166927322	0
c5131	0.792721463	1.114751441	0
c5132	0.782462978	1.112737687	0
c5140	0.676470578	1.164881706	0
c5141	0.568549231	1.115379341	0
c5142	0.122687755	1.00979298	1
c5144	0.712664676	1.163744607	0
c5148	0.669436186	0.924582581	3
c5151	0.685735514	1.165788021	0
c5153	0.599920762	1.114338733	0
c5154	0.144609918	1.007148877	1
c5157	0.677580204	1.175375679	0
c5162	0.3166366	0.991057501	2
c5164	0.033523582	1.070147663	1
c5168	0.675767685	1.165788472	0
c5169	0.69200063	0.939375195	3
c5171	0.644965972	1.170116532	0
c5174	0.624978068	0.928009165	3
c5176	0.650325315	1.171412162	0
c5181	0.70116604	1.11559093	0
c5182	0.704088682	1.11288238	0
c5183	0.733808465	1.120290819	0
c5184	0.740324026	1.111646598	0
c5189	0.642862999	1.177585364	0
c5192	0.359308156	0.982816525	2
c5195	0.703188255	1.156225509	0
c5197	0.609848559	1.177360429	0
c5206	0.677225796	1.164628273	0
c5207	0.487878149	1.117488429	0
c5208	0.053115685	0.995988166	1
c5214	0.652937722	1.171052166	0
c5215	0.677387373	1.169168006	0
c5220	0.649539324	1.177321258	0
c5222	0.644512255	1.161644822	0
c5230	0.656899241	1.167986384	0
c5232	0.037822735	1.06544164	1
c5233	0.658970213	1.115778254	0
c5234	0.658132135	1.122445267	0
c5238	0.682401339	1.167235899	0
c5242	0.62422252	1.171258745	0
c5246	0.090197165	1.056354321	1
c5247	0.645701763	1.164333693	0
c5249	0.731581576	1.128183442	0
c5250	0.737908634	1.123746884	0
c5251	0.654863352	1.173106156	0
c5255	0.714828311	1.118642418	0
c5256	0.710689107	1.114576507	0
c5259	0.113222296	1.027220199	1
c5260	0.422575075	0.935040851	2
c5264	0.681422281	1.173970747	0
c5267	0.005983886	1.04480743	1
c5269	0.62768472	1.175053828	0
c5274	0.585510692	1.168984582	0
c5281	0.054460398	1.059459104	1
c5285	0.363407369	0.955721749	2
c5296	0.0404874	1.048021943	1
c5299	0.605918841	0.919092658	3
c5300	0.381447862	1.131809651	0
c5303	0.356268805	0.978177007	2
c5308	0.66822955	1.170583422	0
c5311	0.658389469	1.176520362	0
c5313	0.009210113	1.002583184	1
c5314	0.002104565	1.012358942	1
c5316	0.647480659	1.175926895	0
c5317	0.593803064	1.122969949	0
c5318	0.153293894	1.019212878	1
c5321	0.335443712	0.965613724	2
c5325	0.353342852	0.973961923	2
c5327	0.654050862	1.170974998	0
c5330	0.654403532	1.166615652	0
c5333	0.905260566	0.861358901	4
c5337	0.682310408	1.169143636	0
c5343	0.640298503	1.174366309	0
c5346	0.022131593	1.060166189	1
c5353	0.647107095	1.164563703	0
c5357	0.569796635	1.123387598	0
c5358	0.124199097	1.016810149	1
c5365	0.683598362	1.172695186	0
c5371	0.651164686	1.168345916	0
c5376	0.660965239	1.171307139	0
c5383	0.13141575	1.019815658	1
c5384	0.575096742	1.113283158	0
c5385	0.63492717	1.175940603	0
c5391	0.127070533	1.020727021	1
c5392	0.567040262	1.124923439	0
c5396	0.041137733	1.060734432	1
c5397	0.657796006	1.173011309	0
c5399	0.665301517	1.169412124	0
c5401	0.697045858	0.93109654	3
c5406	0.369631547	0.979830449	2
c5408	0.08117498	1.060209601	1
c5419	0.110104743	1.176474522	0
c5422	0.053065404	1.192519017	0
c5425	0.081928736	1.187584854	0
c5429	0.080708346	1.139023517	0
c5430	0.705064147	0.953940713	2
c5431	0.441698115	1.069611592	1
c5434	0.080736974	1.182021376	0
c5436	0.779832689	1.01999894	2
c5438	0.415750626	1.081491464	1
c5442	0.425904159	1.072018143	1
c5443	0.438505307	1.084945701	1
c5461	0.216925582	1.132327411	0
c5462	0.219345533	1.133819501	0
c5463	0.981288754	1.079520975	1
c5464	2.562804035	0.811681347	17
c5472	0.084465183	1.185754741	0
c5478	0.078729905	1.185606987	0
c5479	0.78386611	1.011687232	2
c5482	0.081032106	1.194126367	0
c5483	0.70862775	0.966293652	2
c5484	0.070436467	1.142445334	0
c5485	0.079804407	1.181122036	0
c5494	0.075801442	1.181758358	0
c5495	1.626072253	0.83867955	7
c5496	0.351825294	1.151732023	0
c5503	0.075418812	1.187849541	0
c5505	0.077324525	1.187614332	0
c5515	1.058478285	0.976475846	3
c5524	0.110461908	1.177182519	0
c5526	0.077511934	1.187089097	0
c5528	0.460174713	1.080603285	1
c5529	0.11162666	1.175417065	0
c5532	0.106674785	1.1761172	0
c5533	0.693952378	0.980945266	2
c5534	0.070924452	1.140046076	0
c5536	1.060830683	0.97623526	3
c5542	0.143111609	1.174724519	0
