	1
c5171	0
c5004	0
c5215	0
c5183	0
c5184	0
c5058	0
c4920	0
c5214	0
c5141	2
c5142	3
c5391	4
c5392	4
c4997	4
c5259	0
c5260	0
c4989	0
c4990	0
c5255	3
c5256	4
c5246	3
c5122	0
c5024	3
c5385	3
c5333	4
c4965	0
c4978	0
c5397	0
c5106	1
c5230	3
c5130	1
c5063	1
c5408	1
c5140	0
c4958	1
c5124	0
c5043	1
c5524	1
c5532	1
c5483	0
c5484	1
c5434	0
c5472	0
c5436	0
c5515	0
c5529	2
c5419	1
c5533	1
c5534	3
c5485	4
c5461	1
c5462	3
c5542	3
c5482	2
c5431	4
c5429	1
c5430	4
c5479	6
c5478	2
c5442	14
c5494	4
c5443	1
c5526	0
c5495	0
c5496	0
c5422	0
c5503	1
c5425	2
c5528	0
c5536	2
c5463	1
c5464	0
c5438	0
c5505	1
c5242	0
c4996	0
c5164	0
c5192	2
c5317	0
c5318	0
c5012	0
c5371	2
c4971	2
c5249	4
c5250	2
c5028	5
c5153	0
c5154	2
c5008	1
c5337	0
c5066	0
c4929	1
c5162	0
c5181	0
c5182	0
c5195	0
c4909	1
c4910	0
c4940	1
c5311	0
c5041	1
c5308	6
c4956	2
c5174	1
c5078	4
c5072	0
c5274	0
c5118	2
c5233	1
c5234	0
c5401	1
c5169	3
c5053	0
c5026	0
c5376	2
c5232	0
c5316	0
c5396	4
c5313	0
c5314	2
c4911	2
c5040	1
c5189	0
c5009	2
c5321	2
c4983	0
c4984	0
c5207	1
c5208	1
c4921	0
c4922	0
c5103	1
c5104	1
c5299	0
c5300	1
c5330	4
c5343	1
c5346	1
c5051	2
c4936	0
c5285	0
c5017	2
c5296	2
c5080	1
c4969	2
c5002	1
c5327	2
c5083	1
c5084	5
c5131	0
c5132	1
c5144	0
c5357	1
c5358	0
c5127	3
c5128	2
c4985	0
c5325	2
c5055	1
c5303	0
c5383	3
c5384	2
c5151	3
c4923	1
c5264	1
c5157	0
c5365	0
c5238	0
c4917	0
c5206	0
c5168	0
c5109	0
c4944	0
c5281	0
c4902	1
c5176	1
c5251	0
c5148	1
c5197	2
c4898	1
c4906	1
c5269	0
c4946	0
c5399	0
c4961	0
c4974	0
c5220	1
c5353	0
c4991	0
c4976	0
c5267	0
c4947	0
c5406	0
c5222	0
c5247	0
