cell	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17
E15_rep1_clone00767	27	-1	26	-1	28	-1	22	-1	11	0	60	0	31	-1	34	-1	37
E15_rep1_clone00768	27	-1	26	-1	28	-1	22	-1	11	0	62	124	66	78	0	128	0
E15_rep1_clone00769	27	-1	26	-1	28	-1	22	-1	11	0	64	-1	0	0	0	0	72
E15_rep1_clone00770	27	-1	26	-1	28	-1	22	-1	11	0	74	-1	80	138	-1	141	-1
E15_rep1_clone00771	27	-1	26	-1	28	-1	22	-1	11	0	78	30	-1	34	-1	19	-1
E15_rep1_clone00772	27	-1	26	-1	28	-1	22	-1	11	0	78	106	0	123	-1	124	114
E15_rep1_clone00773	27	-1	26	-1	28	-1	22	-1	11	0	78	125	92	-1	86	136	0
E15_rep1_clone00774	27	-1	26	-1	28	-1	22	-1	11	0	78	0	0	152	-1	151	-1
E15_rep1_clone00775	27	-1	26	-1	28	-1	22	-1	11	0	79	-1	88	87	89	-1	101
E15_rep1_clone00776	27	-1	26	-1	28	-1	22	-1	11	0	80	-1	89	136	-1	139	-1
E15_rep1_clone00777	27	-1	26	-1	28	-1	22	-1	11	0	94	-1	111	-1	0	95	-1
E15_rep1_clone00778	27	-1	26	-1	28	-1	22	-1	11	0	94	-1	111	-1	0	0	0
E15_rep1_clone00779	27	-1	26	-1	28	-1	22	-1	11	0	98	0	0	125	0	0	126
E15_rep1_clone00780	27	-1	26	-1	28	-1	22	-1	11	0	0	7	-1	10	-1	6	0
E15_rep1_clone00781	27	-1	26	-1	28	-1	22	-1	11	0	0	54	86	101	0	112	-1
E15_rep1_clone00782	27	-1	26	-1	28	-1	22	-1	11	0	0	80	77	0	0	70	2
E15_rep1_clone00783	27	-1	26	-1	28	-1	22	-1	11	0	0	100	0	0	0	100	126
E15_rep1_clone00784	27	-1	26	-1	28	-1	22	-1	11	0	0	112	114	-1	101	-1	114
E15_rep1_clone00785	27	-1	26	-1	28	-1	22	-1	11	0	0	126	0	125	0	0	9
E15_rep1_clone00786	27	-1	26	-1	28	-1	22	-1	11	0	0	135	0	143	-1	144	-1
E15_rep1_clone00787	27	-1	26	-1	28	-1	22	-1	11	0	0	135	0	0	0	95	-1
E15_rep1_clone00788	27	-1	26	-1	28	-1	22	-1	11	0	0	159	0	0	82	-1	112
E15_rep1_clone00789	27	-1	26	-1	28	-1	22	-1	11	0	0	0	6	0	0	67	-1
E15_rep1_clone00790	27	-1	26	-1	28	-1	22	-1	11	0	0	0	13	-1	12	-1	19
E15_rep1_clone00791	27	-1	26	-1	28	-1	22	-1	11	0	0	0	72	0	0	0	10
E15_rep1_clone00792	27	-1	26	-1	28	-1	22	-1	11	0	0	0	87	0	0	0	2
E15_rep1_clone00793	27	-1	26	-1	28	-1	22	-1	11	0	0	0	94	0	0	0	0
E15_rep1_clone00794	27	-1	26	-1	28	-1	22	-1	11	0	0	0	123	-1	104	-1	129
E15_rep1_clone00795	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	118	0	154	0
E15_rep1_clone00796	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	138	-1	141	-1
E15_rep1_clone00797	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	0	0	100	126
E15_rep1_clone00798	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	0	0	105	-1
E15_rep1_clone00799	29	-1	31	-1	32	22	-1	27	9	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00800	29	-1	31	-1	32	22	-1	27	9	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00801	30	18	7	-1	9	-1	4	30	31	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00802	31	21	8	-1	11	-1	6	-1	6	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00803	31	22	36	-1	35	23	-1	28	14	0	95	-1	113	-1	87	101	82
E15_rep1_clone00804	36	-1	28	17	31	25	-1	29	4	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00805	36	-1	28	17	31	25	-1	29	12	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00806	39	-1	29	0	30	-1	26	26	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00807	43	10	-1	9	-1	11	-1	11	20	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00808	44	21	33	-1	33	27	23	21	29	74	-1	88	-1	97	-1	78	-1
E15_rep1_clone00809	44	21	33	-1	33	27	23	21	29	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00810	46	19	-1	16	29	26	-1	31	8	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00811	47	11	-1	10	-1	12	-1	12	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00812	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	2	-1	5	0	90	77
E15_rep1_clone00813	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	9	-1	12	71	100	38
E15_rep1_clone00814	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	10	-1	14	0	0	86
E15_rep1_clone00815	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	54	-1	0	123	-1	124	85
E15_rep1_clone00816	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	86	115	3	-1	3	-1	3
E15_rep1_clone00817	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	17	-1	20	0	0	86
E15_rep1_clone00818	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	21	-1	24	-1	11	126
E15_rep1_clone00819	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	26	-1	30	-1	0	0
E15_rep1_clone00820	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	31	-1	35	-1	70	86
E15_rep1_clone00821	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	55	-1	0	0	0	95	-1
E15_rep1_clone00822	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	21	153	-1	141	70	68	114
E15_rep1_clone00823	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	22	36	-1	41	-1	24	126
E15_rep1_clone00824	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	47	-1	52	-1	100	114
E15_rep1_clone00825	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	24	109	94	118	70	93	-1
E15_rep1_clone00826	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	57	-1	63	-1	45	119
E15_rep1_clone00827	-1	-1	-1	-1	-1	-1	-1	-1	-1	39	-1	59	-1	65	-1	47	115
E15_rep1_clone00828	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	63	-1	70	-1	52	34
E15_rep1_clone00829	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	65	-1	72	-1	54	61
E15_rep1_clone00830	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	66	-1	74	-1	56	85
E15_rep1_clone00831	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	71	-1	80	-1	60	-1
E15_rep1_clone00832	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	-1	73	-1	82	-1	62	-1
E15_rep1_clone00833	-1	-1	-1	-1	-1	-1	-1	-1	-1	62	60	143	87	118	0	71	88
E15_rep1_clone00834	-1	-1	-1	-1	-1	-1	-1	-1	-1	63	0	49	-1	54	-1	36	-1
E15_rep1_clone00835	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	26	-1	43	-1	46	-1	46
E15_rep1_clone00836	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	60	27	-1	31	-1	17	-1
E15_rep1_clone00837	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	0	46	-1	51	-1	33	-1
E15_rep1_clone00838	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	0	0	0	123	-1	124	0
E15_rep1_clone00839	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	85	-1	93	-1	74	-1
E15_rep1_clone00840	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	100	0	0	0	129	114
E15_rep1_clone00841	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	119	0	138	-1	141	-1
E15_rep1_clone00842	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	0	0	0	90	0	0	0
E15_rep1_clone00843	-1	-1	-1	-1	-1	-1	-1	-1	-1	84	-1	95	-1	106	-1	88	-1
E15_rep1_clone00844	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	0	0	0	0	0	0
E15_rep1_clone00845	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	74	-1	80	29	91	-1	124
E15_rep1_clone00846	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	12	-1	30	-1	33	-1	38
E15_rep1_clone00847	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	12	-1	30	-1	33	-1	86
E15_rep1_clone00848	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	0	0	0	0	0	0	126
E15_rep1_clone00849	-1	-1	-1	-1	-1	-1	-1	-1	-1	99	-1	29	-1	33	-1	18	-1
E15_rep1_clone00850	-1	-1	-1	-1	-1	-1	-1	-1	-1	99	-1	44	-1	49	-1	31	-1
E15_rep1_clone00851	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	7	-1	22	-1	21	119	-1
E15_rep1_clone00852	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	33	-1	50	-1	53	-1	53
E15_rep1_clone00853	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	60	45	-1	50	-1	32	-1
E15_rep1_clone00854	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	63	102	-1	0	90	-1	123
E15_rep1_clone00855	-1	-1	-1	-1	-1	-1	-1	-1	-1	102	26	-1	43	-1	46	-1	46
E15_rep1_clone00856	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	87	-1	99	111	5	83	89
E15_rep1_clone00857	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	121	116	28	67	76	70
E15_rep1_clone00858	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	121	117	60	83	110	70
E15_rep1_clone00859	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	2	80	0	121	-1	121	102
E15_rep1_clone00860	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	2	0	87	121	-1	121	102
E15_rep1_clone00861	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	2	0	0	121	-1	121	102
E15_rep1_clone00862	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	129	10	-1	9	-1	13
E15_rep1_clone00863	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	129	87	113	0	95	-1
E15_rep1_clone00864	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	129	87	0	0	51	0
E15_rep1_clone00865	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	129	0	0	0	100	86
E15_rep1_clone00866	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	-1	132	3	-1	3	-1	3
E15_rep1_clone00867	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	133	82	-1	80	100	88
E15_rep1_clone00868	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	0	0	76	-1	63	118	-1
E15_rep1_clone00869	-1	-1	-1	-1	-1	-1	-1	-1	-1	118	88	0	0	0	0	0	17
E15_rep1_clone00870	-1	-1	-1	-1	-1	-1	-1	-1	-1	119	26	-1	43	-1	46	-1	46
E15_rep1_clone00871	-1	-1	-1	-1	-1	-1	-1	-1	-1	123	-1	139	3	-1	3	-1	3
E15_rep1_clone00872	-1	-1	-1	-1	-1	-1	-1	-1	-1	130	-1	146	97	4	-1	3	-1
E15_rep1_clone00873	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	147	115	-1	102	-1	63
E15_rep1_clone00874	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	150	100	142	-1	143	43
E15_rep1_clone00875	-1	-1	-1	-1	-1	-1	-1	-1	-1	134	15	-1	34	-1	36	95	-1
E15_rep1_clone00876	-1	-1	-1	-1	-1	-1	-1	-1	-1	136	-1	152	-1	109	84	84	86
E15_rep1_clone00877	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	154	-1	120	-1	120	120
E15_rep1_clone00878	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	0	0	41	-1	43	-1	41
E15_rep1_clone00879	-1	-1	-1	-1	-1	-1	-1	-1	-1	143	92	-1	107	-1	0	100	86
E15_rep1_clone00880	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	86	115	3	-1	3	-1	3
E15_rep1_clone00881	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	28	-1	45	-1	48	-1	48
E15_rep1_clone00882	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	42	0	3	-1	3	-1	3
E15_rep1_clone00883	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	45	102	-1	0	0	0	38
E15_rep1_clone00884	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	45	118	94	0	0	0	2
E15_rep1_clone00885	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	45	118	94	0	0	0	87
E15_rep1_clone00886	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	45	135	9	-1	8	-1	11
E15_rep1_clone00887	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	55	99	63	69	72	104	27
E15_rep1_clone00888	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	56	-1	5	144	-1	145	0
E15_rep1_clone00889	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	58	117	64	112	76	-1	0
E15_rep1_clone00890	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	60	0	9	-1	8	-1	11
E15_rep1_clone00891	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	60	0	16	-1	15	-1	24
E15_rep1_clone00892	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	60	0	0	0	0	0	10
E15_rep1_clone00893	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	63	107	8	-1	7	-1	76
E15_rep1_clone00894	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	68	0	0	0	0	0	7
E15_rep1_clone00895	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	71	102	-1	135	74	-1	103
E15_rep1_clone00896	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	72	-1	78	89	0	0	86
E15_rep1_clone00897	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	-1	79	0	0	0	0
E15_rep1_clone00898	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	75	-1	83	0	0	16	128
E15_rep1_clone00899	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	78	15	-1	125	79	-1	110
E15_rep1_clone00900	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	78	103	71	88	73	99	100
E15_rep1_clone00901	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	79	-1	88	87	89	-1	101
E15_rep1_clone00902	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	98	0	0	125	0	0	126
E15_rep1_clone00903	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	-1	6	-1	0	0
E15_rep1_clone00904	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	79	0	149	95	132	-1
E15_rep1_clone00905	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	101	-1	0	0	100	0
E15_rep1_clone00906	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	102	-1	146	-1	147	-1
E15_rep1_clone00907	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	108	27	-1	30	-1	36
E15_rep1_clone00908	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	134	58	127	-1	131	114
E15_rep1_clone00909	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	7	-1	6	-1	8
E15_rep1_clone00910	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	62	0	0	91	131
E15_rep1_clone00911	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	81	-1	0	100	86
E15_rep1_clone00912	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	112	-1	100	-1	33
E15_rep1_clone00913	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	118	0	154	0
E15_rep1_clone00914	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	135	74	-1	103
E15_rep1_clone00915	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	149	94	43	-1
E15_rep1_clone00916	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	82	-1	112
E15_rep1_clone00917	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	69	12
E15_rep1_clone00918	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	20
E15_rep1_clone00919	0	21	27	0	5	17	5	35	18	104	-1	121	119	134	64	126	71
E15_rep1_clone00920	0	0	0	0	0	22	-1	27	0	0	0	0	0	0	0	0	15
