gene	log2FC	p_value	q_value	signif
5	1.9304792	0.0009628738121346953	0.06529537665149775	False
72	1.7004849	0.0015380470439345592	0.06529537665149775	False
23	1.6780503	0.002183578440347608	0.06529537665149775	False
16	1.7246065	0.003696655034997814	0.06529537665149775	False
18	1.6642967	0.003917722599089865	0.06529537665149775	False
8	1.7980087	0.003917722599089865	0.06529537665149775	False
19	1.4679915	0.004699268661114752	0.06713240944449644	False
48	1.4950362	0.007749097205327242	0.09336113811866346	False
20	1.3460891	0.008402502430679712	0.09336113811866346	False
83	1.2826635	0.02648611252588354	0.21162374196268532	False
85	1.4175928	0.027537687616190246	0.21162374196268532	False
43	1.443745	0.028185764371295552	0.21162374196268532	False
75	1.2456715	0.03211185079379294	0.21162374196268532	False
1	1.3243397	0.03285126862107465	0.21162374196268532	False
35	1.1373676	0.03385979871402965	0.21162374196268532	False
14	1.1419266	0.04018682961821736	0.23639311540127858	False
37	1.3308767	0.04292225344492317	0.2384569635829065	False
17	1.006263	0.052829337251427425	0.2642286652239683	False
47	1.1792977	0.05320250332524465	0.2642286652239683	False
91	1.1047219	0.05548801969703334	0.2642286652239683	False
99	0.97578156	0.06546323814361182	0.2924414363837341	False
31	0.9765232	0.06726153036825884	0.2924414363837341	False
15	0.9336819	0.08424466904415194	0.3510194543506331	False
44	0.97881377	0.09636511684927063	0.3854604673970825	False
21	0.8377226	0.13959179814909728	0.5170066598114714	False
67	1.0972307	0.1453830356761977	0.5192251274149917	False
42	0.963857	0.16021193827114732	0.5524549595556805	False
29	1.0645628	0.17230255166054942	0.5589036570261824	False
27	0.8956007	0.17326013367811655	0.5589036570261824	False
61	0.7377319	0.20822845279321445	0.6012407747957917	False
58	0.86886346	0.2104342711785271	0.6012407747957917	False
53	0.72285616	0.22869148365612302	0.6174253631227016	False
12	0.88890177	0.2346216379866266	0.6174253631227016	False
2	0.66140205	0.2418805575939027	0.6202065579330839	False
68	0.7089186	0.2659042213574625	0.6485468813596647	False
52	0.83274436	0.28874958265085116	0.677957538565044	False
97	0.70265424	0.29152174158296895	0.677957538565044	False
96	0.61002254	0.30278881768406896	0.6881564038274295	False
33	0.7342071	0.33220775084669296	0.7329272698339488	False
78	0.7435857	0.34447581682195594	0.7329272698339488	False
57	0.6030833	0.34447581682195594	0.7329272698339488	False
84	0.5671388	0.3538641308742422	0.7361796684946976	False
63	0.50343573	0.3896534784546256	0.7361796684946976	False
62	0.42763475	0.4049077242702306	0.7361796684946976	False
32	0.4465143	0.40662440605168115	0.7361796684946976	False
93	0.5725754	0.4135344411156142	0.7361796684946976	False
94	0.5051302	0.42579292649029454	0.7361796684946976	False
36	0.41682953	0.43111081547909735	0.7361796684946976	False
70	0.56270593	0.43111081547909735	0.7361796684946976	False
77	0.46112573	0.44186137142963977	0.7361796684946976	False
71	0.56625146	0.44547870749355944	0.7361796684946976	False
81	0.4871748	0.4491128614380311	0.7361796684946976	False
