ID	gene	h0_alpha	h0_sigma2	h0_theta	h1_alpha	h1_sigma2	h1_theta0	h1_theta1	h0	h1	LR	p	q	signif
65	66	737.7354	549.3357	0.87420034	1084.9086	381.65186	0.8309712409973145	2.0955164432525635	289.43866	284.75638	4.6822815	0.030475248283495904	0.860172359166091	False
7	8	202.94496	374.55908	0.6327008	270.68988	353.5913	0.6994490027427673	0.08600786328315735	281.07227	277.57526	3.4970093	0.06147976052133952	0.860172359166091	False
89	90	458.93106	391.65402	0.778959	519.893	431.71283	0.7409220933914185	1.696700930595398	287.36902	284.48776	2.881256	0.08961609048912544	0.860172359166091	False
60	61	1030.9791	1004.81946	0.8209268	1106.6757	1000.99915	0.7797259092330933	1.6671229600906372	289.50864	286.83032	2.6783142	0.1017233607454412	0.860172359166091	False
93	94	1430.0723	1046.8715	0.7318903	1762.9536	1026.9705	0.6947847604751587	1.5672065019607544	284.93848	282.3332	2.6052856	0.10650796548840669	0.860172359166091	False
73	74	889.43854	731.2248	0.7629088	1306.5107	661.6838	0.737339973449707	1.6583319902420044	286.35773	283.77704	2.5806885	0.10817460272706692	0.860172359166091	False
0	1	340.8087	586.0896	0.8664256	374.47757	527.62317	0.8332774043083191	1.8284276723861694	287.54858	285.00882	2.5397644	0.11101134953419123	0.860172359166091	False
9	10	1284.2926	2387.1428	0.81834066	1378.2313	2484.5674	0.7814224362373352	1.8266338109970093	286.43958	283.9785	2.46109	0.11669776898124395	0.860172359166091	False
80	81	219.95648	307.78265	0.8237463	274.71207	232.55676	0.8088405728340149	1.660953164100647	288.18445	285.7876	2.3968506	0.12157979908248662	0.860172359166091	False
25	26	787.7657	1112.9668	0.88946426	960.11444	1638.0591	0.8378554582595825	1.7875618934631348	287.93924	285.66504	2.2742004	0.1315429493604262	0.860172359166091	False
41	42	502.58954	767.1847	0.8879293	646.64575	655.87787	0.8778629302978516	1.7446545362472534	289.81958	287.64368	2.1759033	0.14018718116676143	0.860172359166091	False
46	47	424.7891	387.19147	0.8675889	427.3608	414.19867	0.8238832950592041	1.671830415725708	288.91467	286.81146	2.1032104	0.14699022102592996	0.860172359166091	False
17	18	751.0078	1107.1406	0.5610047	825.3636	1204.399	0.522639274597168	1.3043068647384644	273.7119	271.85156	1.8603516	0.1725842303963221	0.860172359166091	False
58	59	341.17004	712.3513	0.62523323	402.30136	599.5162	0.6170568466186523	1.3948168754577637	280.80402	278.96375	1.840271	0.17491918817277474	0.860172359166091	False
97	98	410.73993	514.95844	0.85579866	461.36032	528.60034	0.8248545527458191	1.6177479028701782	287.7868	286.03143	1.7553711	0.18520293335033033	0.860172359166091	False
74	75	593.13904	633.54626	0.7374897	697.4997	467.83524	0.7179505825042725	1.503833532333374	284.91058	283.18106	1.7295227	0.18847186400051374	0.860172359166091	False
33	34	1596.6119	853.69366	0.7247559	1589.3202	851.3836	0.6923540234565735	1.3208280801773071	284.1704	282.47717	1.6932373	0.1931747703547142	0.860172359166091	False
39	40	212.81262	299.29962	0.5722996	236.82494	304.55298	0.5959689617156982	0.16905449330806732	274.9178	273.27444	1.6433411	0.19986767648841397	0.860172359166091	False
12	13	405.79022	275.07764	0.750839	443.22205	256.02594	0.7260937690734863	1.4202228784561157	285.46646	283.84656	1.6199036	0.20310523466091535	0.860172359166091	False
64	65	1160.38	924.274	0.5914282	1214.3833	1291.8527	0.6024185419082642	0.18829205632209778	275.78455	274.33414	1.4504089	0.22846234668149779	0.860172359166091	False
59	60	1887.3195	1238.9695	0.63585186	1991.3253	1147.1526	0.6189243793487549	1.1086373329162598	279.2146	277.83517	1.379425	0.24019910669939115	0.860172359166091	False
82	83	2104.5562	1063.081	0.6311396	2199.2742	819.61975	0.6098495721817017	1.1822515726089478	277.97797	276.5994	1.3785706	0.24034478364271716	0.860172359166091	False
66	67	448.8144	881.77106	0.6524064	565.5718	883.30365	0.641136646270752	1.2431056499481201	281.669	280.42203	1.2469788	0.2641303032595489	0.860172359166091	False
4	5	1959.811	1277.9858	0.64051247	1782.1516	2010.1802	0.6323353052139282	0.25309649109840393	279.0903	277.87988	1.2104187	0.27124921505083044	0.860172359166091	False
91	92	719.64166	774.2746	0.6351143	769.5456	620.61	0.6260272860527039	1.0596460103988647	279.55078	278.40912	1.1416626	0.2853012862209875	0.860172359166091	False
76	77	295.4758	695.27344	0.48531264	343.668	704.4929	0.5146220326423645	0.16350315511226654	269.06412	267.98212	1.0820007	0.2982504093192877	0.860172359166091	False
55	56	1706.0394	2484.8303	0.47981519	1731.1534	2603.8074	0.48893848061561584	0.17715905606746674	266.62994	265.59195	1.0379944	0.30828838411629933	0.860172359166091	False
35	36	1147.9183	1492.7981	0.66768885	1175.9282	1057.7883	0.7106021046638489	0.29190295934677124	282.82703	281.8508	0.9762268	0.323132125562966	0.860172359166091	False
95	96	394.92685	282.342	1.0433679	428.25507	215.10687	1.027706265449524	1.5287516117095947	290.16168	289.2045	0.95718384	0.32789742914604725	0.860172359166091	False
75	76	629.19116	1341.8285	0.5653066	584.268	1358.4017	0.5745038986206055	0.2342727929353714	275.06674	274.17987	0.88687134	0.3463265562182841	0.860172359166091	False
36	37	1428.397	534.9351	0.62153906	1629.391	535.19666	0.6412349939346313	0.31578975915908813	276.9546	276.0853	0.8692932	0.35115105150360715	0.860172359166091	False
69	70	921.443	668.8763	0.8031056	980.7265	683.52716	0.7834230661392212	1.2053285837173462	287.95746	287.09375	0.8637085	0.3527029720524706	0.860172359166091	False
