gene,species,replicate,exprval
1,5528,R1,1
1,5529,R1,3
1,5532,R1,2
1,5533,R1,0
1,5534,R1,0
1,5536,R1,2
1,5542,R1,1
2,4898,R1,1
2,4902,R1,3
2,4906,R1,1
2,4909,R1,0
2,4910,R1,0
2,4911,R1,1
2,4917,R1,1
2,4920,R1,0
2,4921,R1,2
2,4922,R1,2
2,4923,R1,1
2,4929,R1,1
2,4936,R1,0
2,4940,R1,0
2,4944,R1,3
2,4946,R1,3
2,4947,R1,0
2,4956,R1,2
2,4958,R1,1
2,4961,R1,1
2,4965,R1,0
2,4969,R1,0
2,4971,R1,0
2,4974,R1,0
2,4976,R1,3
2,4978,R1,0
2,4983,R1,0
2,4984,R1,0
2,4985,R1,1
2,4989,R1,0
2,4990,R1,0
2,4991,R1,1
2,4996,R1,1
2,4997,R1,2
2,5002,R1,0
2,5004,R1,0
2,5008,R1,3
2,5009,R1,0
2,5012,R1,0
2,5017,R1,0
2,5024,R1,1
2,5026,R1,0
2,5028,R1,0
2,5040,R1,1
2,5041,R1,0
2,5043,R1,0
2,5051,R1,2
2,5053,R1,0
2,5055,R1,1
2,5058,R1,2
2,5063,R1,0
2,5066,R1,2
2,5072,R1,0
2,5078,R1,0
2,5080,R1,0
2,5083,R1,1
2,5084,R1,0
2,5103,R1,2
2,5104,R1,0
2,5106,R1,0
2,5109,R1,0
2,5118,R1,1
2,5122,R1,0
2,5124,R1,0
2,5127,R1,3
2,5128,R1,0
2,5130,R1,0
2,5131,R1,1
2,5132,R1,1
2,5140,R1,0
2,5141,R1,1
2,5142,R1,0
2,5144,R1,2
2,5148,R1,2
2,5151,R1,2
2,5153,R1,0
2,5154,R1,1
2,5157,R1,0
2,5162,R1,1
2,5164,R1,1
2,5168,R1,0
2,5169,R1,0
2,5171,R1,0
2,5174,R1,3
2,5176,R1,0
2,5181,R1,3
2,5182,R1,1
2,5183,R1,0
2,5184,R1,0
2,5189,R1,0
2,5192,R1,0
2,5195,R1,0
2,5197,R1,0
2,5206,R1,2
2,5207,R1,1
2,5208,R1,4
2,5214,R1,0
2,5215,R1,0
2,5220,R1,1
2,5222,R1,0
2,5230,R1,0
2,5232,R1,0
2,5233,R1,0
2,5234,R1,0
2,5238,R1,1
2,5242,R1,1
2,5246,R1,1
2,5247,R1,2
2,5249,R1,0
2,5250,R1,0
2,5251,R1,2
2,5255,R1,2
2,5256,R1,0
2,5259,R1,1
2,5260,R1,0
2,5264,R1,0
2,5267,R1,0
2,5269,R1,1
2,5274,R1,0
2,5281,R1,1
2,5285,R1,0
2,5296,R1,2
2,5299,R1,0
2,5300,R1,1
2,5303,R1,1
2,5308,R1,3
2,5311,R1,0
2,5313,R1,0
2,5314,R1,0
2,5316,R1,1
2,5317,R1,1
2,5318,R1,0
2,5321,R1,1
2,5325,R1,1
2,5327,R1,0
2,5330,R1,0
2,5333,R1,0
2,5337,R1,1
2,5343,R1,0
2,5346,R1,2
2,5353,R1,1
2,5357,R1,1
2,5358,R1,2
2,5365,R1,1
2,5371,R1,0
2,5376,R1,1
2,5383,R1,2
2,5384,R1,0
2,5385,R1,1
2,5391,R1,1
2,5392,R1,2
2,5396,R1,0
2,5397,R1,2
2,5399,R1,2
2,5401,R1,0
2,5406,R1,2
2,5408,R1,0
2,5419,R1,1
2,5422,R1,0
2,5425,R1,1
2,5429,R1,1
2,5430,R1,0
2,5431,R1,1
2,5434,R1,2
2,5436,R1,0
2,5438,R1,1
2,5442,R1,1
2,5443,R1,0
2,5461,R1,2
2,5462,R1,0
2,5463,R1,0
2,5464,R1,0
2,5472,R1,0
2,5478,R1,0
2,5479,R1,4
2,5482,R1,2
2,5483,R1,2
2,5484,R1,1
2,5485,R1,0
2,5494,R1,2
2,5495,R1,0
2,5496,R1,1
2,5503,R1,0
2,5505,R1,4
2,5515,R1,0
2,5524,R1,0
2,5526,R1,1
2,5528,R1,1
2,5529,R1,0
2,5532,R1,0
2,5533,R1,1
2,5534,R1,0
2,5536,R1,1
2,5542,R1,0
3,4898,R1,1
3,4902,R1,0
3,4906,R1,0
3,4909,R1,1
3,4910,R1,1
3,4911,R1,1
3,4917,R1,0
3,4920,R1,1
3,4921,R1,0
3,4922,R1,0
3,4923,R1,0
3,4929,R1,1
3,4936,R1,0
3,4940,R1,1
3,4944,R1,1
3,4946,R1,1
3,4947,R1,0
3,4956,R1,0
3,4958,R1,0
3,4961,R1,1
3,4965,R1,1
3,4969,R1,0
3,4971,R1,1
3,4974,R1,1
3,4976,R1,2
3,4978,R1,0
3,4983,R1,0
3,4984,R1,0
3,4985,R1,0
3,4989,R1,0
3,4990,R1,1
3,4991,R1,0
3,4996,R1,0
3,4997,R1,0
3,5002,R1,0
3,5004,R1,0
3,5008,R1,1
3,5009,R1,0
3,5012,R1,0
3,5017,R1,0
3,5024,R1,1
3,5026,R1,0
3,5028,R1,1
3,5040,R1,2
3,5041,R1,1
3,5043,R1,2
3,5051,R1,0
3,5053,R1,1
3,5055,R1,0
3,5058,R1,0
3,5063,R1,3
3,5066,R1,0
3,5072,R1,1
3,5078,R1,1
3,5080,R1,0
3,5083,R1,0
3,5084,R1,0
3,5103,R1,2
3,5104,R1,0
3,5106,R1,1
3,5109,R1,1
3,5118,R1,0
3,5122,R1,1
3,5124,R1,3
3,5127,R1,0
3,5128,R1,0
3,5130,R1,0
3,5131,R1,0
3,5132,R1,0
3,5140,R1,0
3,5141,R1,0
3,5142,R1,0
3,5144,R1,1
3,5148,R1,0
3,5151,R1,0
3,5153,R1,0
3,5154,R1,4
3,5157,R1,0
3,5162,R1,1
3,5164,R1,0
3,5168,R1,0
3,5169,R1,0
3,5171,R1,1
3,5174,R1,0
3,5176,R1,0
3,5181,R1,0
3,5182,R1,1
3,5183,R1,0
3,5184,R1,0
3,5189,R1,0
3,5192,R1,1
3,5195,R1,1
3,5197,R1,2
3,5206,R1,1
3,5207,R1,0
3,5208,R1,1
3,5214,R1,2
3,5215,R1,3
3,5220,R1,0
3,5222,R1,0
3,5230,R1,0
3,5232,R1,1
3,5233,R1,0
3,5234,R1,0
3,5238,R1,1
3,5242,R1,1
3,5246,R1,1
3,5247,R1,0
3,5249,R1,1
3,5250,R1,2
3,5251,R1,0
3,5255,R1,0
3,5256,R1,0
3,5259,R1,1
3,5260,R1,0
3,5264,R1,1
3,5267,R1,3
3,5269,R1,0
3,5274,R1,2
3,5281,R1,1
3,5285,R1,3
3,5296,R1,0
3,5299,R1,0
3,5300,R1,0
3,5303,R1,0
3,5308,R1,0
3,5311,R1,1
3,5313,R1,0
3,5314,R1,1
3,5316,R1,1
3,5317,R1,0
3,5318,R1,1
3,5321,R1,0
3,5325,R1,1
3,5327,R1,0
3,5330,R1,0
3,5333,R1,0
3,5337,R1,0
3,5343,R1,0
3,5346,R1,0
3,5353,R1,0
3,5357,R1,1
3,5358,R1,0
3,5365,R1,0
3,5371,R1,2
3,5376,R1,1
3,5383,R1,0
3,5384,R1,2
3,5385,R1,0
3,5391,R1,0
3,5392,R1,0
3,5396,R1,1
3,5397,R1,1
3,5399,R1,1
3,5401,R1,0
3,5406,R1,1
3,5408,R1,0
3,5419,R1,1
3,5422,R1,0
3,5425,R1,0
3,5429,R1,0
3,5430,R1,0
3,5431,R1,0
3,5434,R1,0
3,5436,R1,0
3,5438,R1,1
3,5442,R1,0
3,5443,R1,0
3,5461,R1,1
3,5462,R1,0
3,5463,R1,1
3,5464,R1,0
3,5472,R1,1
3,5478,R1,0
3,5479,R1,0
3,5482,R1,0
3,5483,R1,2
3,5484,R1,1
3,5485,R1,0
3,5494,R1,0
3,5495,R1,0
3,5496,R1,0
3,5503,R1,0
3,5505,R1,1
3,5515,R1,1
3,5524,R1,0
3,5526,R1,0
3,5528,R1,2
3,5529,R1,0
3,5532,R1,2
3,5533,R1,1
3,5534,R1,0
3,5536,R1,0
3,5542,R1,0
4,4898,R1,0
4,4902,R1,0
4,4906,R1,0
4,4909,R1,0
4,4910,R1,2
4,4911,R1,1
4,4917,R1,0
4,4920,R1,2
4,4921,R1,1
4,4922,R1,0
4,4923,R1,4
4,4929,R1,0
4,4936,R1,1
4,4940,R1,3
4,4944,R1,1
4,4946,R1,1
4,4947,R1,1
4,4956,R1,2
4,4958,R1,1
4,4961,R1,2
4,4965,R1,0
4,4969,R1,0
4,4971,R1,0
4,4974,R1,0
4,4976,R1,1
4,4978,R1,0
4,4983,R1,1
4,4984,R1,0
4,4985,R1,0
4,4989,R1,1
4,4990,R1,2
4,4991,R1,0
4,4996,R1,1
4,4997,R1,1
4,5002,R1,1
4,5004,R1,0
4,5008,R1,0
4,5009,R1,1
4,5012,R1,1
4,5017,R1,0
4,5024,R1,0
4,5026,R1,0
4,5028,R1,1
4,5040,R1,1
4,5041,R1,3
4,5043,R1,1
4,5051,R1,0
4,5053,R1,2
4,5055,R1,1
4,5058,R1,0
4,5063,R1,2
4,5066,R1,0
4,5072,R1,0
4,5078,R1,0
4,5080,R1,1
4,5083,R1,0
4,5084,R1,0
4,5103,R1,0
4,5104,R1,0
4,5106,R1,0
4,5109,R1,1
4,5118,R1,0
4,5122,R1,0
4,5124,R1,0
4,5127,R1,0
4,5128,R1,1
4,5130,R1,2
4,5131,R1,0
4,5132,R1,0
4,5140,R1,1
4,5141,R1,0
4,5142,R1,2
4,5144,R1,2
4,5148,R1,1
4,5151,R1,1
4,5153,R1,0
4,5154,R1,3
4,5157,R1,0
4,5162,R1,0
4,5164,R1,0
4,5168,R1,0
4,5169,R1,0
4,5171,R1,0
4,5174,R1,0
4,5176,R1,1
4,5181,R1,1
4,5182,R1,4
4,5183,R1,1
4,5184,R1,2
4,5189,R1,0
4,5192,R1,2
4,5195,R1,1
4,5197,R1,0
4,5206,R1,0
4,5207,R1,0
4,5208,R1,0
4,5214,R1,0
4,5215,R1,0
4,5220,R1,1
4,5222,R1,0
4,5230,R1,1
4,5232,R1,1
4,5233,R1,1
4,5234,R1,0
4,5238,R1,0
4,5242,R1,0
4,5246,R1,0
4,5247,R1,0
4,5249,R1,1
4,5250,R1,0
4,5251,R1,0
4,5255,R1,0
4,5256,R1,0
4,5259,R1,0
4,5260,R1,0
4,5264,R1,0
4,5267,R1,0
4,5269,R1,1
4,5274,R1,0
4,5281,R1,0
4,5285,R1,0
4,5296,R1,3
4,5299,R1,0
4,5300,R1,0
4,5303,R1,1
4,5308,R1,2
4,5311,R1,2
4,5313,R1,1
4,5314,R1,0
4,5316,R1,1
4,5317,R1,0
4,5318,R1,0
4,5321,R1,1
4,5325,R1,0
4,5327,R1,0
4,5330,R1,2
4,5333,R1,0
4,5337,R1,3
4,5343,R1,0
4,5346,R1,1
4,5353,R1,1
4,5357,R1,0
4,5358,R1,0
4,5365,R1,1
4,5371,R1,0
4,5376,R1,0
4,5383,R1,0
4,5384,R1,1
4,5385,R1,0
4,5391,R1,0
4,5392,R1,1
4,5396,R1,2
4,5397,R1,1
4,5399,R1,0
4,5401,R1,1
4,5406,R1,1
4,5408,R1,0
4,5419,R1,0
4,5422,R1,0
4,5425,R1,1
4,5429,R1,0
4,5430,R1,1
4,5431,R1,0
4,5434,R1,1
4,5436,R1,0
4,5438,R1,0
4,5442,R1,1
4,5443,R1,0
4,5461,R1,0
4,5462,R1,1
4,5463,R1,0
4,5464,R1,1
4,5472,R1,2
4,5478,R1,2
4,5479,R1,0
4,5482,R1,0
4,5483,R1,2
4,5484,R1,2
4,5485,R1,4
4,5494,R1,1
4,5495,R1,0
4,5496,R1,1
4,5503,R1,1
4,5505,R1,0
4,5515,R1,1
4,5524,R1,0
4,5526,R1,1
4,5528,R1,0
4,5529,R1,0
4,5532,R1,2
4,5533,R1,0
4,5534,R1,0
4,5536,R1,0
4,5542,R1,1
5,4898,R1,0
5,4902,R1,0
5,4906,R1,0
5,4909,R1,1
5,4910,R1,2
5,4911,R1,1
5,4917,R1,0
5,4920,R1,0
5,4921,R1,2
5,4922,R1,0
5,4923,R1,1
5,4929,R1,1
5,4936,R1,0
5,4940,R1,1
5,4944,R1,1
5,4946,R1,2
5,4947,R1,0
5,4956,R1,1
5,4958,R1,0
5,4961,R1,1
5,4965,R1,1
5,4969,R1,1
5,4971,R1,0
5,4974,R1,1
5,4976,R1,0
5,4978,R1,1
5,4983,R1,2
5,4984,R1,1
5,4985,R1,0
5,4989,R1,0
5,4990,R1,1
5,4991,R1,0
5,4996,R1,0
5,4997,R1,2
5,5002,R1,1
5,5004,R1,1
5,5008,R1,0
5,5009,R1,3
5,5012,R1,0
5,5017,R1,2
5,5024,R1,0
5,5026,R1,0
5,5028,R1,0
5,5040,R1,1
5,5041,R1,2
5,5043,R1,1
5,5051,R1,1
5,5053,R1,0
5,5055,R1,1
5,5058,R1,0
5,5063,R1,0
5,5066,R1,3
5,5072,R1,0
5,5078,R1,2
5,5080,R1,1
5,5083,R1,1
5,5084,R1,0
5,5103,R1,3
5,5104,R1,0
5,5106,R1,0
5,5109,R1,0
5,5118,R1,1
5,5122,R1,0
5,5124,R1,0
5,5127,R1,1
5,5128,R1,1
5,5130,R1,0
5,5131,R1,2
5,5132,R1,1
5,5140,R1,0
5,5141,R1,2
5,5142,R1,0
5,5144,R1,3
5,5148,R1,2
5,5151,R1,1
5,5153,R1,0
5,5154,R1,1
5,5157,R1,0
5,5162,R1,0
5,5164,R1,0
5,5168,R1,1
5,5169,R1,0
5,5171,R1,0
5,5174,R1,1
5,5176,R1,0
5,5181,R1,2
5,5182,R1,0
5,5183,R1,1
5,5184,R1,0
5,5189,R1,0
5,5192,R1,1
5,5195,R1,2
5,5197,R1,1
5,5206,R1,0
5,5207,R1,3
5,5208,R1,0
5,5214,R1,0
5,5215,R1,2
5,5220,R1,0
5,5222,R1,2
5,5230,R1,1
5,5232,R1,0
5,5233,R1,0
5,5234,R1,0
5,5238,R1,0
5,5242,R1,1
5,5246,R1,0
5,5247,R1,1
5,5249,R1,1
5,5250,R1,0
5,5251,R1,0
5,5255,R1,0
5,5256,R1,0
5,5259,R1,0
5,5260,R1,0
5,5264,R1,2
5,5267,R1,3
5,5269,R1,1
5,5274,R1,0
5,5281,R1,1
5,5285,R1,1
5,5296,R1,1
5,5299,R1,1
5,5300,R1,0
5,5303,R1,0
5,5308,R1,0
5,5311,R1,0
5,5313,R1,0
5,5314,R1,1
5,5316,R1,1
5,5317,R1,1
5,5318,R1,0
5,5321,R1,1
5,5325,R1,0
5,5327,R1,0
5,5330,R1,1
5,5333,R1,0
5,5337,R1,1
5,5343,R1,0
5,5346,R1,1
5,5353,R1,0
5,5357,R1,0
5,5358,R1,1
5,5365,R1,2
5,5371,R1,2
5,5376,R1,2
5,5383,R1,0
5,5384,R1,1
5,5385,R1,0
5,5391,R1,1
5,5392,R1,0
5,5396,R1,0
5,5397,R1,1
5,5399,R1,1
5,5401,R1,0
5,5406,R1,3
5,5408,R1,0
5,5419,R1,3
5,5422,R1,1
5,5425,R1,0
5,5429,R1,0
5,5430,R1,0
5,5431,R1,1
5,5434,R1,1
5,5436,R1,0
5,5438,R1,0
5,5442,R1,0
5,5443,R1,0
5,5461,R1,0
5,5462,R1,0
5,5463,R1,0
5,5464,R1,1
5,5472,R1,1
5,5478,R1,0
5,5479,R1,1
5,5482,R1,0
5,5483,R1,0
5,5484,R1,0
5,5485,R1,0
5,5494,R1,0
5,5495,R1,1
5,5496,R1,0
5,5503,R1,2
5,5505,R1,0
5,5515,R1,0
5,5524,R1,1
5,5526,R1,3
5,5528,R1,2
5,5529,R1,0
5,5532,R1,0
5,5533,R1,0
5,5534,R1,0
5,5536,R1,0
5,5542,R1,0
6,4898,R1,4
6,4902,R1,1
6,4906,R1,2
6,4909,R1,0
6,4910,R1,1
6,4911,R1,1
6,4917,R1,1
6,4920,R1,1
6,4921,R1,2
6,4922,R1,0
6,4923,R1,1
6,4929,R1,2
6,4936,R1,2
6,4940,R1,1
6,4944,R1,1
6,4946,R1,1
6,4947,R1,2
6,4956,R1,1
6,4958,R1,0
6,4961,R1,1
6,4965,R1,1
6,4969,R1,0
6,4971,R1,1
6,4974,R1,0
6,4976,R1,1
6,4978,R1,1
6,4983,R1,2
6,4984,R1,1
6,4985,R1,2
6,4989,R1,1
6,4990,R1,1
6,4991,R1,3
6,4996,R1,0
6,4997,R1,0
6,5002,R1,0
6,5004,R1,0
6,5008,R1,0
6,5009,R1,0
6,5012,R1,2
6,5017,R1,0
6,5024,R1,0
6,5026,R1,1
6,5028,R1,2
6,5040,R1,1
6,5041,R1,0
6,5043,R1,0
6,5051,R1,0
6,5053,R1,0
6,5055,R1,0
6,5058,R1,0
6,5063,R1,1
6,5066,R1,2
6,5072,R1,1
6,5078,R1,1
6,5080,R1,0
6,5083,R1,0
6,5084,R1,1
6,5103,R1,0
6,5104,R1,0
6,5106,R1,0
6,5109,R1,2
6,5118,R1,1
6,5122,R1,0
6,5124,R1,1
6,5127,R1,2
6,5128,R1,1
6,5130,R1,1
6,5131,R1,0
6,5132,R1,0
6,5140,R1,1
6,5141,R1,0
6,5142,R1,0
6,5144,R1,1
6,5148,R1,1
6,5151,R1,2
6,5153,R1,1
6,5154,R1,0
6,5157,R1,2
6,5162,R1,0
6,5164,R1,1
6,5168,R1,2
6,5169,R1,0
6,5171,R1,0
6,5174,R1,1
6,5176,R1,3
6,5181,R1,0
6,5182,R1,0
6,5183,R1,0
6,5184,R1,0
6,5189,R1,1
6,5192,R1,0
6,5195,R1,0
6,5197,R1,2
6,5206,R1,1
6,5207,R1,0
6,5208,R1,0
6,5214,R1,3
6,5215,R1,0
6,5220,R1,0
6,5222,R1,0
6,5230,R1,0
6,5232,R1,2
6,5233,R1,0
6,5234,R1,1
6,5238,R1,0
6,5242,R1,0
6,5246,R1,0
6,5247,R1,0
6,5249,R1,1
6,5250,R1,0
6,5251,R1,2
6,5255,R1,0
6,5256,R1,3
6,5259,R1,1
6,5260,R1,0
6,5264,R1,0
6,5267,R1,1
6,5269,R1,2
6,5274,R1,2
6,5281,R1,1
6,5285,R1,0
6,5296,R1,0
6,5299,R1,0
6,5300,R1,1
6,5303,R1,0
6,5308,R1,0
6,5311,R1,2
6,5313,R1,0
6,5314,R1,2
6,5316,R1,0
6,5317,R1,0
6,5318,R1,1
6,5321,R1,1
6,5325,R1,0
6,5327,R1,1
6,5330,R1,0
6,5333,R1,0
6,5337,R1,0
6,5343,R1,0
6,5346,R1,1
6,5353,R1,3
6,5357,R1,2
6,5358,R1,2
6,5365,R1,0
6,5371,R1,0
6,5376,R1,1
6,5383,R1,3
6,5384,R1,2
6,5385,R1,0
6,5391,R1,0
6,5392,R1,0
6,5396,R1,0
6,5397,R1,0
6,5399,R1,3
6,5401,R1,2
6,5406,R1,1
6,5408,R1,0
6,5419,R1,1
6,5422,R1,0
6,5425,R1,1
6,5429,R1,0
6,5430,R1,0
6,5431,R1,1
6,5434,R1,1
6,5436,R1,1
6,5438,R1,1
6,5442,R1,1
6,5443,R1,1
6,5461,R1,0
6,5462,R1,1
6,5463,R1,0
6,5464,R1,0
6,5472,R1,1
6,5478,R1,0
6,5479,R1,0
6,5482,R1,1
6,5483,R1,1
6,5484,R1,0
6,5485,R1,1
6,5494,R1,1
6,5495,R1,0
6,5496,R1,0
6,5503,R1,2
6,5505,R1,2
6,5515,R1,1
6,5524,R1,1
6,5526,R1,2
6,5528,R1,0
6,5529,R1,1
6,5532,R1,2
6,5533,R1,2
6,5534,R1,1
6,5536,R1,0
6,5542,R1,1
7,4898,R1,2
7,4902,R1,1
7,4906,R1,0
7,4909,R1,1
7,4910,R1,2
7,4911,R1,0
7,4917,R1,2
7,4920,R1,0
7,4921,R1,1
7,4922,R1,3
7,4923,R1,0
7,4929,R1,0
7,4936,R1,0
7,4940,R1,2
7,4944,R1,1
7,4946,R1,0
7,4947,R1,0
7,4956,R1,0
7,4958,R1,1
7,4961,R1,0
7,4965,R1,2
7,4969,R1,0
7,4971,R1,1
7,4974,R1,0
7,4976,R1,0
7,4978,R1,0
7,4983,R1,0
7,4984,R1,0
7,4985,R1,1
7,4989,R1,0
7,4990,R1,0
7,4991,R1,0
7,4996,R1,0
7,4997,R1,0
7,5002,R1,0
7,5004,R1,1
7,5008,R1,1
7,5009,R1,1
7,5012,R1,2
7,5017,R1,1
7,5024,R1,0
7,5026,R1,1
7,5028,R1,2
7,5040,R1,0
7,5041,R1,0
7,5043,R1,1
7,5051,R1,0
7,5053,R1,0
7,5055,R1,2
7,5058,R1,2
7,5063,R1,0
7,5066,R1,0
7,5072,R1,1
7,5078,R1,1
7,5080,R1,1
7,5083,R1,0
7,5084,R1,0
7,5103,R1,1
7,5104,R1,1
7,5106,R1,3
7,5109,R1,1
7,5118,R1,0
7,5122,R1,2
7,5124,R1,3
7,5127,R1,4
7,5128,R1,1
7,5130,R1,1
7,5131,R1,0
7,5132,R1,0
7,5140,R1,0
7,5141,R1,1
7,5142,R1,3
7,5144,R1,1
7,5148,R1,1
7,5151,R1,0
7,5153,R1,0
7,5154,R1,0
7,5157,R1,0
7,5162,R1,0
7,5164,R1,1
7,5168,R1,0
7,5169,R1,1
7,5171,R1,1
7,5174,R1,1
7,5176,R1,0
7,5181,R1,1
7,5182,R1,0
7,5183,R1,0
7,5184,R1,1
7,5189,R1,0
7,5192,R1,0
7,5195,R1,0
7,5197,R1,1
7,5206,R1,0
7,5207,R1,0
7,5208,R1,0
7,5214,R1,1
7,5215,R1,0
7,5220,R1,1
7,5222,R1,1
7,5230,R1,0
7,5232,R1,0
7,5233,R1,1
7,5234,R1,0
7,5238,R1,0
7,5242,R1,2
7,5246,R1,0
7,5247,R1,0
7,5249,R1,1
7,5250,R1,0
7,5251,R1,1
7,5255,R1,1
7,5256,R1,1
7,5259,R1,0
7,5260,R1,4
7,5264,R1,1
7,5267,R1,2
7,5269,R1,0
7,5274,R1,0
7,5281,R1,1
7,5285,R1,1
7,5296,R1,1
7,5299,R1,0
7,5300,R1,1
7,5303,R1,5
7,5308,R1,0
7,5311,R1,0
7,5313,R1,2
7,5314,R1,0
7,5316,R1,2
7,5317,R1,0
7,5318,R1,1
7,5321,R1,1
7,5325,R1,1
7,5327,R1,0
7,5330,R1,0
7,5333,R1,0
7,5337,R1,0
7,5343,R1,1
7,5346,R1,0
7,5353,R1,0
7,5357,R1,1
7,5358,R1,0
7,5365,R1,1
7,5371,R1,0
7,5376,R1,0
7,5383,R1,1
7,5384,R1,0
7,5385,R1,0
7,5391,R1,0
7,5392,R1,0
7,5396,R1,3
7,5397,R1,1
7,5399,R1,1
7,5401,R1,1
7,5406,R1,0
7,5408,R1,0
7,5419,R1,0
7,5422,R1,0
7,5425,R1,0
7,5429,R1,0
7,5430,R1,0
7,5431,R1,0
7,5434,R1,0
7,5436,R1,2
7,5438,R1,1
7,5442,R1,0
7,5443,R1,0
7,5461,R1,1
7,5462,R1,2
7,5463,R1,0
7,5464,R1,0
7,5472,R1,0
7,5478,R1,0
7,5479,R1,0
7,5482,R1,1
7,5483,R1,1
7,5484,R1,0
7,5485,R1,1
7,5494,R1,2
7,5495,R1,0
7,5496,R1,0
7,5503,R1,0
7,5505,R1,0
7,5515,R1,1
7,5524,R1,0
7,5526,R1,0
7,5528,R1,0
7,5529,R1,1
7,5532,R1,1
7,5533,R1,1
7,5534,R1,0
7,5536,R1,1
7,5542,R1,1
8,4898,R1,0
8,4902,R1,4
8,4906,R1,0
8,4909,R1,1
8,4910,R1,2
8,4911,R1,0
8,4917,R1,0
8,4920,R1,1
8,4921,R1,0
8,4922,R1,0
8,4923,R1,3
8,4929,R1,1
8,4936,R1,0
8,4940,R1,0
8,4944,R1,5
8,4946,R1,2
8,4947,R1,0
8,4956,R1,0
8,4958,R1,2
8,4961,R1,3
8,4965,R1,0
8,4969,R1,1
8,4971,R1,0
8,4974,R1,0
8,4976,R1,2
8,4978,R1,0
8,4983,R1,0
8,4984,R1,0
8,4985,R1,0
8,4989,R1,1
8,4990,R1,0
8,4991,R1,1
8,4996,R1,1
8,4997,R1,0
8,5002,R1,1
8,5004,R1,1
8,5008,R1,0
8,5009,R1,0
8,5012,R1,0
