"gene","ou1_conv","ou1_theta","ou1_alpha","ou1_sigma_sq","ou1_gamma","ou1_loglik","ou2_conv","ou2_theta","ou2_alpha","ou2_sigma_sq","ou2_gamma","ou2_loglik","brown_conv","brown_theta","brown_sigma_sq","brown_gamma","brown_loglik","ou2_vs_bm_pvalue","ou2_vs_ou1_pvalue","qvalue","adaptive"
1,1,1.14256278025832,1e-10,0.0138387317225279,95.2878987028664,-319.18920327512,1,0.945326606350349,0.048809019757574,0.019087542548569,70.304818990286,-314.952971577445,1,1.14256277956649,0.0138387309896332,95.2879047784222,-319.189203331841,0.0144619856079142,0.00360562794251262,0.0144619856079142,"True"
1,1,1.14256278025832,1e-10,0.0138387317225279,95.2878987028664,-319.18920327512,1,2.82225906342522,0.048809019757574,0.019087542548569,70.304818990286,-314.952971577445,1,1.14256277956649,0.0138387309896332,95.2879047784222,-319.189203331841,0.0144619856079142,0.00360562794251262,0.0144619856079142,"True"
2,1,0.773195876288659,19.3437346504416,0.489798664180756,1.6371601925497,-255.376209618168,1,0.67515923566879,17.5556872908558,0.509873180050424,1.48906653296076,-250.393787233482,1,0.807559968630314,0.0064885611402095,99.8083599028954,-249.642721430865,1,1,1,"False"
2,1,0.773195876288659,19.3437346504416,0.489798664180756,1.6371601925497,-255.376209618168,1,1.18918918918919,17.5556872908558,0.509873180050424,1.48906653296076,-250.393787233482,1,0.807559968630314,0.0064885611402095,99.8083599028954,-249.642721430865,1,1,1,"False"
3,1,0.697323098669226,0.978776331368301,1.4232747222953,1e-10,-244.054925002344,1,0.664509843534285,1.02132243144278,1.475595607899,1e-10,-243.478265336156,1,0.704794652009309,0.00269268021867041,246.954819918247,-243.913231111091,0.647286820132618,0.350974259223727,0.647286820132618,"False"
3,1,0.697323098669226,0.978776331368301,1.4232747222953,1e-10,-244.054925002344,1,0.835618509628179,1.02132243144278,1.475595607899,1e-10,-243.478265336156,1,0.704794652009309,0.00269268021867041,246.954819918247,-243.913231111091,0.647286820132618,0.350974259223727,0.647286820132618,"False"
4,1,0.958006499064451,1e-10,0.00924743136095818,82.9720046661098,-268.469994144989,1,0.769376636927958,0.86740265603962,1.50312165386364,1e-10,-260.886732825107,1,0.9580065601031,0.00924740430743528,82.972287378385,-268.469994193451,0.000508898807152769,9.84331572037034e-05,0.000508898807152769,"True"
4,1,0.958006499064451,1e-10,0.00924743136095818,82.9720046661098,-268.469994144989,1,2.05739550102446,0.86740265603962,1.50312165386364,1e-10,-260.886732825107,1,0.9580065601031,0.00924740430743528,82.972287378385,-268.469994193451,0.000508898807152769,9.84331572037034e-05,0.000508898807152769,"True"
5,1,0.74951898696058,0.157748211361632,0.108077031057348,4.42594301049229,-252.710835531074,1,0.68416133788623,0.393161619723517,0.557067285503744,0.166316638973876,-250.327291153475,1,0.725052964723223,0.00331367939812833,220.581072013039,-253.864854973331,0.0290840949401712,0.0078161253684087,0.0290840949401712,"True"
5,1,0.74951898696058,0.157748211361632,0.108077031057348,4.42594301049229,-252.710835531074,1,1.09389993775577,0.393161619723517,0.557067285503744,0.166316638973876,-250.327291153475,1,0.725052964723223,0.00331367939812833,220.581072013039,-253.864854973331,0.0290840949401712,0.0078161253684087,0.0290840949401712,"True"
6,1,1.01140869832781,0.0723597921224033,0.0527930464955467,16.3845514810073,-290.538354225619,1,0.882817328651892,0.214261162259185,0.169163314221475,4.40822986872666,-286.486699231026,1,1.01948786967531,0.00691730160448821,150.353592246564,-291.217217319068,0.00882189933500444,0.00209882478619094,0.00882189933500444,"True"
6,1,1.01140869832781,0.0723597921224033,0.0527930464955467,16.3845514810073,-290.538354225619,1,1.65168907647704,0.214261162259185,0.169163314221475,4.40822986872666,-286.486699231026,1,1.01948786967531,0.00691730160448821,150.353592246564,-291.217217319068,0.00882189933500444,0.00209882478619094,0.00882189933500444,"True"
7,1,0.917690335926428,0.00545837627642212,0.0107362197599593,80.6881265289301,-279.217562010042,1,0.821656050955414,17.4499567215989,0.690516129519873,1.47991080006301,-279.235785133799,1,0.916390979292493,0.00932765398337304,93.3871084412289,-279.223116239245,1,1,1,"False"
7,1,0.917690335926428,0.00545837627642212,0.0107362197599593,80.6881265289301,-279.217562010042,1,1.43243243243243,17.4499567215989,0.690516129519873,1.47991080006301,-279.235785133799,1,0.916390979292493,0.00932765398337304,93.3871084412289,-279.223116239245,1,1,1,"False"
8,1,0.832914055121061,0.679498945812439,1.11661817887537,1.00000000002441e-10,-255.123809509231,1,0.817554334686581,0.683593502778907,1.12190210115306,1e-10,-255.018995346999,1,0.82989690683215,8.21580399942123e-11,1e+10,-256.211104491478,0.303580293654275,0.122566189031097,0.303580293654275,"False"
8,1,0.832914055121061,0.679498945812439,1.11661817887537,1.00000000002441e-10,-255.123809509231,1,0.897070857815845,0.683593502778907,1.12190210115306,1e-10,-255.018995346999,1,0.82989690683215,8.21580399942123e-11,1e+10,-256.211104491478,0.303580293654275,0.122566189031097,0.303580293654275,"False"
