ID	gene	h0_alpha	h0_sigma2	h0_theta	h1_alpha	h1_sigma2	h1_theta0	h1_theta1	h0	h1	LR	p	q	signif
92	93	1926.0035	3713.2083	0.7887359	2242.7727	3736.9292	0.8416651487350464	0.08003582805395126	286.96158	282.26703	4.6945496	0.03025842910020593	1.0	False
33	34	1780.8906	3916.2676	0.6528509	2042.1536	4190.0444	0.6211128830909729	1.5571646690368652	280.76843	278.0249	2.7435303	0.09764882503697336	1.0	False
2	3	1976.4486	3289.6345	0.71170896	2199.277	3539.3171	0.742500901222229	0.17698054015636444	284.89838	282.56116	2.3372192	0.12631485978470147	1.0	False
60	61	1507.0182	4254.2236	0.40711147	1916.376	3874.8882	0.45183855295181274	0.074773870408535	263.51904	261.2179	2.3011475	0.12927846291987322	1.0	False
72	73	2149.0562	2993.9395	0.7242632	2474.1885	2745.272	0.7082099914550781	1.275697112083435	286.41367	284.5166	1.8970642	0.16840729588227965	1.0	False
57	58	2068.9065	3226.2922	0.7217464	2338.0293	3362.8975	0.6913834810256958	1.4601532220840454	285.8431	283.95782	1.8852844	0.16973475204531419	1.0	False
91	92	2223.6353	2674.957	0.7263275	2378.3398	3175.1294	0.7476849555969238	0.2687116265296936	285.75726	283.97964	1.7776184	0.18244204433408062	1.0	False
73	74	1731.9268	4017.9854	0.6712832	2054.408	3819.641	0.6535455584526062	1.3125156164169312	283.95807	282.55252	1.4055481	0.23579684285239932	1.0	False
96	97	2140.6365	2628.677	0.5322745	2514.9453	2503.918	0.5246131420135498	0.9429677128791809	272.51584	271.181	1.3348389	0.2479461992603279	1.0	False
18	19	1801.2878	3796.7346	0.48829097	2040.8336	3887.5205	0.5104502439498901	0.16798248887062073	269.6773	268.35468	1.3226318	0.25012026411805244	1.0	False
47	48	1779.0894	4014.7126	0.75652415	2142.484	3740.9006	0.7509148120880127	1.320697546005249	286.6776	285.3755	1.302124	0.2538256105149489	1.0	False
22	23	1634.3918	4390.673	0.73688346	1835.4568	4762.788	0.7052220106124878	1.4270120859146118	282.47162	281.21735	1.2542725	0.2627380265466236	1.0	False
64	65	2682.5417	1611.4648	0.83249724	2630.0264	2515.7007	0.7872622013092041	1.410049319267273	288.80542	287.55557	1.2498474	0.2635816227419582	1.0	False
94	95	2418.9797	2239.442	0.5694951	2856.332	1897.8463	0.5598971843719482	1.0233044624328613	274.15646	272.97498	1.181488	0.27705326887844917	1.0	False
21	22	2208.9592	2563.4207	0.5732592	2184.3408	3576.5308	0.5689680576324463	0.1743730902671814	274.9832	273.8558	1.1273804	0.288334800977775	1.0	False
6	7	2398.655	1989.346	0.6231634	2771.3623	1941.1361	0.654604434967041	0.3059060275554657	279.3366	278.2099	1.126709	0.2884784086404303	1.0	False
51	52	2099.8828	3365.3596	0.820734	2836.1682	2168.7468	0.8704726696014404	0.5153133273124695	289.99176	288.92026	1.0715027	0.30060627128378536	1.0	False
52	53	1887.6477	3582.1804	0.6851872	2089.1663	3858.5676	0.6595354080200195	1.1678072214126587	283.7104	282.71405	0.9963379	0.31819825663911994	1.0	False
87	88	1875.5907	3555.2393	0.5023796	2034.771	3960.4456	0.48916304111480713	0.976449728012085	271.44702	270.46042	0.9866028	0.32057410383421736	1.0	False
26	27	1550.0593	4553.0225	0.49048495	1758.7344	4716.425	0.5184815526008606	0.1502838134765625	271.39124	270.405	0.9862366	0.3206639319325112	1.0	False
66	67	2018.7008	3116.1553	0.47708902	2078.2935	3855.921	0.4765813946723938	0.1662229299545288	266.7547	265.76953	0.98516846	0.3209261198614891	1.0	False
58	59	2169.109	2859.9097	0.70528615	2390.043	3050.6904	0.6859355568885803	1.1738314628601074	284.76282	283.82672	0.9360962	0.3332838276262743	1.0	False
74	75	1496.9801	4745.2183	0.5532779	1773.3247	4674.7305	0.59159255027771	0.24982884526252747	276.44864	275.52026	0.92837524	0.33528547304985046	1.0	False
3	4	2028.6062	3039.4521	0.66561717	2107.5288	3494.1338	0.6348578929901123	1.1821725368499756	281.8973	281.00128	0.8960266	0.34384936166280267	1.0	False
41	42	2209.0889	2625.341	0.40994865	2764.9238	1943.3859	0.41759079694747925	0.738512396812439	256.84024	256.0099	0.8303528	0.3621705379066249	1.0	False
99	100	2532.137	1916.3723	0.49821615	2962.4875	1603.7751	0.49438154697418213	0.866360604763031	266.44464	265.62314	0.8215027	0.36474118195967964	1.0	False
10	11	2309.8916	2602.6885	0.7488758	2648.8901	2542.083	0.7738378047943115	0.41032296419143677	287.1767	286.36542	0.8112793	0.367742296315277	1.0	False
78	79	1820.8258	3660.3635	0.54974055	2033.4989	3898.0332	0.568188488483429	0.2688100039958954	275.28873	274.48398	0.80474854	0.36967741697065215	1.0	False
56	57	1869.6542	3620.071	0.62134576	2379.718	2977.6504	0.6309594511985779	0.9323350191116333	281.4652	280.66052	0.8046875	0.36969556903267387	1.0	False
49	50	2791.5989	1537.5957	0.87842005	2659.8264	2700.944	0.8758584856987	0.4797367453575134	290.16745	289.36346	0.8039856	0.3699044070788341	1.0	False
15	16	2869.9346	1377.2156	0.8564707	3159.6743	1395.3114	0.8439602255821228	1.201982021331787	289.83536	289.09448	0.74087524	0.3893806504004683	1.0	False
42	43	2880.297	1445.9124	0.97416914	3315.8572	1238.3334	0.9872995615005493	0.7589682340621948	291.88052	291.20782	0.672699	0.4121122013241991	1.0	False
98	99	1891.6599	2925.769	0.46372348	2063.0771	3479.3533	0.4451017379760742	0.7354499697685242	265.25507	264.6103	0.6447754	0.4219868306754969	1.0	False
59	60	2527.2458	1975.2562	0.5829688	3051.3418	1445.1016	0.595730185508728	0.6475025415420532	275.7787	275.151	0.62768555	0.4282055435162102	1.0	False
17	18	1940.2039	3624.768	0.78231287	2223.7842	3664.9946	0.8010246753692627	0.48534244298934937	288.06076	287.44348	0.61727905	0.43206020770994813	1.0	False
30	31	1708.8256	3961.6116	0.65803605	1995.1327	3877.7905	0.6595761775970459	0.9685124158859253	282.38983	281.79135	0.5984802	0.4391584774379659	1.0	False
88	89	2072.5662	3254.3203	0.7349373	2399.7268	3149.9578	0.7341945171356201	0.9570706486701965	286.37222	285.77524	0.59698486	0.4397307552605676	1.0	False
65	66	2209.1394	3027.5237	0.89122516	2443.0647	3190.5574	0.8762231469154358	1.3208261728286743	289.22464	288.65372	0.57092285	0.449892432647404	1.0	False
20	21	1563.7529	4049.6072	0.5062095	1990.2812	3761.3176	0.5193601846694946	0.7570948004722595	273.94464	273.4022	0.54244995	0.4614191570860682	1.0	False
84	85	1825.9285	3900.6125	0.8565221	2074.6484	3998.953	0.8485274910926819	1.3305729627609253	286.19308	285.66403	0.52905273	0.46700538205286657	1.0	False
93	94	1987.6279	3657.6348	0.97396433	2369.9612	3387.5012	1.0043433904647827	0.7227818965911865	289.46973	288.94446	0.52526855	0.4686028783356998	1.0	False
31	32	2309.8262	2455.5725	0.48234046	2802.5315	1915.0016	0.5091758370399475	0.3049565553665161	265.54407	265.01923	0.5248413	0.46878379208691545	1.0	False
70	71	2654.3372	1669.1942	0.71386653	2878.0217	1855.2358	0.6978105902671814	0.9913591146469116	284.3393	283.82953	0.5097656	0.4752403328269148	1.0	False
27	28	2440.358	2401.918	0.632239	2948.536	1835.7886	0.6493651270866394	0.6452291011810303	280.75378	280.25653	0.49725342	0.48070943885851136	1.0	False
11	12	1923.801	3522.0574	0.67773294	2237.1936	3438.3838	0.6977448463439941	0.5913144946098328	282.60577	282.16486	0.44091797	0.5066797234211358	1.0	False
9	10	2088.317	3215.096	0.79821265	2201.8843	3745.0723	0.8122833371162415	0.46558481454849243	288.17828	287.74258	0.43569946	0.5092054786966728	1.0	False
36	37	1858.9879	3700.4905	0.8169585	2100.7517	3873.457	0.8424530625343323	0.48298442363739014	287.29373	286.88028	0.41345215	0.5202225112866439	1.0	False
83	84	1698.3345	4357.811	0.851243	1990.5178	4319.5107	0.8546440005302429	1.046513557434082	288.78296	288.37775	0.4052124	0.5244095582623799	1.0	False
32	33	2093.2532	3024.2725	0.73071676	2203.2668	3547.5547	0.7085794806480408	1.0191987752914429	285.41718	285.02274	0.3944397	0.5299748915005209	1.0	False
